"lat","lon","depth"
28.3125,267.6875,0
28.4375,267.6875,0
28.3125,267.8125,0
28.4375,267.8125,0
28.3125,267.9375,0
28.4375,267.9375,0
28.3125,268.0625,0
28.4375,268.0625,0
28.3125,268.1875,0
28.4375,268.1875,0
28.3125,268.3125,0
28.4375,268.3125,0
28.3125,268.4375,0
28.4375,268.4375,0
28.3125,268.5625,0
28.4375,268.5625,0
28.3125,268.6875,0
28.4375,268.6875,0
28.3125,268.8125,0
28.4375,268.8125,0
28.3125,268.9375,0
28.4375,268.9375,0
28.3125,269.0625,0
28.4375,269.0625,0
28.3125,269.1875,0
28.4375,269.1875,0
28.3125,269.3125,0
28.4375,269.3125,0
28.3125,269.4375,0
28.4375,269.4375,0
28.3125,269.5625,0
28.4375,269.5625,0
28.3125,269.6875,0
28.4375,269.6875,0
28.3125,269.8125,0
28.4375,269.8125,0
28.3125,269.9375,0
28.4375,269.9375,0
28.5625,263.8125,0
28.6875,263.8125,0
28.5625,263.9375,0
28.6875,263.9375,0
28.5625,264.0625,0
28.6875,264.0625,0
28.5625,264.1875,0
28.6875,264.1875,0
28.5625,264.3125,0
28.6875,264.3125,0
28.5625,264.4375,0
28.6875,264.4375,0
28.5625,264.5625,0
28.6875,264.5625,0
28.5625,264.6875,0
28.6875,264.6875,0
28.5625,264.8125,0
28.6875,264.8125,0
28.5625,264.9375,0
28.6875,264.9375,0
28.5625,265.0625,0
28.6875,265.0625,0
28.5625,265.1875,0
28.6875,265.1875,0
28.5625,265.3125,0
28.6875,265.3125,0
28.5625,265.4375,0
28.6875,265.4375,0
28.5625,265.5625,0
28.6875,265.5625,0
28.5625,265.6875,0
28.6875,265.6875,0
28.5625,265.8125,0
28.6875,265.8125,0
28.5625,265.9375,0
28.6875,265.9375,0
28.5625,266.0625,0
28.6875,266.0625,0
28.5625,266.1875,0
28.6875,266.1875,0
28.5625,266.3125,0
28.6875,266.3125,0
28.5625,266.4375,0
28.6875,266.4375,0
28.5625,266.5625,0
28.6875,266.5625,0
28.5625,266.6875,0
28.6875,266.6875,0
28.5625,266.8125,0
28.6875,266.8125,0
28.5625,266.9375,0
28.6875,266.9375,0
28.5625,267.0625,0
28.6875,267.0625,0
28.5625,267.1875,0
28.6875,267.1875,0
28.5625,267.3125,0
28.6875,267.3125,0
28.5625,267.4375,0
28.6875,267.4375,0
28.5625,267.5625,0
28.6875,267.5625,0
28.5625,267.6875,0
28.6875,267.6875,0
28.5625,267.8125,0
28.6875,267.8125,0
28.5625,267.9375,0
28.6875,267.9375,0
28.5625,268.0625,0
28.6875,268.0625,0
28.5625,268.1875,0
28.6875,268.1875,0
28.5625,268.3125,0
28.6875,268.3125,0
28.5625,268.4375,0
28.6875,268.4375,0
28.5625,268.5625,0
28.6875,268.5625,0
28.5625,268.6875,0
28.6875,268.6875,0
28.5625,268.8125,0
28.6875,268.8125,0
28.5625,268.9375,0
28.6875,268.9375,0
28.5625,269.0625,0
28.6875,269.0625,0
28.5625,269.1875,0
28.6875,269.1875,0
28.5625,269.3125,0
28.6875,269.3125,0
28.5625,269.4375,0
28.6875,269.4375,0
28.5625,269.5625,0
28.6875,269.5625,0
28.5625,269.6875,0
28.6875,269.6875,0
28.5625,269.8125,0
28.6875,269.8125,0
28.5625,269.9375,0
28.6875,269.9375,0
28.5625,270.0625,0
28.6875,270.0625,0
28.5625,270.1875,0
28.6875,270.1875,0
28.5625,270.3125,0
28.6875,270.3125,0
28.5625,270.4375,0
28.6875,270.4375,0
28.8125,264.3125,0
28.9375,264.3125,0
28.8125,264.4375,0
28.9375,264.4375,0
28.8125,264.5625,0
28.9375,264.5625,0
28.8125,264.6875,0
28.9375,264.6875,0
28.8125,264.8125,0
28.9375,264.8125,0
28.8125,264.9375,0
28.9375,264.9375,0
28.8125,265.0625,0
28.9375,265.0625,0
28.8125,265.1875,0
28.9375,265.1875,0
28.8125,265.3125,0
28.9375,265.3125,0
28.8125,265.4375,0
28.9375,265.4375,0
28.8125,265.5625,0
28.9375,265.5625,0
28.8125,265.6875,0
28.9375,265.6875,0
28.8125,265.8125,0
28.9375,265.8125,0
28.8125,265.9375,0
28.9375,265.9375,0
28.8125,266.0625,0
28.9375,266.0625,0
28.8125,266.1875,0
28.9375,266.1875,0
28.8125,266.3125,0
28.9375,266.3125,0
28.8125,266.4375,0
28.9375,266.4375,0
28.8125,266.5625,0
28.9375,266.5625,0
28.8125,266.6875,0
28.9375,266.6875,0
28.8125,266.8125,0
28.9375,266.8125,0
28.8125,266.9375,0
28.9375,266.9375,0
28.8125,267.0625,0
28.9375,267.0625,0
28.8125,267.1875,0
28.9375,267.1875,0
28.8125,267.3125,0
28.9375,267.3125,0
28.8125,267.4375,0
28.9375,267.4375,0
28.8125,267.5625,0
28.9375,267.5625,0
28.8125,267.6875,0
28.9375,267.6875,0
28.8125,267.8125,0
28.9375,267.8125,0
28.8125,267.9375,0
28.9375,267.9375,0
28.8125,268.0625,0
28.9375,268.0625,0
28.8125,268.1875,0
28.9375,268.1875,0
28.8125,268.3125,0
28.9375,268.3125,0
28.8125,268.4375,0
28.9375,268.4375,0
28.8125,268.5625,0
28.9375,268.5625,0
28.8125,268.6875,0
28.9375,268.6875,0
28.8125,268.8125,0
28.9375,268.8125,0
28.8125,268.9375,0
28.9375,268.9375,0
28.8125,269.0625,0
28.9375,269.0625,0
28.8125,269.1875,0
28.9375,269.1875,0
28.8125,269.3125,0
28.9375,269.3125,0
28.8125,269.4375,0
28.9375,269.4375,0
28.8125,269.5625,0
28.9375,269.5625,0
28.8125,269.6875,0
28.9375,269.6875,0
28.8125,269.8125,0
28.9375,269.8125,0
28.8125,269.9375,0
28.9375,269.9375,0
28.8125,270.0625,0
28.9375,270.0625,0
28.8125,270.1875,0
28.9375,270.1875,0
28.8125,270.3125,0
28.9375,270.3125,0
28.8125,270.4375,0
28.9375,270.4375,0
28.8125,270.5625,0
28.9375,270.5625,0
28.8125,270.6875,0
28.9375,270.6875,0
28.8125,270.8125,0
28.9375,270.8125,0
28.8125,270.9375,0
28.9375,270.9375,0
28.8125,271.0625,0
28.9375,271.0625,0
28.8125,271.1875,0
28.9375,271.1875,0
28.8125,279.0625,0
28.9375,279.0625,0
28.8125,279.1875,0
28.9375,279.1875,0
28.8125,279.3125,0
28.9375,279.3125,0
28.8125,279.4375,0
28.9375,279.4375,0
28.8125,279.8125,0
28.9375,279.8125,0
28.8125,279.9375,0
28.9375,279.9375,0
28.8125,280.0625,0
28.9375,280.0625,0
28.8125,280.1875,0
28.9375,280.1875,0
29.0625,264.8125,0
29.1875,264.8125,0
29.0625,264.9375,0
29.1875,264.9375,0
29.0625,265.0625,0
29.1875,265.0625,0
29.0625,265.1875,0
29.1875,265.1875,0
29.0625,265.3125,0
29.1875,265.3125,0
29.0625,265.4375,0
29.1875,265.4375,0
29.0625,265.5625,0
29.1875,265.5625,0
29.0625,265.6875,0
29.1875,265.6875,0
29.0625,265.8125,0
29.1875,265.8125,0
29.0625,265.9375,0
29.1875,265.9375,0
29.0625,266.0625,0
29.1875,266.0625,0
29.0625,266.1875,0
29.1875,266.1875,0
29.0625,266.3125,0
29.1875,266.3125,0
29.0625,266.4375,0
29.1875,266.4375,0
29.0625,266.5625,0
29.1875,266.5625,0
29.0625,266.6875,0
29.1875,266.6875,0
29.0625,266.8125,0
29.1875,266.8125,0
29.0625,266.9375,0
29.1875,266.9375,0
29.0625,267.0625,0
29.1875,267.0625,0
29.0625,267.1875,0
29.1875,267.1875,0
29.0625,267.3125,0
29.1875,267.3125,0
29.0625,267.4375,0
29.1875,267.4375,0
29.0625,267.5625,0
29.1875,267.5625,0
29.0625,267.6875,0
29.1875,267.6875,0
29.0625,267.8125,0
29.1875,267.8125,0
29.0625,267.9375,0
29.1875,267.9375,0
29.0625,268.0625,0
29.1875,268.0625,0
29.0625,268.1875,0
29.1875,268.1875,0
29.0625,268.3125,0
29.1875,268.3125,0
29.0625,268.4375,0
29.1875,268.4375,0
29.0625,268.5625,0
29.1875,268.5625,0
29.0625,268.6875,0
29.1875,268.6875,0
29.0625,268.8125,0
29.1875,268.8125,0
29.0625,268.9375,0
29.1875,268.9375,0
29.0625,269.0625,0
29.1875,269.0625,0
29.0625,269.1875,0
29.1875,269.1875,0
29.0625,269.3125,0
29.1875,269.3125,0
29.0625,269.4375,0
29.1875,269.4375,0
29.0625,269.5625,0
29.1875,269.5625,0
29.0625,269.6875,0
29.1875,269.6875,0
29.0625,269.8125,0
29.1875,269.8125,0
29.0625,269.9375,0
29.1875,269.9375,0
29.0625,270.0625,0
29.1875,270.0625,0
29.0625,270.1875,0
29.1875,270.1875,0
29.0625,270.3125,0
29.1875,270.3125,0
29.0625,270.4375,0
29.1875,270.4375,0
29.0625,270.5625,0
29.1875,270.5625,0
29.0625,270.6875,0
29.1875,270.6875,0
29.0625,270.8125,0
29.1875,270.8125,0
29.0625,270.9375,0
29.1875,270.9375,0
29.0625,271.0625,0
29.1875,271.0625,0
29.0625,271.1875,0
29.1875,271.1875,0
29.0625,271.3125,0
29.1875,271.3125,0
29.0625,271.4375,0
29.1875,271.4375,0
29.0625,271.5625,0
29.1875,271.5625,0
29.0625,271.6875,0
29.1875,271.6875,0
29.0625,274.3125,0
29.1875,274.3125,0
29.0625,274.4375,0
29.1875,274.4375,0
29.0625,279.0625,0
29.1875,279.0625,0
29.0625,279.1875,0
29.1875,279.1875,0
29.0625,279.3125,0
29.1875,279.3125,0
29.0625,279.4375,0
29.1875,279.4375,0
29.3125,265.3125,0
29.4375,265.3125,0
29.3125,265.4375,0
29.4375,265.4375,0
29.3125,265.5625,0
29.4375,265.5625,0
29.3125,265.6875,0
29.4375,265.6875,0
29.3125,265.8125,0
29.4375,265.8125,0
29.3125,265.9375,0
29.4375,265.9375,0
29.3125,266.0625,0
29.4375,266.0625,0
29.3125,266.1875,0
29.4375,266.1875,0
29.3125,266.3125,0
29.4375,266.3125,0
29.3125,266.4375,0
29.4375,266.4375,0
29.3125,266.5625,0
29.4375,266.5625,0
29.3125,266.6875,0
29.4375,266.6875,0
29.3125,266.8125,0
29.4375,266.8125,0
29.3125,266.9375,0
29.4375,266.9375,0
29.3125,267.0625,0
29.4375,267.0625,0
29.3125,267.1875,0
29.4375,267.1875,0
29.3125,267.3125,0
29.4375,267.3125,0
29.3125,267.4375,0
29.4375,267.4375,0
29.3125,267.5625,0
29.4375,267.5625,0
29.3125,267.6875,0
29.4375,267.6875,0
29.3125,267.8125,0
29.4375,267.8125,0
29.3125,267.9375,0
29.4375,267.9375,0
29.3125,268.0625,0
29.4375,268.0625,0
29.3125,268.1875,0
29.4375,268.1875,0
29.3125,270.0625,0
29.4375,270.0625,0
29.3125,270.1875,0
29.4375,270.1875,0
29.3125,270.3125,0
29.4375,270.3125,0
29.3125,270.4375,0
29.4375,270.4375,0
29.3125,270.8125,0
29.4375,270.8125,0
29.3125,270.9375,0
29.4375,270.9375,0
29.3125,271.0625,0
29.4375,271.0625,0
29.3125,271.1875,0
29.4375,271.1875,0
29.3125,271.3125,0
29.4375,271.3125,0
29.3125,271.4375,0
29.4375,271.4375,0
29.3125,271.5625,0
29.4375,271.5625,0
29.3125,271.6875,0
29.4375,271.6875,0
29.3125,271.8125,0
29.4375,271.8125,0
29.3125,271.9375,0
29.4375,271.9375,0
29.3125,272.0625,0
29.4375,272.0625,0
29.3125,272.1875,0
29.4375,272.1875,0
29.3125,272.3125,0
29.4375,272.3125,0
29.3125,272.4375,0
29.4375,272.4375,0
29.3125,273.8125,0
29.4375,273.8125,0
29.3125,273.9375,0
29.4375,273.9375,0
29.3125,274.0625,0
29.4375,274.0625,0
29.3125,274.1875,0
29.4375,274.1875,0
29.3125,274.3125,0
29.4375,274.3125,0
29.3125,274.4375,0
29.4375,274.4375,0
29.3125,279.0625,0
29.4375,279.0625,0
29.3125,279.1875,0
29.4375,279.1875,0
29.3125,279.3125,0
29.4375,279.3125,0
29.3125,279.4375,0
29.4375,279.4375,0
29.3125,279.5625,0
29.4375,279.5625,0
29.3125,279.6875,0
29.4375,279.6875,0
29.3125,279.8125,0
29.4375,279.8125,0
29.3125,279.9375,0
29.4375,279.9375,0
29.5625,265.5625,0
29.6875,265.5625,0
29.5625,265.6875,0
29.6875,265.6875,0
29.5625,265.8125,0
29.6875,265.8125,0
29.5625,265.9375,0
29.6875,265.9375,0
29.5625,266.0625,0
29.6875,266.0625,0
29.5625,266.1875,0
29.6875,266.1875,0
29.5625,266.3125,0
29.6875,266.3125,0
29.5625,266.4375,0
29.6875,266.4375,0
29.5625,266.5625,0
29.6875,266.5625,0
29.5625,266.6875,0
29.6875,266.6875,0
29.5625,266.8125,0
29.6875,266.8125,0
29.5625,266.9375,0
29.6875,266.9375,0
29.5625,267.0625,0
29.6875,267.0625,0
29.5625,267.1875,0
29.6875,267.1875,0
29.5625,267.3125,0
29.6875,267.3125,0
29.5625,267.4375,0
29.6875,267.4375,0
29.5625,267.5625,0
29.6875,267.5625,0
29.5625,267.6875,0
29.6875,267.6875,0
29.5625,271.0625,0
29.6875,271.0625,0
29.5625,271.1875,0
29.6875,271.1875,0
29.5625,271.3125,0
29.6875,271.3125,0
29.5625,271.4375,0
29.6875,271.4375,0
29.5625,271.5625,0
29.6875,271.5625,0
29.5625,271.6875,0
29.6875,271.6875,0
29.5625,271.8125,0
29.6875,271.8125,0
29.5625,271.9375,0
29.6875,271.9375,0
29.5625,272.0625,0
29.6875,272.0625,0
29.5625,272.1875,0
29.6875,272.1875,0
29.5625,272.3125,0
29.6875,272.3125,0
29.5625,272.4375,0
29.6875,272.4375,0
29.5625,272.5625,0
29.6875,272.5625,0
29.5625,272.6875,0
29.6875,272.6875,0
29.5625,278.8125,0
29.6875,278.8125,0
29.5625,278.9375,0
29.6875,278.9375,0
29.5625,279.0625,0
29.6875,279.0625,0
29.5625,279.1875,0
29.6875,279.1875,0
29.5625,279.3125,0
29.6875,279.3125,0
29.5625,279.4375,0
29.6875,279.4375,0
29.5625,279.5625,0
29.6875,279.5625,0
29.5625,279.6875,0
29.6875,279.6875,0
29.8125,266.5625,0
29.9375,266.5625,0
29.8125,266.6875,0
29.9375,266.6875,0
29.8125,266.8125,0
29.9375,266.8125,0
29.8125,266.9375,0
29.9375,266.9375,0
29.8125,271.0625,0
29.9375,271.0625,0
29.8125,271.1875,0
29.9375,271.1875,0
29.8125,271.3125,0
29.9375,271.3125,0
29.8125,271.4375,0
29.9375,271.4375,0
29.8125,271.5625,0
29.9375,271.5625,0
29.8125,271.6875,0
29.9375,271.6875,0
29.8125,271.8125,0
29.9375,271.8125,0
29.8125,271.9375,0
29.9375,271.9375,0
29.8125,272.0625,0
29.9375,272.0625,0
29.8125,272.1875,0
29.9375,272.1875,0
29.8125,272.3125,0
29.9375,272.3125,0
29.8125,272.4375,0
29.9375,272.4375,0
29.8125,272.8125,0
29.9375,272.8125,0
29.8125,272.9375,0
29.9375,272.9375,0
29.8125,273.5625,0
29.9375,273.5625,0
29.8125,273.6875,0
29.9375,273.6875,0
29.8125,273.8125,0
29.9375,273.8125,0
29.8125,273.9375,0
29.9375,273.9375,0
29.8125,278.5625,0
29.9375,278.5625,0
29.8125,278.6875,0
29.9375,278.6875,0
29.8125,279.0625,0
29.9375,279.0625,0
29.8125,279.1875,0
29.9375,279.1875,0
30.0625,271.0625,0
30.1875,271.0625,0
30.0625,271.1875,0
30.1875,271.1875,0
30.0625,271.3125,0
30.1875,271.3125,0
30.0625,271.4375,0
30.1875,271.4375,0
30.0625,271.5625,0
30.1875,271.5625,0
30.0625,271.6875,0
30.1875,271.6875,0
30.0625,271.8125,0
30.1875,271.8125,0
30.0625,271.9375,0
30.1875,271.9375,0
30.0625,272.0625,0
30.1875,272.0625,0
30.0625,272.1875,0
30.1875,272.1875,0
30.0625,272.3125,0
30.1875,272.3125,0
30.0625,272.4375,0
30.1875,272.4375,0
30.0625,272.5625,0
30.1875,272.5625,0
30.0625,272.6875,0
30.1875,272.6875,0
30.0625,272.8125,0
30.1875,272.8125,0
30.0625,272.9375,0
30.1875,272.9375,0
30.0625,273.0625,0
30.1875,273.0625,0
30.0625,273.1875,0
30.1875,273.1875,0
30.0625,273.3125,0
30.1875,273.3125,0
30.0625,273.4375,0
30.1875,273.4375,0
30.0625,273.8125,0
30.1875,273.8125,0
30.0625,273.9375,0
30.1875,273.9375,0
30.0625,274.0625,0
30.1875,274.0625,0
30.0625,274.1875,0
30.1875,274.1875,0
30.0625,274.3125,0
30.1875,274.3125,0
30.0625,274.4375,0
30.1875,274.4375,0
30.0625,278.5625,0
30.1875,278.5625,0
30.0625,278.6875,0
30.1875,278.6875,0
30.0625,278.8125,0
30.1875,278.8125,0
30.0625,278.9375,0
30.1875,278.9375,0
30.0625,279.5625,0
30.1875,279.5625,0
30.0625,279.6875,0
30.1875,279.6875,0
30.3125,272.5625,0
30.4375,272.5625,0
30.3125,272.6875,0
30.4375,272.6875,0
30.3125,272.8125,0
30.4375,272.8125,0
30.3125,272.9375,0
30.4375,272.9375,0
30.3125,273.0625,0
30.4375,273.0625,0
30.3125,273.1875,0
30.4375,273.1875,0
30.3125,273.3125,0
30.4375,273.3125,0
30.3125,273.4375,0
30.4375,273.4375,0
30.3125,273.5625,0
30.4375,273.5625,0
30.3125,273.6875,0
30.4375,273.6875,0
30.3125,273.8125,0
30.4375,273.8125,0
30.3125,273.9375,0
30.4375,273.9375,0
30.3125,278.5625,0
30.4375,278.5625,0
30.3125,278.6875,0
30.4375,278.6875,0
30.3125,278.8125,0
30.4375,278.8125,0
30.3125,278.9375,0
30.4375,278.9375,0
30.3125,279.0625,0
30.4375,279.0625,0
30.3125,279.1875,0
30.4375,279.1875,0
30.3125,279.3125,0
30.4375,279.3125,0
30.3125,279.4375,0
30.4375,279.4375,0
30.3125,279.5625,0
30.4375,279.5625,0
30.3125,279.6875,0
30.4375,279.6875,0
30.3125,279.8125,0
30.4375,279.8125,0
30.3125,279.9375,0
30.4375,279.9375,0
30.3125,280.0625,0
30.4375,280.0625,0
30.3125,280.1875,0
30.4375,280.1875,0
30.5625,278.5625,0
30.6875,278.5625,0
30.5625,278.6875,0
30.6875,278.6875,0
30.5625,279.3125,0
30.6875,279.3125,0
30.5625,279.4375,0
30.6875,279.4375,0
30.5625,279.8125,0
30.6875,279.8125,0
30.5625,279.9375,0
30.6875,279.9375,0
30.8125,278.5625,0
30.9375,278.5625,0
30.8125,278.6875,0
