mggid	ship	cruise	sample	device_code	device	subcore	interval	replicate	lower_phi_limit	upper_phi_limit	weight_percent
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	8	1	1	2	1.8	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	8	1	2	3	6.7	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	4	1	2	3	.33	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	4	1	4	6	8	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	4	1	6	8	26	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	4	1	8	10	23	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	4	1	10	99	42	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	5	1	-2	-1	0	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	5	1	-1	0	2	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	5	1	0	1	1	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	5	1	1	2	2	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	5	1	3	4	2	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	5	1	4	6	12	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	5	1	6	8	14	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	5	1	8	10	20	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	5	1	10	99	44	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	6	1	-99	-2	2	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	6	1	-2	-1	4	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	6	1	-1	0	1	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	6	1	0	1	2	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	6	1	1	2	3	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	6	1	2	3	4	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	6	1	3	4	4	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	6	1	4	6	13	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	6	1	6	8	13	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	6	1	8	10	18	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	6	1	10	99	35	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	8	1	3	4	6.7	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	8	1	4	5	11.2	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	8	1	5	6	13.7	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	8	1	6	7	12.2	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	8	1	7	8	13.7	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	8	1	8	9	10	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	8	1	9	10	8.2	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	8	1	10	99	13.1	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	9	1	-2	-1	.3	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	9	1	-1	0	.2	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	9	1	0	1	.6	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	9	1	1	2	2.3	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	9	1	3	4	.1	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	9	1	4	5	16.9	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	9	1	5	6	11.6	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	9	1	6	7	10.6	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	9	1	7	8	15.2	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	9	1	8	9	12.9	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	9	1	9	10	8.7	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	9	1	10	99	14.4	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	10	1	-2	-1	11.1	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	7	1	-2	-1	0	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	7	1	-1	0	1	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	7	1	0	1	2	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	7	1	1	2	4	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	7	1	2	3	4	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	7	1	3	4	4	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	7	1	4	6	14	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	7	1	6	8	14	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	7	1	8	10	18	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	8	1	-99	-2	1	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	8	1	-2	-1	2	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	8	1	-1	0	2	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	8	1	0	1	4	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	8	1	1	2	5	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	8	1	2	3	6	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	8	1	3	4	6	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	8	1	4	6	23	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	8	1	6	8	17	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	8	1	8	10	12	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	8	1	10	99	21	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	9	1	-2	-1	0	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	9	1	-1	0	1	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	9	1	0	1	1	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	9	1	1	2	1	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	9	1	2	3	2	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	9	1	3	4	1	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	9	1	4	6	5	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	9	1	6	8	19	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	9	1	8	10	25	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	9	1	10	99	45	
09005062	Unknown Platform	L.I. 154	15	401	core, gravity, phleger	0	1	1	-1	0	.5	
09005062	Unknown Platform	L.I. 154	15	401	core, gravity, phleger	0	1	1	0	1	.5	
09005062	Unknown Platform	L.I. 154	15	401	core, gravity, phleger	0	1	1	1	2	0	
09005062	Unknown Platform	L.I. 154	15	401	core, gravity, phleger	0	1	1	2	4	1	
09005062	Unknown Platform	L.I. 154	15	401	core, gravity, phleger	0	1	1	4	6	15	
09005062	Unknown Platform	L.I. 154	15	401	core, gravity, phleger	0	1	1	6	8	26	
09005062	Unknown Platform	L.I. 154	15	401	core, gravity, phleger	0	1	1	8	10	29	
09005062	Unknown Platform	L.I. 154	15	401	core, gravity, phleger	0	1	1	10	99	28	
09005062	Unknown Platform	L.I. 154	15	401	core, gravity, phleger	0	2	1	-1	0	0	
09005062	Unknown Platform	L.I. 154	15	401	core, gravity, phleger	0	2	1	0	1	0	
09005062	Unknown Platform	L.I. 154	15	401	core, gravity, phleger	0	2	1	1	2	0	
09005062	Unknown Platform	L.I. 154	15	401	core, gravity, phleger	0	2	1	2	4	1	
09005062	Unknown Platform	L.I. 154	15	401	core, gravity, phleger	0	2	1	4	6	22	
09005062	Unknown Platform	L.I. 154	15	401	core, gravity, phleger	0	2	1	6	8	24	
09005062	Unknown Platform	L.I. 154	15	401	core, gravity, phleger	0	2	1	8	10	24	
09005062	Unknown Platform	L.I. 154	15	401	core, gravity, phleger	0	2	1	10	99	29	
09005062	Unknown Platform	L.I. 154	15	401	core, gravity, phleger	0	3	1	0	1	0	
09005062	Unknown Platform	L.I. 154	15	401	core, gravity, phleger	0	3	1	1	2	0	
09005062	Unknown Platform	L.I. 154	15	401	core, gravity, phleger	0	3	1	3	4	0	
09005062	Unknown Platform	L.I. 154	15	401	core, gravity, phleger	0	3	1	4	6	32	
09005062	Unknown Platform	L.I. 154	15	401	core, gravity, phleger	0	3	1	6	8	24	
09005062	Unknown Platform	L.I. 154	15	401	core, gravity, phleger	0	3	1	8	10	20	
09005062	Unknown Platform	L.I. 154	15	401	core, gravity, phleger	0	3	1	10	99	24	
09005062	Unknown Platform	L.I. 154	16	401	core, gravity, phleger	0	1	1	-2	-1	0	
09005062	Unknown Platform	L.I. 154	16	401	core, gravity, phleger	0	1	1	-1	0	.5	
09005062	Unknown Platform	L.I. 154	16	401	core, gravity, phleger	0	1	1	0	1	.5	
09005062	Unknown Platform	L.I. 154	16	401	core, gravity, phleger	0	1	1	1	2	1	
09005062	Unknown Platform	L.I. 154	16	401	core, gravity, phleger	0	1	1	2	3	1	
09005062	Unknown Platform	L.I. 154	16	401	core, gravity, phleger	0	1	1	3	4	1	
09005062	Unknown Platform	L.I. 154	16	401	core, gravity, phleger	0	1	1	4	6	8	
09005062	Unknown Platform	L.I. 154	16	401	core, gravity, phleger	0	1	1	6	8	21	
09005062	Unknown Platform	L.I. 154	16	401	core, gravity, phleger	0	1	1	8	10	35	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	15	1	4	5	12.9	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	15	1	5	6	7.9	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	15	1	6	7	11.9	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	15	1	7	8	2	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	15	1	8	9	1	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	15	1	9	10	1	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	15	1	10	99	3	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	16	1	-2	-1	.2	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	16	1	-1	0	.3	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	16	1	0	1	.6	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	16	1	1	2	1.7	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	16	1	2	3	4	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	16	1	3	4	0	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	16	1	4	5	13.5	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	16	1	5	6	11.1	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	16	1	6	7	9.5	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	16	1	7	8	14.3	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	16	1	8	9	13	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	16	1	9	10	10.4	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	16	1	10	99	21.4	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	17	1	-2	-1	0	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	17	1	-1	0	.9	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	17	1	0	1	1.7	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	17	1	1	2	3.4	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	17	1	2	3	6.9	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	17	1	3	4	10.3	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	17	1	4	5	16.4	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	17	1	5	6	16.4	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	17	1	6	7	19	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	17	1	7	8	9.5	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	17	1	8	9	5.2	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	17	1	9	10	2.6	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	17	1	10	99	7.8	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	18	1	-2	-1	0	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	18	1	-1	0	0	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	18	1	0	1	.1	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	18	1	1	2	.8	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	18	1	2	3	4.7	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	18	1	3	4	8.5	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	18	1	4	5	17	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	18	1	5	6	22.8	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	18	1	6	7	16	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	18	1	7	8	12.3	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	18	1	8	9	7	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	18	1	9	10	4	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	18	1	10	99	6.8	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	19	1	-2	-1	.4	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	19	1	-1	0	.8	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	19	1	0	1	2.1	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	19	1	2	3	9.9	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	19	1	3	4	.2	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	19	1	4	5	18.6	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	19	1	5	6	16.1	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	19	1	6	7	13.6	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	19	1	7	8	10.3	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	19	1	8	9	7.4	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	19	1	9	10	4.1	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	19	1	10	99	8.2	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	20	1	-2	-1	15.7	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	20	1	-1	0	.6	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	20	1	0	1	.6	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	20	1	1	2	2.5	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	20	1	2	3	10	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	20	1	3	4	8.2	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	20	1	4	5	13.8	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	20	1	5	6	7.2	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	20	1	6	7	6.9	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	20	1	7	8	9.1	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	20	1	8	9	7.8	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	20	1	9	10	6.3	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	20	1	10	99	11.3	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	21	1	-2	-1	3.2	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	21	1	-1	0	.6	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	21	1	0	1	1	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	21	1	1	2	2.6	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	21	1	2	3	7.1	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	21	1	3	4	11	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	21	1	4	5	14.9	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	21	1	5	6	10	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	21	1	6	7	10.7	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	21	1	7	8	10	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	21	1	8	9	8.4	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	21	1	9	10	7.4	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	21	1	10	99	12.9	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	22	1	-2	-1	.6	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	22	1	-1	0	3.1	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	22	1	0	1	3.1	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	22	1	1	2	1.6	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	22	1	2	3	11.2	
09005062	Unknown Platform	L.I. 154	7	401	core, gravity, phleger	0	5	1	0	1	7	
09005062	Unknown Platform	L.I. 154	7	401	core, gravity, phleger	0	5	1	1	2	9	
09005062	Unknown Platform	L.I. 154	7	401	core, gravity, phleger	0	5	1	2	3	9	
09005062	Unknown Platform	L.I. 154	7	401	core, gravity, phleger	0	5	1	3	4	9	
09005062	Unknown Platform	L.I. 154	7	401	core, gravity, phleger	0	5	1	4	6	17	
09005062	Unknown Platform	L.I. 154	7	401	core, gravity, phleger	0	5	1	6	8	10	
09005062	Unknown Platform	L.I. 154	7	401	core, gravity, phleger	0	5	1	8	10	14	
09005062	Unknown Platform	L.I. 154	7	401	core, gravity, phleger	0	6	1	-2	-1	1	
09005062	Unknown Platform	L.I. 154	7	401	core, gravity, phleger	0	6	1	-1	0	2	
09005062	Unknown Platform	L.I. 154	7	401	core, gravity, phleger	0	6	1	0	1	4	
09005062	Unknown Platform	L.I. 154	7	401	core, gravity, phleger	0	6	1	1	2	6	
09005062	Unknown Platform	L.I. 154	7	401	core, gravity, phleger	0	6	1	2	3	9	
09005062	Unknown Platform	L.I. 154	7	401	core, gravity, phleger	0	6	1	3	4	13	
09005062	Unknown Platform	L.I. 154	7	401	core, gravity, phleger	0	6	1	4	6	35	
09005062	Unknown Platform	L.I. 154	7	401	core, gravity, phleger	0	6	1	6	8	8	
09005062	Unknown Platform	L.I. 154	7	401	core, gravity, phleger	0	6	1	8	99	23	
09005062	Unknown Platform	L.I. 154	7	401	core, gravity, phleger	0	7	1	-99	-2	19	
09005062	Unknown Platform	L.I. 154	7	401	core, gravity, phleger	0	7	1	-2	-1	5	
09005062	Unknown Platform	L.I. 154	7	401	core, gravity, phleger	0	7	1	-1	0	7	
09005062	Unknown Platform	L.I. 154	7	401	core, gravity, phleger	0	7	1	0	1	12	
09005062	Unknown Platform	L.I. 154	7	401	core, gravity, phleger	0	7	1	1	2	14	
09005062	Unknown Platform	L.I. 154	7	401	core, gravity, phleger	0	7	1	2	3	8	
09005062	Unknown Platform	L.I. 154	7	401	core, gravity, phleger	0	7	1	3	4	4	
09005062	Unknown Platform	L.I. 154	7	401	core, gravity, phleger	0	7	1	4	6	6	
09005062	Unknown Platform	L.I. 154	7	401	core, gravity, phleger	0	7	1	6	8	6	
09005062	Unknown Platform	L.I. 154	7	401	core, gravity, phleger	0	7	1	8	99	18	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	1	1	10	99	34	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	2	1	-2	-1	0	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	2	1	-1	0	1	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	2	1	0	1	2	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	2	1	1	2	3	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	2	1	3	4	3	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	2	1	4	6	10	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	2	1	6	8	17	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	2	1	8	10	25	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	2	1	10	99	35	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	3	1	-99	-2	18	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	3	1	-2	-1	2	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	3	1	-1	0	2	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	3	1	1	2	3	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	3	1	2	3	4	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	3	1	3	4	5	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	3	1	4	6	18	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	3	1	6	8	16	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	3	1	8	10	11	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	3	1	10	99	18	
09005062	Unknown Platform	L.I. 154	7	401	core, gravity, phleger	0	1	1	-2	-1	8	
09005062	Unknown Platform	L.I. 154	7	401	core, gravity, phleger	0	1	1	-1	0	4	
09005062	Unknown Platform	L.I. 154	7	401	core, gravity, phleger	0	1	1	0	1	4	
09005062	Unknown Platform	L.I. 154	7	401	core, gravity, phleger	0	1	1	1	2	5	
09005062	Unknown Platform	L.I. 154	7	401	core, gravity, phleger	0	1	1	2	3	6	
09005062	Unknown Platform	L.I. 154	7	401	core, gravity, phleger	0	1	1	3	4	5	
09005062	Unknown Platform	L.I. 154	7	401	core, gravity, phleger	0	1	1	4	6	13	
09005062	Unknown Platform	L.I. 154	7	401	core, gravity, phleger	0	1	1	6	8	14	
09005062	Unknown Platform	L.I. 154	7	401	core, gravity, phleger	0	1	1	8	10	22	
09005062	Unknown Platform	L.I. 154	7	401	core, gravity, phleger	0	1	1	10	99	20	
09005062	Unknown Platform	L.I. 154	7	401	core, gravity, phleger	0	2	1	-2	-1	0	
09005062	Unknown Platform	L.I. 154	7	401	core, gravity, phleger	0	2	1	-1	0	0	
09005062	Unknown Platform	L.I. 154	7	401	core, gravity, phleger	0	2	1	0	1	1	
09005062	Unknown Platform	L.I. 154	7	401	core, gravity, phleger	0	2	1	1	2	2	
09005062	Unknown Platform	L.I. 154	7	401	core, gravity, phleger	0	2	1	2	3	4	
09005062	Unknown Platform	L.I. 154	7	401	core, gravity, phleger	0	2	1	3	4	5	
09005062	Unknown Platform	L.I. 154	7	401	core, gravity, phleger	0	2	1	4	6	18	
09005062	Unknown Platform	L.I. 154	7	401	core, gravity, phleger	0	2	1	6	8	25	
09005062	Unknown Platform	L.I. 154	7	401	core, gravity, phleger	0	2	1	8	10	25	
09005062	Unknown Platform	L.I. 154	7	401	core, gravity, phleger	0	2	1	10	99	19	
09005062	Unknown Platform	L.I. 154	7	401	core, gravity, phleger	0	3	1	-2	-1	1	
09005062	Unknown Platform	L.I. 154	7	401	core, gravity, phleger	0	3	1	-1	0	0	
09005062	Unknown Platform	L.I. 154	7	401	core, gravity, phleger	0	3	1	0	1	2	
09005062	Unknown Platform	L.I. 154	7	401	core, gravity, phleger	0	3	1	2	3	4	
09005062	Unknown Platform	L.I. 154	7	401	core, gravity, phleger	0	3	1	3	4	6	
09005062	Unknown Platform	L.I. 154	7	401	core, gravity, phleger	0	3	1	4	6	16	
09005062	Unknown Platform	L.I. 154	7	401	core, gravity, phleger	0	3	1	6	8	16	
09005062	Unknown Platform	L.I. 154	7	401	core, gravity, phleger	0	3	1	8	10	27	
09005062	Unknown Platform	L.I. 154	7	401	core, gravity, phleger	0	3	1	10	99	26	
09005062	Unknown Platform	L.I. 154	7	401	core, gravity, phleger	0	4	1	-2	-1	1	
09005062	Unknown Platform	L.I. 154	7	401	core, gravity, phleger	0	4	1	-1	0	1	
09005062	Unknown Platform	L.I. 154	7	401	core, gravity, phleger	0	4	1	0	1	1	
09005062	Unknown Platform	L.I. 154	7	401	core, gravity, phleger	0	4	1	1	2	3	
09005062	Unknown Platform	L.I. 154	7	401	core, gravity, phleger	0	4	1	2	3	5	
09005062	Unknown Platform	L.I. 154	7	401	core, gravity, phleger	0	4	1	3	4	8	
09005062	Unknown Platform	L.I. 154	7	401	core, gravity, phleger	0	4	1	4	6	21	
09005062	Unknown Platform	L.I. 154	7	401	core, gravity, phleger	0	4	1	6	8	16	
09005062	Unknown Platform	L.I. 154	7	401	core, gravity, phleger	0	4	1	8	10	22	
09005062	Unknown Platform	L.I. 154	7	401	core, gravity, phleger	0	4	1	10	99	22	
09005062	Unknown Platform	L.I. 154	7	401	core, gravity, phleger	0	5	1	-99	-2	3	
09005062	Unknown Platform	L.I. 154	7	401	core, gravity, phleger	0	5	1	-2	-1	4	
09005062	Unknown Platform	L.I. 154	7	401	core, gravity, phleger	0	5	1	-1	0	3	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	1	1	-99	-2	5	
09005062	Unknown Platform	L.I. 154	19	401	core, gravity, phleger	0	4	1	-99	-2	32	
09005062	Unknown Platform	L.I. 154	19	401	core, gravity, phleger	0	4	1	-2	-1	9	
09005062	Unknown Platform	L.I. 154	19	401	core, gravity, phleger	0	4	1	0	1	12	
09005062	Unknown Platform	L.I. 154	19	401	core, gravity, phleger	0	4	1	1	2	7	
09005062	Unknown Platform	L.I. 154	19	401	core, gravity, phleger	0	4	1	2	3	6	
09005062	Unknown Platform	L.I. 154	19	401	core, gravity, phleger	0	4	1	3	4	7	
09005062	Unknown Platform	L.I. 154	19	401	core, gravity, phleger	0	4	1	6	8	2	
