mggid	ship	cruise	sample	device_code	device	subcore	interval	replicate	lower_phi_limit	upper_phi_limit	weight_percent
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	14	1	1	2	2.9	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	14	1	2	3	5.8	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	14	1	3	4	6.1	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	14	1	4	5	9.8	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	14	1	5	6	6.5	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	14	1	6	7	17	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	14	1	7	8	5.8	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	14	1	8	9	12	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	14	1	9	10	10.5	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	14	1	10	99	19.6	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	15	1	-2	-1	0	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	15	1	-1	0	1	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	15	1	0	1	6	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	15	1	1	2	27.7	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	15	1	2	3	20.8	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	15	1	3	4	5	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	22	1	4	5	12.8	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	22	1	5	6	10.6	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	22	1	6	7	11.6	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	22	1	7	8	9.7	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	22	1	8	9	8.1	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	22	1	9	10	15.3	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	23	1	-2	-1	0	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	23	1	-1	0	.7	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	23	1	0	1	.7	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	23	1	1	2	2.1	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	23	1	2	3	8.8	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	23	1	3	4	8.1	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	23	1	4	5	9.5	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	23	1	5	6	10.2	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	23	1	6	7	14	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	23	1	7	8	13	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	23	1	8	9	10.9	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	23	1	9	10	22.1	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	24	1	-2	-1	.3	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	24	1	-1	0	0	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	24	1	0	1	.3	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	24	1	1	2	2	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	24	1	2	3	10.3	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	24	1	3	4	0	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	24	1	5	6	10.3	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	24	1	6	7	9.2	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	24	1	7	8	12.1	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	24	1	8	9	10.8	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	25	1	-1	0	0	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	25	1	0	1	.3	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	25	1	1	2	3.3	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	25	1	2	3	10.9	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	25	1	3	4	10.2	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	25	1	4	5	9.2	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	25	1	5	6	12.2	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	25	1	6	7	12.8	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	25	1	7	8	11.2	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	25	1	8	9	9.9	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	25	1	9	10	20.1	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	26	1	-2	-1	0	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	26	1	-1	0	0	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	26	1	1	2	1.8	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	26	1	2	3	5.8	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	26	1	3	4	6.5	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	26	1	4	5	11.3	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	26	1	5	6	11.3	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	26	1	6	7	14.5	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	26	1	7	8	13.1	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	26	1	8	9	12.4	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	27	1	-2	-1	0	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	27	1	-1	0	.4	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	27	1	0	1	.8	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	27	1	1	2	2.4	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	27	1	2	3	8.1	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	27	1	3	4	8.1	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	27	1	4	5	12	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	27	1	5	6	10.8	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	27	1	7	8	12.8	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	27	1	8	9	9.6	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	27	1	9	10	19.6	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	24	1	9	10	8.5	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	24	1	10	99	14.1	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	25	1	-2	-1	0	
09005062	Unknown Platform	L.I. 154	19	401	core, gravity, phleger	0	4	1	8	99	6	
09005062	Unknown Platform	L.I. 154	20	401	core, gravity, phleger	0	1	1	-99	-2	17	
09005062	Unknown Platform	L.I. 154	20	401	core, gravity, phleger	0	1	1	-2	-1	3	
09005062	Unknown Platform	L.I. 154	20	401	core, gravity, phleger	0	1	1	-1	0	3	
09005062	Unknown Platform	L.I. 154	16	401	core, gravity, phleger	0	1	1	10	99	31	
09005062	Unknown Platform	L.I. 154	16	401	core, gravity, phleger	0	2	1	-1	0	.5	
09005062	Unknown Platform	L.I. 154	16	401	core, gravity, phleger	0	2	1	0	1	.5	
09005062	Unknown Platform	L.I. 154	16	401	core, gravity, phleger	0	2	1	1	2	0	
09005062	Unknown Platform	L.I. 154	16	401	core, gravity, phleger	0	2	1	2	3	1	
09005062	Unknown Platform	L.I. 154	16	401	core, gravity, phleger	0	2	1	3	4	1	
09005062	Unknown Platform	L.I. 154	16	401	core, gravity, phleger	0	2	1	4	6	2	
09005062	Unknown Platform	L.I. 154	16	401	core, gravity, phleger	0	2	1	8	10	40	
09005062	Unknown Platform	L.I. 154	16	401	core, gravity, phleger	0	2	1	10	99	37	
09005062	Unknown Platform	L.I. 154	16	401	core, gravity, phleger	0	3	1	0	1	0	
09005062	Unknown Platform	L.I. 154	16	401	core, gravity, phleger	0	3	1	1	2	0	
09005062	Unknown Platform	L.I. 154	16	401	core, gravity, phleger	0	3	1	2	4	1	
09005062	Unknown Platform	L.I. 154	16	401	core, gravity, phleger	0	3	1	4	6	5	
09005062	Unknown Platform	L.I. 154	16	401	core, gravity, phleger	0	3	1	6	8	17	
09005062	Unknown Platform	L.I. 154	16	401	core, gravity, phleger	0	3	1	8	10	36	
09005062	Unknown Platform	L.I. 154	16	401	core, gravity, phleger	0	3	1	10	99	40	
09005062	Unknown Platform	L.I. 154	16	401	core, gravity, phleger	0	4	1	-1	0	0	
09005062	Unknown Platform	L.I. 154	16	401	core, gravity, phleger	0	4	1	0	1	0	
09005062	Unknown Platform	L.I. 154	16	401	core, gravity, phleger	0	4	1	1	2	0	
09005062	Unknown Platform	L.I. 154	16	401	core, gravity, phleger	0	4	1	2	3	0	
09005062	Unknown Platform	L.I. 154	16	401	core, gravity, phleger	0	4	1	3	4	0	
09005062	Unknown Platform	L.I. 154	16	401	core, gravity, phleger	0	4	1	4	6	5	
09005062	Unknown Platform	L.I. 154	16	401	core, gravity, phleger	0	4	1	6	8	17	
09005062	Unknown Platform	L.I. 154	16	401	core, gravity, phleger	0	4	1	8	10	35	
09005062	Unknown Platform	L.I. 154	16	401	core, gravity, phleger	0	4	1	10	99	42	
09005062	Unknown Platform	L.I. 154	17	101	grab, orange peel	0	1	1	-99	-2	32	
09005062	Unknown Platform	L.I. 154	17	101	grab, orange peel	0	1	1	-2	-1	5	
09005062	Unknown Platform	L.I. 154	17	101	grab, orange peel	0	1	1	-1	0	6	
09005062	Unknown Platform	L.I. 154	17	101	grab, orange peel	0	1	1	0	1	6	
09005062	Unknown Platform	L.I. 154	17	101	grab, orange peel	0	1	1	1	2	6	
09005062	Unknown Platform	L.I. 154	17	101	grab, orange peel	0	1	1	2	3	11	
09005062	Unknown Platform	L.I. 154	17	101	grab, orange peel	0	1	1	3	4	21	
09005062	Unknown Platform	L.I. 154	17	101	grab, orange peel	0	1	1	4	5	11	
09005062	Unknown Platform	L.I. 154	17	101	grab, orange peel	0	1	1	5	6	1	
09005062	Unknown Platform	L.I. 154	17	101	grab, orange peel	0	1	1	6	7	1	
09005062	Unknown Platform	L.I. 154	17	101	grab, orange peel	0	1	1	7	8	1	
09005062	Unknown Platform	L.I. 154	17	101	grab, orange peel	0	1	1	8	9	0	
09005062	Unknown Platform	L.I. 154	17	101	grab, orange peel	0	1	1	9	10	0	
09005062	Unknown Platform	L.I. 154	17	101	grab, orange peel	0	1	1	10	99	1	
09005062	Unknown Platform	L.I. 154	18	101	grab, orange peel	0	1	1	-2	-1	4	
09005062	Unknown Platform	L.I. 154	18	101	grab, orange peel	0	1	1	-1	0	5	
09005062	Unknown Platform	L.I. 154	18	101	grab, orange peel	0	1	1	0	1	4	
09005062	Unknown Platform	L.I. 154	18	101	grab, orange peel	0	1	1	1	2	20	
09005062	Unknown Platform	L.I. 154	18	101	grab, orange peel	0	1	1	2	3	44	
09005062	Unknown Platform	L.I. 154	18	101	grab, orange peel	0	1	1	3	4	9	
09005062	Unknown Platform	L.I. 154	18	101	grab, orange peel	0	1	1	4	5	7	
09005062	Unknown Platform	L.I. 154	18	101	grab, orange peel	0	1	1	6	7	2	
09005062	Unknown Platform	L.I. 154	18	101	grab, orange peel	0	1	1	7	8	2	
09005062	Unknown Platform	L.I. 154	18	101	grab, orange peel	0	1	1	8	9	1	
09005062	Unknown Platform	L.I. 154	18	101	grab, orange peel	0	1	1	9	10	0	
09005062	Unknown Platform	L.I. 154	18	101	grab, orange peel	0	1	1	10	99	2	
09005062	Unknown Platform	L.I. 154	19	401	core, gravity, phleger	0	1	1	-2	-1	9	
09005062	Unknown Platform	L.I. 154	19	401	core, gravity, phleger	0	1	1	-1	0	5	
09005062	Unknown Platform	L.I. 154	19	401	core, gravity, phleger	0	1	1	0	1	4	
09005062	Unknown Platform	L.I. 154	19	401	core, gravity, phleger	0	1	1	1	2	4	
09005062	Unknown Platform	L.I. 154	19	401	core, gravity, phleger	0	1	1	2	3	5	
09005062	Unknown Platform	L.I. 154	19	401	core, gravity, phleger	0	1	1	3	4	7	
09005062	Unknown Platform	L.I. 154	19	401	core, gravity, phleger	0	1	1	4	6	27	
09005062	Unknown Platform	L.I. 154	19	401	core, gravity, phleger	0	1	1	6	8	12	
09005062	Unknown Platform	L.I. 154	19	401	core, gravity, phleger	0	1	1	8	10	14	
09005062	Unknown Platform	L.I. 154	19	401	core, gravity, phleger	0	1	1	10	99	13	
09005062	Unknown Platform	L.I. 154	19	401	core, gravity, phleger	0	2	1	-99	-2	1	
09005062	Unknown Platform	L.I. 154	19	401	core, gravity, phleger	0	2	1	-2	-1	3	
09005062	Unknown Platform	L.I. 154	19	401	core, gravity, phleger	0	2	1	-1	0	4	
09005062	Unknown Platform	L.I. 154	19	401	core, gravity, phleger	0	2	1	1	2	5	
09005062	Unknown Platform	L.I. 154	19	401	core, gravity, phleger	0	2	1	2	3	6	
09005062	Unknown Platform	L.I. 154	19	401	core, gravity, phleger	0	2	1	3	4	9	
09005062	Unknown Platform	L.I. 154	19	401	core, gravity, phleger	0	2	1	4	6	29	
09005062	Unknown Platform	L.I. 154	19	401	core, gravity, phleger	0	2	1	6	8	13	
09005062	Unknown Platform	L.I. 154	19	401	core, gravity, phleger	0	2	1	8	10	10	
09005062	Unknown Platform	L.I. 154	19	401	core, gravity, phleger	0	2	1	10	99	16	
09005062	Unknown Platform	L.I. 154	19	401	core, gravity, phleger	0	3	1	-2	-1	4	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	4	1	0	1	0	
09005062	Unknown Platform	L.I. 154	14	401	core, gravity, phleger	0	4	1	1	2	.33	
09005062	Unknown Platform	L.I. 154	20	401	core, gravity, phleger	0	1	1	0	1	4	
09005062	Unknown Platform	L.I. 154	20	401	core, gravity, phleger	0	1	1	1	2	6	
09005062	Unknown Platform	L.I. 154	20	401	core, gravity, phleger	0	1	1	2	3	5	
09005062	Unknown Platform	L.I. 154	20	401	core, gravity, phleger	0	1	1	3	4	6	
09005062	Unknown Platform	L.I. 154	20	401	core, gravity, phleger	0	1	1	4	6	17	
09005062	Unknown Platform	L.I. 154	20	401	core, gravity, phleger	0	1	1	6	8	15	
09005062	Unknown Platform	L.I. 154	20	401	core, gravity, phleger	0	1	1	8	10	10	
09005062	Unknown Platform	L.I. 154	20	401	core, gravity, phleger	0	1	1	10	99	13	
09005062	Unknown Platform	L.I. 154	20	401	core, gravity, phleger	0	2	1	-99	-2	12	
09005062	Unknown Platform	L.I. 154	20	401	core, gravity, phleger	0	2	1	-2	-1	9	
09005062	Unknown Platform	L.I. 154	20	401	core, gravity, phleger	0	2	1	-1	0	4	
09005062	Unknown Platform	L.I. 154	20	401	core, gravity, phleger	0	2	1	0	1	5	
09005062	Unknown Platform	L.I. 154	20	401	core, gravity, phleger	0	2	1	1	2	7	
09005062	Unknown Platform	L.I. 154	20	401	core, gravity, phleger	0	2	1	2	3	9	
09005062	Unknown Platform	L.I. 154	20	401	core, gravity, phleger	0	2	1	3	4	12	
09005062	Unknown Platform	L.I. 154	20	401	core, gravity, phleger	0	2	1	4	6	19	
09005062	Unknown Platform	L.I. 154	20	401	core, gravity, phleger	0	2	1	6	8	10	
09005062	Unknown Platform	L.I. 154	20	401	core, gravity, phleger	0	2	1	8	10	6	
09005062	Unknown Platform	L.I. 154	20	401	core, gravity, phleger	0	2	1	10	99	8	
09005062	Unknown Platform	L.I. 154	20	401	core, gravity, phleger	0	3	1	-1	0	2	
09005062	Unknown Platform	L.I. 154	20	401	core, gravity, phleger	0	3	1	0	1	3	
09005062	Unknown Platform	L.I. 154	23	101	grab, orange peel	0	1	1	7	8	7	
09005062	Unknown Platform	L.I. 154	23	101	grab, orange peel	0	1	1	8	9	1	
09005062	Unknown Platform	L.I. 154	23	101	grab, orange peel	0	1	1	9	10	1	
09005062	Unknown Platform	L.I. 154	23	101	grab, orange peel	0	1	1	10	99	4	
09005062	Unknown Platform	L.I. 154	24	401	core, gravity, phleger	0	1	1	-2	-1	1	
09005062	Unknown Platform	L.I. 154	24	401	core, gravity, phleger	0	1	1	-1	0	1	
09005062	Unknown Platform	L.I. 154	24	401	core, gravity, phleger	0	1	1	0	1	2	
09005062	Unknown Platform	L.I. 154	24	401	core, gravity, phleger	0	1	1	1	2	2	
09005062	Unknown Platform	L.I. 154	24	401	core, gravity, phleger	0	1	1	2	3	3	
09005062	Unknown Platform	L.I. 154	24	401	core, gravity, phleger	0	1	1	3	4	5	
09005062	Unknown Platform	L.I. 154	24	401	core, gravity, phleger	0	1	1	4	6	29	
09005062	Unknown Platform	L.I. 154	24	401	core, gravity, phleger	0	1	1	6	8	22	
09005062	Unknown Platform	L.I. 154	24	401	core, gravity, phleger	0	1	1	8	10	19	
09005062	Unknown Platform	L.I. 154	24	401	core, gravity, phleger	0	1	1	10	99	16	
09005062	Unknown Platform	L.I. 154	24	401	core, gravity, phleger	0	2	1	-2	-1	1	
09005062	Unknown Platform	L.I. 154	24	401	core, gravity, phleger	0	2	1	-1	0	0	
09005062	Unknown Platform	L.I. 154	24	401	core, gravity, phleger	0	2	1	0	1	0	
09005062	Unknown Platform	L.I. 154	24	401	core, gravity, phleger	0	2	1	1	2	1	
09005062	Unknown Platform	L.I. 154	24	401	core, gravity, phleger	0	2	1	2	3	2	
09005062	Unknown Platform	L.I. 154	24	401	core, gravity, phleger	0	2	1	3	4	3	
09005062	Unknown Platform	L.I. 154	24	401	core, gravity, phleger	0	2	1	4	6	31	
09005062	Unknown Platform	L.I. 154	24	401	core, gravity, phleger	0	2	1	6	8	23	
09005062	Unknown Platform	L.I. 154	24	401	core, gravity, phleger	0	2	1	8	10	18	
09005062	Unknown Platform	L.I. 154	24	401	core, gravity, phleger	0	2	1	10	99	20	
09005062	Unknown Platform	L.I. 154	24	401	core, gravity, phleger	0	3	1	-1	0	0	
09005062	Unknown Platform	L.I. 154	24	401	core, gravity, phleger	0	3	1	0	1	0	
09005062	Unknown Platform	L.I. 154	24	401	core, gravity, phleger	0	3	1	1	2	0	
09005062	Unknown Platform	L.I. 154	24	401	core, gravity, phleger	0	3	1	2	3	2	
09005062	Unknown Platform	L.I. 154	24	401	core, gravity, phleger	0	3	1	3	4	2	
09005062	Unknown Platform	L.I. 154	24	401	core, gravity, phleger	0	3	1	4	6	25	
09005062	Unknown Platform	L.I. 154	24	401	core, gravity, phleger	0	3	1	6	8	26	
09005062	Unknown Platform	L.I. 154	24	401	core, gravity, phleger	0	3	1	8	10	19	
09005062	Unknown Platform	L.I. 154	24	401	core, gravity, phleger	0	3	1	10	99	25	
09005062	Unknown Platform	L.I. 154	24	401	core, gravity, phleger	0	4	1	-1	0	0	
09005062	Unknown Platform	L.I. 154	24	401	core, gravity, phleger	0	4	1	0	1	0	
09005062	Unknown Platform	L.I. 154	24	401	core, gravity, phleger	0	4	1	1	2	1	
09005062	Unknown Platform	L.I. 154	24	401	core, gravity, phleger	0	4	1	2	3	1	
09005062	Unknown Platform	L.I. 154	24	401	core, gravity, phleger	0	4	1	3	4	3	
09005062	Unknown Platform	L.I. 154	24	401	core, gravity, phleger	0	4	1	4	6	26	
09005062	Unknown Platform	L.I. 154	24	401	core, gravity, phleger	0	4	1	6	8	28	
09005062	Unknown Platform	L.I. 154	19	401	core, gravity, phleger	0	3	1	-1	0	5	
09005062	Unknown Platform	L.I. 154	19	401	core, gravity, phleger	0	3	1	0	1	5	
09005062	Unknown Platform	L.I. 154	19	401	core, gravity, phleger	0	3	1	1	2	4	
09005062	Unknown Platform	L.I. 154	19	401	core, gravity, phleger	0	3	1	3	4	10	
09005062	Unknown Platform	L.I. 154	19	401	core, gravity, phleger	0	3	1	4	6	27	
09005062	Unknown Platform	L.I. 154	19	401	core, gravity, phleger	0	3	1	6	8	8	
09005062	Unknown Platform	L.I. 154	19	401	core, gravity, phleger	0	3	1	8	10	10	
09005062	Unknown Platform	L.I. 154	19	401	core, gravity, phleger	0	3	1	10	99	15	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	2	1	9	10	10	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	2	1	10	99	13.6	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	3	1	-2	-1	2.9	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	3	1	-1	0	.7	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	3	1	0	1	1.4	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	3	1	1	2	5.7	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	3	1	2	3	4.3	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	3	1	3	4	3.6	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	3	1	4	5	6.1	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	3	1	5	6	8.6	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	3	1	6	7	10	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	3	1	7	8	16.1	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	3	1	8	9	12.2	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	3	1	9	10	11.1	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	3	1	10	99	17.2	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	4	1	-2	-1	5	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	4	1	-1	0	.8	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	4	1	0	1	2.5	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	4	1	1	2	3.3	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	4	1	3	4	4.2	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	4	1	4	5	6.7	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	4	1	5	6	8.8	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	4	1	6	7	8.8	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	4	1	7	8	14.6	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	4	1	8	9	12.1	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	4	1	9	10	9.2	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	4	1	10	99	17.2	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	5	1	-2	-1	15.4	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	5	1	-1	0	1.2	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	5	1	0	1	1.2	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	5	1	1	2	2.5	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	5	1	2	3	4.3	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	5	1	3	4	3.1	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	5	1	4	5	6.8	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	5	1	5	6	6.5	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	5	1	6	7	7.7	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	5	1	7	8	13.6	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	5	1	8	9	9.9	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	5	1	9	10	10.1	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	5	1	10	99	17.5	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	6	1	-2	-1	.8	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	6	1	-1	0	.6	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	6	1	0	1	1.5	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	6	1	1	2	4.5	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	6	1	2	3	6	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	6	1	3	4	4.5	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	6	1	4	5	7.5	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	6	1	5	6	10.6	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	6	1	6	7	8.3	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	6	1	7	8	15.1	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	6	1	8	9	12.8	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	6	1	9	10	9.1	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	6	1	10	99	18.5	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	7	1	-2	-1	2	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	7	1	-1	0	.7	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	7	1	0	1	.7	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	7	1	1	2	2	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	7	1	2	3	5.4	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	7	1	3	4	5.4	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	7	1	5	6	8.1	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	7	1	6	7	11.7	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	7	1	7	8	16.8	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	7	1	8	9	11.7	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	7	1	9	10	10.7	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	7	1	10	99	17.1	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	8	1	-2	-1	1.8	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	8	1	-1	0	.3	
09005023	Unknown Platform	L.I.1008	1	501	core, piston, kullenberg	0	8	1	0	1	.6	
