mggid	ship	cruise	sample	device_code	device	subcore	interval	replicate	analysis_type	depth_top_cm	depth_top_mm	depth_bot_cm	depth_bot_mm	test_date	test_time	total_weight	coarse_meth	fine_meth	coarse_fine_boundary	coarse_boundary	fine_boundary	pct_coarser	pct_finer	pct_gravel	pct_sand	pct_silt	pct_clay	pct_mud	usc_gravel	usc_sand	usc_fines	meth_description	mean_mm	mean_phi	median_phi	modal_phi	skewness	kurtosis	std_dev	sort_coeff	interval_comments
20995002	Thomas G. Thompson	TT020	018_029	500	core, piston undiff.	0	5	0	02	79	0			19670814		008.73	sieves	pipette		01.50	11.00	0	9.6																2.44			
20995002	Thomas G. Thompson	TT020	018_029	500	core, piston undiff.	0	6	0	02	115	0			19670814		013.29	sieves	pipette		00.00	11.00	0	9.5																2.31			
20995002	Thomas G. Thompson	TT020	018_029	500	core, piston undiff.	0	7	0	02	168	0			19670814		006.95	sieves	pipette		00.50	11.00	0	.99																1.95			
20995002	Thomas G. Thompson	TT020	018_029	500	core, piston undiff.	0	8	0	02	216	0			19670814		014.98	sieves	pipette		00.00	11.00	0	10.87																2.39			
20995002	Thomas G. Thompson	TT020	018_029	500	core, piston undiff.	0	9	0	02	270	0			19670814		009.89	sieves	pipette		00.50	11.00	0	6.61																2.25			
20995002	Thomas G. Thompson	TT042	015_035	400	core, gravity undiff.	0	1	0	02	0	0			19690823		013.36	sieves	pipette		01.00	11.00	0	6.82																2.41			
20995002	Thomas G. Thompson	TT042	015_035	400	core, gravity undiff.	0	2	0	02	25	0			19690823		017.00	sieves	pipette		01.00	11.00	0	6.95																2.39			
20995002	Thomas G. Thompson	TT042	015_035	400	core, gravity undiff.	0	3	0	02	46	0			19690823		014.52	sieves	pipette		00.50	11.00	0	6.72																2.42			
20995002	Thomas G. Thompson	TT042	015_035	500	core, piston undiff.	0	4	0	02	0	0			19690823		017.78	sieves	pipette		00.00	11.00	0	7.21																2.38			
20995002	Thomas G. Thompson	TT042	015_035	500	core, piston undiff.	0	5	0	02	20	0			19690823		020.30	sieves	pipette		01.50	11.00	0	6.88																2.33			
20995002	Thomas G. Thompson	TT042	015_035	500	core, piston undiff.	0	6	0	02	40	0			19690823		018.70	sieves	pipette		00.50	11.00	0	6.53																2.39			
20995002	Thomas G. Thompson	TT042	015_035	500	core, piston undiff.	0	7	0	02	45	0			19690823		035.65	sieves	pipette		00.50	11.00	0	1.88																1.54			
06255005	Discoverer	D481NS	687A3	600	core, vibrating	0	3	0	02	275		275												0	1.5	87.6	10.9															
06255005	Discoverer	D481NS	687A3	600	core, vibrating	0	4	0	02	315		315												0	4.6	82.1	13.3															
06255005	Discoverer	D481NS	685A1	600	core, vibrating	0	6	0	02	260		260												0	50.8	42.7	6.5															
06255005	Discoverer	D481NS	685A1	600	core, vibrating	0	7	0	02	300		300												0	43.3	50.9	5.8															
06255005	Discoverer	D481NS	686A2	600	core, vibrating	0	0	0	02	2		2												0	74	19.8	6.2															
06255005	Discoverer	D481NS	687A3	600	core, vibrating	0	5	0	02	380		380												0	11.9	77.2	10.9															
06255005	Discoverer	D481NS	687A3	600	core, vibrating	0	6	0	02	420		420												0	9.6	83.7	6.7															
06255005	Discoverer	D481NS	683A2	600	core, vibrating	0	8	0	02	310		310												0	34.6	62.5	2.9															
06255005	Discoverer	D481NS	683A2	600	core, vibrating	0	9	0	02	387		387												0	39	57.8	3.2															
06255005	Discoverer	D481NS	683A2	600	core, vibrating	0	10	0	02	427		427												0	42	54.6	3.4															
06255005	Discoverer	D481NS	684A2	600	core, vibrating	0	0	0	02	2		2												0	15.2	70.2	14.6															
06255005	Discoverer	D481NS	684A2	600	core, vibrating	0	1	0	02	27		27												0	25.5	61.9	12.6															
06255005	Discoverer	D481NS	684A2	600	core, vibrating	0	2	0	02	91		91												0	76.3	17.5	6.2															
06255005	Discoverer	D481NS	684A2	600	core, vibrating	0	3	0	02	171		171												0	72.3	24.1	3.6															
06255005	Discoverer	D481NS	684A2	600	core, vibrating	0	4	0	02	211		211												0	62.8	20.5	2.7															
06255005	Discoverer	D481NS	684A2	600	core, vibrating	0	5	0	02	251		251												0	65.8	36.1	3.1															
06255005	Discoverer	D481NS	685A1	600	core, vibrating	0	0	0	02	2		2												0	38.6	47.3	14.1															
06255005	Discoverer	D481NS	685A1	600	core, vibrating	0	1	0	02	26		26												0	45.3	47.3	7.4															
06255005	Discoverer	D481NS	685A1	600	core, vibrating	0	2	0	02	60		60												0	46.7	45.1	8.2															
06255005	Discoverer	D481NS	683A2	600	core, vibrating	0	6	0	02	210		210												0	85.7	12.6	1.7															
06255005	Discoverer	D481NS	683A2	600	core, vibrating	0	7	0	02	250		250												3.9	86.1	8.8	1.2															
06255005	Discoverer	D481NS	685A1	600	core, vibrating	0	3	0	02	120		120												0	61.5	32.9	5.6															
06255005	Discoverer	D481NS	685A1	600	core, vibrating	0	4	0	02	160		160												0	51.5	41.9	6.6															
06255005	Discoverer	D481NS	685A1	600	core, vibrating	0	5	0	02	220		220												0	61.5	32.4	6.1															
06255005	Discoverer	D481NS	682A2	600	core, vibrating	0	2	0	02	80		80												0	52.5	41	6.5															
06255005	Discoverer	D481NS	682A2	600	core, vibrating	0	3	0	02	140		140												0	56.3	33.1	10.6															
06255005	Discoverer	D481NS	682A2	600	core, vibrating	0	5	0	02	220		220												0	17.4	52.8	29.8															
06255005	Discoverer	D481NS	682A2	600	core, vibrating	0	6	0	02	280		280												0	4.3	51.7	44															
06255005	Discoverer	D481NS	682A2	600	core, vibrating	0	7	0	02	326		326												0	21.8	42.9	29.3															
06255005	Discoverer	D481NS	682A2	600	core, vibrating	0	8	0	02	380		380												0	4.4	58.2	37.4															
06255005	Discoverer	D481NS	682A2	600	core, vibrating	0	9	0	02	424		424												0	57.5	31.7	10.8															
06255005	Discoverer	D481NS	683A2	600	core, vibrating	0	0	0	02	2		2												0	36	57.4	6.6															
06255005	Discoverer	D481NS	683A2	600	core, vibrating	0	1	0	02	10		10												0	54.4	40	5.6															
06255005	Discoverer	D481NS	682A2	600	core, vibrating	0	1	0	02	19		19												0	18.7	68.7	12.6															
06255005	Discoverer	D481NS	683A2	600	core, vibrating	0	2	0	02	74		74												.2	72	23.8	4															
06255005	Discoverer	D481NS	683A2	600	core, vibrating	0	3	0	02	114		114												0	38.4	46.1	15.5															
06255005	Discoverer	D481NS	683A2	600	core, vibrating	0	4	0	02	170		170												0	61.8	35.3	2.9															
06255005	Discoverer	D481NS	681A3	600	core, vibrating	0	2	0	02	40		40												14.9	75.6	6.4	3.1															
06255005	Discoverer	D481NS	681A3	600	core, vibrating	0	3	0	02	84		84												0	87.7	9	3.3															
06255005	Discoverer	D481NS	681A3	600	core, vibrating	0	4	0	02	140		140												0	64.3	27.1	8.6															
06255005	Discoverer	D481NS	681A3	600	core, vibrating	0	5	0	02	220		220												1	77.1	10.8	11.1															
06255005	Discoverer	D481NS	681A3	600	core, vibrating	0	6	0	02	284		284												0	26.3	51.1	22.6															
06255005	Discoverer	D481NS	681A3	600	core, vibrating	0	7	0	02	300		300												1.1	75.7	16.1	7.1															
06255005	Discoverer	D481NS	681A3	600	core, vibrating	0	8	0	02	357		357												0	15	57.6	27.4															
06255005	Discoverer	D481NS	681A3	600	core, vibrating	0	9	0	02	416		416												1.4	35.1	37.7	25.8															
06255005	Discoverer	D481NS	681A3	600	core, vibrating	0	10	0	02	475		475												22.6	46.3	22	9.1															
06255005	Discoverer	D481NS	681A3	600	core, vibrating	0	11	0	02	535		535												28.7	54.5	11.8	5															
06255005	Discoverer	D481NS	682A2	600	core, vibrating	0	0	0	02	2		2												0	22.7	67	10.3															
06255005	Discoverer	D481NS	680A3	600	core, vibrating	0	1	0	02	36		36												0	98.8	.9	.3															
06255005	Discoverer	D481NS	680A3	600	core, vibrating	0	2	0	02	82		82												0	97.6	1.8	.6															
06255005	Discoverer	D481NS	680A3	600	core, vibrating	0	3	0	02	152		152												0	99.2	.2	.6															
06255005	Discoverer	D481NS	680A3	600	core, vibrating	0	4	0	02	222		222												0	98.4	.4	1.2															
06255005	Discoverer	D481NS	681A3	600	core, vibrating	0	0	0	02	2		2												0	76.9	15.4	7.7															
06255005	Discoverer	D481NS	681A3	600	core, vibrating	0	1	0	02	20		20												0	83.8	10.6	5.6															
06245001	Townsend Cromwell	JPO 212	234	100	grab, undifferentiated	0	1	0	02					19750603	0048	017.91	sieves	hydrophotometer	03.99	00.00	08.00	0	35.14	0	.52	64.31	35.17							7.5	7.06		2.5	.27	1			
06245001	Townsend Cromwell	JPO 212	235	100	grab, undifferentiated	0	1	0	02					19750603	0250	026.62	sieves	hydrophotometer	03.99	00.00	08.00	0	39.57	0	.6	59.78	39.61							7.58	7.41		2.67	.15	.91			
06245001	Townsend Cromwell	JPO 212	236	100	grab, undifferentiated	0	1	0	02					19750603	0130	032.96	sieves	hydrophotometer	03.99	01.50	08.00	0	34.26	.14	11.82	53.74	34.3							7.13	7.02		2.99	.04	1			
06245001	Townsend Cromwell	JPO 212	224	104	grab, shipek	0	1	0	02					19750602	1759	020.00	sieves	hydrophotometer	03.99	00.50	08.00	0	25.15	0	5.63	69.2	25.17							6.72	6.15		2.35	.41	1.08			
06245001	Townsend Cromwell	JPO 212	225	104	grab, shipek	0	1	0	02					19750602	1625	017.41	sieves	hydrophotometer	03.99	00.50	08.00	0	32.27	0	6.04	61.66	32.3							7.13	6.62		2.67	.31	.85			
06245001	Townsend Cromwell	JPO 212	226	104	grab, shipek	0	1	0	02					19750602	1555	023.59	sieves	hydrophotometer	03.99	00.00	08.00	0	39.94	0	.85	59.18	39.98							7.57	7.39		2.7	.15	.88			
06245001	Townsend Cromwell	JPO 212	227	104	grab, shipek	0	1	0	02					19750602	1525	059.62	sieves	hydrophotometer	03.99	04.00	08.00	0	33.74	11.17	4.63	50.42	33.79							7.11	7.08		3.54	-.12	1.3			
06245001	Townsend Cromwell	JPO 212	228	100	grab, undifferentiated	0	1	0	02					19750602	1415	004.39	sieves	hydrophotometer	03.99	03.50	08.00	0	55.05	0	2.55	42.39	55.05							8.81	10.09		3.12	-.46	.63			
06245001	Townsend Cromwell	JPO 212	229	100	grab, undifferentiated	0	1	0	02					19750602	1300	022.06	sieves	hydrophotometer	03.99	00.50	08.00	0	34.56	0	.57	64.83	34.6							7.31	7.07		2.59	.2	.94			
06245001	Townsend Cromwell	JPO 212	231	103	grab, van veen	0	1	0	02					19750602	2040	037.42	sieves	hydrophotometer	03.99	01.00	08.00	0	1.02	0	94.7	4.29	1.02							2.97	2.93		.42	.36	1.44			
06245001	Townsend Cromwell	JPO 212	221	104	grab, shipek	0	1	0	02					19750602	0613	031.78	sieves	hydrophotometer	03.99	01.50	08.00	0	26.61	.05	18.46	54.85	26.63							6.5	6.17		2.73	.25	.95			
06245001	Townsend Cromwell	JPO 212	223	104	grab, shipek	0	1	0	02					19750602	1748	061.18	sieves	hydrophotometer	03.99	00.50	08.00	0	4.29	0	89.22	6.48	4.3							3.3	3.16		.96	.68	4.9			
06245001	Townsend Cromwell	JPO 212	218	100	grab, undifferentiated	0	1	0	02					19750602	0949	023.64	sieves	hydrophotometer	03.99	01.00	08.00	0	36.36	0	.65	62.95	36.4							7.37	7.08		2.64	.22	.91			
06245001	Townsend Cromwell	JPO 212	219	100	grab, undifferentiated	0	1	0	02					19750602	1025	002.78	sieves	hydrophotometer	03.99	01.00	08.00	0	39.08	0	2.24	58.64	39.12							7.47	7.4		2.74	.12	.79			
06245001	Townsend Cromwell	JPO 212	22	100	grab, undifferentiated	0	1	0	02					19750530	0526	021.44	sieves	hydrophotometer	03.99	01.00	08.00	0	31.58	0	6.45	61.94	31.62							7.07	6.65		2.67	.25	.98			
06245001	Townsend Cromwell	JPO 212	220	104	grab, shipek	0	1	0	02					19750602	0652	023.85	sieves	hydrophotometer	03.99	00.50	08.00	0	26.74	0	17.72	55.51	26.76							6.46	5.98		2.73	.31	.96			
06245001	Townsend Cromwell	JPO 212	213	100	grab, undifferentiated	0	1	0	02					19750602	0719	022.74	sieves	hydrophotometer	03.99	01.00	08.00	0	36.11	0	2.31	61.54	36.15							7.38	6.87		2.56	.32	.87			
06245001	Townsend Cromwell	JPO 212	214	100	grab, undifferentiated	0	1	0	02					19750602	0737	020.19	sieves	hydrophotometer	03.99	01.50	08.00	0	38.93	0	.83	60.2	38.97							7.46	7.28		2.71	.16	.82			
06995003	Sea Sounder	S878WG	327	103	grab, van veen	0	1	0	02	0	0	2	0	19780810	1657									19.77	79.55	.56	.12							.84								
06995003	Sea Sounder	S878WG	329	400	core, gravity undiff.	0	1	0	02	10	0	12	0	19780813	2246									0	36	50	14							4.94								
06995003	Sea Sounder	S878WG	312	103	grab, van veen	0	1	0	02	0	0	2	0	19780805	0548									5.27	93.1	1.32	.31							1.4								
06995003	Sea Sounder	S878WG	330	400	core, gravity undiff.	0	1	0	02	0	0	2	0	19780814	0852									10	78	7	5							1.89								
06995003	Sea Sounder	S777WG	242	103	grab, van veen	0	1	0	02	0	0	2	0	19771006	0921									0	64	30	6							3.36								
06995003	Sea Sounder	S777WG	243	103	grab, van veen	0	1	0	02	0	0	2	0	19771006	1249									24	66	7	3							1.23								
06995003	Sea Sounder	S777WG	244	103	grab, van veen	0	1	0	02	0	0	2	0	19771006	1438									1	80	15	4							2.48								
06995003	Sea Sounder	S777WG	245	103	grab, van veen	0	1	0	02	0	0	2	0	19771006	1557									9	72	6	13							2.56								
06995003	Sea Sounder	S777WG	246	0	unknown	0	1	0	02					19771006	1909									32	47	13	8							1.64								
06995003	Sea Sounder	S878WG	300	103	grab, van veen	0	1	0	02	0	0	2	0	19780804	0559									7.94	89.88	1.36	.82							1.35								
06995003	Sea Sounder	S878WG	302	103	grab, van veen	0	1	0	02	0	0	2	0	19780804	1117									.24	98.82	.61	.33							1.55								
06995003	Sea Sounder	S878WG	303	103	grab, van veen	0	1	0	02	0	0	2	0	19780804	1337									.6	98.17	.6	.63							1.56								
06995003	Sea Sounder	S878WG	305	103	grab, van veen	0	1	0	02	0	0	2	0	19780804	2201									.08	99.26	.54	.12							1.53								
06995003	Sea Sounder	S878WG	306	103	grab, van veen	0	1	0	02	0	0	2	0	19780804	2247									.01	99.18	.68	.13							1.54								
06995003	Sea Sounder	S878WG	310	103	grab, van veen	0	1	0	02	0	0	2	0	19780805	0431									1.32	98	.62	.06							1.43								
06995003	Sea Sounder	S777WG	234	103	grab, van veen	0	1	0	02	0	0	2	0	19771003	2249									50	47	2	1							.08								
06995003	Sea Sounder	S777WG	236	103	grab, van veen	0	1	0	02	0	0	2	0	19771004	1502									0	38	48	14							4.85								
06995003	Sea Sounder	S777WG	241	103	grab, van veen	0	1	0	02	0	0	2	0	19771006	0626									5	86	4	5							1.93								
06995003	Sea Sounder	S777WG	215	400	core, gravity undiff.	0	1	0	02	0	0	2	0	19770930	0702									15	63	14	8							2.29								
06995003	Sea Sounder	S777WG	216	400	core, gravity undiff.	0	1	0	02	0	0	2	0	19770930	0938									1	88	7	4							2.12								
20995002	Brown Bear	BB268	112	100	grab, undifferentiated	0	1	0	02					19600811		042.48	sieves	pipette		03.00	11.00	0	.12																1.43			
20995002	Brown Bear	BB268	113	100	grab, undifferentiated	0	1	0	02					19600811		010.53	sieves	pipette		03.00	11.00	0	0																1.97			
20995002	Thomas G. Thompson	TT042	015_035	500	core, piston undiff.	0	8	0	02	105	0			19690823		032.25	sieves	pipette		00.50	11.00	0	1.6																1.41			
20995002	Thomas G. Thompson	TT042	015_035	500	core, piston undiff.	0	9	0	02	110	0			19690823		015.28	sieves	pipette		00.50	11.00	0	8.25																2.46			
20995002	Thomas G. Thompson	TT042	015_035	500	core, piston undiff.	0	10	0	02	150	0			19690823		017.48	sieves	pipette		00.50	11.00	0	8.61																2.45			
20995002	Thomas G. Thompson	TT042	015_035	500	core, piston undiff.	0	11	0	02	169	0			19690823		024.12	sieves	pipette		01.00	11.00	0	8.96																2.46			
20995002	Thomas G. Thompson	TT042	015_035	500	core, piston undiff.	0	12	0	02	200	0			19690823		026.90	sieves	pipette		00.50	11.00	0	8																2.46			
20995002	Thomas G. Thompson	TT042	015_035	500	core, piston undiff.	0	13	0	02	223	0			19690823		020.27	sieves	pipette		01.00	11.00	0	10.93																2.55			
20995002	Thomas G. Thompson	TT042	015_035	500	core, piston undiff.	0	14	0	02	244	0			19690823		027.15	sieves	pipette		01.50	11.00	0	2.89																1.97			
20995002	Thomas G. Thompson	TT042	015_035	500	core, piston undiff.	0	15	0	02	286	0			19690823		039.16	sieves	pipette		00.50	11.00	0	2.24																1.7			
20995002	Thomas G. Thompson	TT042	015_035	500	core, piston undiff.	0	16	0	02	291	0			19690823		031.07	sieves	pipette		01.00	11.00	0	8.64																2.67			
20995002	Thomas G. Thompson	TT042	015_035	500	core, piston undiff.	0	17	0	02	300	0			19690823		035.59	sieves	pipette		00.00	11.00	0	7.05																2.55			
20995002	Thomas G. Thompson	TT042	015_035	500	core, piston undiff.	0	18	0	02	348	0			19690823		039.34	sieves	pipette		00.50	11.00	0	3.74																2.05			
20995002	Thomas G. Thompson	TT042	015_035	500	core, piston undiff.	0	19	0	02	363	0			19690823		042.22	sieves	pipette		00.50	11.00	0	2.47																1.81			
20995002	Thomas G. Thompson	TT042	015_035	500	core, piston undiff.	0	20	0	02	400	0			19690823		043.87	sieves	pipette		00.00	11.00	0	2.75																1.82			
20995002	Thomas G. Thompson	TT042	015_035	500	core, piston undiff.	0	21	0	02	450	0			19690823		041.35	sieves	pipette		00.50	11.00	0	2.25																1.74			
20995002	Thomas G. Thompson	TT042	015_035	500	core, piston undiff.	0	22	0	02	468	0			19690823		038.62	sieves	pipette		00.00	11.00	0	2.6																1.84			
20995002	Thomas G. Thompson	TT042	015_035	500	core, piston undiff.	0	23	0	02	473	0			19690823		043.37	sieves	pipette		00.50	11.00	0	5.88																2.53			
20995002	Thomas G. Thompson	TT042	015_035	500	core, piston undiff.	0	24	0	02	501	0			19690823		043.04	sieves	pipette		00.00	11.00	0	8.8																2.69			
20995002	Multiple	ANC68	220	100	grab, undifferentiated	0	1	0	02	0	0			19680801		025.82	sieves	pipette		02.00	11.00	0	1.69																1.69			
20995002	Multiple	ANC68	222	100	grab, undifferentiated	0	1	0	02	0	0			19680801		013.44	sieves	pipette		01.50	11.00	0	2.62																2.2			
20995002	Multiple	ANC68	223	100	grab, undifferentiated	0	1	0	02					19680801		020.58	sieves	pipette		03.00	11.00	0	1.05																1.73			
20995002	Multiple	ANC68	224	100	grab, undifferentiated	0	1	0	02	0	0			19680801		033.77	sieves	pipette		03.00	11.00	0	1.34																2.09			
20995002	Multiple	ANC68	225	100	grab, undifferentiated	0	1	0	02	0	0			19680801		026.38	sieves	pipette		04.00	11.00	0	2.57																3.1			
20995002	Multiple	ANC68	227	100	grab, undifferentiated	0	1	0	02	0	0			19680801		020.48	sieves	pipette		04.00	11.00	0	3.06																3.4			
20995002	Multiple	ANC68	228	100	grab, undifferentiated	0	1	0	02	0	0			19680801		021.17	sieves	pipette		02.00	11.00	0	4.69																3.21			
20995002	Multiple	ANC68	230	100	grab, undifferentiated	0	1	0	02	0	0			19680801		013.71	sieves	pipette		01.50	11.00	0	1.14																1.65			
20995002	Multiple	ANC68	231	100	grab, undifferentiated	0	1	0	02	0	0			19680801		013.48	sieves	pipette		02.00	11.00	0	6.06																2.43			
20995002	Multiple	ANC68	237	100	grab, undifferentiated	0	1	0	02	0	0			19680801		034.45	sieves	pipette		03.00	11.00	0	5.62																3.55			
20995002	Multiple	ANC68	239	100	grab, undifferentiated	0	1	0	02	0	0			19680801		024.22	sieves	pipette		02.00	11.00	0	4.05																2.12			
20995002	Multiple	ANC68	243	100	grab, undifferentiated	0	1	0	02	0	0			19680801		326.64	sieves	pipette		06.00	11.00	0	.69																3.02			
20995002	Multiple	ANC68	246	100	grab, undifferentiated	0	1	0	02	0	0			19680801		022.05	sieves	pipette		01.00	11.00	0	5.48																2.26			
20995002	Multiple	ANC68	250	100	grab, undifferentiated	0	1	0	02	0	0			19680802		027.48	sieves	pipette		03.00	11.00	0	5.34																3.68			
20995002	Multiple	ANC69	004	101	grab, orange peel	0	1	0	02					19620723		017.25	sieves	pipette		04.00	11.00	0	3.46																3.91			
20995002	Multiple	ANC69	005	101	grab, orange peel	0	1	0	02	0	0			19620723		008.47	sieves	pipette		01.00	11.00	0	4.85																2.49			
20995002	Multiple	ANC69	006	101	grab, orange peel	0	1	0	02	0	0			19620723		014.46	sieves	pipette		02.00	11.00	0	3.85																2.23			
20995002	Multiple	ANC69	008	101	grab, orange peel	0	1	0	02					19620723		007.90	sieves	pipette		00.50	11.00	0	2.17																1.88			
20995002	Multiple	ANC69	009	101	grab, orange peel	0	1	0	02	0	0			19620723		010.84	sieves	pipette		02.00	11.00	0	1.72																1.98			
20995002	Multiple	ANC69	010	101	grab, orange peel	0	1	0	02					19620723		008.76	sieves	pipette		00.00	11.00	0	1.85																2			
20995002	Multiple	ANC69	011	101	grab, orange peel	0	1	0	02					19620725		002.81	sieves	pipette		00.50	11.00	0	1.31																2.02			
06245001	Townsend Cromwell	JPO 212	179A	104	grab, shipek	0	1	0	02					19750601	0001	033.09	sieves	hydrophotometer	03.99	00.50	08.00	0	4.07	0	89.03	6.89	4.08							2.91	2.95		1.05	.25	3.38			
06245001	Townsend Cromwell	JPO 212	179B	300	core, box	0	1	0	02					19750601	0013	032.20	sieves	hydrophotometer	03.99	01.00	08.00	0	4.55	0	87.02	8.42	4.56							3.05	2.99		1.14	.42	3.93			
06245001	Townsend Cromwell	JPO 212	18	100	grab, undifferentiated	0	1	0	02					19750530	0718	022.15	sieves	hydrophotometer	03.99	00.00	08.00	0	36.31	0	1.15	62.5	36.35							7.37	7.13		2.63	.2	.89			
06245001	Townsend Cromwell	JPO 212	180	104	grab, shipek	0	1	0	02					19750601	0330	047.66	sieves	hydrophotometer	03.99	01.00	08.00	0	2.32	0	86.83	10.85	2.32							3.42	3.35		.61	.41	2.75			
06245001	Townsend Cromwell	JPO 212	172	104	grab, shipek	0	1	0	02					19750601	0040	062.54	sieves			00.50	04.00	0	0	0	99.99	0	0							2.73	2.76		.46	-.06	1.05			
06245001	Townsend Cromwell	JPO 212	173	104	grab, shipek	0	1	0	02					19750601	0115	039.95	sieves	hydrophotometer	03.99	01.00	08.00	0	42.27	0	2.6	55.09	42.31							7.6	7.59		2.81	.08	.75			
06245001	Townsend Cromwell	JPO 212	174	104	grab, shipek	0	1	0	02					19750601	0143	034.52	sieves	hydrophotometer	03.99	02.00	08.00	0	25.81	.01	40.01	34.14	25.84							5.54	4.74		3.19	.41	.73			
06245001	Townsend Cromwell	JPO 212	165	104	grab, shipek	0	1	0	02					19750531	2157	044.34	sieves	hydrophotometer	03.99	01.00	08.00	0	2.42	0	87.99	9.59	2.42							3.12	3.14		.81	.33	3.03			
06245001	Townsend Cromwell	JPO 212	166	104	grab, shipek	0	1	0	02					19750531	2230	023.38	sieves	hydrophotometer	03.99	00.50	08.00	0	.03	0	99.77	.2	.03							3.03	3.01		.36	.23	1.02			
06245001	Townsend Cromwell	JPO 212	167	104	grab, shipek	0	1	0	02					19750531	2311	037.29	sieves	hydrophotometer	03.99	00.00	08.00	0	.12	0	99.31	.57	.12							2.99	3.06		.38	-.28	4.49			
06245001	Townsend Cromwell	JPO 212	168	104	grab, shipek	0	1	0	02					19750531	2330	107.41	sieves	hydrophotometer	03.99	00.50	08.00	0	.55	0	96.11	3.35	.55							2.97	2.96		.38	.21	1.46			
06245001	Townsend Cromwell	JPO 212	168R	104	grab, shipek	0	1	0	02					19750531	2330	038.72	sieves	hydrophotometer	03.99	00.00	08.00	0	.04	0	99.55	.41	.04							3	2.94		.29	.29	1.56			
06245001	Townsend Cromwell	JPO 212	169	104	grab, shipek	0	1	0	02					19750531	2211	036.80	sieves	hydrophotometer	03.99	00.50	08.00	0	3.79	0	85.72	10.49	3.79							3.19	3.18		.97	.39	10.15			
06245001	Townsend Cromwell	JPO 212	17	100	grab, undifferentiated	0	1	0	02					19750530	0752	034.66	sieves	hydrophotometer	03.99	00.50	08.00	0	35.77	0	8.51	55.68	35.81							7.22	6.92		2.76	.2	.83			
06245001	Townsend Cromwell	JPO 212	170	104	grab, shipek	0	1	0	02					19750531	2246	028.25	sieves	hydrophotometer	03.99	00.00	08.00	0	35.82	0	17.47	46.67	35.86							6.88	6.97		3.17	.05	.81			
06245001	Townsend Cromwell	JPO 212	171	104	grab, shipek	0	1	0	02					19750531	2352	025.95	sieves	hydrophotometer	03.99	00.50	08.00	0	32.8	0	20.38	46.8	32.82							6.78	6.94		3.22	.02	.84			
06245001	Townsend Cromwell	JPO 212	164B	103	grab, van veen	0	1	0	02					19750531	2132	038.85	sieves	hydrophotometer	03.99	00.50	08.00	0	.56	0	93.65	5.79	.56							3.1	3.12		.48	.23	1.58			
06245001	Townsend Cromwell	JPO 212	215	100	grab, undifferentiated	0	1	0	02					19750602	0800	016.88	sieves	hydrophotometer	03.99	00.50	08.00	0	36.79	0	1.86	61.33	36.82							7.41	6.97		2.6	.3	.91			
06245001	Townsend Cromwell	JPO 212	216	100	grab, undifferentiated	0	1	0	02					19750602	0829	020.31	sieves	hydrophotometer	03.99	00.00	08.00	0	35.77	0	1.79	62.4	35.81							7.32	7.04		2.64	.22	.91			
06245001	Townsend Cromwell	JPO 212	217	100	grab, undifferentiated	0	1	0	02					19750602	0916	082.62	sieves	hydrophotometer	03.99	01.00	08.00	0	33.07	0	.73	66.16	33.11							7.16	6.84		2.56	.26	.86			
06245001	Townsend Cromwell	JPO 212	208	104	grab, shipek	0	1	0	02					19750602	0235	020.60	sieves	hydrophotometer	03.99	04.00	08.00	0	22.36	11.24	18.76	47.59	22.4							4.89	5.9		4.29	-.24	.86			
06245001	Townsend Cromwell	JPO 212	208R	104	grab, shipek	0	1	0	02					19750602	0235	053.90	sieves	hydrophotometer	03.99	04.00	08.00	0	13.35	59.29	9.04	18.31	13.36							.53	2.45		5.03	.8	.63			
06245001	Townsend Cromwell	JPO 212	209	104	grab, shipek	0	1	0	02					19750602	0305	010.23	sieves	hydrophotometer	03.99	01.50	08.00	0	32.27	.42	6.5	60.77	32.31							7.11	6.77		2.89	.13	1.2			
06245001	Townsend Cromwell	JPO 212	21	104	grab, shipek	0	1	0	02					19750530	0544	053.28	sieves	hydrophotometer	03.99	04.00	08.00	0	10.33	35.82	37.41	16.42	10.34							1.42	1.04		4.66	.21	.76			
06245001	Townsend Cromwell	JPO 212	210	104	grab, shipek	0	1	0	02					19750602	0355	018.71	sieves	hydrophotometer	03.99	01.00	08.00	0	29.63	0	.69	69.64	29.67							7.23	6.73		2.3	.35	1.09			
06245001	Townsend Cromwell	JPO 212	211	104	grab, shipek	0	1	0	02					19750602	0420	020.78	sieves	hydrophotometer	03.99	01.00	08.00	0	41.2	0	1.01	57.75	41.24							7.69	7.51		2.68	.14	.83			
06245001	Townsend Cromwell	JPO 212	212	104	grab, shipek	0	1	0	02					19750602	0540	019.78	sieves	hydrophotometer	03.99	00.50	08.00	0	29.3	0	5.54	65.11	29.34							7.05	6.74		2.46	.25	1.11			
06245001	Townsend Cromwell	JPO 212	204	100	grab, undifferentiated	0	1	0	02					19750601	2307	014.62	sieves	hydrophotometer	03.99	01.50	08.00	0	33.78	.42	7.47	58.29	33.82							7.16	6.9		3.02	.06	1.27			
06245001	Townsend Cromwell	JPO 212	205	100	grab, undifferentiated	0	1	0	02					19750601	2245	024.46	sieves	hydrophotometer	03.99	00.50	08.00	0	33.86	0	.42	65.69	33.89							7.33	6.87		2.49	.3	1.03			
