"","agency","model","region","rawdelt","controldelt","prop","ratio"
"1","CNRM-CERFACS","CNRM-CM5","AFSC_Aleutians",0.0276153476170808,0.00700510780072377,0.797659859866512,0.253667196149685
"2","CNRM-CERFACS","CNRM-CM5","AFSC_EBS",0.0426411417896415,0.00791040584689344,0.843518028295213,0.185511117078367
"3","CNRM-CERFACS","CNRM-CM5","AFSC_GOA",0.0282281837945018,0.00421217677348298,0.870156289889085,0.149218837603835
"4","CNRM-CERFACS","CNRM-CM5","AFSC_WCTri",0.02156580209588,0.00374470127742854,0.852049513903482,0.173640714163094
"5","CNRM-CERFACS","CNRM-CM5","DFO_NewfoundlandFall",0.0310369691363984,0.00210822071787097,0.9363943689223,0.067926114454216
"6","CNRM-CERFACS","CNRM-CM5","DFO_NewfoundlandSpring",0.0375433731668264,0.00133510773472273,0.965659467557295,0.035561741583264
"7","CNRM-CERFACS","CNRM-CM5","DFO_ScotianShelf",0.0372661866666955,-0.00159818960998478,1.04480738314079,-0.0428857834121534
"8","CNRM-CERFACS","CNRM-CM5","DFO_SoGulf",0.0450611686153401,0.00150248644297057,0.967732635226143,0.0333432640372998
"9","CNRM-CERFACS","CNRM-CM5","NEFSC_NEUSFall",0.0249726261326246,0.000285126672062714,0.988711320667854,0.0114175686028559
"10","CNRM-CERFACS","CNRM-CM5","NEFSC_NEUSSpring",0.0261312387331403,-0.000318529235538267,1.01234001550933,-0.0121895957092268
"11","CNRM-CERFACS","CNRM-CM5","NWFSC_WCAnn",0.0181372124506407,0.0031380780650922,0.852501282519662,0.173018763144131
"12","CNRM-CERFACS","CNRM-CM5","SEFSC_GOMex",0.0282424172865605,-5.08781502446782e-05,1.00180473119962,-0.00180148001243821
"13","IPSL","IPSL-CM5A-MR","AFSC_Aleutians",0.0254887759777715,0.00119640244814692,0.955166031530638,0.0469384033658695
"14","IPSL","IPSL-CM5A-MR","AFSC_EBS",0.039911499001106,0.00194885941548947,0.95344379529448,0.0488295219238812
"15","IPSL","IPSL-CM5A-MR","AFSC_GOA",0.033118829669204,0.00432772963862343,0.884429178044168,0.130672782880599
"16","IPSL","IPSL-CM5A-MR","AFSC_WCTri",0.0265398905410744,0.00305630465117594,0.896733190488748,0.115158901896971
"17","IPSL","IPSL-CM5A-MR","DFO_NewfoundlandFall",0.0352085086332308,-0.00135384045747486,1.03998977188157,-0.0384520818980973
"18","IPSL","IPSL-CM5A-MR","DFO_NewfoundlandSpring",0.0452244774846313,6.40852771291318e-05,0.998584956703832,0.00141704848112198
