"","region","latstep","sizestep","repnum","latrng","size","meanturnIndiv","netwrkturn"
"36","SEFSC_GOMex",0.208,0.01,1,0.0555555555555556,0.0122448979591837,0.849481863216638,0.852139071131356
"37","AFSC_Aleutians",0.274,0.01,1,0.153846153846154,0.012987012987013,0.352848660820388,0.462002376362243
"38","AFSC_EBS",0.274,0.01,1,0.266666666666667,0.0103397341211226,0.453704934878198,0.703267704813654
"39","AFSC_GOA",0.274,0.01,1,0.21875,0.0100755667506297,0.550954682293437,0.726368150857744
"40","DFO_NewfoundlandFall",0.274,0.01,1,0.266666666666667,0.0104321907600596,0.789816893170545,0.896208649849187
"41","DFO_ScotianShelf",0.274,0.01,1,0.230769230769231,0.0101010101010101,0.732294431794778,0.867585786415134
"42","DFO_SoGulf",0.274,0.01,1,0.0714285714285714,0.010752688172043,0.456141974641044,0.453367543599406
"43","NEFSC_NEUSSpring",0.274,0.01,1,0.0930232558139535,0.0108695652173913,0.743317759252708,0.789463921253617
"44","NWFSC_WCAnn",0.274,0.01,1,0.158730158730159,0.0131004366812227,0.787569040910237,0.805958736610768
"45","SEFSC_GOMex",0.274,0.01,1,0.111111111111111,0.0122448979591837,0.542524363250308,0.825393376879388
"46","AFSC_Aleutians",0.34,0.01,1,0.0769230769230769,0.012987012987013,0.488406598032426,0.502845136132684
"47","AFSC_EBS",0.34,0.01,1,0.266666666666667,0.0103397341211226,0.480537101181403,0.695159676214727
"48","AFSC_GOA",0.34,0.01,1,0.3125,0.0100755667506297,0.587501150158595,0.780829753170346
"49","DFO_NewfoundlandFall",0.34,0.01,1,0.333333333333333,0.0104321907600596,0.74024469802361,0.83217244321624
"50","DFO_ScotianShelf",0.34,0.01,1,0.230769230769231,0.0101010101010101,0.703850379507423,0.852861388369448
"51","DFO_SoGulf",0.34,0.01,1,0.214285714285714,0.010752688172043,0.449037030427971,0.524453843308147
"52","NEFSC_NEUSSpring",0.34,0.01,1,0.302325581395349,0.0108695652173913,0.791203678756135,0.836937550648809
"53","NWFSC_WCAnn",0.34,0.01,1,0.174603174603175,0.0131004366812227,0.710003068970349,0.809336839282932
"54","SEFSC_GOMex",0.34,0.01,1,0.277777777777778,0.0122448979591837,0.80492055210185,0.911287800887081
"55","AFSC_Aleutians",0.406,0.01,1,0.0769230769230769,0.012987012987013,0.47868244494958,0.556806038623809
"56","AFSC_EBS",0.406,0.01,1,0.333333333333333,0.0103397341211226,0.413276859312174,0.663138602575478
"57","AFSC_GOA",0.406,0.01,1,0.34375,0.0100755667506297,0.602815891506986,0.752643097292895
"58","DFO_NewfoundlandFall",0.406,0.01,1,0.386666666666667,0.0104321907600596,0.796429664967888,0.856902819179605
"59","DFO_ScotianShelf",0.406,0.01,1,0.192307692307692,0.0101010101010101,0.753020669071812,0.852759279361164
"60","DFO_SoGulf",0.406,0.01,1,0.142857142857143,0.010752688172043,0.521645281060174,0.517751284968023
"61","NEFSC_NEUSSpring",0.406,0.01,1,0.325581395348837,0.0108695652173913,0.769324221504298,0.826863196681656
"62","NWFSC_WCAnn",0.406,0.01,1,0.396825396825397,0.0131004366812227,0.688688602553533,0.740407646059779
"63","SEFSC_GOMex",0.406,0.01,1,0.333333333333333,0.0122448979591837,0.832053910137537,0.880133286831236
"64","AFSC_Aleutians",0.472,0.01,1,0.384615384615385,0.012987012987013,0.434476788593303,0.497030350380252
"65","AFSC_EBS",0.472,0.01,1,0.433333333333333,0.0103397341211226,0.439359031241417,0.635587812765878
"66","AFSC_GOA",0.472,0.01,1,0.375,0.0100755667506297,0.540804830737961,0.722811364199765
"67","DFO_NewfoundlandFall",0.472,0.01,1,0.453333333333333,0.0104321907600596,0.721223002974304,0.82534150405966
"68","DFO_ScotianShelf",0.472,0.01,1,0.384615384615385,0.0101010101010101,0.651427178400645,0.811040898571599
"69","DFO_SoGulf",0.472,0.01,1,0.142857142857143,0.010752688172043,0.58395386438289,0.588919178452307
"70","NEFSC_NEUSSpring",0.472,0.01,1,0.27906976744186,0.0108695652173913,0.799158307791273,0.841451061586435
"71","NWFSC_WCAnn",0.472,0.01,1,0.317460317460317,0.0131004366812227,0.713785130115762,0.807030062746059
"72","SEFSC_GOMex",0.472,0.01,1,0.333333333333333,0.0122448979591837,0.776979760389655,0.893974893656789
"73","AFSC_Aleutians",0.538,0.01,1,0.384615384615385,0.012987012987013,0.427712921378918,0.535181987430833
"74","AFSC_EBS",0.538,0.01,1,0.533333333333333,0.0103397341211226,0.452378993567644,0.61377803105928
"75","AFSC_GOA",0.538,0.01,1,0.53125,0.0100755667506297,0.603450384952296,0.714935021768079
"76","DFO_NewfoundlandFall",0.538,0.01,1,0.52,0.0104321907600596,0.793835744392401,0.870029852850637
"77","DFO_ScotianShelf",0.538,0.01,1,0.346153846153846,0.0101010101010101,0.770882218894297,0.881456514131196
"78","DFO_SoGulf",0.538,0.01,1,0.285714285714286,0.010752688172043,0.522410781855889,0.563283301827314
"79","NEFSC_NEUSSpring",0.538,0.01,1,0.27906976744186,0.0108695652173913,0.722468643374352,0.892940155719222
"80","NWFSC_WCAnn",0.538,0.01,1,0.428571428571429,0.0131004366812227,0.586605556986108,0.730293692285876
"81","SEFSC_GOMex",0.538,0.01,1,0.166666666666667,0.0122448979591837,0.841442897744404,0.889609271091371
"82","AFSC_Aleutians",0.604,0.01,1,0.307692307692308,0.012987012987013,0.494208132253947,0.495868627419131
"83","AFSC_EBS",0.604,0.01,1,0.433333333333333,0.0103397341211226,0.372221770111434,0.602455957383461
"84","AFSC_GOA",0.604,0.01,1,0.59375,0.0100755667506297,0.646572196504621,0.818033137563083
"85","DFO_NewfoundlandFall",0.604,0.01,1,0.6,0.0104321907600596,0.795548200380442,0.877111780499729
"86","DFO_ScotianShelf",0.604,0.01,1,0.423076923076923,0.0101010101010101,0.681816910193349,0.843866633192335
"87","DFO_SoGulf",0.604,0.01,1,0.5,0.010752688172043,0.594579588230894,0.596564727001727
"88","NEFSC_NEUSSpring",0.604,0.01,1,0.558139534883721,0.0108695652173913,0.766229987020922,0.869939596636203
"89","NWFSC_WCAnn",0.604,0.01,1,0.444444444444444,0.0131004366812227,0.629046169965005,0.771027146256009
"90","SEFSC_GOMex",0.604,0.01,1,0.388888888888889,0.0122448979591837,0.837073555771352,0.877636485208225
"91","AFSC_Aleutians",0.67,0.01,1,0.230769230769231,0.012987012987013,0.476609678675509,0.50037985116024
"92","AFSC_EBS",0.67,0.01,1,0.633333333333333,0.0103397341211226,0.453853234623392,0.607274365037692
"93","AFSC_GOA",0.67,0.01,1,0.65625,0.0100755667506297,0.500503653486531,0.662081823510802
"94","DFO_NewfoundlandFall",0.67,0.01,1,0.666666666666667,0.0104321907600596,0.78617137764797,0.846174569387262
"95","DFO_ScotianShelf",0.67,0.01,1,0.461538461538462,0.0101010101010101,0.747400898116911,0.943915807655766
"96","DFO_SoGulf",0.67,0.01,1,0,0.010752688172043,0.650462910685268,0.640151091345603
"97","NEFSC_NEUSSpring",0.67,0.01,1,0.604651162790698,0.0108695652173913,0.768658213465865,0.854674705634764
"98","NWFSC_WCAnn",0.67,0.01,1,0.666666666666667,0.0131004366812227,0.788197891928627,0.822985104289232
"99","SEFSC_GOMex",0.67,0.01,1,0.277777777777778,0.0122448979591837,0.782314798274459,0.874353253542794
"100","AFSC_Aleutians",0.736,0.01,1,0.153846153846154,0.012987012987013,0.414697015686185,0.483704085059801
"101","AFSC_EBS",0.736,0.01,1,0.6,0.0103397341211226,0.450518646099481,0.614703827674435
"102","AFSC_GOA",0.736,0.01,1,0.59375,0.0100755667506297,0.570327967436783,0.608684331600246
"103","DFO_NewfoundlandFall",0.736,0.01,1,0.6,0.0104321907600596,0.762722210263818,0.836617300686264
"104","DFO_ScotianShelf",0.736,0.01,1,0.423076923076923,0.0101010101010101,0.728692325799935,0.875086932338651
"105","DFO_SoGulf",0.736,0.01,1,0,0.010752688172043,0.459445626729891,0.450800101310583
"106","NEFSC_NEUSSpring",0.736,0.01,1,0.511627906976744,0.0108695652173913,0.801082006115857,0.846685769235895
"107","NWFSC_WCAnn",0.736,0.01,1,0.412698412698413,0.0131004366812227,0.794139628675151,0.831065017379884
"108","SEFSC_GOMex",0.736,0.01,1,0.388888888888889,0.0122448979591837,0.843385152573315,0.891114492403426
"109","AFSC_Aleutians",0.802,0.01,1,0.538461538461538,0.012987012987013,0.470559921609102,0.539343821970979
"110","AFSC_EBS",0.802,0.01,1,0.7,0.0103397341211226,0.444233985922306,0.621468305087286
"111","AFSC_GOA",0.802,0.01,1,0.6875,0.0100755667506297,0.59978164872222,0.668484476215131
"112","DFO_NewfoundlandFall",0.802,0.01,1,0.626666666666667,0.0104321907600596,0.768954397665286,0.858104413157218
"113","DFO_ScotianShelf",0.802,0.01,1,0.692307692307692,0.0101010101010101,0.649289874441526,0.849101303235741
"114","DFO_SoGulf",0.802,0.01,1,0.285714285714286,0.010752688172043,0.563174892474152,0.553121344516809
"115","NEFSC_NEUSSpring",0.802,0.01,1,0.534883720930233,0.0108695652173913,0.775704002267017,0.884239545905025
"116","NWFSC_WCAnn",0.802,0.01,1,0.444444444444444,0.0131004366812227,0.582773161449253,0.662718026451264
"117","SEFSC_GOMex",0.802,0.01,1,0.333333333333333,0.0122448979591837,0.842089014811899,0.908246610853041
"118","AFSC_Aleutians",0.868,0.01,1,0.615384615384615,0.012987012987013,0.408701782983344,0.484931502081422
"119","AFSC_EBS",0.868,0.01,1,0.333333333333333,0.0103397341211226,0.426336358832213,0.685412777176507
"120","AFSC_GOA",0.868,0.01,1,0.71875,0.0100755667506297,0.463339619270418,0.565962497972834
"121","DFO_NewfoundlandFall",0.868,0.01,1,0.666666666666667,0.0104321907600596,0.783963049792921,0.878831452357418
"122","DFO_ScotianShelf",0.868,0.01,1,0.461538461538462,0.0101010101010101,0.669259008486716,0.811645140006147
"123","DFO_SoGulf",0.868,0.01,1,0.428571428571429,0.010752688172043,0.532578139873921,0.547457719922983
"124","NEFSC_NEUSSpring",0.868,0.01,1,0.651162790697674,0.0108695652173913,0.822396580970603,0.917802688121683
"125","NWFSC_WCAnn",0.868,0.01,1,0.523809523809524,0.0131004366812227,0.691177175316833,0.796903643013446
"126","SEFSC_GOMex",0.868,0.01,1,0.388888888888889,0.0122448979591837,0.772059113449787,0.904221312081584
"127","AFSC_Aleutians",0.934,0.01,1,0.461538461538462,0.012987012987013,0.519244002427491,0.586447248376868
"128","AFSC_EBS",0.934,0.01,1,0.533333333333333,0.0103397341211226,0.4227927567646,0.617452058206854
"129","AFSC_GOA",0.934,0.01,1,0.78125,0.0100755667506297,0.529261681447066,0.698349237012461
"130","DFO_NewfoundlandFall",0.934,0.01,1,0.786666666666667,0.0104321907600596,0.791430828685516,0.84938534584344
"131","DFO_ScotianShelf",0.934,0.01,1,0.576923076923077,0.0101010101010101,0.658185801749086,0.79691188033507
"132","DFO_SoGulf",0.934,0.01,1,0.285714285714286,0.010752688172043,0.454909445006685,0.518668230903092
"133","NEFSC_NEUSSpring",0.934,0.01,1,0.581395348837209,0.0108695652173913,0.803590073985722,0.828333348738475
"134","NWFSC_WCAnn",0.934,0.01,1,0.301587301587302,0.0131004366812227,0.719337699090275,0.806016594274966
"135","SEFSC_GOMex",0.934,0.01,1,0.222222222222222,0.0122448979591837,0.807860909660236,0.853626686195358
"136","AFSC_Aleutians",1,0.01,1,0.230769230769231,0.012987012987013,0.433752416250863,0.535315992761453
"137","AFSC_EBS",1,0.01,1,0.7,0.0103397341211226,0.482564676903486,0.663094329660798
"138","AFSC_GOA",1,0.01,1,0.90625,0.0100755667506297,0.56751880936109,0.683734902205775
"139","DFO_NewfoundlandFall",1,0.01,1,0.64,0.0104321907600596,0.77499151915447,0.88013903020234
"140","DFO_ScotianShelf",1,0.01,1,0.230769230769231,0.0101010101010101,0.650603105017565,0.879243213338966
"141","DFO_SoGulf",1,0.01,1,0.571428571428571,0.010752688172043,0.623700169381074,0.650620017467516
"142","NEFSC_NEUSSpring",1,0.01,1,0.837209302325581,0.0108695652173913,0.778158542334918,0.798995120143898
"143","NWFSC_WCAnn",1,0.01,1,0.80952380952381,0.0131004366812227,0.659532994406592,0.773354366471573
"144","SEFSC_GOMex",1,0.01,1,0.5,0.0122448979591837,0.720128969481133,0.898751158263889
"145","AFSC_Aleutians",0.01,0.0426666666666667,1,0,0.0432900432900433,0.43702453262475,0.559779255066718
"146","AFSC_EBS",0.01,0.0426666666666667,1,0,0.0428360413589365,0.463171692189462,0.763474577056353
"147","AFSC_GOA",0.01,0.0426666666666667,1,0,0.0428211586901763,0.663408636781448,0.907659453418357
"148","DFO_NewfoundlandFall",0.01,0.0426666666666667,1,0.306666666666667,0.0380029806259314,0.777104640145152,0.928584622162265
"149","DFO_ScotianShelf",0.01,0.0426666666666667,1,0,0.0429292929292929,0.697626721555658,0.912374090808677
"150","DFO_SoGulf",0.01,0.0426666666666667,1,0,0.043010752688172,0.441283715566302,0.578557873196466
"151","NEFSC_NEUSSpring",0.01,0.0426666666666667,1,0,0.0434782608695652,0.76284540395965,0.852387154258274
"152","NWFSC_WCAnn",0.01,0.0426666666666667,1,0.142857142857143,0.0436681222707424,0.739491794201859,0.890927026834692
"153","SEFSC_GOMex",0.01,0.0426666666666667,1,0,0.0448979591836735,0.84688444772988,0.912865521312486
"154","AFSC_Aleutians",0.076,0.0426666666666667,1,0.384615384615385,0.0432900432900433,0.45950966427097,0.711886655130453
"155","AFSC_EBS",0.076,0.0426666666666667,1,0.0666666666666667,0.0428360413589365,0.467149542272109,0.726751435770707
"156","AFSC_GOA",0.076,0.0426666666666667,1,0.0625,0.0428211586901763,0.637088656287902,0.941994677285594
"157","DFO_NewfoundlandFall",0.076,0.0426666666666667,1,0.0666666666666667,0.0432190760059613,0.801993146028966,0.905471678801568
"158","DFO_ScotianShelf",0.076,0.0426666666666667,1,0.0384615384615385,0.0429292929292929,0.667621583826469,0.869763340629477
"159","DFO_SoGulf",0.076,0.0426666666666667,1,0.0714285714285714,0.043010752688172,0.543866380446629,0.57508324772375
"160","NEFSC_NEUSSpring",0.076,0.0426666666666667,1,0.0697674418604651,0.0434782608695652,0.7644745219537,0.882604439847835
"161","NWFSC_WCAnn",0.076,0.0426666666666667,1,0.0634920634920635,0.0436681222707424,0.724703881686887,0.81707924723249
"162","SEFSC_GOMex",0.076,0.0426666666666667,1,0.0555555555555556,0.0448979591836735,0.833420419333509,0.932702960193407
"163","AFSC_Aleutians",0.142,0.0426666666666667,1,0.0769230769230769,0.0432900432900433,0.444654466158519,0.57222598023073
"164","AFSC_EBS",0.142,0.0426666666666667,1,0.133333333333333,0.0428360413589365,0.449450985281878,0.734347520656783
"165","AFSC_GOA",0.142,0.0426666666666667,1,0.125,0.0428211586901763,0.657170830685226,0.883629385393486
"166","DFO_NewfoundlandFall",0.142,0.0426666666666667,1,0.133333333333333,0.0432190760059613,0.760838932498659,0.890979875857126
"167","DFO_ScotianShelf",0.142,0.0426666666666667,1,0.115384615384615,0.0429292929292929,0.576655617056385,0.725676075692792
"168","DFO_SoGulf",0.142,0.0426666666666667,1,0.0714285714285714,0.043010752688172,0.437782615434196,0.562330888328952
"169","NEFSC_NEUSSpring",0.142,0.0426666666666667,1,0.13953488372093,0.0434782608695652,0.732564703099159,0.841273457924609
"170","NWFSC_WCAnn",0.142,0.0426666666666667,1,0.111111111111111,0.0436681222707424,0.695059924764809,0.853636689330156
"171","SEFSC_GOMex",0.142,0.0426666666666667,1,0.111111111111111,0.0448979591836735,0.836509454396156,0.919112653467957
"172","AFSC_Aleutians",0.208,0.0426666666666667,1,0.153846153846154,0.0432900432900433,0.440873798261976,0.601457130473419
"173","AFSC_EBS",0.208,0.0426666666666667,1,0.2,0.0428360413589365,0.415723418219288,0.756419519822001
"174","AFSC_GOA",0.208,0.0426666666666667,1,0.1875,0.0428211586901763,0.656358777440883,0.891116133584623
"175","DFO_NewfoundlandFall",0.208,0.0426666666666667,1,0.2,0.0432190760059613,0.776043073195432,0.925473117600879
"176","DFO_ScotianShelf",0.208,0.0426666666666667,1,0.192307692307692,0.0429292929292929,0.71330139462015,0.911027045812303
"177","DFO_SoGulf",0.208,0.0426666666666667,1,0.142857142857143,0.043010752688172,0.581897958217688,0.585013058236612
"178","NEFSC_NEUSSpring",0.208,0.0426666666666667,1,0.186046511627907,0.0434782608695652,0.853250309859759,0.97391257728826
"179","NWFSC_WCAnn",0.208,0.0426666666666667,1,0.158730158730159,0.0436681222707424,0.713162203452599,0.885244858953081
"180","SEFSC_GOMex",0.208,0.0426666666666667,1,0.166666666666667,0.0448979591836735,0.756725555779958,0.906919475058536
"181","AFSC_Aleutians",0.274,0.0426666666666667,1,0.230769230769231,0.0432900432900433,0.462705476247815,0.631698190332962
"182","AFSC_EBS",0.274,0.0426666666666667,1,0.266666666666667,0.0428360413589365,0.441223636263737,0.732370080947534
"183","AFSC_GOA",0.274,0.0426666666666667,1,0.21875,0.0428211586901763,0.665585749122989,0.908366226511191
"184","DFO_NewfoundlandFall",0.274,0.0426666666666667,1,0.266666666666667,0.0432190760059613,0.758412498494826,0.892743639675003
"185","DFO_ScotianShelf",0.274,0.0426666666666667,1,0.269230769230769,0.0429292929292929,0.693080416722417,0.868012538382117
"186","DFO_SoGulf",0.274,0.0426666666666667,1,0.214285714285714,0.043010752688172,0.600082652813367,0.659890002534482
"187","NEFSC_NEUSSpring",0.274,0.0426666666666667,1,0.255813953488372,0.0434782608695652,0.743857681488424,0.889330836651041
"188","NWFSC_WCAnn",0.274,0.0426666666666667,1,0.26984126984127,0.0436681222707424,0.640687687642232,0.833581991728729
"189","SEFSC_GOMex",0.274,0.0426666666666667,1,0.222222222222222,0.0448979591836735,0.831372223917112,0.917164425152768
"190","AFSC_Aleutians",0.34,0.0426666666666667,1,0.307692307692308,0.0432900432900433,0.444108086172187,0.658647339865388
"191","AFSC_EBS",0.34,0.0426666666666667,1,0.333333333333333,0.0428360413589365,0.40822581354439,0.695360412790781
"192","AFSC_GOA",0.34,0.0426666666666667,1,0.3125,0.0428211586901763,0.494998156203733,0.753003876293661
"193","DFO_NewfoundlandFall",0.34,0.0426666666666667,1,0.333333333333333,0.0432190760059613,0.778769620920289,0.940076241761319
"194","DFO_ScotianShelf",0.34,0.0426666666666667,1,0.307692307692308,0.0429292929292929,0.663479868286092,0.901082096055307
"195","DFO_SoGulf",0.34,0.0426666666666667,1,0.214285714285714,0.043010752688172,0.446971209142375,0.826591146619616
"196","NEFSC_NEUSSpring",0.34,0.0426666666666667,1,0.325581395348837,0.0434782608695652,0.756720464778247,0.875208673400615
"197","NWFSC_WCAnn",0.34,0.0426666666666667,1,0.333333333333333,0.0436681222707424,0.67008276242499,0.878530887135904
"198","SEFSC_GOMex",0.34,0.0426666666666667,1,0.333333333333333,0.0448979591836735,0.837041934458285,0.92724565606945
"199","AFSC_Aleutians",0.406,0.0426666666666667,1,0.384615384615385,0.0432900432900433,0.491929634082572,0.740187343429614
"200","AFSC_EBS",0.406,0.0426666666666667,1,0.4,0.0428360413589365,0.442177856125457,0.759011318249177
"201","AFSC_GOA",0.406,0.0426666666666667,1,0.375,0.0428211586901763,0.650756547321934,0.912216094425844
"202","DFO_NewfoundlandFall",0.406,0.0426666666666667,1,0.4,0.0432190760059613,0.793032765452903,0.912941491415205
"203","DFO_ScotianShelf",0.406,0.0426666666666667,1,0.384615384615385,0.0429292929292929,0.694743957674755,0.910668958073081
"204","DFO_SoGulf",0.406,0.0426666666666667,1,0.357142857142857,0.043010752688172,0.451190678072906,0.624065358606048
"205","NEFSC_NEUSSpring",0.406,0.0426666666666667,1,0.395348837209302,0.0434782608695652,0.764365957793169,0.867001841593463
"206","NWFSC_WCAnn",0.406,0.0426666666666667,1,0.317460317460317,0.0436681222707424,0.670285885139688,0.783853011651725
"207","SEFSC_GOMex",0.406,0.0426666666666667,1,0.388888888888889,0.0448979591836735,0.791144901381501,0.915581563212813
"208","AFSC_Aleutians",0.472,0.0426666666666667,1,0.384615384615385,0.0432900432900433,0.472048841717487,0.541317662346796
"209","AFSC_EBS",0.472,0.0426666666666667,1,0.466666666666667,0.0428360413589365,0.471266814707415,0.788911426392493
"210","AFSC_GOA",0.472,0.0426666666666667,1,0.4375,0.0428211586901763,0.580461821042873,0.73083430460286
"211","DFO_NewfoundlandFall",0.472,0.0426666666666667,1,0.466666666666667,0.0432190760059613,0.773783292565284,0.896399867918881
"212","DFO_ScotianShelf",0.472,0.0426666666666667,1,0.461538461538462,0.0429292929292929,0.666269973199688,0.905597720674789
"213","DFO_SoGulf",0.472,0.0426666666666667,1,0.357142857142857,0.043010752688172,0.468463600636233,0.563655134595437
"214","NEFSC_NEUSSpring",0.472,0.0426666666666667,1,0.465116279069767,0.0434782608695652,0.760255437381218,0.872372096402325
"215","NWFSC_WCAnn",0.472,0.0426666666666667,1,0.333333333333333,0.0436681222707424,0.698104731552628,0.801480207709649
"216","SEFSC_GOMex",0.472,0.0426666666666667,1,0.444444444444444,0.0448979591836735,0.712570670805697,0.929313112051811
"217","AFSC_Aleutians",0.538,0.0426666666666667,1,0.461538461538462,0.0432900432900433,0.450895926348453,0.691538791825341
"218","AFSC_EBS",0.538,0.0426666666666667,1,0.5,0.0428360413589365,0.465026377879577,0.725053089586558
"219","AFSC_GOA",0.538,0.0426666666666667,1,0.53125,0.0428211586901763,0.606619561359807,0.715205700602972
"220","DFO_NewfoundlandFall",0.538,0.0426666666666667,1,0.533333333333333,0.0432190760059613,0.790189735561686,0.917573591713753
"221","DFO_ScotianShelf",0.538,0.0426666666666667,1,0.5,0.0429292929292929,0.704332114170415,0.895015609155764
"222","DFO_SoGulf",0.538,0.0426666666666667,1,0.5,0.043010752688172,0.564536438421637,0.597554000041168
"223","NEFSC_NEUSSpring",0.538,0.0426666666666667,1,0.465116279069767,0.0434782608695652,0.746500768544569,0.878534401355492
"224","NWFSC_WCAnn",0.538,0.0426666666666667,1,0.523809523809524,0.0436681222707424,0.746759132348102,0.888162719754369
"225","SEFSC_GOMex",0.538,0.0426666666666667,1,0.444444444444444,0.0448979591836735,0.832004921102432,0.911088154142965
"226","AFSC_Aleutians",0.604,0.0426666666666667,1,0.461538461538462,0.0432900432900433,0.476815464408321,0.607680220795263
"227","AFSC_EBS",0.604,0.0426666666666667,1,0.6,0.0428360413589365,0.435067998435901,0.759509504844505
"228","AFSC_GOA",0.604,0.0426666666666667,1,0.59375,0.0428211586901763,0.514418644513732,0.720829359495109
"229","DFO_NewfoundlandFall",0.604,0.0426666666666667,1,0.6,0.0432190760059613,0.782680471469999,0.906724648339082
"230","DFO_ScotianShelf",0.604,0.0426666666666667,1,0.576923076923077,0.0429292929292929,0.673357823792173,0.877290892749847
"231","DFO_SoGulf",0.604,0.0426666666666667,1,0.5,0.043010752688172,0.522162317024425,0.591294759912529
"232","NEFSC_NEUSSpring",0.604,0.0426666666666667,1,0.581395348837209,0.0434782608695652,0.788000101634472,0.870302035175104
"233","NWFSC_WCAnn",0.604,0.0426666666666667,1,0.571428571428571,0.0436681222707424,0.660241366691823,0.840832531945435
"234","SEFSC_GOMex",0.604,0.0426666666666667,1,0.555555555555556,0.0448979591836735,0.843509359339689,0.929574769021379
"235","AFSC_Aleutians",0.67,0.0426666666666667,1,0.538461538461538,0.0432900432900433,0.465167342078218,0.66650699945499
"236","AFSC_EBS",0.67,0.0426666666666667,1,0.666666666666667,0.0428360413589365,0.45629935397732,0.771261218148033
"237","AFSC_GOA",0.67,0.0426666666666667,1,0.65625,0.0428211586901763,0.59625958458459,0.723773071760883
"238","DFO_NewfoundlandFall",0.67,0.0426666666666667,1,0.666666666666667,0.0432190760059613,0.767587464804183,0.939943524412651
"239","DFO_ScotianShelf",0.67,0.0426666666666667,1,0.615384615384615,0.0429292929292929,0.661442185233288,0.91858874992564
"240","DFO_SoGulf",0.67,0.0426666666666667,1,0.642857142857143,0.043010752688172,0.512939611831068,0.786163753717104
