"","lat","lon","wind_npv"
"1229",59.625,207.375,-4094.26806640625
"1230",59.875,207.375,-5177.89020996094
"1232",56.625,207.625,5347.69775390625
"1233",57.375,207.625,-1146.51884501689
"1234",57.625,207.625,-3596.38168569712
"1235",57.875,207.625,-4170.91157384073
"1236",58.125,207.625,-4116.52648628049
"1237",58.375,207.625,2390.32009548611
"1238",58.625,207.625,4089.02680121528
"1239",58.875,207.625,5803.1494140625
"1240",59.125,207.625,1980.877734375
"1241",59.625,207.625,-5146.98504638672
"1242",59.875,207.625,-5137.33188580452
"1245",56.625,207.875,5075.20723902926
"1246",57.375,207.875,-670.418447818396
"1247",57.625,207.875,-2032.00174967448
"1248",57.875,207.875,-2696.26904296875
"1249",58.125,207.875,-187.494219805743
"1250",58.375,207.875,4090.30515252976
"1251",58.625,207.875,4994.93257068452
"1252",58.875,207.875,5647.23156738281
"1253",59.375,207.875,-1402.383203125
"1254",59.625,207.875,-6004.22192826705
"1255",59.875,207.875,-6106.57993861607
"1259",56.625,208.125,4600.73700161638
"1260",56.875,208.125,4090.3544921875
"1261",57.125,208.125,3994.64453125
"1262",57.375,208.125,1646.18391927083
"1263",57.625,208.125,1673.08615451389
"1264",57.875,208.125,1975.5888671875
"1265",58.125,208.125,3647.84765625
"1266",58.375,208.125,5265.55876608456
"1267",58.875,208.125,5621.984375
"1268",59.125,208.125,1975.58935546875
"1270",59.625,208.125,-6531.20770733173
"1271",59.875,208.125,-5044.98690257353
"1275",57.125,208.375,4474.80211759868
"1276",57.375,208.375,4326.38367417279
"1277",57.625,208.375,3146.57369290865
"1278",57.875,208.375,3221.56946790541
"1279",58.125,208.375,5583.80495143581
"1280",58.375,208.375,5926.13529829545
"1281",59.125,208.375,2595.47288161058
"1282",59.625,208.375,-6336.07338169643
"1286",57.375,208.625,4694.81315104167
"1287",57.625,208.625,4634.57884114583
"1288",57.875,208.625,4774.09224076705
"1289",58.125,208.625,6189.90625
"1290",59.125,208.625,1735.96779119318
"1291",59.625,208.625,-6358.79036458333
"1295",57.375,208.875,3387.5078125
"1296",57.625,208.875,4401.6318359375
"1297",59.125,208.875,727.605143229167
"1299",57.875,209.125,4154.3916015625
"1300",59.125,209.125,-754.397521972656
"1302",59.125,209.375,-1766.59849330357
"1303",59.375,209.375,-3399.6715234375
"1304",58.125,209.625,4475.9677734375
"1305",58.375,209.625,4497.76501464844
"1306",59.375,209.625,-5083.16524832589
"1307",58.375,209.875,4177.27430555556
"1308",59.375,209.875,-6516.73795572917
"1310",58.375,210.125,3889.88330078125
"1311",59.625,210.125,-7026.64497884115
"1312",58.125,210.375,3637.8875
"1313",59.375,210.375,-5207.0439453125
"1314",59.625,210.375,-6680.41050277218
"1315",59.875,210.375,-4998.95836292614
"1316",59.625,210.625,-5879.54622395833
"1317",59.875,210.625,-4665.15053013393
"1318",60.125,210.625,-2475.9716796875
"1319",59.875,210.875,-3802.73413085938
"1321",59.875,211.125,-3564.08984375
"1322",59.875,211.375,-3773.53160511364
"1323",59.875,211.625,-3349.70317150298
"1327",59.625,211.875,-1971.43157552083
"1328",59.875,211.875,-3721.58826864919
"1331",59.625,212.125,-1842.16474313447
"1336",59.625,212.375,-1638.88704427083
"1340",59.625,212.625,-1469.421875
"1341",59.875,212.625,-2076.2768031529
"1342",60.125,212.625,-3909.81594669118
"1344",59.875,212.875,-2190.06487165179
"1345",60.125,212.875,-3624.82781110491
"1347",59.875,213.125,-603.662841796875
"1348",60.125,213.125,-5576.6797265625
"1350",59.875,213.375,-200.768643465909
"1351",60.125,213.375,-6056.01025390625
"1353",59.375,213.625,1952.19618055556
"1354",59.625,213.625,1923.8515625
"1355",59.875,213.625,650.585797991071
"1356",60.125,213.625,-6829.20247395833
"1358",59.375,213.875,2085.61019736842
"1359",59.625,213.875,2013.40234375
"1360",60.125,213.875,-6933.28608630952
"1361",60.375,213.875,-9383.75372456395
"1362",60.125,214.125,-8980.1435546875
"1363",60.375,214.125,-9971.07444411058
"1364",60.125,214.375,-9006.28645833333
"1365",60.375,214.375,-10105.1897063079
"1366",60.125,214.625,-9213.04585193452
"1368",60.125,214.875,-9141.68119884673
"1370",59.625,215.125,-1805.013671875
"1371",59.875,215.125,-1793.29622395833
"1374",59.625,215.375,-1866.244140625
"1375",59.875,215.375,-2798.78571428571
"1376",60.125,215.375,-9511.61360677083
"1377",59.875,215.625,-4890.76810047238
"1379",59.875,215.875,-7693.4426223467
"1381",59.875,216.125,-9044.76583214962
"1382",59.875,216.375,-10217.5240234375
"1384",59.875,216.625,-11023.4236653646
"1385",60.125,216.625,-9955.31912667411
"1386",59.875,216.875,-11524.1936035156
"1388",60.125,217.125,-12028.6552734375
"1390",59.875,217.875,-10147.1735839844
"1391",59.875,218.125,-10097.7624733665
"1392",59.625,218.375,-7379.03111049107
"1393",59.875,218.375,-9775.353515625
"1394",59.625,218.625,-8066.388671875
"1395",59.875,218.625,-10539.9858669705
"1396",59.625,218.875,-9111.25251850329
"1398",59.625,219.125,-10019.9166771673
"1399",59.625,219.375,-11151.5435546875
"1400",58.375,220.875,822.23193359375
"1401",59.125,220.875,-11668.6159057617
"1402",59.125,221.125,-11543.833203125
"1403",58.125,221.375,1413.955078125
"1404",58.875,221.875,-11121.7104492188
"1407",57.375,223.875,-1646.0107421875
"1409",56.875,224.125,-1141.27473958333
"1410",57.125,224.125,116.80908203125
"1411",57.375,224.125,-1468.60030691964
"1412",56.875,224.375,537.461189516129
"1413",57.125,224.375,4.07018229166667
"1414",56.625,224.625,1142.08528645833
"1416",57.125,224.625,-194.949544270833
"1417",56.625,224.875,1950.03348214286
"1418",56.125,225.125,2610.7490234375
"1419",56.375,225.125,2221.65844726562
"1420",55.875,225.375,5221.20361328125
"1421",56.125,225.375,3251.86953125
"1424",55.625,225.625,4829.99609375
"1425",55.875,225.625,4478.13388671875
"1426",56.125,225.625,3474.501953125
"1427",55.625,225.875,4663.775390625
"1428",55.875,225.875,3914.41486467634
"1430",55.375,226.125,5062.84933035714
"1431",55.625,226.125,4518.50362042683
"1432",55.875,226.125,3234.13582589286
"1434",54.875,226.375,4689.07760416667
"1435",55.125,226.375,4376.081484375
"1436",55.375,226.375,5032.55451766304
"1437",55.625,226.375,4117.47790527344
"1438",55.875,226.375,2773.94717261905
"1440",54.625,226.625,4605.41796875
"1441",54.875,226.625,3947.22650669643
"1442",55.125,226.625,4327.70668143657
"1445",55.875,226.625,1931.34619140625
"1449",54.875,226.875,3616.3865234375
"1455",54.625,227.125,2799.2822265625
"1478",49.625,233.125,-8234.18278645833
"1481",49.125,233.625,-8759.00542534722
"1482",49.375,233.625,-8756.73705700861
"1483",49.125,233.875,-9047.2896355726
"1485",48.875,234.125,-8922.00989362106
"1487",48.875,234.375,-9438.07240403543
"1488",47.875,235.125,-10034.0555175781
"1489",48.125,235.125,-10672.4572598072
"1490",42.875,235.375,-8181.13621363147
"1491",47.125,235.375,-6983.0037109375
"1492",47.375,235.375,-9601.24078776042
"1493",47.625,235.375,-10720.3021282328
"1494",47.875,235.375,-10942.1723848519
"1496",40.625,235.625,-4394.13867673352
"1497",40.875,235.625,-5654.53888113839
"1498",41.125,235.625,-5433.4423828125
"1499",41.625,235.625,-6844.7115234375
"1500",41.875,235.625,-7066.58449030497
"1501",42.125,235.625,-7259.5439453125
"1502",42.375,235.625,-6961.59270833333
"1503",42.625,235.625,-7925.61307779948
"1505",43.375,235.625,-10426.8992838542
"1506",44.625,235.625,-4525.28212890625
"1507",45.875,235.625,-4433.47860440341
"1508",46.125,235.625,-4771.734375
"1509",46.625,235.625,-9976.74365234375
"1510",46.875,235.625,-10690.677687872
"1511",47.125,235.625,-10921.9310773983
"1514",39.875,235.875,-6804.64225260417
"1515",40.125,235.875,-6669.10717773438
"1516",40.875,235.875,-5612.91202011929
"1517",41.125,235.875,-5516.82759158351
"1518",41.375,235.875,-7445.45232599432
"1521",43.875,235.875,-9981.79245174632
"1522",44.125,235.875,-9843.29649697581
"1523",44.375,235.875,-9582.55414663461
"1524",44.625,235.875,-9406.61613965557
"1525",44.875,235.875,-9162.93268694196
"1526",45.125,235.875,-8928.46865234375
"1527",45.375,235.875,-8762.28792317708
"1528",46.125,235.875,-9388.04059222028
"1529",46.375,235.875,-9982.40822299691
"1530",46.625,235.875,-11004.6187324083
"1534",39.375,236.125,-5675.56208147321
"1535",39.625,236.125,-5220.01041666667
"1536",39.875,236.125,-5911.9304517663
"1543",38.875,236.375,-6248.34521484375
"1547",38.625,236.625,-5926.1142578125
"1548",37.625,236.875,-6534.96500651042
"1549",37.875,236.875,-6900.60887480945
"1550",38.125,236.875,-9470.35652977196
"1551",38.375,236.875,-9640.75301408179
"1552",37.625,237.125,-9801.53941503501
"1553",37.875,237.125,-11448.6704915365
"1556",37.375,237.375,-13846.027524291
"1557",37.625,237.375,-13625.6929168409
"1559",37.125,237.625,-15629.0078507966
"1564",36.875,237.875,-17247.0094140625
"1568",36.625,238.125,-17784.1920572917
"1569",36.875,238.125,-17279.0312042236
"1570",35.875,238.625,-16458.078125
"1571",35.125,239.125,-15141.411328125
"1572",35.375,239.125,-16742.109296875
"1573",34.375,239.375,-8256.93033854167
"1574",34.625,239.375,-9598.55887276786
"1575",34.875,239.375,-13257.5885636613
"1576",35.125,239.375,-15407.8276123047
"1577",33.875,239.625,-1023.175
"1578",34.125,239.625,-1938.26236185213
"1579",34.375,239.625,-9898.21693978659
"1580",33.875,239.875,-5009.18587979403
"1581",34.125,239.875,-4711.02112926136
"1582",34.375,239.875,-13972.4876163564
"1583",33.375,240.125,-6218.16569010417
"1584",33.625,240.125,-6527.18390213816
"1585",33.875,240.125,-7915.26854216747
"1586",34.125,240.125,-9604.23455255682
"1587",34.375,240.125,-16127.487948331
"1592",34.125,240.375,-14411.7622946715
"1593",34.375,240.375,-18096.83359375
"1597",34.125,240.625,-18605.1457901363
"1598",34.375,240.625,-19990.1892033067
"1601",34.125,240.875,-20240.1125710227
"1603",34.125,241.125,-21339.8052734375
"1604",32.875,241.375,-16151.1594587054
"1606",33.375,241.375,-18341.173828125
"1607",33.875,241.375,-21732.34375
"1610",33.375,241.625,-18942.6167279412
"1611",33.625,241.625,-22181.5654296875
"1612",33.875,241.625,-21750.1692708333
"1613",33.625,241.875,-22241.8088254767
"1614",33.625,242.125,-22181.1116071429
"1622",25.875,262.875,-2762.05102539062
"1623",26.125,262.875,-1510.17540015244
"1624",26.375,262.875,-597.078302556818
"1625",26.625,262.875,-232.165288880814
"1626",26.875,262.875,-86.7896925403226
"1627",27.125,262.875,4.49289772727273
"1628",27.375,262.875,-56.35546875
"1633",25.875,263.125,-2554.86706388449
"1634",26.125,263.125,-2198.28606499566
"1635",26.375,263.125,-711.470077123397
"1636",26.625,263.125,52.15400390625
"1637",26.875,263.125,369.735677083333
"1638",27.125,263.125,559.638301454741
"1639",27.375,263.125,441.943359375
"1640",27.625,263.125,-96.7661576704545
"1644",26.125,263.375,-1107.17627640845
"1645",26.375,263.375,-905.556041666667
"1646",26.625,263.375,-257.538248697917
"1647",27.125,263.375,-992.267578125
"1648",27.375,263.375,-407.601220703125
"1649",27.625,263.375,-135.865370008681
"1650",27.875,263.375,-804.079427083333
"1652",26.125,263.625,-1457.7212890625
"1653",26.375,263.625,-1134.32310267857
"1654",27.625,263.625,-1115.10538383152
"1655",27.875,263.625,-1060.74328446062
"1656",28.125,263.625,-2577.87796336207
"1657",27.875,263.875,-2232.33357945884
"1658",28.125,263.875,-3292.26220085047
"1659",28.375,263.875,-5722.15714518229
"1660",27.875,264.125,-4232.29296875
"1661",28.125,264.125,-4294.62651367187
"1662",28.375,264.125,-6331.01459341989
"1663",28.625,264.125,-7409.19225260417
"1664",27.875,264.375,-4808.0207824707
"1665",28.125,264.375,-5507.95411424513
"1666",28.375,264.375,-5320.45567491319
"1667",28.625,264.375,-6996.06357421875
"1668",28.875,264.375,-8442.6240234375
"1669",27.875,264.625,-5435.80428059896
"1670",28.125,264.625,-5904.29185655382
"1671",28.375,264.625,-4871.5748562283
"1672",28.625,264.625,-5970.41517469618
"1673",28.875,264.625,-7884.42514038086
"1674",28.125,264.875,-6335.48309004934
"1675",28.375,264.875,-5685.7057562934
"1676",28.625,264.875,-5402.42919921875
"1677",28.875,264.875,-7361.67184709821
"1678",29.125,264.875,-9138.384765625
"1679",28.125,265.125,-6354.53377859933
"1680",28.375,265.125,-6346.87760416667
"1681",28.625,265.125,-5258.16227213542
"1682",28.875,265.125,-6151.58152940538
"1683",29.125,265.125,-8572.60919596354
"1685",28.125,265.375,-6476.659375
"1686",28.375,265.375,-6554.54995184075
"1687",28.625,265.375,-6268.91887749566
"1688",28.875,265.375,-4715.04736328125
"1689",29.125,265.375,-7048.20256890191
"1690",29.375,265.375,-9943.54192405523
"1691",28.125,265.625,-6488.90045431386
"1692",28.375,265.625,-6632.04835304054
"1693",28.625,265.625,-6559.81172688802
"1694",28.875,265.625,-5673.93858506944
"1695",29.125,265.625,-5441.17651367188
"1696",29.375,265.625,-8829.40470377604
"1697",28.125,265.875,-6477.7246484375
"1698",28.375,265.875,-6707.29304793074
"1699",28.625,265.875,-6685.60133192274
"1700",28.875,265.875,-6402.63388400608
"1701",29.125,265.875,-5927.79907552083
"1702",29.375,265.875,-7495.53687183277
"1703",28.125,266.125,-6522.01025390625
"1704",28.375,266.125,-6726.66663953993
"1705",28.625,266.125,-6758.71446614583
"1706",28.875,266.125,-6484.83191560444
"1707",29.125,266.125,-6546.68731011285
"1708",29.375,266.125,-6922.91356065538
"1709",28.125,266.375,-6405.6162109375
"1710",28.375,266.375,-6641.66830842391
"1711",28.625,266.375,-6652.1920844184
"1712",28.875,266.375,-6436.6517062717
"1713",29.125,266.375,-6664.80348036024
"1714",29.375,266.375,-5272.69400583187
"1715",29.625,266.375,-10874.8049316406
"1716",28.125,266.625,-6371.50109863281
"1717",28.375,266.625,-6581.75844254032
"1718",28.625,266.625,-6586.62816026476
"1719",28.875,266.625,-6403.95366753472
"1720",29.125,266.625,-6518.69966634115
"1721",29.375,266.625,-4582.09471261161
"1722",29.625,266.625,-9699.58142089844
"1723",28.125,266.875,-6311.32549579327
"1724",28.375,266.875,-6548.06470070423
"1725",28.625,266.875,-6584.3111843533
"1726",28.875,266.875,-6445.41697862413
"1727",29.125,266.875,-6339.27296278212
"1728",29.375,266.875,-5082.14298270089
"1729",29.625,266.875,-8073.57926432292
"1730",28.375,267.125,-6591.83776137408
"1731",28.625,267.125,-6651.03297877956
"1732",28.875,267.125,-6519.56381510417
"1733",29.125,267.125,-5603.78330869932
"1734",29.375,267.125,-5241.14643012153
"1735",29.625,267.125,-9341.3330078125
"1736",28.375,267.375,-6730.07351262019
"1737",28.625,267.375,-6763.54886825771
"1738",28.875,267.375,-6626.17758517795
"1739",29.125,267.375,-5333.16111924913
"1740",29.375,267.375,-5585.45770089286
"1741",29.625,267.375,-8029.46943359375
"1742",28.125,267.625,-6673.478515625
"1743",28.375,267.625,-6947.09804350754
"1744",28.625,267.625,-6964.33017176798
"1745",28.875,267.625,-6825.01616753472
"1746",29.125,267.625,-5420.58989876761
"1747",29.375,267.625,-5908.61937120226
"1748",29.625,267.625,-4903.12316894531
"1749",28.125,267.875,-6892.08984375
"1750",28.375,267.875,-7241.04406738281
"1751",28.625,267.875,-7253.97764756944
"1752",28.875,267.875,-7077.74501161318
"1753",29.125,267.875,-5928.61020026408
"1754",29.375,267.875,-6114.70039326436
"1756",28.375,268.125,-7501.69480613426
"1757",28.625,268.125,-7665.03708298142
"1758",28.875,268.125,-7223.49500868056
"1759",29.125,268.125,-6407.25760904948
"1760",29.375,268.125,-6214.1677827381
"1761",28.125,268.375,-7472.83634440104
"1762",28.375,268.375,-7751.98502604167
"1763",28.625,268.375,-8048.13244628906
"1764",28.875,268.375,-6989.86101616754
"1765",29.125,268.375,-6897.40199988996
"1768",28.375,268.625,-7981.78868849734
"1769",28.625,268.625,-7945.87042071368
"1770",28.875,268.625,-6739.23050834037
"1771",29.125,268.625,-7231.57356770833
"1774",28.375,268.875,-8160.39154628538
"1775",28.625,268.875,-7030.84577001284
"1776",28.875,268.875,-7303.30912272135
"1777",29.125,268.875,-7531.97922207447
"1778",28.375,269.125,-8235.91451590402
"1779",28.625,269.125,-7115.06442599826
"1780",28.875,269.125,-7746.87698025174
"1781",29.125,269.125,-7758.0361328125
"1782",28.375,269.375,-8235.56045236895
"1783",28.625,269.375,-7236.68825221706
"1784",28.875,269.375,-7994.06072319879
"1785",29.125,269.375,-7861.68643465909
"1786",28.375,269.625,-8185.22866753472
"1787",28.625,269.625,-7210.52376302083
"1788",28.875,269.625,-7932.60679796007
"1789",29.125,269.625,-8174.68570963542
"1790",28.375,269.875,-8043.72510901163
"1791",28.625,269.875,-7452.05072798295
"1792",28.875,269.875,-7880.41560092038
"1793",29.125,269.875,-8010.40216936384
"1794",28.625,270.125,-7138.4716796875
"1795",28.875,270.125,-7680.71870691636
"1796",29.125,270.125,-7747.83409441021
"1797",29.375,270.125,-6891.81826171875
"1798",28.875,270.375,-7448.46863090701
"1799",29.125,270.375,-7495.67208533654
"1800",29.375,270.375,-6996.8134765625
"1801",28.875,270.625,-6811.94585503472
"1802",29.125,270.625,-7189.17358398438
"1805",28.875,270.875,-6373.41024925595
"1806",29.125,270.875,-6181.6376953125
"1807",29.375,270.875,-6243.2147606383
"1809",28.875,271.125,-6012.6455078125
"1810",29.125,271.125,-5921.32421875
"1811",29.375,271.125,-5838.68664722711
"1812",29.625,271.125,-6768.50282689145
"1813",29.375,271.375,-5112.18376358696
"1814",29.625,271.375,-6539.39147949219
"1815",29.375,271.625,-5552.55771484375
"1816",29.625,271.625,-7636.546875
"1817",29.375,271.875,-7188.51803385417
"1818",29.625,271.875,-8511.07475142045
"1819",29.375,272.125,-7162.57776988636
"1820",29.625,272.125,-8774.626171875
"1821",29.375,272.375,-7763.716796875
"1822",29.625,272.375,-8823.353515625
"1823",29.625,272.625,-9443.42578125
"1824",29.375,273.875,-8817.833984375
"1825",29.375,274.125,-8954.6892578125
"1826",28.875,279.125,-16045.7159090909
"1827",29.125,279.125,-15658.1543965242
"1828",29.375,279.125,-14816.9175889757
"1829",29.625,279.125,-13448.1567243304
"1830",29.875,279.125,-10565.6871266085
"1832",30.375,279.125,-8043.00814124381
"1835",31.125,279.125,-7147.41115234375
"1838",31.875,279.125,-10479.281198602
"1842",28.875,279.375,-13103.1667794709
"1843",29.125,279.375,-11928.0470106337
"1844",29.375,279.375,-9706.94203340023
"1845",29.625,279.375,-8486.48111074942
"1848",30.375,279.375,-5809.45342618283
"1849",30.625,279.375,-5323.33518910631
"1850",30.875,279.375,-4677.65208333333
"1851",31.125,279.375,-4408.08567708333
"1852",31.375,279.375,-4928.37029223172
"1853",31.625,279.375,-5982.39950796274
"1854",31.875,279.375,-9140.20101376488
"1855",32.125,279.375,-10290.8968641493
"1862",29.375,279.625,-7534.68064392719
"1863",29.625,279.625,-6352.90797776442
"1865",30.125,279.625,-5023.4956921729
"1866",30.375,279.625,-4646.26788504464
"1868",30.875,279.625,-3596.42624627976
"1869",31.125,279.625,-3344.75447744693
"1870",31.375,279.625,-3280.94247494104
"1873",32.125,279.625,-8936.46207369291
"1874",32.375,279.625,-9967.37757286659
"1879",28.875,279.875,-6716.43270596591
"1881",29.375,279.875,-8003.15075683594
"1883",30.375,279.875,-4810.29541015625
"1884",30.625,279.875,-4407.92362837358
"1885",30.875,279.875,-3907.7002694818
"1886",31.125,279.875,-3589.59949072722
"1887",31.375,279.875,-2835.11760066106
"1889",31.875,279.875,-2702.09311755952
"1890",32.125,279.875,-6027.86880553002
"1891",32.375,279.875,-9787.76597308168
"1892",32.625,279.875,-9486.16962139423
"1894",30.875,280.125,-3962.7775390625
"1896",31.375,280.125,-2535.22017415365
"1898",31.875,280.125,-2055.79302509014
"1900",32.375,280.125,-8639.53699776786
"1901",32.625,280.125,-11848.9848632812
"1902",31.375,280.375,-2164.74609375
"1903",31.625,280.375,-1674.84196428571
"1904",31.875,280.375,-1257.92146720467
"1905",32.125,280.375,-3501.87137545072
"1906",32.375,280.375,-4391.81165617415
"1907",32.625,280.375,-9030.49749286358
"1908",32.875,280.375,-13460.0321237664
"1909",31.875,280.625,-833.131569602273
"1911",32.375,280.625,-2546.85893886529
"1912",32.625,280.625,-4005.48141686893
"1913",32.875,280.625,-9948.62531844429
"1914",33.125,280.625,-12629.962890625
"1915",32.125,280.875,-2288.64622961957
"1917",32.625,280.875,-1253.73868502103
"1918",32.875,280.875,-4520.16779641544
"1919",33.125,280.875,-9632.12492390422
"1920",33.375,280.875,-14993.9518759084
"1922",32.625,281.125,-461.511908373786
"1923",32.875,281.125,-1316.10252967248
"1925",33.375,281.125,-12007.9458773744
"1926",33.625,281.125,-15691.4575532058
"1928",32.875,281.375,-437.467195084951
"1929",33.125,281.375,-3323.37352576623
"1930",33.375,281.375,-5945.48456648284
"1931",33.625,281.375,-12656.5242496906
"1932",33.875,281.375,-15209.9705882353
"1933",32.625,281.625,-271.60859375
"1934",32.875,281.625,-238.540147569444
"1935",33.125,281.625,-717.375038675743
"1936",33.375,281.625,-1731.28290920813
"1937",33.625,281.625,-7010.56094898897
"1938",33.875,281.625,-13421.6146893169
"1939",32.875,281.875,49.1279069767442
"1940",33.125,281.875,139.073213743932
"1941",33.375,281.875,760.907506961634
"1942",33.625,281.875,-2028.2197265625
"1943",33.875,281.875,-8864.74774050245
"1944",32.875,282.125,322.2734375
"1945",33.125,282.125,497.150700266768
"1946",33.375,282.125,1773.95885033701
"1947",33.625,282.125,947.242496905941
"1948",33.875,282.125,-3910.20601509713
"1949",34.125,282.125,-10278.1370271382
"1950",33.125,282.375,680.65859375
"1951",33.375,282.375,1557.97899907178
"1952",33.625,282.375,1917.93744198639
"1953",33.875,282.375,-966.497013425364
"1954",34.125,282.375,-8331.61728515625
"1955",34.375,282.375,-10447.0678125
"1956",33.125,282.625,767.876098632812
"1957",33.375,282.625,1105.59869025735
"1958",33.625,282.625,1506.45654780322
"1959",33.875,282.625,746.869216474515
"1960",34.125,282.625,-3621.57746751238
"1961",34.375,282.625,-9178.41515261628
"1962",34.625,282.625,-9226.0244140625
"1963",33.375,282.875,1220.65660220287
"1964",33.625,282.875,1356.10829414442
"1965",33.875,282.875,1031.22072246287
"1966",34.125,282.875,-1055.49062691483
"1967",34.375,282.875,-6614.59525923295
"1968",34.625,282.875,-8420.85234917535
"1969",33.375,283.125,1331.6064453125
"1970",33.625,283.125,1489.53178967928
"1971",33.875,283.125,1601.78029258578
"1972",34.125,283.125,-522.15728515625
"1973",34.375,283.125,-4465.64912962682
"1974",34.625,283.125,-6763.45618489583
"1977",33.625,283.375,1725.498046875
"1978",33.875,283.375,1921.78251631181
"1979",34.125,283.375,782.540764232673
"1980",34.375,283.375,-1137.01267558396
"1981",34.625,283.375,-3553.33700448495
"1989",33.875,283.625,2142.10721628289
"1990",34.125,283.625,2883.2359893176
"1991",34.375,283.625,1877.06866574755
"1992",34.625,283.625,-27.6093267746914
"1993",34.875,283.625,-1313.1484375
"2009",34.125,283.875,3296.99810987903
"2010",34.375,283.875,3531.20551658163
"2011",34.625,283.875,1860.88724087252
"2012",34.875,283.875,12.9566429781626
"2013",35.125,283.875,-2564.83013840664
"2016",36.875,283.875,-7678.98771158854
"2017",37.125,283.875,-8525.58228880494
"2027",34.375,284.125,3362.01942845395
"2028",34.625,284.125,3529.03853352865
"2029",34.875,284.125,1958.57099609375
"2030",35.125,284.125,350.332057643581
"2035",36.375,284.125,-786.117885044643
"2036",36.625,284.125,-2529.30041232639
"2037",36.875,284.125,-4586.29520619066
"2038",37.125,284.125,-5188.98272235577
"2043",34.625,284.375,4120.15562855114
"2044",34.875,284.375,3670.30993368459
"2045",35.125,284.375,2516.66127929687
"2046",35.375,284.375,876.020754894578
"2048",35.875,284.375,-1272.15706380208
"2049",36.125,284.375,-728.605416666667
"2050",36.375,284.375,-170.27291932398
"2051",36.625,284.375,-110.454938616071
"2052",36.875,284.375,-1097.75166414222
"2053",37.125,284.375,-2967.02883376289
"2054",37.375,284.375,-3970.10171669408
"2055",37.625,284.375,-5485.79794456845
"2056",34.875,284.625,4203.01708984375
"2057",35.125,284.625,3805.9372877038
"2058",35.375,284.625,2703.36302548363
"2059",35.625,284.625,1350.76919716283
"2060",35.875,284.625,43.9783948131443
"2061",36.125,284.625,225.9594921875
"2062",36.375,284.625,941.015164150281
"2063",36.625,284.625,940.343394886364
"2064",36.875,284.625,784.065348307292
"2065",37.125,284.625,282.284677933673
"2066",37.375,284.625,-1760.23822084407
"2067",37.625,284.625,-3902.03206380208
"2068",37.875,284.625,-5012.96806066176
"2072",35.125,284.875,4024.69427490234
"2073",35.375,284.875,3531.3166824495
"2074",35.625,284.875,2471.50374681122
"2075",35.875,284.875,1960.47109375
"2076",36.125,284.875,1899.03684761598
"2077",36.375,284.875,863.741260258838
"2078",36.625,284.875,-21.9715286726804
"2079",36.875,284.875,-293.123167686856
"2080",37.125,284.875,163.124103156888
"2081",37.375,284.875,18.6553751627604
"2082",37.625,284.875,-1776.47182063466
"2083",37.875,284.875,-3683.40512799202
"2084",38.125,284.875,-5017.32691761364
"2085",38.375,284.875,-6199.04077148438
"2086",38.625,284.875,-8634.43487079327
"2087",38.875,284.875,-10248.1087053571
"2089",35.375,285.125,3717.48182091346
"2090",35.625,285.125,3539.15275493421
"2091",35.875,285.125,2617.74490655637
"2092",36.125,285.125,1057.59627278646
"2093",36.375,285.125,726.930148654514
"2094",36.625,285.125,546.315034906915
"2095",36.875,285.125,292.900499131944
"2096",37.125,285.125,-267.125399502841
"2097",37.375,285.125,-809.149832589286
"2098",37.625,285.125,-71.2491981907895
"2099",37.875,285.125,-1522.80518595378
"2100",38.125,285.125,-3015.00645559211
"2101",38.375,285.125,-4587.39566040039
"2102",38.625,285.125,-6859.66713460286
"2103",38.875,285.125,-9020.31344943576
"2104",39.125,285.125,-10307.3097795759
"2105",37.125,285.375,-380.741536458333
"2106",37.375,285.375,-355.505194481383
"2107",37.625,285.375,-448.914166666667
"2108",37.875,285.375,-115.578084309896
"2109",38.125,285.375,-310.460510253906
"2110",38.375,285.375,-1132.85889185855
"2111",38.625,285.375,-3306.34586588542
"2112",38.875,285.375,-6193.876953125
"2113",39.125,285.375,-8356.02700755635
"2114",39.375,285.375,-9339.4189453125
"2115",37.625,285.625,-28.8192274305556
"2116",37.875,285.625,-243.603207236842
"2117",38.125,285.625,-272.789597039474
"2118",38.375,285.625,-258.111246744792
"2119",38.625,285.625,-1564.02369722407
"2120",38.875,285.625,-3298.8076578776
"2121",39.125,285.625,-5389.52199388587
"2122",39.375,285.625,-7393.19404740767
"2123",38.125,285.875,47.9265625
"2124",38.375,285.875,-176.851981026786
"2125",38.625,285.875,-1467.93096858199
"2126",38.875,285.875,-1304.16619223737
"2127",39.125,285.875,-1943.43799342105
"2128",39.375,285.875,-4395.1300490359
"2129",39.625,285.875,-6818.55639648438
"2130",39.875,285.875,-9374.83708639706
"2131",40.125,285.875,-10466.1997070312
"2132",40.375,285.875,-9135.60896809896
"2134",38.375,286.125,529.449274553571
"2135",38.625,286.125,447.334383400538
"2136",38.875,286.125,-19.6384225398936
"2137",39.125,286.125,612.617429123711
"2138",39.375,286.125,-803.210799507473
"2139",39.625,286.125,-3841.5437563004
"2140",39.875,286.125,-7008.83736165365
"2141",40.125,286.125,-9262.89858014396
"2142",40.375,286.125,-9939.35571289062
"2143",40.625,286.125,-9600.08032226562
"2144",38.375,286.375,1024.3701171875
"2145",38.625,286.375,1182.01586415816
"2146",38.875,286.375,1184.65078965054
"2147",39.125,286.375,992.464949898098
"2148",39.375,286.375,1542.55466694079
"2149",39.625,286.375,12.3624189660904
"2150",39.875,286.375,-1541.43098612035
