"","lat","lon","wind_npv"
"315",56.625,190.375,9802.36116536458
"316",56.875,190.375,9210.05231584821
"317",57.125,190.375,9463.70521599265
"318",57.375,190.375,9443.59358016304
"319",57.625,190.375,8700.09697265625
"320",58.125,190.375,7004.28515625
"328",52.625,190.625,12108.009765625
"329",56.625,190.625,9924.60221354167
"330",56.875,190.625,9198.435546875
"331",57.125,190.625,9445.1953125
"334",59.375,190.625,6368.70025390625
"335",59.625,190.625,6293.61454074182
"336",59.875,190.625,6215.28681024775
"337",60.125,190.625,5325.58509056969
"338",60.375,190.625,2306.93048828125
"340",52.625,190.875,11976.7010323661
"341",52.875,190.875,11548.527271412
"343",56.875,190.875,9230.529296875
"344",57.125,190.875,7941.46732954545
"345",58.875,190.875,6442.8642578125
"346",59.125,190.875,6414.63914646612
"347",59.375,190.875,6349.7109205163
"348",59.625,190.875,6277.40105430825
"354",52.875,191.125,10899.2215073529
"355",56.875,191.125,7489.20241477273
"356",57.125,191.125,7246.36376953125
"366",52.875,191.375,10157.686981824
"367",53.375,191.375,9900.73453776042
"369",56.875,191.375,7344.92065429688
"370",57.125,191.375,7291.966796875
"371",57.625,191.375,6944.0439453125
"372",57.875,191.375,6924.93059895833
"373",58.625,191.375,6461.3203601372
"374",58.875,191.375,6424.56123934659
"375",59.125,191.375,6365.75837787829
"376",59.375,191.375,6306.18703497024
"377",59.625,191.375,6240.3316796875
"378",59.875,191.375,6166.04240234375
"379",60.125,191.375,5108.69047619048
"380",60.375,191.375,1943.94109375
"383",52.875,191.625,9926.58377511161
"384",53.125,191.625,9888.12381628788
"385",53.375,191.625,9879.91096047794
"386",56.875,191.625,7364.80133928571
"387",57.125,191.625,7180.359375
"388",57.625,191.625,6914.53743489583
"389",57.875,191.625,6912.578125
"390",58.375,191.625,6528.49609375
"391",58.625,191.625,6438.7721875
"401",53.125,191.875,10160.6389973958
"402",53.375,191.875,9791.017578125
"412",59.875,191.875,7422.00880714699
"413",60.125,191.875,6931.29937065972
"414",60.375,191.875,3685.97631110767
"417",53.125,192.125,9417.76484375
"420",58.125,192.125,6562.77569901316
"421",58.375,192.125,6474.23673930921
"422",58.625,192.125,6391.45479910714
"423",58.875,192.125,6336.84219508495
"424",59.125,192.125,6283.74234444754
"425",59.375,192.125,6230.44101931014
"426",59.625,192.125,6552.28109375
"427",59.875,192.125,8114.98249627976
"428",60.125,192.125,6804.88359757966
"429",60.375,192.125,3618.67235880161
"432",53.125,192.375,9672.35230334052
"433",53.375,192.375,8453.162109375
"434",57.125,192.375,6966.58336759868
"448",53.125,192.625,9654.7236328125
"449",53.375,192.625,8251.42794363839
"450",53.625,192.625,7279.51162997159
"457",59.125,192.625,6225.5535120081
"458",59.375,192.625,6171.49177734375
"459",59.625,192.625,7823.30125144676
"462",60.375,192.625,3353.77922386098
"465",53.375,192.875,7955.71832126524
"466",53.625,192.875,6374.6908203125
"467",53.875,192.875,6398.45172991071
"468",58.125,192.875,6380.18038767689
"469",58.375,192.875,6345.60591352104
"470",58.625,192.875,6295.7439453125
"471",58.875,192.875,6245.26898134102
"472",59.125,192.875,6193.7829541973
"473",59.375,192.875,6436.23267273509
"474",59.625,192.875,8094.74649195995
"477",60.375,192.875,3147.08259765625
"480",53.125,193.125,8000.3046875
"481",53.375,193.125,6315.63046875
"482",53.625,193.125,5496.099609375
"495",53.375,193.375,4996.19441511824
"496",53.625,193.375,3719.23177083333
"497",53.875,193.375,4590.30681818182
"498",54.125,193.375,4877.302734375
"499",58.125,193.375,6311.99994791667
"500",58.375,193.375,6273.65365215413
"501",58.625,193.375,6226.52540870949
"502",58.875,193.375,6179.41564002404
"503",59.125,193.375,6129.465625
"504",59.375,193.375,7365.71196240718
"505",59.625,193.375,8045.86843377976
"510",53.375,193.625,5490.21435546875
"511",53.625,193.625,4594.79715401786
"512",53.875,193.625,5155.34946986607
"524",53.625,193.875,6590.58236369681
"525",53.875,193.875,6420.38420758929
"532",59.625,193.875,7989.98985180412
"537",53.875,194.125,7256.55322265625
"538",54.125,194.125,8509.13509114583
"539",58.125,194.125,6184.86875
"540",58.375,194.125,6144.88351934524
"541",58.625,194.125,6100.16889790655
"542",58.875,194.125,6054.51595356308
"543",59.125,194.125,6006.62214265046
"544",59.375,194.125,7553.59665124393
"545",59.625,194.125,7929.73234675481
"550",53.875,194.375,9151.330078125
"551",54.125,194.375,9322.4650297619
"552",54.375,194.375,9868.607421875
"565",53.875,194.625,9829.115234375
"566",54.125,194.625,9750.68040364583
"567",54.375,194.625,9722.8623046875
"568",58.125,194.625,6085.40654592803
"569",58.375,194.625,6046.91201636905
"570",58.625,194.625,6000.15303861178
"571",58.875,194.625,5952.39066150701
"572",59.125,194.625,5900.34466267523
"573",59.375,194.625,6349.54417348131
"580",53.875,194.875,10465.390625
"581",54.125,194.875,10187.0522460938
"582",57.875,194.875,6104.88155691964
"583",58.125,194.875,6056.78967696629
"584",58.375,194.875,6004.46696115654
"585",58.625,194.875,5953.74353825935
"588",59.375,194.875,5851.29073118932
"593",53.875,195.125,11214.6743164062
"594",54.125,195.125,9437.20594262295
"595",54.375,195.125,7367.13065732759
"610",53.625,195.375,11436.494921875
"611",53.875,195.375,11267.2347005208
"612",54.125,195.375,9250.8017578125
"613",54.375,195.375,5687.10501802885
"615",54.875,195.375,2461.09928385417
"616",55.125,195.375,1423.740234375
"617",57.625,195.375,6150.51580028045
"618",57.875,195.375,6092.61853825935
"619",58.125,195.375,6020.8237212559
"620",58.375,195.375,5943.18364902712
"621",58.625,195.375,5886.44637276786
"622",58.875,195.375,5838.73979629089
"623",59.125,195.375,5788.72346698113
"624",59.375,195.375,7046.49694940476
"629",53.875,195.625,11379.7809709821
"630",54.375,195.625,2838.62902113971
"631",54.625,195.625,1066.556640625
"646",53.875,195.875,9277.64518229167
"647",54.375,195.875,889.3447265625
"648",54.625,195.875,365.802873883929
"651",57.125,195.875,6327.2615234375
"652",57.375,195.875,6181.82410871479
"653",57.625,195.875,6115.36490885417
"654",57.875,195.875,6046.51954967571
"655",58.125,195.875,5979.62050963785
"656",58.375,195.875,5904.0385834316
"657",58.625,195.875,5820.18845813679
"658",58.875,195.875,5764.09284714033
"659",59.125,195.875,6017.61862952687
"660",59.375,195.875,7682.73094280947
"664",53.875,196.125,9094.4716796875
"665",54.625,196.125,-476.7978515625
"667",55.375,196.125,5138.037109375
"668",57.125,196.125,6241.58303571429
"669",57.375,196.125,6167.89503088663
"670",57.625,196.125,6091.51243735259
"671",57.875,196.125,6022.54322193287
"672",58.125,196.125,5958.57429245283
"673",58.375,196.125,5885.44958726415
"674",58.625,196.125,5799.61492113797
"675",58.875,196.125,5723.81592261905
"676",59.125,196.125,6111.57423717571
"677",59.375,196.125,7645.89591851635
"680",54.625,196.375,242.220703125
"695",54.375,196.625,3939.3
"696",54.625,196.625,1633.58288043478
"697",54.875,196.625,766.16943359375
"699",55.375,196.625,5917.06577280405
"700",56.875,196.625,6415.025390625
"701",57.125,196.625,6253.12377025463
"702",57.375,196.625,6098.18969726562
"703",57.625,196.625,6038.83830275229
"704",57.875,196.625,5969.6808739778
"705",58.125,196.625,5911.53143425708
"706",58.375,196.625,5845.35329451651
"707",58.625,196.625,5763.53712780071
"708",58.875,196.625,5662.00416179907
"709",59.125,196.625,5618.48658608491
"713",54.125,196.875,7418.65950520833
"714",54.375,196.875,5862.47086256378
"715",54.625,196.875,3786.9798828125
"716",54.875,196.875,1656.76859375
"717",55.125,196.875,2891.13463541667
"724",57.875,196.875,5942.39232257593
"733",54.125,197.125,10447.751953125
"734",54.375,197.125,6928.88664772727
"735",54.625,197.125,4532.76700599747
"736",54.875,197.125,2387.31681743421
"739",55.625,197.125,6114.85333806818
"740",56.875,197.125,6546.06882642663
"741",57.125,197.125,6143.89771943934
"742",57.375,197.125,6047.84039135514
"743",57.625,197.125,5980.44516509434
"744",57.875,197.125,5912.15152994792
"745",58.125,197.125,5858.12918005257
"747",58.625,197.125,7729.79353460865
"753",54.125,197.375,9382.75390625
"754",54.375,197.375,8203.07239163306
"755",54.625,197.375,4650.20720653045
"756",54.875,197.375,2117.9814897017
"757",55.125,197.375,1974.1763599537
"764",57.625,197.375,5945.9310672305
"765",57.875,197.375,5879.05715172313
"766",58.125,197.375,5977.21858416863
"767",58.375,197.375,7760.70623553241
"768",58.625,197.375,7723.66781850962
"774",54.375,197.625,8563.0158305921
"776",54.875,197.625,2504.59141390931
"777",55.125,197.625,587.145089285714
"779",55.875,197.625,5375.53571428571
"787",58.625,197.625,7714.76830826519
"793",54.125,197.875,9264.58463541667
"794",54.375,197.875,8928.84677734375
"795",54.625,197.875,5962.58412905093
"796",54.875,197.875,2891.69147727273
"797",55.125,197.875,871.276884191176
"799",55.875,197.875,4997.13071469907
"800",56.875,197.875,6401.86143867925
"801",57.125,197.875,6055.90046432783
"802",57.375,197.875,5939.50373558859
"803",57.625,197.875,5876.12933004127
"804",57.875,197.875,5810.72402526285
"805",58.125,197.875,6764.20146949405
"806",58.375,197.875,7726.68804760514
"813",54.125,198.125,9975.298828125
"814",54.375,198.125,9270.814453125
"815",54.625,198.125,5840.86192491319
"816",54.875,198.125,3007.91526227679
"817",55.125,198.125,1349.88175223214
"818",55.375,198.125,1514.88046875
"827",58.375,198.125,7695.74691220238
"834",54.375,198.375,8921.949609375
"835",54.625,198.375,6143.4894921875
"836",54.875,198.375,4161.25578278186
"837",55.125,198.375,2874.80826208726
"838",55.375,198.375,2306.19819335938
"839",55.625,198.375,2410.15141858553
"842",56.875,198.375,6425.48953125
"843",57.125,198.375,5934.36273871528
"844",57.375,198.375,5854.79924172794
"845",57.625,198.375,5793.89927716121
"846",57.875,198.375,5729.58004127359
"847",58.125,198.375,7037.20493209696
"852",54.375,198.625,9229.650390625
"853",54.625,198.625,6861.63547585227
"854",54.875,198.625,4778.08948396382
"855",55.125,198.625,4088.54852764423
"856",55.375,198.625,3776.71396998355
"857",55.625,198.625,2913.29311899038
"860",56.375,198.625,5089.40280877976
"865",57.625,198.625,5748.46916983061
"866",57.875,198.625,5684.1570276331
"867",58.125,198.625,6880.09841889881
"868",58.375,198.625,7595.22551223467
"870",54.375,198.875,7569.14453125
"871",54.625,198.875,8502.56789434524
"872",55.125,198.875,5062.28302951389
"873",55.375,198.875,4378.55280949519
"875",56.375,198.875,3413.4166533801
"885",54.375,199.125,7807.466796875
"886",54.625,199.125,8397.90603298611
"887",55.125,199.125,4665.61573304521
"888",55.375,199.125,2798.93550857843
"892",56.375,199.125,2453.73455255682
"893",56.625,199.125,5204.5673828125
"894",56.875,199.125,4061.0390625
"895",57.125,199.125,5890.5498046875
"896",57.375,199.125,5739.98642578125
"897",57.625,199.125,5660.98252938647
"898",57.875,199.125,5597.55863025701
"899",58.125,199.125,6908.18869047619
"900",58.375,199.125,7513.75891804245
"903",54.625,199.375,9769.54711914062
"904",54.875,199.375,7793.701171875
"905",55.125,199.375,4535.17278645833
"906",55.375,199.375,1326.02065805288
"907",55.625,199.375,525.515625
"917",58.125,199.375,6615.09615523727
"918",58.375,199.375,7451.94410776869
"921",54.625,199.625,9021.80078125
"922",54.875,199.625,8512.98388671875
"923",55.125,199.625,4071.75638020833
"924",55.375,199.625,810.576135023585
"925",55.625,199.625,-714.861582880435
"929",56.625,199.625,2177.32074652778
"930",56.875,199.625,5570.16295855978
"931",57.125,199.625,5046.58878152412
"932",57.375,199.625,5656.17420014881
"933",57.625,199.625,5567.84668916869
"934",57.875,199.625,5502.50812573703
"935",58.125,199.625,6477.52340064859
"940",54.625,199.875,9192.72564338235
"941",54.875,199.875,8885.11528087798
"942",55.125,199.875,4856.38244628906
"943",55.375,199.875,497.269058719758
"944",55.625,199.875,-1113.47933321221
"949",57.375,199.875,5676.45625
"950",57.625,199.875,5507.73701746324
"951",57.875,199.875,5457.14350905374
"952",58.125,199.875,6412.23091096698
"953",58.375,199.875,7360.85961229556
"956",54.875,200.125,8811.26450892857
"957",55.125,200.125,6429.73708417339
"958",55.375,200.125,1410.25826671512
"959",55.625,200.125,-685.252750318878
"960",55.875,200.125,251.4091796875
"962",56.625,200.125,3034.27526255123
"963",56.875,200.125,5770.91585286458
"969",58.375,200.125,7312.08465975467
"972",54.625,200.375,9951.39973958333
"973",54.875,200.375,9125.08259465144
"974",55.125,200.375,6599.06468023256
"975",55.375,200.375,4206.90290178571
"976",55.625,200.375,592.453391335227
"977",55.875,200.375,1503.970703125
"978",56.625,200.375,3731.86201985677
"979",56.875,200.375,5465.397265625
"980",57.125,200.375,5890.06670346467
"981",57.375,200.375,4147.63482666016
"982",57.875,200.375,5378.87294921875
"983",58.125,200.375,6862.35016214623
"984",58.375,200.375,7256.1220703125
"987",54.625,200.625,10049.6106770833
"989",55.125,200.625,6739.8982514881
"990",55.375,200.625,4708.20703125
"991",55.625,200.625,1482.47489872685
"992",55.875,200.625,1883.45479910714
"1000",58.375,200.625,7238.39987864078
"1003",54.375,200.875,10365.6751302083
"1004",54.625,200.875,10058.2289311835
"1005",54.875,200.875,9102.55167505297
"1006",55.125,200.875,7873.92156862745
"1007",55.625,200.875,1967.30628551136
"1008",55.875,200.875,2241.13471137153
"1009",56.875,200.875,4581.56864519817
"1010",57.125,200.875,5311.99560546875
"1011",57.375,200.875,4861.61306423611
"1012",57.625,200.875,5787.28945806962
"1017",54.625,201.125,10078.7734375
"1018",54.875,201.125,8895.6654296875
"1019",55.125,201.125,8179.87452256944
"1020",55.625,201.125,2517.505859375
"1021",55.875,201.125,2750.85219029018
"1025",57.625,201.125,6347.13670049649
"1026",57.875,201.125,5314.79340277778
"1027",58.125,201.125,7221.70874865302
"1031",54.875,201.375,8766.91685267857
"1032",55.875,201.375,3227.75655241935
"1033",56.125,201.375,3599.5625
"1043",55.625,201.625,4951.07921006944
"1044",55.875,201.625,3919.36497738487
"1045",56.125,201.625,3870.134765625
"1046",56.375,201.625,2380.12866210938
"1048",57.375,201.625,3468.35105911727
"1049",57.625,201.625,5195.54560908565
"1050",57.875,201.625,7222.07791037088
"1051",58.125,201.625,7114.16792629076
"1054",55.625,201.875,5345.74114583333
"1055",55.875,201.875,4931.17459542411
"1056",56.125,201.875,3678.13159179688
"1057",56.375,201.875,2464.55282182836
"1065",55.375,202.125,5764.56190814394
"1066",55.875,202.125,5528.51405164931
"1067",56.125,202.125,3424.76715959821
"1068",56.375,202.125,2357.276953125
"1069",56.625,202.125,2043.55598958333
"1076",55.375,202.375,6227.38375651042
"1077",55.625,202.375,5696.71763392857
"1078",55.875,202.375,6784.8165416151
"1079",56.125,202.375,5966.75730613426
"1080",56.375,202.375,2108.29947916667
"1081",56.625,202.375,1686.9271484375
"1087",55.375,202.625,6568.12426757812
"1088",55.625,202.625,6437.45802696078
"1089",55.875,202.625,8012.91788956926
"1090",56.125,202.625,7302.919140625
"1091",56.375,202.625,2854.84939236111
"1092",56.625,202.625,1225.02533401268
"1093",56.875,202.625,994.974431818182
"1096",55.375,202.875,7041.45182291667
"1097",55.625,202.875,7399.15859375
"1098",55.875,202.875,8424.22135416667
"1099",56.375,202.875,4220.96440972222
"1100",56.625,202.875,1421.3934839221
"1101",56.875,202.875,652.5361328125
"1104",55.375,203.125,7622.5955078125
"1105",55.625,203.125,9306.17116477273
"1106",55.875,203.125,9270.10546875
"1107",56.125,203.125,9049.28515625
"1108",56.375,203.125,5420.65234375
"1109",56.625,203.125,2501.57027264031
"1110",56.875,203.125,282.878860828488
"1111",55.375,203.375,7801.61642020089
"1112",55.875,203.375,9415.9048828125
"1113",56.125,203.375,8984.85294117647
"1114",56.875,203.375,290.431219362745
"1115",56.875,203.625,291.482747395833
"1117",57.375,203.625,1943.04809570312
"1118",57.125,203.875,379.357421875
"1119",57.375,203.875,1491.49586588542
"1120",55.875,204.125,9983.46701388889
"1121",56.125,204.125,9735.02278645833
"1122",57.375,204.125,1901.61168791118
"1124",55.625,204.375,10240.5952690972
"1126",56.125,204.375,9805.96989143669
"1127",56.375,204.375,9750.895703125
"1128",57.375,204.375,1917.28857421875
"1129",57.625,204.375,188.270757630814
"1130",55.625,204.625,10313.9204101562
"1131",55.875,204.625,10129.5388159891
"1132",56.125,204.625,9918.20713778409
"1133",56.375,204.625,9833.51872702206
"1134",57.625,204.625,-770.7650390625
"1135",57.875,204.625,-2560.3974609375
"1136",55.875,204.875,10195.4385710685
"1137",56.125,204.875,10048.5319260817
"1138",56.375,204.875,9836.26096329599
"1139",56.625,204.875,9055.48038736979
"1140",57.625,204.875,-1622.60498046875
"1141",57.875,204.875,-2782.07301682692
"1142",55.875,205.125,10218.009765625
"1143",56.125,205.125,9928.67016601562
"1146",57.125,205.125,2900.8564453125
"1147",57.375,205.125,1545.7236328125
"1148",57.875,205.125,-4527.94939108456
"1149",56.125,205.375,9784.2265625
"1150",56.375,205.375,9404.89002913136
"1151",56.625,205.375,7772.02721354167
"1152",56.875,205.375,4307.74869791667
"1153",57.125,205.375,2287.43134469697
"1154",57.375,205.375,590.353515625
"1155",57.875,205.375,-5243.64496527778
"1156",58.125,205.375,-5431.22265625
"1157",56.375,205.625,9316.50709443934
"1158",56.625,205.625,5873.75076293945
"1159",56.875,205.625,3858.14699519231
"1161",57.875,205.625,-5524.0771484375
"1162",58.125,205.625,-5661.32763671875
"1163",56.375,205.875,9101.87318313953
"1164",56.625,205.875,4834.90973772321
"1165",56.875,205.875,1541.61239769345
"1166",57.625,205.875,-4315.55078125
"1167",58.125,205.875,-5653.71138139205
"1168",58.375,205.875,-5344.52998046875
"1171",56.375,206.125,8959.78013392857
"1172",56.625,206.125,5411.48212756849
"1173",56.875,206.125,917.6806640625
"1174",57.125,206.125,-1757.580078125
"1175",57.625,206.125,-5514.51729910714
"1176",58.375,206.125,-4777.71323242187
"1178",59.125,206.125,5788.89539930556
"1179",59.375,206.125,2943.36188616071
"1180",56.625,206.375,4656.80881911058
"1181",56.875,206.375,-359.361877441406
"1182",57.125,206.375,-4754.1962890625
"1183",57.875,206.375,-5941.24214099702
"1184",58.625,206.375,-1549.0283203125
"1185",59.125,206.375,5882.185546875
"1186",59.375,206.375,1494.3425611413
"1188",56.375,206.625,9193.13799838362
"1189",56.875,206.625,-2270.95628551136
"1190",57.125,206.625,-4692.19398082386
"1191",57.875,206.625,-6274.150390625
"1192",58.125,206.625,-6459.57340494792
"1193",58.625,206.625,779.039713541667
"1194",58.875,206.625,5169.90727306548
"1195",59.125,206.625,5587.21110983456
"1196",59.375,206.625,536.886222192797
"1197",59.625,206.625,-1833.42299804687
"1198",56.375,206.875,8692.17421875
"1199",56.875,206.875,-2156.92755126953
"1200",57.125,206.875,-2367.2370923913
"1201",57.375,206.875,-3101.0048828125
"1202",57.875,206.875,-6289.6810546875
"1203",58.125,206.875,-6281.32845052083
"1204",58.375,206.875,-5230.3447265625
"1205",58.625,206.875,1754.599609375
"1206",58.875,206.875,5067.08077566964
"1207",59.125,206.875,4109.52414772727
"1208",59.375,206.875,624.844350961538
"1209",59.625,206.875,-2470.12487792969
"1210",56.375,207.125,6982.21506485849
"1211",56.875,207.125,2596.97005208333
"1212",57.125,207.125,-2137.53663429054
"1213",57.375,207.125,-2784.22379557292
"1214",57.875,207.125,-5812.73681640625
"1215",58.375,207.125,-3318.8638671875
"1216",59.375,207.125,-456.803932883523
"1217",59.625,207.125,-3029.20047883065
"1218",59.875,207.125,-5951.2216796875
"1219",56.375,207.375,6713.380859375
"1220",56.875,207.375,3103.796875
"1221",57.125,207.375,-1744.47275390625
"1222",57.375,207.375,-2168.12931315104
"1223",57.875,207.375,-6097.79211425781
"1224",58.125,207.375,-6070.60475260417
"1225",58.375,207.375,377.1220703125
"1226",58.625,207.375,2224.298828125
"1227",59.125,207.375,2056.07873535156
"1228",59.375,207.375,26.1613384046053
