"","region","tempstep","sizestep","repnum","temprng","size","meanturnIndiv","netwrkturn"
"20","AFSC_EBS",0.23,0.01,1,0.22744832320875,0.0103397341211226,0.438665439341357,0.566308591515438
"21","AFSC_GOA",0.23,0.01,1,0.218498223001524,0.0100755667506297,0.515889927847233,0.592068956627333
"22","DFO_NewfoundlandFall",0.23,0.01,1,0.225654425661213,0.0104321907600596,0.756660197424812,0.876709981664563
"23","DFO_ScotianShelf",0.23,0.01,1,0.213920074927101,0.0101010101010101,0.675038846887393,0.799148705293653
"24","DFO_SoGulf",0.23,0.01,1,0.159848416620896,0.010752688172043,0.603838393097855,0.637189610551984
"25","NEFSC_NEUSSpring",0.23,0.01,1,0.213707787760808,0.0108695652173913,0.819584781164848,0.884341397905619
"26","NWFSC_WCAnn",0.23,0.01,1,0.156242925504035,0.0131004366812227,0.731351884556606,0.723817710763164
"27","SEFSC_GOMex",0.23,0.01,1,0.0963817778755669,0.0122448979591837,0.839158975694462,0.871252283677203
"28","AFSC_Aleutians",0.34,0.01,1,0.136859909867424,0.012987012987013,0.488926052858938,0.523188703273837
"29","AFSC_EBS",0.34,0.01,1,0.33478388927499,0.0103397341211226,0.372129832919336,0.543041916122227
"30","AFSC_GOA",0.34,0.01,1,0.274150633041397,0.0100755667506297,0.552867773198337,0.602219421862438
"31","DFO_NewfoundlandFall",0.34,0.01,1,0.21861404561296,0.0104321907600596,0.76949637217776,0.873814050112311
"32","DFO_ScotianShelf",0.34,0.01,1,0.321050688290149,0.0101010101010101,0.652758574730617,0.665978376828647
"33","DFO_SoGulf",0.34,0.01,1,0.178483121851581,0.010752688172043,0.478296454280984,0.540136668327034
"34","NEFSC_NEUSSpring",0.34,0.01,1,0.325423504773844,0.0108695652173913,0.710325541781677,0.791630367026884
"35","NWFSC_WCAnn",0.34,0.01,1,0.190931418758658,0.0131004366812227,0.749354510290779,0.785273686714075
"36","SEFSC_GOMex",0.34,0.01,1,0.31561263384534,0.0122448979591837,0.820040267909031,0.906683841484615
"37","AFSC_Aleutians",0.45,0.01,1,0.228926952797217,0.012987012987013,0.473419064090928,0.513565055065684
"38","AFSC_EBS",0.45,0.01,1,0.349233847309099,0.0103397341211226,0.458187954057381,0.538568328228445
"39","AFSC_GOA",0.45,0.01,1,0.449433516108843,0.0100755667506297,0.575379044210272,0.678390741136914
"40","DFO_NewfoundlandFall",0.45,0.01,1,0.441685561392201,0.0104321907600596,0.768317605986108,0.892002201408755
"41","DFO_ScotianShelf",0.45,0.01,1,0.0407083413958423,0.0101010101010101,0.708978434236234,0.819629999643803
"42","DFO_SoGulf",0.45,0.01,1,0.213751257135549,0.010752688172043,0.458002516576426,0.538658955870291
"43","NEFSC_NEUSSpring",0.45,0.01,1,0.29614876992264,0.0108695652173913,0.756657909425828,0.81419881636351
"44","NWFSC_WCAnn",0.45,0.01,1,0.305111075119196,0.0131004366812227,0.637202447027023,0.755130419083564
"45","SEFSC_GOMex",0.45,0.01,1,0.34978124567894,0.0122448979591837,0.796832728057687,0.892234867302204
"46","AFSC_Aleutians",0.56,0.01,1,0.233071325332725,0.012987012987013,0.423377326244935,0.540548036984532
"47","AFSC_EBS",0.56,0.01,1,0.539137356919785,0.0103397341211226,0.496019662523105,0.72399813255093
"48","AFSC_GOA",0.56,0.01,1,0.194101751896963,0.0100755667506297,0.639855726490697,0.807926193373873
"49","DFO_NewfoundlandFall",0.56,0.01,1,0.530663581023293,0.0104321907600596,0.713687137149631,0.865659249786115
"50","DFO_ScotianShelf",0.56,0.01,1,0.126590843727217,0.0101010101010101,0.752394540200743,0.882100206760117
"51","DFO_SoGulf",0.56,0.01,1,0.104170907508778,0.010752688172043,0.494982832184278,0.512620910527027
"52","NEFSC_NEUSSpring",0.56,0.01,1,0.456323532673082,0.0108695652173913,0.772729784202819,0.832170266534165
"53","NWFSC_WCAnn",0.56,0.01,1,0.409217879353426,0.0131004366812227,0.744829678659918,0.788646846638664
"54","SEFSC_GOMex",0.56,0.01,1,0.328800314176874,0.0122448979591837,0.83264838321495,0.852030221165305
"55","AFSC_Aleutians",0.67,0.01,1,0.391913790388513,0.012987012987013,0.396875874028738,0.506093540754653
"56","AFSC_EBS",0.67,0.01,1,0.373884972325515,0.0103397341211226,0.43433312065154,0.602338107278402
"57","AFSC_GOA",0.67,0.01,1,0.389377783985969,0.0100755667506297,0.610620044395588,0.705517312631766
"58","DFO_NewfoundlandFall",0.67,0.01,1,0.467381307649494,0.0104321907600596,0.804354380900544,0.88900336885095
"59","DFO_ScotianShelf",0.67,0.01,1,0.35725468249725,0.0101010101010101,0.694434259536663,0.80576531010663
"60","DFO_SoGulf",0.67,0.01,1,0.194718852975497,0.010752688172043,0.643625656028147,0.660284925430664
"61","NEFSC_NEUSSpring",0.67,0.01,1,0.663000464523913,0.0108695652173913,0.781429378023799,0.843476349695091
"62","NWFSC_WCAnn",0.67,0.01,1,0.23344154764985,0.0131004366812227,0.663171618857315,0.809455230845745
"63","SEFSC_GOMex",0.67,0.01,1,0.283613323751653,0.0122448979591837,0.827823146597329,0.861036354947387
"64","AFSC_Aleutians",0.78,0.01,1,0.171411443849899,0.012987012987013,0.495916965391912,0.488524594097797
"65","AFSC_EBS",0.78,0.01,1,0.623878904639174,0.0103397341211226,0.445377759888156,0.637674925161392
"66","AFSC_GOA",0.78,0.01,1,0.226667411747,0.0100755667506297,0.503946664263287,0.597675837725044
"67","DFO_NewfoundlandFall",0.78,0.01,1,0.451243818454976,0.0104321907600596,0.798177442823993,0.864106817143118
"68","DFO_ScotianShelf",0.78,0.01,1,0.352605966745196,0.0101010101010101,0.796850407638277,0.952350004027738
"69","DFO_SoGulf",0.78,0.01,1,0.402825720065611,0.010752688172043,0.306412620113521,0.458988890518617
"70","NEFSC_NEUSSpring",0.78,0.01,1,0.750769791051329,0.0108695652173913,0.646278615130014,0.865282680139952
"71","NWFSC_WCAnn",0.78,0.01,1,0.557940986042553,0.0131004366812227,0.664898522639758,0.744884058078658
"72","SEFSC_GOMex",0.78,0.01,1,0.298681921633265,0.0122448979591837,0.81712097610976,0.87681404788425
"73","AFSC_Aleutians",0.89,0.01,1,0.269731507395463,0.012987012987013,0.460315848087287,0.479569564438702
"74","AFSC_EBS",0.89,0.01,1,0.695624013271574,0.0103397341211226,0.439039211440641,0.600008644869849
"75","AFSC_GOA",0.89,0.01,1,0.302355132997881,0.0100755667506297,0.525381441340242,0.695912050857285
"76","DFO_NewfoundlandFall",0.89,0.01,1,0.439105858170607,0.0104321907600596,0.795345443835706,0.864907511692068
"77","DFO_ScotianShelf",0.89,0.01,1,0.69030964351844,0.0101010101010101,0.641355996527606,0.807535054031713
"78","DFO_SoGulf",0.89,0.01,1,0.0475376740810422,0.010752688172043,0.590306808429588,0.604339462970341
"79","NEFSC_NEUSSpring",0.89,0.01,1,0.525627142151495,0.0108695652173913,0.768188135103751,0.842600344704601
"80","NWFSC_WCAnn",0.89,0.01,1,0.80931110507802,0.0131004366812227,0.803277806411881,0.835822157220064
"81","SEFSC_GOMex",0.89,0.01,1,0.516423371593432,0.0122448979591837,0.787696646867086,0.907211687240602
"82","AFSC_Aleutians",1,0.01,1,0.381877316087346,0.012987012987013,0.519455279948161,0.574025485781316
"83","AFSC_EBS",1,0.01,1,0.371325884680858,0.0103397341211226,0.36254034607941,0.534222211515773
"84","AFSC_GOA",1,0.01,1,0.292804375580365,0.0100755667506297,0.467751657566801,0.602070528337991
"85","DFO_NewfoundlandFall",1,0.01,1,0.595730539584545,0.0104321907600596,0.776196186359256,0.905741461000356
"86","DFO_ScotianShelf",1,0.01,1,0.636045015506463,0.0101010101010101,0.710836062872453,0.844000389216001
"87","DFO_SoGulf",1,0.01,1,0.129857541889115,0.010752688172043,0.435290187345237,0.495024239834035
"88","NEFSC_NEUSSpring",1,0.01,1,0.512662067649264,0.0108695652173913,0.753381088710823,0.850691380662352
"89","NWFSC_WCAnn",1,0.01,1,0.353107327417699,0.0131004366812227,0.650321101567722,0.801334396563928
"90","SEFSC_GOMex",1,0.01,1,0.255123567915899,0.0122448979591837,0.835163442894634,0.877089276163839
"91","AFSC_Aleutians",0.01,0.0644444444444444,1,0.298396375890105,0.0476190476190476,0.484966708861509,0.688569300798772
"92","AFSC_EBS",0.01,0.0644444444444444,1,0.214786327396046,0.0413589364844904,0.407069109561428,0.688647744561164
"93","AFSC_GOA",0.01,0.0644444444444444,1,0.121753160837873,0.0579345088161209,0.445857911331306,0.718027471131894
"94","DFO_NewfoundlandFall",0.01,0.0644444444444444,1,0.281424091496034,0.0499254843517139,0.792681837669263,0.886098053757248
"95","DFO_ScotianShelf",0.01,0.0644444444444444,1,0.538189864495288,0.0176767676767677,0.697937919242607,0.890077504389754
"96","DFO_SoGulf",0.01,0.0644444444444444,1,0.230804822803402,0.0591397849462366,0.587888496441697,0.632639770328012
"97","NEFSC_NEUSSpring",0.01,0.0644444444444444,1,0.0763897571752842,0.0652173913043478,0.787739685646752,0.851755468214089
"98","NWFSC_WCAnn",0.01,0.0644444444444444,1,0.00853463409247299,0.0262008733624454,0.695941807888293,0.741522846421534
"99","SEFSC_GOMex",0.01,0.0644444444444444,1,0.414009333356681,0.0326530612244898,0.801536164513321,0.909374256901737
"100","AFSC_Aleutians",0.12,0.0644444444444444,1,0.112915765233327,0.0649350649350649,0.436422998066199,0.620084882607472
"101","AFSC_EBS",0.12,0.0644444444444444,1,0.119613969238619,0.0649926144756278,0.375648203561452,0.642890824662986
"102","AFSC_GOA",0.12,0.0644444444444444,1,0.116679804934332,0.0654911838790932,0.505707044035479,0.673216722104876
"103","DFO_NewfoundlandFall",0.12,0.0644444444444444,1,0.117912835169167,0.0648286140089419,0.811072303426508,0.915712718071205
"104","DFO_ScotianShelf",0.12,0.0644444444444444,1,0.119196228856814,0.0656565656565657,0.73063043198902,0.891033592939013
"105","DFO_SoGulf",0.12,0.0644444444444444,1,0.119558291379199,0.0645161290322581,0.452743902868862,0.55404732316471
"106","NEFSC_NEUSSpring",0.12,0.0644444444444444,1,0.11868154029472,0.0652173913043478,0.773542670169213,0.862640110290922
"107","NWFSC_WCAnn",0.12,0.0644444444444444,1,0.10445912793983,0.0655021834061135,0.669195967302463,0.754824829464491
"108","SEFSC_GOMex",0.12,0.0644444444444444,1,0.116803642844422,0.0653061224489796,0.809946958241123,0.903328040032537
"109","AFSC_Aleutians",0.23,0.0644444444444444,1,0.219055490816112,0.0649350649350649,0.45718066799756,0.625841986286827
"110","AFSC_EBS",0.23,0.0644444444444444,1,0.225194036649648,0.0649926144756278,0.393947059973705,0.660750846509772
"111","AFSC_GOA",0.23,0.0644444444444444,1,0.206345688818458,0.0654911838790932,0.57050804161864,0.702260317552738
"112","DFO_NewfoundlandFall",0.23,0.0644444444444444,1,0.218696837401874,0.0648286140089419,0.800174539911288,0.904713448697881
"113","DFO_ScotianShelf",0.23,0.0644444444444444,1,0.212351206628879,0.0656565656565657,0.629246917641032,0.80555251678947
"114","DFO_SoGulf",0.23,0.0644444444444444,1,0.213665080406957,0.0645161290322581,0.540354105754109,0.638274317023535
"115","NEFSC_NEUSSpring",0.23,0.0644444444444444,1,0.282083207181391,0.0398550724637681,0.8523901176165,0.97816287211943
"116","NWFSC_WCAnn",0.23,0.0644444444444444,1,0.222914272455033,0.0655021834061135,0.6486324014747,0.798683003924202
"117","SEFSC_GOMex",0.23,0.0644444444444444,1,0.228204734573459,0.0653061224489796,0.826065651441272,0.913628083322517
"118","AFSC_Aleutians",0.34,0.0644444444444444,1,0.334790757032512,0.0649350649350649,0.475015268925317,0.595905846162137
"119","AFSC_EBS",0.34,0.0644444444444444,1,0.332543956322784,0.0649926144756278,0.462782765279077,0.735830196179466
"120","AFSC_GOA",0.34,0.0644444444444444,1,0.33923333266817,0.0654911838790932,0.581319918251223,0.708065625866545
"121","DFO_NewfoundlandFall",0.34,0.0644444444444444,1,0.339116452769035,0.0648286140089419,0.796541123735082,0.899728731818659
"122","DFO_ScotianShelf",0.34,0.0644444444444444,1,0.334499154975563,0.0656565656565657,0.705383302371841,0.910598614145499
"123","DFO_SoGulf",0.34,0.0644444444444444,1,0.307602072815965,0.0645161290322581,0.575471556463256,0.59805729888164
"124","NEFSC_NEUSSpring",0.34,0.0644444444444444,1,0.338733468829344,0.0652173913043478,0.791547680123477,0.850569016908912
"125","NWFSC_WCAnn",0.34,0.0644444444444444,1,0.333303924871484,0.0655021834061135,0.678993399980615,0.798273069114523
"126","SEFSC_GOMex",0.34,0.0644444444444444,1,0.333908043103535,0.0653061224489796,0.811580070425813,0.891614216904988
"127","AFSC_Aleutians",0.45,0.0644444444444444,1,0.439007886343297,0.0649350649350649,0.454762637569285,0.610074430817934
"128","AFSC_EBS",0.45,0.0644444444444444,1,0.431472441229514,0.0649926144756278,0.43687452482755,0.750009429020073
"129","AFSC_GOA",0.45,0.0644444444444444,1,0.449431976041839,0.0654911838790932,0.584072190280805,0.741723230965681
"130","DFO_NewfoundlandFall",0.45,0.0644444444444444,1,0.442191477587161,0.0648286140089419,0.778764148180213,0.894021567635957
"131","DFO_ScotianShelf",0.45,0.0644444444444444,1,0.443556258143652,0.0656565656565657,0.71191004647886,0.933654256957073
"132","DFO_SoGulf",0.45,0.0644444444444444,1,0.362953079352439,0.0645161290322581,0.573379152196241,0.664722936385117
"133","NEFSC_NEUSSpring",0.45,0.0644444444444444,1,0.447677032143561,0.0652173913043478,0.790245588654902,0.742731481650039
"134","NWFSC_WCAnn",0.45,0.0644444444444444,1,0.403095948875637,0.0655021834061135,0.71397213049467,0.815584041347324
"135","SEFSC_GOMex",0.45,0.0644444444444444,1,0.429129238263341,0.0653061224489796,0.780153359400858,0.875027873372912
"136","AFSC_Aleutians",0.56,0.0644444444444444,1,0.482115501211405,0.0649350649350649,0.477287768507079,0.739256022090947
"137","AFSC_EBS",0.56,0.0644444444444444,1,0.558184921670602,0.0649926144756278,0.45658284859125,0.77775156097849
"138","AFSC_GOA",0.56,0.0644444444444444,1,0.49994665950545,0.0654911838790932,0.579623826498624,0.721468886735876
"139","DFO_NewfoundlandFall",0.56,0.0644444444444444,1,0.558270270745013,0.0648286140089419,0.771380584116691,0.958874462328276
"140","DFO_ScotianShelf",0.56,0.0644444444444444,1,0.554058777514697,0.0656565656565657,0.683912406875772,0.908804770845695
"141","DFO_SoGulf",0.56,0.0644444444444444,1,0.483259547833585,0.0645161290322581,0.582829993892166,0.634330640125516
"142","NEFSC_NEUSSpring",0.56,0.0644444444444444,1,0.501168546314988,0.0652173913043478,0.783067861299314,0.874740288262079
"143","NWFSC_WCAnn",0.56,0.0644444444444444,1,0.545110607415048,0.0655021834061135,0.699302819327432,0.832110243087407
"144","SEFSC_GOMex",0.56,0.0644444444444444,1,0.556084965006754,0.0653061224489796,0.815873332487737,0.914636183590177
"145","AFSC_Aleutians",0.67,0.0644444444444444,1,0.620466482635385,0.0649350649350649,0.458769298150294,0.736197468646243
"146","AFSC_EBS",0.67,0.0644444444444444,1,0.643633554172307,0.0649926144756278,0.443728425087791,0.762401200843996
"147","AFSC_GOA",0.67,0.0644444444444444,1,0.531728797555027,0.0654911838790932,0.589944490191753,0.720905767790962
"148","DFO_NewfoundlandFall",0.67,0.0644444444444444,1,0.663671037911347,0.0648286140089419,0.772239121205291,0.912015431593828
"149","DFO_ScotianShelf",0.67,0.0644444444444444,1,0.625644170517327,0.0656565656565657,0.688232232590643,0.920748013952924
"150","DFO_SoGulf",0.67,0.0644444444444444,1,0.394900216574729,0.0645161290322581,0.544589536738143,0.673697960516551
"151","NEFSC_NEUSSpring",0.67,0.0644444444444444,1,0.517601194352553,0.0652173913043478,0.781592171925753,0.873762846241738
"152","NWFSC_WCAnn",0.67,0.0644444444444444,1,0.644613017332658,0.0655021834061135,0.646068832148159,0.855702137265296
"153","SEFSC_GOMex",0.67,0.0644444444444444,1,0.606698183666334,0.0653061224489796,0.823579111374434,0.909778527091916
"154","AFSC_Aleutians",0.78,0.0644444444444444,1,0.502665088644899,0.0649350649350649,0.444235845725334,0.604161010296904
"155","AFSC_EBS",0.78,0.0644444444444444,1,0.723804487465769,0.0649926144756278,0.433658014374512,0.789079281828994
"156","AFSC_GOA",0.78,0.0644444444444444,1,0.546187700576737,0.0654911838790932,0.587039554925322,0.764624886253114
"157","DFO_NewfoundlandFall",0.78,0.0644444444444444,1,0.754964028776979,0.0648286140089419,0.772397426066772,0.952502055831612
"158","DFO_ScotianShelf",0.78,0.0644444444444444,1,0.721173342963326,0.0656565656565657,0.654495019778837,0.910428425371109
"159","DFO_SoGulf",0.78,0.0644444444444444,1,0.655504878621405,0.0645161290322581,0.559342392335449,0.750316596153257
"160","NEFSC_NEUSSpring",0.78,0.0644444444444444,1,0.552589073262284,0.0652173913043478,0.739008558387217,0.896451936845383
"161","NWFSC_WCAnn",0.78,0.0644444444444444,1,0.709511835538531,0.0655021834061135,0.7072652457074,0.857342617413894
"162","SEFSC_GOMex",0.78,0.0644444444444444,1,0.483136262252164,0.0653061224489796,0.826157199418383,0.924658284067302
"163","AFSC_Aleutians",0.89,0.0644444444444444,1,0.519474208779736,0.0649350649350649,0.452728178156572,0.702111536386354
"164","AFSC_EBS",0.89,0.0644444444444444,1,0.715186548184541,0.0649926144756278,0.4646820896036,0.797578786270076
"165","AFSC_GOA",0.89,0.0644444444444444,1,0.735227629138992,0.0654911838790932,0.551771419280396,0.781588589779639
"166","DFO_NewfoundlandFall",0.89,0.0644444444444444,1,0.630994408717058,0.0648286140089419,0.781334743478874,0.897060138090956
"167","DFO_ScotianShelf",0.89,0.0644444444444444,1,0.851844855977172,0.0656565656565657,0.687321195315354,0.935688683457283
"168","DFO_SoGulf",0.89,0.0644444444444444,1,0.857891933479315,0.0645161290322581,0.627434319993499,0.847070501688826
"169","NEFSC_NEUSSpring",0.89,0.0644444444444444,1,0.499840288103414,0.0652173913043478,0.775023504397846,0.876156511662146
"170","NWFSC_WCAnn",0.89,0.0644444444444444,1,0.888276294359611,0.0655021834061135,0.679493073256624,0.868219839569979
"171","SEFSC_GOMex",0.89,0.0644444444444444,1,0.675069065806452,0.0653061224489796,0.825111460402539,0.922054101722385
"172","AFSC_Aleutians",1,0.0644444444444444,1,0.591295526380964,0.0649350649350649,0.433372356053084,0.690061902186768
"173","AFSC_EBS",1,0.0644444444444444,1,0.806159613187466,0.0649926144756278,0.456238976233186,0.823984670679091
"174","AFSC_GOA",1,0.0644444444444444,1,0.553743731702148,0.0654911838790932,0.603798403543716,0.775567278627237
"175","DFO_NewfoundlandFall",1,0.0644444444444444,1,0.633081101837525,0.0648286140089419,0.782703705416198,0.89133171828933
"176","DFO_ScotianShelf",1,0.0644444444444444,1,0.831717301375624,0.0656565656565657,0.678127672020461,0.926791154919472
"177","DFO_SoGulf",1,0.0644444444444444,1,0.538524588898571,0.0645161290322581,0.529408248532257,0.588615829208439
"178","NEFSC_NEUSSpring",1,0.0644444444444444,1,0.885577384080411,0.0652173913043478,0.758228630737883,0.930809929202801
"179","NWFSC_WCAnn",1,0.0644444444444444,1,0.915875989523847,0.0655021834061135,0.660336554139674,0.85552782698745
"180","SEFSC_GOMex",1,0.0644444444444444,1,0.618200447646614,0.0653061224489796,0.809711355484939,0.910578295120809
"181","AFSC_Aleutians",0.01,0.118888888888889,1,0.40786327045448,0.038961038961039,0.474309715032776,0.624995084441252
"182","AFSC_EBS",0.01,0.118888888888889,1,0.0418976021122294,0.051698670605613,0.389371811987314,0.641347240018203
"183","AFSC_GOA",0.01,0.118888888888889,1,0.116720834372728,0.0491183879093199,0.490152238723033,0.672061330092493
"184","DFO_NewfoundlandFall",0.01,0.118888888888889,1,0.107082886643783,0.0737704918032787,0.808660980079929,0.904767527501148
"185","DFO_ScotianShelf",0.01,0.118888888888889,1,0.529104748880434,0.0353535353535354,0.653925634599644,0.893079060828839
"186","DFO_SoGulf",0.01,0.118888888888889,1,0.382910254050871,0.043010752688172,0.50078828216818,0.625159639471238
"187","NEFSC_NEUSSpring",0.01,0.118888888888889,1,0.355878070861837,0.0253623188405797,0.815299888866241,0.875339611534947
"188","NWFSC_WCAnn",0.01,0.118888888888889,1,0.00716498536612947,0.0218340611353712,0.736803380530984,0.781969736760036
"189","SEFSC_GOMex",0.01,0.118888888888889,1,0.653045443753128,0.0530612244897959,0.798104753748341,0.918919250016619
"190","AFSC_Aleutians",0.12,0.118888888888889,1,0.119051729574304,0.121212121212121,0.465314692783002,0.604722503824299
"191","AFSC_EBS",0.12,0.118888888888889,1,0.119986506993098,0.119645494830133,0.461936582565476,0.718562276108026
"192","AFSC_GOA",0.12,0.118888888888889,1,0.117772554112788,0.119647355163728,0.504077455518879,0.742158092074324
"193","DFO_NewfoundlandFall",0.12,0.118888888888889,1,0.119820061696264,0.119225037257824,0.734156546538042,0.761583351656239
"194","DFO_ScotianShelf",0.12,0.118888888888889,1,0.118187747876623,0.121212121212121,0.69803524308308,0.904241819929917
"195","DFO_SoGulf",0.12,0.118888888888889,1,0.278101743946505,0.123655913978495,0.510394104085599,0.638181215925537
"196","NEFSC_NEUSSpring",0.12,0.118888888888889,1,0.631663321258641,0.106884057971014,0.796045824125198,0.960766239054428
"197","NWFSC_WCAnn",0.12,0.118888888888889,1,0.116937199164432,0.122270742358079,0.614893599011775,0.785694115038341
"198","SEFSC_GOMex",0.12,0.118888888888889,1,0.118813771689882,0.122448979591837,0.820920586877259,0.883788724114807
"199","AFSC_Aleutians",0.23,0.118888888888889,1,0.224390213623967,0.121212121212121,0.44941804170189,0.717832255603589
"200","AFSC_EBS",0.23,0.118888888888889,1,0.216417895555668,0.119645494830133,0.42955059023016,0.759338238368213
"201","AFSC_GOA",0.23,0.118888888888889,1,0.227475574870462,0.119647355163728,0.543571231292828,0.761722702404299
"202","DFO_NewfoundlandFall",0.23,0.118888888888889,1,0.229363059003347,0.119225037257824,0.789796662355942,0.902469823698057
"203","DFO_ScotianShelf",0.23,0.118888888888889,1,0.225882242386762,0.121212121212121,0.763537326492334,0.949616531322053
"204","DFO_SoGulf",0.23,0.118888888888889,1,0.216223375960189,0.123655913978495,0.569353590854752,0.688908861419136
"205","NEFSC_NEUSSpring",0.23,0.118888888888889,1,0.224682344580669,0.119565217391304,0.785578649855334,0.852201610239551
"206","NWFSC_WCAnn",0.23,0.118888888888889,1,0.226633842864932,0.122270742358079,0.646829114432901,0.825934546589697
"207","SEFSC_GOMex",0.23,0.118888888888889,1,0.228735897644088,0.122448979591837,0.803197638087406,0.86173964323578
"208","AFSC_Aleutians",0.34,0.118888888888889,1,0.267826184797041,0.121212121212121,0.439256891607819,0.702421497450101
"209","AFSC_EBS",0.34,0.118888888888889,1,0.333970572681388,0.119645494830133,0.445193417868671,0.749860013261354
"210","AFSC_GOA",0.34,0.118888888888889,1,0.335848342054316,0.119647355163728,0.570535033038269,0.729655952985039
"211","DFO_NewfoundlandFall",0.34,0.118888888888889,1,0.334942377372667,0.119225037257824,0.802768878058833,0.945669150691554
"212","DFO_ScotianShelf",0.34,0.118888888888889,1,0.336279451099587,0.121212121212121,0.632490231170925,0.810635329135695
"213","DFO_SoGulf",0.34,0.118888888888889,1,0.330892144097977,0.123655913978495,0.562445115506251,0.675305470030344
"214","NEFSC_NEUSSpring",0.34,0.118888888888889,1,0.336962499517925,0.119565217391304,0.735840118579626,0.880260645074799
"215","NWFSC_WCAnn",0.34,0.118888888888889,1,0.332869917847975,0.122270742358079,0.67967532901625,0.852446180345815
"216","SEFSC_GOMex",0.34,0.118888888888889,1,0.335557427167345,0.122448979591837,0.817115072029639,0.897251746961148
"217","AFSC_Aleutians",0.45,0.118888888888889,1,0.448516429232812,0.121212121212121,0.442192944254776,0.627430144819024
"218","AFSC_EBS",0.45,0.118888888888889,1,0.44618502246805,0.119645494830133,0.459259851850487,0.807554644549916
"219","AFSC_GOA",0.45,0.118888888888889,1,0.401719984774146,0.119647355163728,0.565099513866643,0.781848017778817
"220","DFO_NewfoundlandFall",0.45,0.118888888888889,1,0.448901329404123,0.119225037257824,0.781285473160346,0.916786797505075
"221","DFO_ScotianShelf",0.45,0.118888888888889,1,0.447449150420042,0.121212121212121,0.675440935817173,0.91482052101207
"222","DFO_SoGulf",0.45,0.118888888888889,1,0.413808541083857,0.123655913978495,0.577679997325495,0.689547003420963
"223","NEFSC_NEUSSpring",0.45,0.118888888888889,1,0.436886396960833,0.119565217391304,0.743439996249026,0.873262066350027
"224","NWFSC_WCAnn",0.45,0.118888888888889,1,0.443188203612644,0.122270742358079,0.656465249136313,0.839397640339409
"225","SEFSC_GOMex",0.45,0.118888888888889,1,0.434825659188302,0.122448979591837,0.799477506502782,0.908364140161894
"226","AFSC_Aleutians",0.56,0.118888888888889,1,0.554467493973883,0.121212121212121,0.471095501352587,0.761699755641193
"227","AFSC_EBS",0.56,0.118888888888889,1,0.547275039254807,0.119645494830133,0.423396847879742,0.799940507405532
"228","AFSC_GOA",0.56,0.118888888888889,1,0.488905407659174,0.119647355163728,0.590345033335205,0.768507532057124
"229","DFO_NewfoundlandFall",0.56,0.118888888888889,1,0.559367745000893,0.119225037257824,0.776777311821941,0.9576653044435
"230","DFO_ScotianShelf",0.56,0.118888888888889,1,0.55016079787433,0.121212121212121,0.640383358635484,0.851407439094553
"231","DFO_SoGulf",0.56,0.118888888888889,1,0.559342912610698,0.123655913978495,0.539591356966249,0.969483240958738
"232","NEFSC_NEUSSpring",0.56,0.118888888888889,1,0.531143385287326,0.119565217391304,0.774284295997341,0.902828587784565
