"","region","tempstep","sizestep","repnum","temprng","size","meanturnIndiv","netwrkturn"
"41","DFO_ScotianShelf",0.45,0.01,1,0.331038637091694,0.0101010101010101,0.598185358375295,0.750781945232263
"42","DFO_SoGulf",0.45,0.01,1,0.00711715990045537,0.010752688172043,0.647563874968044,0.629901318525629
"43","NEFSC_NEUSSpring",0.45,0.01,1,0.43105519896344,0.0108695652173913,0.769003627907705,0.888388512055069
"44","NWFSC_WCAnn",0.45,0.01,1,0.125867648977419,0.0131004366812227,0.712582946213791,0.71147274008936
"45","SEFSC_GOMex",0.45,0.01,1,0.370466182835507,0.0122448979591837,0.782914713935383,0.896597960172921
"46","AFSC_Aleutians",0.56,0.01,1,0.397543886557414,0.012987012987013,0.426037716302339,0.540084764121993
"47","AFSC_EBS",0.56,0.01,1,0.457527706247739,0.0103397341211226,0.463604037684148,0.707870333796342
"48","AFSC_GOA",0.56,0.01,1,0.391927911983666,0.0100755667506297,0.630242402938669,0.673712727941744
"49","DFO_NewfoundlandFall",0.56,0.01,1,0.518244795116204,0.0104321907600596,0.77504295467316,0.875198460913251
"50","DFO_ScotianShelf",0.56,0.01,1,0.229186809706385,0.0101010101010101,0.685031628096202,0.828027167966097
"51","DFO_SoGulf",0.56,0.01,1,0.0166488030095406,0.010752688172043,0.362955879309589,0.466887019710964
"52","NEFSC_NEUSSpring",0.56,0.01,1,0.256135794941968,0.0108695652173913,0.775304129971111,0.810078860320221
"53","NWFSC_WCAnn",0.56,0.01,1,0.45075281848495,0.0131004366812227,0.73919917645401,0.812316649211787
"54","SEFSC_GOMex",0.56,0.01,1,0.484197310723152,0.0122448979591837,0.760804233918832,0.864687535734017
"55","AFSC_Aleutians",0.67,0.01,1,0.231503179092447,0.012987012987013,0.452086555121313,0.531704641016303
"56","AFSC_EBS",0.67,0.01,1,0.521313349240722,0.0103397341211226,0.445274548356991,0.630805891810038
"57","AFSC_GOA",0.67,0.01,1,0.269408742419738,0.0100755667506297,0.513798827304277,0.628576907679306
"58","DFO_NewfoundlandFall",0.67,0.01,1,0.560935565045786,0.0104321907600596,0.819241441414661,0.896779542926135
"59","DFO_ScotianShelf",0.67,0.01,1,0.647762608702836,0.0101010101010101,0.671383965259264,0.845210177673409
"60","DFO_SoGulf",0.67,0.01,1,0.297679578914587,0.010752688172043,0.561704836845039,0.593517085316599
"61","NEFSC_NEUSSpring",0.67,0.01,1,0.241956501254385,0.0108695652173913,0.718208317810624,0.817621221141773
"62","NWFSC_WCAnn",0.67,0.01,1,0.418148611580965,0.0131004366812227,0.701665494389418,0.728559359725168
"63","SEFSC_GOMex",0.67,0.01,1,0.629580031570964,0.0122448979591837,0.837797362452649,0.928440751414524
"64","AFSC_Aleutians",0.78,0.01,1,0.360851053516999,0.012987012987013,0.456704097991947,0.563222551804902
"65","AFSC_EBS",0.78,0.01,1,0.412484664980098,0.0103397341211226,0.442839281181279,0.64961810048815
"66","AFSC_GOA",0.78,0.01,1,0.23965323603987,0.0100755667506297,0.575115235641901,0.651491434585934
"67","DFO_NewfoundlandFall",0.78,0.01,1,0.612861746801653,0.0104321907600596,0.722263731744631,0.852285943404688
"68","DFO_ScotianShelf",0.78,0.01,1,0.683816105040645,0.0101010101010101,0.673225010685196,0.787565901667841
"69","DFO_SoGulf",0.78,0.01,1,0.557806991020457,0.010752688172043,0.566948214214357,0.583417312144098
"70","NEFSC_NEUSSpring",0.78,0.01,1,0.207714321609023,0.0108695652173913,0.663263089195577,0.832861421283492
"71","NWFSC_WCAnn",0.78,0.01,1,0.375816833353363,0.0131004366812227,0.770215889993603,0.819988680527844
"72","SEFSC_GOMex",0.78,0.01,1,0.632437554623256,0.0122448979591837,0.86190914325098,0.92138406247056
"73","AFSC_Aleutians",0.89,0.01,1,0.495698744624417,0.012987012987013,0.39524329009354,0.577228436557571
"74","AFSC_EBS",0.89,0.01,1,0.547137149778787,0.0103397341211226,0.452862366919751,0.60517304859888
"75","AFSC_GOA",0.89,0.01,1,0.786788298516908,0.0100755667506297,0.667692107594524,0.828602193454812
"76","DFO_NewfoundlandFall",0.89,0.01,1,0.579263623891822,0.0104321907600596,0.742123895551548,0.872276690712296
"77","DFO_ScotianShelf",0.89,0.01,1,0.1063004781443,0.0101010101010101,0.690091056282519,0.818413589586511
"78","DFO_SoGulf",0.89,0.01,1,0.0115931065753987,0.010752688172043,0.651240237199711,0.66056004756895
"79","NEFSC_NEUSSpring",0.89,0.01,1,0.302331789454673,0.0108695652173913,0.73919182910622,0.813038236350939
"80","NWFSC_WCAnn",0.89,0.01,1,0.403834154307593,0.0131004366812227,0.663506892434174,0.847200523623066
"81","SEFSC_GOMex",0.89,0.01,1,0.532771860915859,0.0122448979591837,0.819246763349415,0.920039277819732
"82","AFSC_Aleutians",1,0.01,1,0.335526138712838,0.012987012987013,0.554224893432621,0.649633229556207
"83","AFSC_EBS",1,0.01,1,0.339914466425884,0.0103397341211226,0.368847921969995,0.567153391430032
"84","AFSC_GOA",1,0.01,1,0.20912904667619,0.0100755667506297,0.56250107528235,0.655154996660745
"85","DFO_NewfoundlandFall",1,0.01,1,0.546295773428353,0.0104321907600596,0.786033132369536,0.864666332415467
"86","DFO_ScotianShelf",1,0.01,1,0.520822534129198,0.0101010101010101,0.741137723215153,0.859536984911331
"87","DFO_SoGulf",1,0.01,1,0.00940688677935884,0.010752688172043,0.45939049646028,0.499870853290135
"88","NEFSC_NEUSSpring",1,0.01,1,0.525270974975128,0.0108695652173913,0.763485162915131,0.850026005892869
"89","NWFSC_WCAnn",1,0.01,1,0.569433677179285,0.0131004366812227,0.594474196462215,0.691505036987256
"90","SEFSC_GOMex",1,0.01,1,0.541757267730162,0.0122448979591837,0.802060088516731,0.894470571025136
"91","AFSC_Aleutians",0.01,0.0644444444444444,1,0.217476209671397,0.0606060606060606,0.438299476142993,0.630017539486239
"92","AFSC_EBS",0.01,0.0644444444444444,1,0.268755721991417,0.0531757754800591,0.463067333483464,0.742732386265246
"93","AFSC_GOA",0.01,0.0644444444444444,1,0.105220541128973,0.0654911838790932,0.572024257175043,0.718733405317895
"94","DFO_NewfoundlandFall",0.01,0.0644444444444444,1,0.525871545870366,0.0290611028315946,0.778171201082709,0.882145556753447
"95","DFO_ScotianShelf",0.01,0.0644444444444444,1,0.130356375823641,0.0656565656565657,0.722560277274981,0.901823684053799
"96","DFO_SoGulf",0.01,0.0644444444444444,1,0.548282641153322,0.043010752688172,0.476037776215174,0.647746898384881
"97","NEFSC_NEUSSpring",0.01,0.0644444444444444,1,0.343800643171193,0.0489130434782609,0.78971968610292,0.871161859617287
"98","NWFSC_WCAnn",0.01,0.0644444444444444,1,0.828703844771607,0.0393013100436681,0.739191389975894,0.864785120024965
"99","SEFSC_GOMex",0.01,0.0644444444444444,1,0.0096865199927847,0.00816326530612245,0.739635198682178,0.835132437452435
"100","AFSC_Aleutians",0.12,0.0644444444444444,1,0.119997639292916,0.0649350649350649,0.428473699676402,0.572868632438448
"101","AFSC_EBS",0.12,0.0644444444444444,1,0.11953626161661,0.0649926144756278,0.319724438946489,0.61395605670237
"102","AFSC_GOA",0.12,0.0644444444444444,1,0.118175153352795,0.0654911838790932,0.59265431896634,0.717626859004085
"103","DFO_NewfoundlandFall",0.12,0.0644444444444444,1,0.119850521567857,0.0648286140089419,0.738025441437697,0.753504500157962
"104","DFO_ScotianShelf",0.12,0.0644444444444444,1,0.117539601247681,0.0656565656565657,0.645591237553229,0.785443373234881
"105","DFO_SoGulf",0.12,0.0644444444444444,1,0.512999812436941,0.0645161290322581,0.48910295718794,0.726497170503026
"106","NEFSC_NEUSSpring",0.12,0.0644444444444444,1,0.119938960338406,0.0652173913043478,0.749559108850316,0.845578920198277
"107","NWFSC_WCAnn",0.12,0.0644444444444444,1,0.118236324067212,0.0655021834061135,0.700131152953463,0.732025177350987
"108","SEFSC_GOMex",0.12,0.0644444444444444,1,0.114904881282842,0.0653061224489796,0.808659913251876,0.858328399090674
"109","AFSC_Aleutians",0.23,0.0644444444444444,1,0.224121110565539,0.0649350649350649,0.455215907520886,0.571053164624147
"110","AFSC_EBS",0.23,0.0644444444444444,1,0.218530721392795,0.0649926144756278,0.353743796412121,0.641588256337659
"111","AFSC_GOA",0.23,0.0644444444444444,1,0.226029938240343,0.0654911838790932,0.554450510329741,0.735393857018959
"112","DFO_NewfoundlandFall",0.23,0.0644444444444444,1,0.227025619323546,0.0648286140089419,0.756468347270247,0.846031031087449
"113","DFO_ScotianShelf",0.23,0.0644444444444444,1,0.214381696344265,0.0656565656565657,0.707077089956559,0.893476803260384
"114","DFO_SoGulf",0.23,0.0644444444444444,1,0.218575042071061,0.0645161290322581,0.560047041237706,0.62825123427109
"115","NEFSC_NEUSSpring",0.23,0.0644444444444444,1,0.229684178358662,0.0652173913043478,0.783297643259504,0.854375157924705
"116","NWFSC_WCAnn",0.23,0.0644444444444444,1,0.22042928633157,0.0655021834061135,0.746258874587098,0.852530172257872
"117","SEFSC_GOMex",0.23,0.0644444444444444,1,0.220340872604877,0.0653061224489796,0.81556010739866,0.880564724565663
"118","AFSC_Aleutians",0.34,0.0644444444444444,1,0.338874868889662,0.0649350649350649,0.447319809369471,0.660417430133895
"119","AFSC_EBS",0.34,0.0644444444444444,1,0.317441791817223,0.0649926144756278,0.462087712461099,0.744852313916682
"120","AFSC_GOA",0.34,0.0644444444444444,1,0.33616843325389,0.0654911838790932,0.568956106235567,0.69282952775331
"121","DFO_NewfoundlandFall",0.34,0.0644444444444444,1,0.33567870977943,0.0648286140089419,0.794169755758445,0.925782807988456
"122","DFO_ScotianShelf",0.34,0.0644444444444444,1,0.339666623401063,0.0656565656565657,0.652221819911979,0.792221122801277
"123","DFO_SoGulf",0.34,0.0644444444444444,1,0.331383358903036,0.0645161290322581,0.521391409415489,0.606050696179012
"124","NEFSC_NEUSSpring",0.34,0.0644444444444444,1,0.339115774852827,0.0652173913043478,0.768085746288511,0.860110511196612
"125","NWFSC_WCAnn",0.34,0.0644444444444444,1,0.339193619650828,0.0655021834061135,0.637375452480621,0.868388771878981
"126","SEFSC_GOMex",0.34,0.0644444444444444,1,0.335750168156076,0.0653061224489796,0.81189895376733,0.897436785790528
"127","AFSC_Aleutians",0.45,0.0644444444444444,1,0.423858228126544,0.0649350649350649,0.452240560275788,0.624144450368907
"128","AFSC_EBS",0.45,0.0644444444444444,1,0.439783613758822,0.0649926144756278,0.465966691720733,0.76966963647774
"129","AFSC_GOA",0.45,0.0644444444444444,1,0.449323730013518,0.0654911838790932,0.583186392350216,0.726184140619551
"130","DFO_NewfoundlandFall",0.45,0.0644444444444444,1,0.443636816534701,0.0648286140089419,0.779402364052736,0.89756129535599
"131","DFO_ScotianShelf",0.45,0.0644444444444444,1,0.447023892592828,0.0656565656565657,0.683854565651983,0.914861847320928
"132","DFO_SoGulf",0.45,0.0644444444444444,1,0.292413392371964,0.0645161290322581,0.532699239276037,0.674810473159433
"133","NEFSC_NEUSSpring",0.45,0.0644444444444444,1,0.446776435139342,0.0652173913043478,0.825884016250685,0.968224263556296
"134","NWFSC_WCAnn",0.45,0.0644444444444444,1,0.421707689919333,0.0655021834061135,0.677103708902249,0.795309103466672
"135","SEFSC_GOMex",0.45,0.0644444444444444,1,0.441121189391347,0.0653061224489796,0.838453427512433,0.944981544259547
"136","AFSC_Aleutians",0.56,0.0644444444444444,1,0.506178896296885,0.0649350649350649,0.439908559035032,0.570146335577857
"137","AFSC_EBS",0.56,0.0644444444444444,1,0.553310090156017,0.0649926144756278,0.452989861120539,0.771988274581851
"138","AFSC_GOA",0.56,0.0644444444444444,1,0.542842585943884,0.0654911838790932,0.564406342501399,0.73967971713638
"139","DFO_NewfoundlandFall",0.56,0.0644444444444444,1,0.559054166223843,0.0648286140089419,0.789432629594046,0.903913845919162
"140","DFO_ScotianShelf",0.56,0.0644444444444444,1,0.52173039763087,0.0656565656565657,0.669455188338891,0.920928045474184
"141","DFO_SoGulf",0.56,0.0644444444444444,1,0.467753779750153,0.0645161290322581,0.521234250908566,0.638949451590432
"142","NEFSC_NEUSSpring",0.56,0.0644444444444444,1,0.546831736201522,0.0652173913043478,0.769273364409275,0.889359017040056
"143","NWFSC_WCAnn",0.56,0.0644444444444444,1,0.529233211535418,0.0655021834061135,0.693418105542607,0.839479889379184
"144","SEFSC_GOMex",0.56,0.0644444444444444,1,0.559090286203224,0.0653061224489796,0.818308611537074,0.919033393813543
"145","AFSC_Aleutians",0.67,0.0644444444444444,1,0.530951652419939,0.0649350649350649,0.456392316917906,0.679666426349191
"146","AFSC_EBS",0.67,0.0644444444444444,1,0.579543237988137,0.0649926144756278,0.455373346588338,0.75190413172772
"147","AFSC_GOA",0.67,0.0644444444444444,1,0.627631979077712,0.0654911838790932,0.553493328132415,0.788756264283329
"148","DFO_NewfoundlandFall",0.67,0.0644444444444444,1,0.636861108424259,0.0648286140089419,0.769009248669436,0.892250321723479
"149","DFO_ScotianShelf",0.67,0.0644444444444444,1,0.664348372193013,0.0656565656565657,0.648298757062451,0.87490758196998
"150","DFO_SoGulf",0.67,0.0644444444444444,1,0.485989124800747,0.0645161290322581,0.563479430409912,0.657946513146412
"151","NEFSC_NEUSSpring",0.67,0.0644444444444444,1,0.572470810154673,0.0652173913043478,0.764678092901217,0.885360517765375
"152","NWFSC_WCAnn",0.67,0.0644444444444444,1,0.585252082562234,0.0655021834061135,0.694338876988639,0.830489317952225
"153","SEFSC_GOMex",0.67,0.0644444444444444,1,0.645279744937835,0.0653061224489796,0.836143622515573,0.917001119008108
"154","AFSC_Aleutians",0.78,0.0644444444444444,1,0.635071515821959,0.0649350649350649,0.419729138954149,0.660966331837111
"155","AFSC_EBS",0.78,0.0644444444444444,1,0.749855597114464,0.0649926144756278,0.442786231460788,0.780483011615649
"156","AFSC_GOA",0.78,0.0644444444444444,1,0.716985133767537,0.0654911838790932,0.579924363744085,0.777995001755118
"157","DFO_NewfoundlandFall",0.78,0.0644444444444444,1,0.695076352422421,0.0648286140089419,0.771712771914643,0.903173166933014
"158","DFO_ScotianShelf",0.78,0.0644444444444444,1,0.775710594968708,0.0656565656565657,0.677866192028161,0.896738086399097
"159","DFO_SoGulf",0.78,0.0644444444444444,1,0.515105392682198,0.0645161290322581,0.508926963213051,0.674695724061106
"160","NEFSC_NEUSSpring",0.78,0.0644444444444444,1,0.469359914640384,0.0652173913043478,0.780837785903758,0.879701416540796
"161","NWFSC_WCAnn",0.78,0.0644444444444444,1,0.761738076463372,0.0655021834061135,0.717644897411982,0.864114250275137
"162","SEFSC_GOMex",0.78,0.0644444444444444,1,0.766359801133779,0.0653061224489796,0.800650007826285,0.92818070337494
"163","AFSC_Aleutians",0.89,0.0644444444444444,1,0.883767791016364,0.0649350649350649,0.460924984952105,0.723217030898642
"164","AFSC_EBS",0.89,0.0644444444444444,1,0.686523252200768,0.0649926144756278,0.433344274514519,0.777109442483322
"165","AFSC_GOA",0.89,0.0644444444444444,1,0.593389099365592,0.0654911838790932,0.564463612278829,0.806796176712747
"166","DFO_NewfoundlandFall",0.89,0.0644444444444444,1,0.713517220411706,0.0648286140089419,0.779362819509,0.923564500398136
"167","DFO_ScotianShelf",0.89,0.0644444444444444,1,0.843234667096652,0.0656565656565657,0.685050260996378,0.943477323408633
"168","DFO_SoGulf",0.89,0.0644444444444444,1,0.552331352141968,0.0645161290322581,0.512616440524162,0.685543295613545
"169","NEFSC_NEUSSpring",0.89,0.0644444444444444,1,0.880945185117334,0.0652173913043478,0.788636855166542,0.938970449328529
"170","NWFSC_WCAnn",0.89,0.0644444444444444,1,0.824020819207596,0.0655021834061135,0.709169618299986,0.874285644845855
"171","SEFSC_GOMex",0.89,0.0644444444444444,1,0.717796768144383,0.0653061224489796,0.80683801159946,0.916468719560158
"172","AFSC_Aleutians",1,0.0644444444444444,1,0.854409201427465,0.0649350649350649,0.458362863509091,0.743859496420372
"173","AFSC_EBS",1,0.0644444444444444,1,0.680011741463254,0.0649926144756278,0.459430657464617,0.777312396030865
"174","AFSC_GOA",1,0.0644444444444444,1,0.397369574536481,0.0654911838790932,0.50674762456783,0.764256419240203
"175","DFO_NewfoundlandFall",1,0.0644444444444444,1,0.799645821804096,0.0648286140089419,0.768762813585148,0.928806260483982
"176","DFO_ScotianShelf",1,0.0644444444444444,1,0.750363342866224,0.0656565656565657,0.694943233567327,0.945018588902349
"177","DFO_SoGulf",1,0.0644444444444444,1,0.646147520617292,0.0645161290322581,0.546629543123114,0.633062353307169
"178","NEFSC_NEUSSpring",1,0.0644444444444444,1,0.89239789531816,0.0652173913043478,0.752007012612994,0.937188638690923
"179","NWFSC_WCAnn",1,0.0644444444444444,1,0.803646435964498,0.0655021834061135,0.713927275258026,0.890274388249599
"180","SEFSC_GOMex",1,0.0644444444444444,1,0.722991874490025,0.0653061224489796,0.82919983363437,0.940125599917978
"181","AFSC_Aleutians",0.01,0.118888888888889,1,0.338518321574559,0.0606060606060606,0.445727965534268,0.606046211209705
"182","AFSC_EBS",0.01,0.118888888888889,1,0.218419868148109,0.0398818316100443,0.465149180702106,0.713318342347795
"183","AFSC_GOA",0.01,0.118888888888889,1,0.219658964108348,0.0541561712846348,0.541947955357897,0.691081476096328
"184","DFO_NewfoundlandFall",0.01,0.118888888888889,1,0.191107861739673,0.0521609538002981,0.804475872621826,0.949384974283562
"185","DFO_ScotianShelf",0.01,0.118888888888889,1,0.504831141062755,0.0631313131313131,0.73231972874479,0.888229606689963
"186","DFO_SoGulf",0.01,0.118888888888889,1,0.667786474980396,0.0376344086021505,0.505744117471618,0.597840001559429
"187","NEFSC_NEUSSpring",0.01,0.118888888888889,1,0.765876350455338,0.036231884057971,0.815568897656971,0.92183960192756
"188","NWFSC_WCAnn",0.01,0.118888888888889,1,0.471796187389262,0.0393013100436681,0.720204399547151,0.796238997876408
"189","SEFSC_GOMex",0.01,0.118888888888889,1,0.65646799604899,0.0326530612244898,0.772346696149116,0.924019618498791
"190","AFSC_Aleutians",0.12,0.118888888888889,1,0.11123486145437,0.121212121212121,0.473024924378059,0.582878736967954
"191","AFSC_EBS",0.12,0.118888888888889,1,0.119238998293681,0.119645494830133,0.525938107550126,0.737702413355006
"192","AFSC_GOA",0.12,0.118888888888889,1,0.118838282517,0.119647355163728,0.57469446942201,0.688239208227919
"193","DFO_NewfoundlandFall",0.12,0.118888888888889,1,0.119458074565989,0.119225037257824,0.803585143595971,0.954164198852462
"194","DFO_ScotianShelf",0.12,0.118888888888889,1,0.119844250569,0.121212121212121,0.708019526848701,0.917745703105994
"195","DFO_SoGulf",0.12,0.118888888888889,1,0.116091807934487,0.123655913978495,0.536520483772957,0.622238093657189
"196","NEFSC_NEUSSpring",0.12,0.118888888888889,1,0.119659294443991,0.119565217391304,0.779542573605641,0.854375254125767
"197","NWFSC_WCAnn",0.12,0.118888888888889,1,0.117194781361341,0.122270742358079,0.651545626458781,0.796645162878575
"198","SEFSC_GOMex",0.12,0.118888888888889,1,0.118978857407368,0.122448979591837,0.823200499154297,0.875953588161676
"199","AFSC_Aleutians",0.23,0.118888888888889,1,0.221266564097134,0.121212121212121,0.44670277267884,0.693855477952634
"200","AFSC_EBS",0.23,0.118888888888889,1,0.228715722337443,0.119645494830133,0.363141184303118,0.688873035929336
"201","AFSC_GOA",0.23,0.118888888888889,1,0.227469967881071,0.119647355163728,0.575012556530129,0.700542817697567
"202","DFO_NewfoundlandFall",0.23,0.118888888888889,1,0.229983855599153,0.119225037257824,0.792450261075817,0.920956247856683
"203","DFO_ScotianShelf",0.23,0.118888888888889,1,0.226506081838257,0.121212121212121,0.709645348967236,0.92922977405446
"204","DFO_SoGulf",0.23,0.118888888888889,1,0.228330405612615,0.123655913978495,0.570264482446434,0.691344822085642
"205","NEFSC_NEUSSpring",0.23,0.118888888888889,1,0.227674408982255,0.119565217391304,0.77929261124635,0.86455096430908
"206","NWFSC_WCAnn",0.23,0.118888888888889,1,0.228760798491771,0.122270742358079,0.750686634416799,0.824585189244243
"207","SEFSC_GOMex",0.23,0.118888888888889,1,0.222135384971705,0.122448979591837,0.816474821351934,0.89080981990616
"208","AFSC_Aleutians",0.34,0.118888888888889,1,0.335225892861854,0.121212121212121,0.467667943703751,0.648029242860887
"209","AFSC_EBS",0.34,0.118888888888889,1,0.336178419536623,0.119645494830133,0.436333768885292,0.750528866825185
"210","AFSC_GOA",0.34,0.118888888888889,1,0.339973478121265,0.119647355163728,0.583561207062066,0.744090839521989
"211","DFO_NewfoundlandFall",0.34,0.118888888888889,1,0.339973233344251,0.119225037257824,0.7843867832639,0.955400632208416
"212","DFO_ScotianShelf",0.34,0.118888888888889,1,0.338498525538399,0.121212121212121,0.659482083760489,0.860382223818408
"213","DFO_SoGulf",0.34,0.118888888888889,1,0.337053417783156,0.123655913978495,0.557973994218497,0.649813345090497
"214","NEFSC_NEUSSpring",0.34,0.118888888888889,1,0.337897595103608,0.119565217391304,0.772748573779594,0.884466248076715
"215","NWFSC_WCAnn",0.34,0.118888888888889,1,0.338659489855271,0.122270742358079,0.755039488117989,0.841158033995935
"216","SEFSC_GOMex",0.34,0.118888888888889,1,0.333509005698413,0.122448979591837,0.816736437068895,0.917763951809005
"217","AFSC_Aleutians",0.45,0.118888888888889,1,0.445127755850677,0.121212121212121,0.443929154744306,0.647337488119502
"218","AFSC_EBS",0.45,0.118888888888889,1,0.444715571983018,0.119645494830133,0.434088881591516,0.782987854645497
"219","AFSC_GOA",0.45,0.118888888888889,1,0.44460159966553,0.119647355163728,0.566488885181887,0.74000373550565
"220","DFO_NewfoundlandFall",0.45,0.118888888888889,1,0.449364279542243,0.119225037257824,0.775360725337894,0.891623815597994
"221","DFO_ScotianShelf",0.45,0.118888888888889,1,0.447785090380632,0.121212121212121,0.702607234589998,0.935676349907104
"222","DFO_SoGulf",0.45,0.118888888888889,1,0.41208380550104,0.123655913978495,0.507513685090621,0.675059757625985
"223","NEFSC_NEUSSpring",0.45,0.118888888888889,1,0.407175924957944,0.119565217391304,0.735358199237361,0.890153042513524
"224","NWFSC_WCAnn",0.45,0.118888888888889,1,0.43481240040826,0.122270742358079,0.713495090076562,0.852510780546315
"225","SEFSC_GOMex",0.45,0.118888888888889,1,0.449933919816941,0.122448979591837,0.779909862274167,0.884981725960199
"226","AFSC_Aleutians",0.56,0.118888888888889,1,0.526290385740963,0.121212121212121,0.450004177257059,0.694644174038742
"227","AFSC_EBS",0.56,0.118888888888889,1,0.559421874887155,0.119645494830133,0.436290605812979,0.789859969291764
"228","AFSC_GOA",0.56,0.118888888888889,1,0.53768483227905,0.119647355163728,0.583463976381227,0.76824007594542
"229","DFO_NewfoundlandFall",0.56,0.118888888888889,1,0.558826784726066,0.119225037257824,0.780970557657648,0.959794502779402
"230","DFO_ScotianShelf",0.56,0.118888888888889,1,0.555702312748737,0.121212121212121,0.683184625205146,0.919347435042393
"231","DFO_SoGulf",0.56,0.118888888888889,1,0.451548700830083,0.123655913978495,0.54080340920765,0.621055829556394
"232","NEFSC_NEUSSpring",0.56,0.118888888888889,1,0.556996225484218,0.119565217391304,0.77055023722614,0.895063903393184
