"","lat","lon","wave_npv"
"13355",58.625,209.625,-60862.3759341033
"13556",58.875,209.625,-44984.80078125
"13753",59.125,209.625,-44984.80078125
"13944",59.375,209.625,-88010.421560704
"12407",57.375,209.875,-151751.674332865
"12584",57.625,209.875,-151208.55703125
"12770",57.875,209.875,-97465.0144838483
"12958",58.125,209.875,-96751.4394745879
"13152",58.375,209.875,-61007.1330295139
"13356",58.625,209.875,-60743.0388869382
"13557",58.875,209.875,-49089.3841145833
"13754",59.125,209.875,-49089.3841145833
"13945",59.375,209.875,-95568.9765625
"12585",57.625,210.125,-152259.265625
"12771",57.875,210.125,-97224.1640625
"12959",58.125,210.125,-96418.6973090278
"13153",58.375,210.125,-60978.16015625
"13357",58.625,210.125,-60716.1232244318
"13558",58.875,210.125,-49448.53515625
"13755",59.125,210.125,-49448.53515625
"13946",59.375,210.125,-95568.9765625
"14122",59.625,210.125,-95568.9765625
"12586",57.625,210.375,-173911.175426136
"12772",57.875,210.375,-101846.81015625
"12960",58.125,210.375,-101852.454412775
"13154",58.375,210.375,-72089.0133865871
"13358",58.625,210.375,-71950.1277212079
"13559",58.875,210.375,-44221.5955010776
"13756",59.125,210.375,-44569.2707465278
"13947",59.375,210.375,-62187.0924627131
"14123",59.625,210.375,-63835.5805664062
"14295",59.875,210.375,-62599.2144886364
"12773",57.875,210.625,-102360.4375
"12961",58.125,210.625,-102360.4375
"13155",58.375,210.625,-73338.984375
"13359",58.625,210.625,-73338.984375
"13560",58.875,210.625,-43692.28515625
"13757",59.125,210.625,-44043.0706197331
"13948",59.375,210.625,-59302.23828125
"14124",59.625,210.625,-59302.23828125
"14296",59.875,210.625,-59302.23828125
"14457",60.125,210.625,-59302.23828125
"12774",57.875,210.875,-117300.875
"12962",58.125,210.875,-116601.11525632
"13156",58.375,210.875,-72261.340238764
"13360",58.625,210.875,-71257.5608072917
"13561",58.875,210.875,-27678.3437721946
"13758",59.125,210.875,-27699.3135775862
"13949",59.375,210.875,-10869.4929143732
"14125",59.625,210.875,-11482.5656405362
"14297",59.875,210.875,-10312.7946917654
"12775",57.875,211.125,-119168.4296875
"12963",58.125,211.125,-119168.4296875
"13157",58.375,211.125,-72154.90625
"13361",58.625,211.125,-72154.90625
"13562",58.875,211.125,-25853.970703125
"13759",59.125,211.125,-25626.1692328559
"13950",59.375,211.125,-5351.83837890625
"14126",59.625,211.125,-5351.83837890625
"14298",59.875,211.125,-5351.83837890625
"12964",58.125,211.375,-133819.43528054
"13158",58.375,211.375,-68328.7826544944
"13362",58.625,211.375,-67351.0930989583
"13563",58.875,211.375,-24293.1280064958
"13760",59.125,211.375,-24020.9526758304
"13951",59.375,211.375,-631.718988878974
"14127",59.625,211.375,-678.634609436721
"14299",59.875,211.375,-625.530021147295
"13159",58.375,211.625,-67898.34375
"13363",58.625,211.625,-67898.34375
"13564",58.875,211.625,-24117.533203125
"13761",59.125,211.625,-23850.5282767402
"13952",59.375,211.625,-87.0898284912109
"14128",59.625,211.625,-87.0898284912109
"14300",59.875,211.625,-87.0898284912109
"13364",58.625,211.875,-98492.4774946733
"13565",58.875,211.875,-31235.4339044744
"13762",59.125,211.875,-31138.385079921
"13953",59.375,211.875,-14663.174911499
"14129",59.625,211.875,-14621.7655788768
"14301",59.875,211.875,-14808.1075756767
"13566",58.875,212.125,-32046.333984375
"13763",59.125,212.125,-31696.6452554424
"13954",59.375,212.125,-16485.185546875
"14130",59.625,212.125,-16485.185546875
"13567",58.875,212.375,-61526.7127370084
"13764",59.125,212.375,-61540.3454145952
"13955",59.375,212.375,-35093.3336925287
"14131",59.625,212.375,-34857.7875134698
"13765",59.125,212.625,-64940.6455407303
"13956",59.375,212.625,-36977.703125
"14132",59.625,212.625,-36977.703125
"14304",59.875,212.625,-54543.6133256392
"14465",60.125,212.625,-57588.37109375
"13766",59.125,212.875,-104360.212254213
"13957",59.375,212.875,-41860.5549568966
"14133",59.625,212.875,-41977.390846946
"14305",59.875,212.875,-57588.37109375
"14466",60.125,212.875,-57588.37109375
"13767",59.125,213.125,-109598.8515625
"13958",59.375,213.125,-42423.9609375
"14134",59.625,213.125,-42594.3475684691
"14306",59.875,213.125,-57588.37109375
"14467",60.125,213.125,-57588.37109375
"13768",59.125,213.375,-89752.4971937859
"13959",59.375,213.375,-30475.7499122191
"14135",59.625,213.375,-30663.3474564986
"14307",59.875,213.375,11633.4156788793
"14468",60.125,213.375,12438.3201762355
"13960",59.375,213.625,-29131.576171875
"14136",59.625,213.625,-28571.2069639009
"14308",59.875,213.625,19620.544921875
"14469",60.125,213.625,19620.544921875
"13961",59.375,213.875,2677.77093505859
"14137",59.625,213.875,3123.86628389907
"14309",59.875,213.875,45758.072598544
"14470",60.125,213.875,45688.8239235102
"14616",60.375,213.875,45427.2178178267
"13962",59.375,214.125,6301.62060546875
"14138",59.625,214.125,6795.04089639353
"14310",59.875,214.125,48735.765625
"14471",60.125,214.125,48735.765625
"14617",60.375,214.125,48735.765625
"13963",59.375,214.375,37211.1719956987
"14139",59.625,214.375,37446.7070700906
"14311",59.875,214.375,32761.1962446733
"14472",60.125,214.375,32803.5192132994
"14618",60.375,214.375,32963.4059836648
"13964",59.375,214.625,41123.7734375
"14140",59.625,214.625,41008.0636097301
"14312",59.875,214.625,30941.30859375
"14473",60.125,214.625,30941.30859375
"13965",59.375,214.875,43191.6180752841
"14141",59.625,214.875,42155.5233477011
"14313",59.875,214.875,-39358.5007183908
"14474",60.125,214.875,-37679.880415483
"13966",59.375,215.125,43427.1953125
"14142",59.625,215.125,42417.0305477528
"14314",59.875,215.125,-46477.46875
"14143",59.625,215.375,21133.204920977
"14315",59.875,215.375,-167849.568181818
"14476",60.125,215.375,-170818.588002874
"14144",59.625,215.625,18858.8894708807
"14316",59.875,215.625,-183410.09375
"14145",59.625,215.875,-13085.0616002458
"14317",59.875,215.875,-110312.68840843
"14146",59.625,216.125,-16851.8097611351
"14318",59.875,216.125,-103835.703125
"14147",59.625,216.375,-36235.0792125355
"14319",59.875,216.375,-69417.3205818966
"13972",59.375,216.625,-38213.81640625
"14148",59.625,216.625,-38832.728959517
"14320",59.875,216.625,-65445.96875
"14481",60.125,216.625,-65445.96875
"13973",59.375,216.875,-78357.248244382
"14149",59.625,216.875,-79880.9393857759
"14321",59.875,216.875,-105010.670258621
"14150",59.625,217.125,-83438.6953125
"14322",59.875,217.125,-109575.828125
"14483",60.125,217.125,-109575.828125
"14151",59.625,217.375,-129704.368767556
"14323",59.875,217.375,-156450.375545058
"13976",59.375,217.625,-133856.53125
"14152",59.625,217.625,-133856.53125
"14324",59.875,217.625,-161929.21875
"14485",60.125,217.625,-161929.21875
"13977",59.375,217.875,-168151.384698276
"14153",59.625,217.875,-169165.535069444
"14325",59.875,217.875,-228912.980014535
"13787",59.125,218.125,-215253.927317416
"13978",59.375,218.125,-171624.28125
"14154",59.625,218.125,-171624.28125
"14326",59.875,218.125,-235783.109375
"13788",59.125,218.375,-228429.668323864
"13979",59.375,218.375,-223704.956896552
"14155",59.625,218.375,-223905.2671875
"14327",59.875,218.375,-235289.13372093
"13789",59.125,218.625,-229697.830933989
"13980",59.375,218.625,-229714.265625
"14156",59.625,218.625,-229714.265625
"14328",59.875,218.625,-233601.053195225
"14489",60.125,218.625,-235783.109375
"13790",59.125,218.875,-259332.928340517
"13981",59.375,218.875,-295276.725
"14157",59.625,218.875,-293305.760537791
"13393",58.625,219.125,-337708.745383523
"13594",58.875,219.125,-262752.40625
"13791",59.125,219.125,-263199.770114943
"13982",59.375,219.125,-301673.0625
"14158",59.625,219.125,-301673.0625
"13394",58.625,219.375,-332450.75862069
"13595",58.875,219.375,-306872.602879213
"13792",59.125,219.375,-307893.335763889
"13983",59.375,219.375,-355646.22341954
"14159",59.625,219.375,-353031.8984375
"13395",58.625,219.625,-331073.582162921
"13596",58.875,219.625,-311836.125
"13793",59.125,219.625,-312387.633522727
"13984",59.375,219.625,-360368.875
"14160",59.625,219.625,-360368.875
"13396",58.625,219.875,-274070.201766304
"13597",58.875,219.875,-300062.418103448
"13794",59.125,219.875,-300651.103448276
"13985",59.375,219.875,-407046.777083333
"14161",59.625,219.875,-406889.744612069
"13397",58.625,220.125,-267373.535814607
"13598",58.875,220.125,-299032.21875
"13795",59.125,220.125,-299032.21875
"13986",59.375,220.125,-411600.71875
"14162",59.625,220.125,-411600.71875
"14334",59.875,220.125,-411600.71875
"13194",58.375,220.375,-200384.963721264
"13398",58.625,220.375,-201193.022090517
"13599",58.875,220.375,-272911.129166667
"13796",59.125,220.375,-272703.269037356
"14163",59.625,220.375,-411600.71875
"14335",59.875,220.375,-411600.71875
"13195",58.375,220.625,-196344.671875
"13399",58.625,220.625,-196344.671875
"13600",58.875,220.625,-268892.5
"13797",59.125,220.625,-268892.5
"13988",59.375,220.625,-361328.505326705
"13196",58.375,220.875,-165000.024286685
"13400",58.625,220.875,-165337.063508065
"13601",58.875,220.875,-259498.14453125
"13798",59.125,220.875,-259425.991263441
"12991",58.125,221.125,-131255.671875
"13197",58.375,221.125,-160743.34375
"13401",58.625,221.125,-160743.34375
"13602",58.875,221.125,-258156.09375
"13799",59.125,221.125,-258156.09375
"12992",58.125,221.375,-88861.5590876437
"13198",58.375,221.375,-138308.380387931
"13402",58.625,221.375,-138308.380387931
"13603",58.875,221.375,-250012.935416667
"13800",59.125,221.375,-249932.707255747
"12993",58.125,221.625,-84568.484375
"13199",58.375,221.625,-136646.53125
"13403",58.625,221.625,-137928.176136364
"13604",58.875,221.625,-249431.28125
"12994",58.125,221.875,-33098.9193606322
"13200",58.375,221.875,-125411.83125
"13404",58.625,221.875,-125791.748641304
"13605",58.875,221.875,-235032.689295977
"12995",58.125,222.125,-29960.53125
"13201",58.375,222.125,-124163.53125
"13405",58.625,222.125,-124163.53125
"13606",58.875,222.125,-203355.786997126
"12802",57.875,222.375,-16930.7405635534
"12996",58.125,222.375,-21002.684375
"13202",58.375,222.375,-104318.701793324
"13406",58.625,222.375,-103582.424838362
"12803",57.875,222.625,-15643.84765625
"12997",58.125,222.625,-17607.8033558239
"13203",58.375,222.625,-102057.8984375
"12804",57.875,222.875,-26171.8377574574
"12998",58.125,222.875,-25824.7611607143
"13204",58.375,222.875,-96093.8797940341
"12805",57.875,223.125,-27081.6640625
"12999",58.125,223.125,-27081.6640625
"13205",58.375,223.125,-72900.4739583333
"12434",57.375,223.375,97295.9302026099
"12618",57.625,223.375,97276.16171875
"12267",57.125,223.625,174798.429424157
"12435",57.375,223.625,99075.09375
"12619",57.625,223.625,99075.09375
"12103",56.875,223.875,203072.843580163
"12268",57.125,223.875,201864.679429945
"12436",57.375,223.875,110830.07657967
"11944",56.625,224.125,209665.083220109
"12104",56.875,224.125,206045.4375
"12269",57.125,224.125,206045.4375
"12437",57.375,224.125,141863.23125
"11785",56.375,224.375,217525.744225543
"11945",56.625,224.375,217610.784340659
"12105",56.875,224.375,207277.38125
"12270",57.125,224.375,206045.4375
"11305",55.625,224.625,74531.7718240489
"11465",55.875,224.625,169892.515625
"11626",56.125,224.625,170946.262567935
"11786",56.375,224.625,218364.875
"11946",56.625,224.625,218364.875
"12271",57.125,224.625,206045.4375
"11306",55.625,224.875,92993.7430366848
"11466",55.875,224.875,146983.900705645
"11627",56.125,224.875,147037.845638736
"11787",56.375,224.875,211141.840013587
"11947",56.625,224.875,218364.875
"12272",57.125,224.875,206045.4375
"11152",55.375,225.125,93640.1796875
"11307",55.625,225.125,95281.767641129
"11467",55.875,225.125,144529.40625
"11628",56.125,225.125,144529.40625
"11788",56.375,225.125,186262.497282609
"11153",55.375,225.375,62283.4891633065
"11308",55.625,225.375,60931.8742781929
"11468",55.875,225.375,39873.3983301854
"11629",56.125,225.375,39763.7534816576
"10873",54.875,225.625,34433.3125
"11008",55.125,225.625,34959.9905913979
"11154",55.375,225.625,58923.84375
"11309",55.625,225.625,58290.4139351223
"11469",55.875,225.625,29786.072265625
"11630",56.125,225.625,29786.072265625
"10746",54.625,225.875,48930.0385222739
"10874",54.875,225.875,65391.1968085106
"11009",55.125,225.875,64558.2936126374
"11155",55.375,225.875,36738.9015957447
"11310",55.625,225.875,37298.7914402174
"11470",55.875,225.875,30353.9661100618
"10628",54.375,226.125,52593.59765625
"10747",54.625,226.125,52762.171875
"10875",54.875,226.125,68271
"11010",55.125,226.125,67562.1256648936
"11156",55.375,226.125,34953.90625
"11311",55.625,226.125,34953.90625
"11471",55.875,226.125,31976.7844981318
"10629",54.375,226.375,35948.5911595395
"10748",54.625,226.375,35386.2879704301
"10876",54.875,226.375,-28171.7965389785
"11011",55.125,226.375,-28073.1338315217
"11157",55.375,226.375,27105.7897418478
"11312",55.625,226.375,34953.90625
"11472",55.875,226.375,33620.2716733871
"10630",54.375,226.625,34206.671875
"10749",54.625,226.625,32669.9957997312
"10877",54.875,226.625,-37248.765625
"11012",55.125,226.625,-37248.765625
"11473",55.875,226.625,34842.7700352823
"10750",54.625,226.875,-51076.1080729167
"10878",54.875,226.875,-39861.7387483016
"10751",54.625,227.125,-59102.72265625
"10633",54.375,227.375,-186807.372409539
"8208",49.375,232.625,130901.109157986
"8295",49.625,232.625,113296.672755282
"8100",49.125,232.875,170479.754181338
"8209",49.375,232.875,153173.421766493
"8296",49.625,232.875,94514.9762736576
"8101",49.125,233.125,200371.515190972
"8210",49.375,233.125,161167.447973279
"8297",49.625,233.125,13415.0498180651
"7990",48.875,233.375,223131.724411232
"8102",49.125,233.375,212907.235231164
"7879",48.625,233.625,221739.392795139
"7991",48.875,233.625,241842.764982877
"8103",49.125,233.625,203646.644474638
"8212",49.375,233.625,-72321.9216768569
"7766",48.375,233.875,200700.730308219
"7880",48.625,233.875,234443.346532534
"7992",48.875,233.875,244970.023654514
"8104",49.125,233.875,104088.969365368
"7644",48.125,234.125,154483.891481164
"7767",48.375,234.125,199710.434895833
"7881",48.625,234.125,224792.875214041
"7993",48.875,234.125,214303.546875
"7406",47.625,234.375,66943.4566031678
"7524",47.875,234.375,102770.056423611
"7646",48.125,234.375,149557.503317637
"7768",48.375,234.375,183127.94327911
"7882",48.625,234.375,198603.413628472
"7994",48.875,234.375,153361.825704225
"7407",47.625,234.625,79817.8014768836
"7526",47.875,234.625,89343.314640411
"7648",48.125,234.625,130036.509114583
"7769",48.375,234.625,154455.467465753
"7883",48.625,234.625,154436.544454225
"7995",48.875,234.625,-101171.042322293
"3416",40.125,234.875,187145.857445988
"4380",42.125,234.875,144482.827256944
"4963",43.125,234.875,155273.715768914
"5297",43.625,234.875,164062.403125
"5469",43.875,234.875,141872.510896382
"5638",44.125,234.875,110501.0178125
"5800",44.375,234.875,80085.976068038
"5958",44.625,234.875,75954.0727083333
"6105",44.875,234.875,105468.512035473
"6590",45.875,234.875,132422.891652961
"6833",46.375,234.875,130208.514252534
"6949",46.625,234.875,130604.242495888
"7064",46.875,234.875,140793.922291667
"7179",47.125,234.875,133117.408120599
"7293",47.375,234.875,120002.030381944
"7408",47.625,234.875,98479.5153125
"7528",47.875,234.875,77728.4337542808
"7650",48.125,234.875,99489.5494434931
"7771",48.375,234.875,117440.148220486
"7884",48.625,234.875,72966.0904076805
"3298",39.875,235.125,162560.239390432
"3417",40.125,235.125,200333.789634146
"3544",40.375,235.125,210249.640424679
"3926",41.125,235.125,207036.094561688
"4034",41.375,235.125,203263.708719136
"4145",41.625,235.125,213971.467948718
"4258",41.875,235.125,202723.414569805
"4381",42.125,235.125,170870.39140625
"4507",42.375,235.125,130128.074424342
"4648",42.625,235.125,121544.20065269
"4797",42.875,235.125,161016.990953947
"4964",43.125,235.125,189929.472070313
"5129",43.375,235.125,201380.394583333
"5298",43.625,235.125,190451.374188312
"5470",43.875,235.125,171865.925730519
"5639",44.125,235.125,142954.987012987
"5801",44.375,235.125,101014.191300676
"5959",44.625,235.125,100849.114517405
"6106",44.875,235.125,134973.670269692
"6236",45.125,235.125,157978.220189145
"6354",45.375,235.125,167652.873149671
"6472",45.625,235.125,166087.408783784
"6591",45.875,235.125,161513.63125
"6713",46.125,235.125,168121.256756757
"6834",46.375,235.125,160045.699486301
"6950",46.625,235.125,158612.590967466
"7065",46.875,235.125,171381.299197635
"7180",47.125,235.125,163896.909791667
"7294",47.375,235.125,136154.708846831
"7410",47.625,235.125,111076.356913527
"7530",47.875,235.125,76730.5752354452
"7652",48.125,235.125,68619.7431911892
"7773",48.375,235.125,63292.9020589193
"7885",48.625,235.125,-22030.7124625428
"3299",39.875,235.375,156804.549733232
"3418",40.125,235.375,194124.161787975
"3545",40.375,235.375,218981.911914063
"3674",40.625,235.375,246725.846989329
"3804",40.875,235.375,247147.604767628
"3927",41.125,235.375,219567.887695312
"4035",41.375,235.375,201448.169270833
"4146",41.625,235.375,216983.313085937
"4259",41.875,235.375,207477.923061709
"4382",42.125,235.375,173971.095373377
"4509",42.375,235.375,132583.568509615
"4650",42.625,235.375,104607.932280335
"4799",42.875,235.375,147365.314916041
"4966",43.125,235.375,197886.700320513
"5131",43.375,235.375,221190.778333333
"5299",43.625,235.375,208770.34869462
"5472",43.875,235.375,181762.090371622
"5641",44.125,235.375,144668.473557692
"5803",44.375,235.375,107216.978125
"5961",44.625,235.375,116815.17125
"6108",44.875,235.375,153236.605012175
"6238",45.125,235.375,184222.853040541
"6355",45.375,235.375,201692.116680195
"6473",45.625,235.375,203365.627083333
"6593",45.875,235.375,193558.336686644
"6714",46.125,235.375,198082.819490132
"6835",46.375,235.375,187183.53589527
"6952",46.625,235.375,180540.073202055
"7067",46.875,235.375,189870.055743243
"7182",47.125,235.375,181709.739442568
"7296",47.375,235.375,147845.433804899
"7412",47.625,235.375,85449.0024414062
"7532",47.875,235.375,-11578.3886651862
"3420",40.125,235.625,115816.823069126
"3547",40.375,235.625,143114.059900061
"3676",40.625,235.625,188736.843958333
"3806",40.875,235.625,232997.211612654
"3928",41.125,235.625,213883.818829114
"4036",41.375,235.625,192585.65585443
"4148",41.625,235.625,208999.286458333
"4261",41.875,235.625,179755.047010977
"4384",42.125,235.625,93719.1636994191
"4511",42.375,235.625,73453.6308262712
"4652",42.625,235.625,-1428.56740067645
"5133",43.375,235.625,168408.797800164
"5301",43.625,235.625,198748.89375
"5474",43.875,235.625,170590.906052215
"5643",44.125,235.625,133415.359803082
"5805",44.375,235.625,91469.116386218
"5963",44.625,235.625,111927.771642736
"6110",44.875,235.625,160892.356331169
"6240",45.125,235.625,197945.483541667
"6357",45.375,235.625,222149.259501689
"6475",45.625,235.625,223187.410361842
"6595",45.875,235.625,207689.694467905
"6716",46.125,235.625,219145.51097973
"6837",46.375,235.625,208229.13
"6954",46.625,235.625,188788.839166667
"7069",46.875,235.625,189207.080946181
"7184",47.125,235.625,168486.302226027
"3018",39.125,235.875,241404.583912037
"3108",39.375,235.875,200385.577743902
"3205",39.625,235.875,130844.231640625
"3301",39.875,235.875,33181.6213557546
"3422",40.125,235.875,-89854.7133026123
"3808",40.875,235.875,117861.189692659
"3930",41.125,235.875,129924.784465681
"4038",41.375,235.875,120367.730143229
"5303",43.625,235.875,141519.233108108
"5476",43.875,235.875,112001.533070347
"5645",44.125,235.875,59012.695485026
"5807",44.375,235.875,33547.5332889041
"5965",44.625,235.875,39153.3188413149
"6112",44.875,235.875,117724.0328125
"6242",45.125,235.875,187378.921458333
"6359",45.375,235.875,220879.071854441
"6477",45.625,235.875,224444.754922945
"6597",45.875,235.875,200001.162006579
"6718",46.125,235.875,149402.553958333
"6839",46.375,235.875,109666.55364405
"6956",46.625,235.875,106688.614416174
"2867",38.625,236.125,220958.786709337
"2936",38.875,236.125,251799.684260671
"3019",39.125,236.125,220839.375096451
"3109",39.375,236.125,147187.264781057
"3207",39.625,236.125,48546.6996832127
"3303",39.875,236.125,-88029.4351387593
"2741",38.125,236.375,212709.785251524
"2803",38.375,236.375,205624.136623476
"2869",38.625,236.375,161508.687261814
"2938",38.875,236.375,70710.1964447464
"2679",37.875,236.625,221620.880271084
"2743",38.125,236.625,227833.652108434
"2805",38.375,236.625,165533.966445551
"2871",38.625,236.625,-5796.46405194257
"2562",37.375,236.875,173945.733245482
"2619",37.625,236.875,148088.807181852
"2681",37.875,236.875,178920.660109187
"2745",38.125,236.875,154639.91032298
"2807",38.375,236.875,19608.7290978065
"2443",36.875,237.125,146655.280698529
"2501",37.125,237.125,166953.406063988
"2563",37.375,237.125,140958.997189405
"2621",37.625,237.125,56480.9398251488
"2683",37.875,237.125,-25481.7853209714
"2444",36.875,237.375,152231.734751506
"2503",37.125,237.375,136342.810146837
"2565",37.375,237.375,76442.5395680147
"2623",37.625,237.375,-18264.2537856504
"2342",36.375,237.625,154072.832485465
"2445",36.875,237.625,131655.279113051
"2505",37.125,237.625,24417.1710495722
"2294",36.125,237.875,134822.800037202
"2343",36.375,237.875,153580.422898065
"2393",36.625,237.875,125308.787775735
"2447",36.875,237.875,7261.29659262048
"2148",35.375,238.125,103558.475305316
"2199",35.625,238.125,86865.7518601191
"2248",35.875,238.125,82286.0522058824
"2295",36.125,238.125,76652.0815662202
"2345",36.375,238.125,48742.6774773849
"2394",36.625,238.125,32127.3075317383
"2449",36.875,238.125,-166355.35394436
"2028",34.875,238.375,126039.298146802
"2092",35.125,238.375,131022.289705882
"2149",35.375,238.375,119063.247728924
"2200",35.625,238.375,87197.205031622
"2249",35.875,238.375,7810.73232926994
"2297",36.125,238.375,-119072.464529855
"1960",34.625,238.625,149130.253815407
"2029",34.875,238.625,147026.710755814
"2093",35.125,238.625,139123.336391715
"2150",35.375,238.625,120605.856341912
"2201",35.625,238.625,37522.1641306323
"2251",35.875,238.625,-109159.627670095
"1961",34.625,238.875,158539.452947443
"2031",34.875,238.875,146917.055854885
"2095",35.125,238.875,126864.208180147
"2151",35.375,238.875,73250.2642964208
"2203",35.625,238.875,-71610.6798304116
"1820",34.125,239.125,125718.230513649
"1894",34.375,239.125,145475.228627874
"1963",34.625,239.125,158457.214439655
"2033",34.875,239.125,137960.225835756
"2097",35.125,239.125,62755.5491687863
"2153",35.375,239.125,-63826.2749755859
"1686",33.625,239.375,75384.8180226293
"1821",34.125,239.375,105337.958872126
"1895",34.375,239.375,81897.774247603
"1965",34.625,239.375,63410.6043254573
"2035",34.875,239.375,42224.9791015625
"2099",35.125,239.375,-122010.958448841
"1552",33.125,239.625,25401.1329640356
"1620",33.375,239.625,56503.267134233
"1687",33.625,239.625,61192.6954179244
"1755",33.875,239.625,-44701.941628196
"1822",34.125,239.625,-12483.6513840248
"1897",34.375,239.625,-142766.517073006
"1422",32.625,239.875,-71731.8887606534
"1487",32.875,239.875,-13915.8488318703
"1553",33.125,239.875,16419.5369188097
"1621",33.375,239.875,27148.1849309748
"1688",33.625,239.875,-26130.5807828036
"1756",33.875,239.875,-229889.474272629
"1824",34.125,239.875,-167288.886314655
"1899",34.375,239.875,-262144.813953488
"1423",32.625,240.125,-76826.8128511236
"1622",33.375,240.125,-35550.5828322507
"1689",33.625,240.125,-135975.444818606
"1757",33.875,240.125,-308703.439080056
"1826",34.125,240.125,-227154.565225291
"1901",34.375,240.125,-270750.948635057
"1424",32.625,240.375,-79102.4120205966
"1827",34.125,240.375,-276393.648082386
"1902",34.375,240.375,-273887.995150862
"1828",34.125,240.625,-311102.547772989
"1903",34.375,240.625,-305285.823258197
"1760",33.875,240.875,-355957.279454023
"1829",34.125,240.875,-343404.861550633
"1427",32.625,241.125,-180689.819539835
"1693",33.625,241.125,-305128.09866573
"1761",33.875,241.125,-323263
"1830",34.125,241.125,-327805.065848214
"1428",32.625,241.375,-223167.155196629
"1493",32.875,241.375,-299940.59556686
"1627",33.375,241.375,-324937.410973837
"1694",33.625,241.375,-300455.712912088
"1762",33.875,241.375,-295429.776988636
"1429",32.625,241.625,-253060.765451389
"1560",33.125,241.625,-344844.181107955
"1628",33.375,241.625,-339703.543103448
"1695",33.625,241.625,-295821.359730114
"1763",33.875,241.625,-283549.922596154
"1495",32.875,241.875,-364362.639367816
"1561",33.125,241.875,-328096.182471264
"1629",33.375,241.875,-323989.288804945
"1696",33.625,241.875,-281490.144396552
"1431",32.625,242.125,-273466.463245739
"1496",32.875,242.125,-318645.032670455
"1562",33.125,242.125,-317097.472527473
"1630",33.375,242.125,-298069.551235465
"1697",33.625,242.125,-271708.735977564
"1497",32.875,242.375,-287591.687326389
"1563",33.125,242.375,-290980.431686047
"1631",33.375,242.375,-298372.819324713
"1433",32.625,242.625,-236817.392045455
"1498",32.875,242.625,-261730.027119253
"1564",33.125,242.625,-269490.877757353
"88",26.625,262.625,-283291.240234375
"105",26.875,262.625,-300553.541015625
"135",27.125,262.625,-303333.671195652
"176",27.375,262.625,-312190.228693182
"39",25.875,262.875,-221364.603236607
"55",26.125,262.875,-259625.098493304
"72",26.375,262.875,-257656.582589286
"89",26.625,262.875,-252210.876116071
"108",26.875,262.875,-282494.589717742
"137",27.125,262.875,-285237.145285088
"178",27.375,262.875,-271741.700255102
"222",27.625,262.875,-259679.848214286
"271",27.875,262.875,-301598.106818182
"41",25.875,263.125,-206504.723214286
"57",26.125,263.125,-216446.161272321
"74",26.375,263.125,-230815.833512931
"92",26.625,263.125,-245912.3515625
"110",26.875,263.125,-278555.068965517
"139",27.125,263.125,-284444.195790816
"179",27.375,263.125,-263646.700892857
"225",27.625,263.125,-260244.236049107
"274",27.875,263.125,-300110.692522321
"341",28.125,263.125,-355898.789504717
"60",26.125,263.375,-233677.387207031
"77",26.375,263.375,-255165.269405242
"93",26.625,263.375,-271519.496930804
"111",26.875,263.375,-298197.435185185
"141",27.125,263.375,-302505.083333333
"181",27.375,263.375,-283823.331473214
"226",27.625,263.375,-281777.666294643
"275",27.875,263.375,-306625.208705357
"343",28.125,263.375,-325241.612723214
"62",26.125,263.625,-267565.541294643
"79",26.375,263.625,-286279.140066964
"96",26.625,263.625,-306785.200892857
"184",27.375,263.625,-317365.629464286
"229",27.625,263.625,-313235.732142857
"278",27.875,263.625,-304037.864955357
"345",28.125,263.625,-297855.775111607
"444",28.375,263.625,-321796.453683036
"230",27.625,263.875,-340575.270089286
"279",27.875,263.875,-310501.160714286
"346",28.125,263.875,-296463.3515625
"446",28.375,263.875,-307398.351004464
"556",28.625,263.875,-311370.656839623
"233",27.625,264.125,-347154.614955357
"282",27.875,264.125,-308035.247767857
"349",28.125,264.125,-284512.3671875
"448",28.375,264.125,-282313.157924107
"559",28.625,264.125,-283586.91796875
"235",27.625,264.375,-350539.768973214
"283",27.875,264.375,-308673.969308036
"350",28.125,264.375,-284600.488839286
"450",28.375,264.375,-277041.909040179
"561",28.625,264.375,-284425.620535714
"676",28.875,264.375,-300547.263888889
"286",27.875,264.625,-320670.46875
"352",28.125,264.625,-295452.909040179
"452",28.375,264.625,-278228.266183036
"562",28.625,264.625,-271605.443917411
"679",28.875,264.625,-265950.889229911
"287",27.875,264.875,-335672.5859375
"355",28.125,264.875,-303538.173549107
"454",28.375,264.875,-277140.003348214
"565",28.625,264.875,-263768.546037946
"681",28.875,264.875,-279514.229910714
"789",29.125,264.875,-310793.910610465
"290",27.875,265.125,-347307.857142857
"356",28.125,265.125,-314101.087611607
"456",28.375,265.125,-289239.235491071
"567",28.625,265.125,-281771.930803571
"682",28.875,265.125,-303570.19625
"792",29.125,265.125,-305661.124431818
"291",27.875,265.375,-364268.413504464
"359",28.125,265.375,-334191.215959821
"457",28.375,265.375,-315099.073102679
"569",28.625,265.375,-311921.767099057
"685",28.875,265.375,-310521.658564815
"793",29.125,265.375,-297361.9375
"898",29.375,265.375,-293156.417151163
"293",27.875,265.625,-385801.851715686
"360",28.125,265.625,-361522.393973214
"459",28.375,265.625,-345743.758928571
"571",28.625,265.625,-332517.528891509
"686",28.875,265.625,-321595.801339286
"796",29.125,265.625,-321971.073660714
"900",29.375,265.625,-327152.430625
"986",29.625,265.625,-319187.8125
