"","region","tempstep","sizestep","repnum","temprng","size","meanturnIndiv","sdturnIndiv","netwrkturn","sdnetwrkturn"
"399","gmex",0.01,0.2,1,0.274212041955911,0.0643642072213501,0.29098776367008,0.0576022890724345,0.0428649535565464,0.0296844076331605
"400","goa",0.01,0.2,1,0.161276544294542,0.049306625577812,0.296239473469032,0.0513077069237792,0.115788273761466,0.0732692014637006
"401","maritime",0.01,0.2,1,0.36668304579846,0.02710027100271,0.426304392630957,0.0870840941711731,0.210692260688384,0.169373840648287
"402","neus",0.01,0.2,1,0.614248635331265,0.0432900432900433,0.460660366016085,0.0901289959799089,0.231395523874075,0.182350269068009
"403","newf",0.01,0.2,1,0.656780489707173,0.0329593267882188,0.35894184508709,0.139838779186895,0.0962574986487977,0.0738291703748211
"404","seus",0.01,0.2,1,0.570964822889634,0.0697674418604651,0.470911484531746,0.156304925221597,0.15068582420296,0.0904246397841423
"405","wc",0.01,0.2,1,0.638878154868038,0.0338164251207729,0.383249402509761,0.203607452595396,0.139852164044367,0.089973684861164
"406","bc",0.1,0.2,1,0.484094953276494,0.20353982300885,0.419703690042551,0.159648840597397,0.076040710022729,0.0515612496930641
"407","ebs",0.1,0.2,1,0.109173829587503,0.200385356454721,0.413311988884122,0.0849508774167765,0.0951741068804823,0.0714878601456268
"408","gmex",0.1,0.2,1,0.0999864358600467,0.20094191522763,0.33660750648885,0.128500977145353,0.0284522870222524,0.0207514620430181
"409","goa",0.1,0.2,1,0.291005227640448,0.200308166409861,0.423961257525258,0.154577124254756,0.107312140695394,0.0687955340987803
"410","maritime",0.1,0.2,1,0.449251797668841,0.200542005420054,0.493241446627074,0.127411331966205,0.171928558422104,0.140376263928714
"411","neus",0.1,0.2,1,0.0988682300408788,0.201298701298701,0.432430776231489,0.0705439042549828,0.179473805566633,0.131202203893545
"412","newf",0.1,0.2,1,0.149857222769803,0.200561009817672,0.423737595000109,0.0953755888832646,0.079391410655302,0.0738949758641825
"413","seus",0.1,0.2,1,0.0995818124089747,0.201550387596899,0.374488686057595,0.0577486875916973,0.0934778780235515,0.0614052711677685
"414","wc",0.1,0.2,1,0.248871189959689,0.202898550724638,0.344352439129533,0.0800366492718011,0.0567035793086138,0.0476742856544618
"415","bc",0.2,0.2,1,0.39283671291537,0.20353982300885,0.451593205449259,0.186609817389177,0.0689108227865367,0.0524201927112996
"416","ebs",0.2,0.2,1,0.199911692141336,0.200385356454721,0.434994579559865,0.105611201048114,0.095849838286226,0.0724726160746193
"417","gmex",0.2,0.2,1,0.198671677661842,0.20094191522763,0.306388295513603,0.100706407989501,0.0283378886855622,0.0215207051485836
"418","goa",0.2,0.2,1,0.199572182890175,0.200308166409861,0.341414900202883,0.131364314712617,0.104676655184488,0.0664093077955157
"419","maritime",0.2,0.2,1,0.199426991152682,0.200542005420054,0.523620529967827,0.0789015050469282,0.158376653256315,0.129723972838501
"420","neus",0.2,0.2,1,0.19963007394633,0.201298701298701,0.443395087646084,0.084659438500622,0.186889384020986,0.140726934147248
"421","newf",0.2,0.2,1,0.199899929929978,0.200561009817672,0.404717971363097,0.092668532398015,0.0815766193630635,0.0704875504748201
"422","seus",0.2,0.2,1,0.777085342818416,0.201550387596899,0.599915015798532,0.16320954211769,0.106704305876705,0.0584821489106994
"423","wc",0.2,0.2,1,0.198375179612369,0.202898550724638,0.344522952370363,0.0934764818960918,0.0594711685114961,0.049505965772483
"424","bc",0.3,0.2,1,0.291229981906361,0.20353982300885,0.424195554638054,0.145775247794975,0.0803173465179574,0.0544401087229288
"425","ebs",0.3,0.2,1,0.299840638883024,0.200385356454721,0.445234670182994,0.0941042436968521,0.0985484985360502,0.0752116707130288
"426","gmex",0.3,0.2,1,0.29691403951538,0.20094191522763,0.309090950634528,0.130268785503923,0.0282160961480643,0.0210090002431036
"427","goa",0.3,0.2,1,0.293230893035352,0.200308166409861,0.327272864741098,0.10712350544491,0.102349216052426,0.0658522023912867
"428","maritime",0.3,0.2,1,0.29980778069375,0.200542005420054,0.514262788308451,0.0905774954924791,0.158217377416694,0.132301418490642
"429","neus",0.3,0.2,1,0.299071832829929,0.201298701298701,0.468844986689411,0.0889919247972489,0.17892163937141,0.130673376776323
"430","newf",0.3,0.2,1,0.299144805690485,0.200561009817672,0.466811473891068,0.12670607934679,0.072212781291003,0.0782109926798354
"431","seus",0.3,0.2,1,0.249790337152583,0.201550387596899,0.379438147411386,0.0752704158962123,0.0913133741377923,0.0600039005666069
"432","wc",0.3,0.2,1,0.296879013846244,0.202898550724638,0.365294552137449,0.129490530465731,0.0623641103448297,0.0517220453766755
"433","bc",0.4,0.2,1,0.399631933260871,0.20353982300885,0.39439389782391,0.125354529523255,0.0778916861478414,0.0517805934478922
"434","ebs",0.4,0.2,1,0.399968190307717,0.200385356454721,0.436158550012923,0.110967480273547,0.0921598798396743,0.0710014520211894
"435","gmex",0.4,0.2,1,0.5202900089637,0.20094191522763,0.273386165185507,0.0676822185236248,0.0341513430903215,0.0229180144510124
"436","goa",0.4,0.2,1,0.39965255442066,0.200308166409861,0.395763971707969,0.148980820900803,0.111252547519617,0.0700338142252198
"437","maritime",0.4,0.2,1,0.399326794005583,0.200542005420054,0.503160565471989,0.0851254622367803,0.148529168179103,0.1296032441867
"438","neus",0.4,0.2,1,0.391834277485238,0.201298701298701,0.43634247841884,0.0632867471546105,0.180563639449754,0.134743048075929
"439","newf",0.4,0.2,1,0.399521220644437,0.200561009817672,0.397027580672034,0.109562167181588,0.0717490500762994,0.0644873948787188
"440","seus",0.4,0.2,1,0.395206505382425,0.201550387596899,0.570478383043397,0.145241833698533,0.103203874203895,0.056191135485092
"441","wc",0.4,0.2,1,0.394085480513554,0.202898550724638,0.41726820531945,0.141501372217757,0.0650838121383735,0.0501439601191892
"442","bc",0.5,0.2,1,0.493793408759685,0.20353982300885,0.370080339184828,0.114121595667395,0.0708614265794899,0.0481483485195032
"443","ebs",0.5,0.2,1,0.49914639705804,0.200385356454721,0.440550808310119,0.118312439921749,0.0893884074002857,0.0683221993401875
"444","gmex",0.5,0.2,1,0.492044823747475,0.20094191522763,0.308006273658507,0.129505838390477,0.0273655234067592,0.0205261750430578
"445","goa",0.5,0.2,1,0.498496516553903,0.200308166409861,0.36202730620352,0.142236076618369,0.0997865978247887,0.0649061553099318
"446","maritime",0.5,0.2,1,0.498728830709263,0.200542005420054,0.492434599530104,0.125747466085808,0.161260552843607,0.136025287837938
"447","neus",0.5,0.2,1,0.484909897151508,0.201298701298701,0.443667958134752,0.0800402469993859,0.179920728288161,0.134586044179929
"448","newf",0.5,0.2,1,0.494284213830775,0.200561009817672,0.410301815231276,0.115350878450438,0.0616907400493856,0.0638031061517404
"449","seus",0.5,0.2,1,0.490419619473568,0.201550387596899,0.383044088187636,0.0834627982711395,0.0930445889320953,0.0599562734293814
"450","wc",0.5,0.2,1,0.499132542024202,0.202898550724638,0.375775505160541,0.141364917479585,0.0585100457227713,0.049516622669179
"451","bc",0.6,0.2,1,0.594372845289761,0.20353982300885,0.380582707275986,0.140076541904355,0.0673351859040515,0.0489434978903534
"452","ebs",0.6,0.2,1,0.599679486173473,0.200385356454721,0.434850295756531,0.0924028873622124,0.086412488581461,0.0678154703341082
"453","gmex",0.6,0.2,1,0.598085266804263,0.20094191522763,0.293357054268423,0.117808279802696,0.0279639556349528,0.020879019989736
"454","goa",0.6,0.2,1,0.591049508793481,0.200308166409861,0.357725536496977,0.146477708287104,0.0994274798405938,0.0646065783641892
"455","maritime",0.6,0.2,1,0.596496829011726,0.200542005420054,0.455156622205826,0.13591677372151,0.192340388677366,0.146085118368914
"456","neus",0.6,0.2,1,0.585881828487473,0.201298701298701,0.464310237647768,0.0825088869828496,0.176679046202687,0.129457143709775
"457","newf",0.6,0.2,1,0.578369142076346,0.200561009817672,0.412467691710167,0.127453565092621,0.0633162456788261,0.0668123144503236
"458","seus",0.6,0.2,1,0.596841049909655,0.201550387596899,0.462526931273962,0.148924744528627,0.101357650683959,0.0601070621407967
"459","wc",0.6,0.2,1,0.572160594338397,0.202898550724638,0.429961390395346,0.16726284720679,0.0609771985318526,0.0497806199084605
"460","bc",0.7,0.2,1,0.690733014625764,0.20353982300885,0.422451288648922,0.16201578579689,0.0673979222553255,0.0485047833538241
"461","ebs",0.7,0.2,1,0.698660909751192,0.200385356454721,0.435765946518104,0.092860668706997,0.0865393529753419,0.0676398655094589
"462","gmex",0.7,0.2,1,0.695109507446202,0.20094191522763,0.306713570552627,0.115593763480208,0.0283643818587798,0.0210316525209554
"463","goa",0.7,0.2,1,0.676436929568856,0.200308166409861,0.365603020560583,0.158293048070171,0.095307699749631,0.0625615545085079
"464","maritime",0.7,0.2,1,0.694487588731142,0.200542005420054,0.455104082339493,0.121602728240227,0.18236453482045,0.146341975314262
"465","neus",0.7,0.2,1,0.687282446797254,0.201298701298701,0.4576273690199,0.0927257612005656,0.17697360755791,0.129628969550453
"466","newf",0.7,0.2,1,0.675151613954763,0.200561009817672,0.400565031976836,0.112252723389363,0.0627180708981953,0.0649757310142563
"467","seus",0.7,0.2,1,0.698466617288257,0.201550387596899,0.452207526705444,0.124435437561636,0.0968409213859867,0.05817594309775
"468","wc",0.7,0.2,1,0.694482932656922,0.202898550724638,0.398739463260609,0.163257913121743,0.060315588002235,0.0481843222874666
"469","bc",0.8,0.2,1,0.787248831418487,0.20353982300885,0.370210693071085,0.122232890841851,0.0647465782915709,0.0469749425594529
"470","ebs",0.8,0.2,1,0.798965437201254,0.200385356454721,0.440632149547439,0.10647841259591,0.0816882505600581,0.0649425454746256
"471","gmex",0.8,0.2,1,0.798307550886895,0.20094191522763,0.316867282970527,0.135927595352241,0.0297402956704954,0.0218568569002533
"472","goa",0.8,0.2,1,0.713593449655158,0.200308166409861,0.368105520619919,0.146385574888599,0.0976809855009113,0.064069155930501
"473","maritime",0.8,0.2,1,0.798959917424974,0.200542005420054,0.473028692656119,0.113943203239076,0.147374284585355,0.130807578659683
"474","neus",0.8,0.2,1,0.694336285643018,0.201298701298701,0.461172392560892,0.0837769813123417,0.175258680140465,0.129011827658741
"475","newf",0.8,0.2,1,0.780305618895651,0.200561009817672,0.41512325520837,0.122849247477204,0.064150894151406,0.0678502675139827
"476","seus",0.8,0.2,1,0.790914086349763,0.201550387596899,0.416704032637572,0.109743119535185,0.0919806207604354,0.0572623026485639
"477","wc",0.8,0.2,1,0.782496095953608,0.202898550724638,0.405134252134072,0.158248409716426,0.0633139798086759,0.0512307997357994
"478","bc",0.9,0.2,1,0.880289774359773,0.20353982300885,0.373129898255635,0.142100624409025,0.0646181934780113,0.0466128269991884
"479","ebs",0.9,0.2,1,0.89907464249618,0.200385356454721,0.442606456709766,0.104928679216583,0.086149858861061,0.0676312477800831
"480","gmex",0.9,0.2,1,0.81892464286486,0.20094191522763,0.321189766281983,0.134550374751849,0.0301651073517108,0.0221118634702324
"481","goa",0.9,0.2,1,0.82465630947284,0.200308166409861,0.365667132188635,0.128838114478711,0.0964677912956708,0.0631010665741819
"482","maritime",0.9,0.2,1,0.898278376893546,0.200542005420054,0.479545452266441,0.124992326789238,0.162728636043937,0.136839586939969
"483","neus",0.9,0.2,1,0.768501418950611,0.201298701298701,0.460760671817811,0.0710350838972404,0.177365178220472,0.12999898616919
"484","newf",0.9,0.2,1,0.883484432447465,0.200561009817672,0.412347351401537,0.1288595267808,0.0669409609647735,0.0720750884162757
"485","seus",0.9,0.2,1,0.82020819326465,0.201550387596899,0.421060690178762,0.111333415754507,0.0921723526115749,0.055999871466388
"486","wc",0.9,0.2,1,0.655246848288848,0.202898550724638,0.398334245251178,0.170158754819871,0.0642972670246796,0.0513000356430745
"487","bc",1,0.2,1,0.96290892147044,0.20353982300885,0.385297584163574,0.14646625076884,0.0666107018679237,0.0482452540946524
"488","ebs",1,0.2,1,0.974664249792761,0.200385356454721,0.443214739576585,0.101375495633417,0.0834607983293709,0.0661739681448373
"489","gmex",1,0.2,1,0.989244595607118,0.20094191522763,0.31403910879239,0.133950271436037,0.0299585499718261,0.0219595646942613
"490","goa",1,0.2,1,0.682865486166137,0.200308166409861,0.394346776212845,0.179612076666518,0.0937757489017181,0.0621148800040962
"491","maritime",1,0.2,1,0.916819755394661,0.200542005420054,0.481903061277211,0.126098780406801,0.149340025900836,0.130999595503029
"492","neus",1,0.2,1,0.938157037516484,0.201298701298701,0.465798615216903,0.100076967559921,0.172548081134462,0.127132236963666
"493","newf",1,0.2,1,0.979587503959907,0.200561009817672,0.410646316895921,0.11422919087046,0.0685398339958485,0.0728311706683906
"494","seus",1,0.2,1,0.867100320650236,0.201550387596899,0.449136183464873,0.157714787482604,0.0960309997140858,0.0595784320256342
"495","wc",1,0.2,1,0.669086304718067,0.202898550724638,0.416990211202463,0.175343182161969,0.0645124363928956,0.0522331007381221
"496","bc",0.01,0.25,1,0.00904930300134414,0.00884955752212389,0.376629456029581,0.0039717697503829,0.282666760468143,0.155535055355847
"497","ebs",0.01,0.25,1,0.256372430746695,0.033718689788054,0.454316570201915,0.12712850358442,0.190102798802006,0.136698872078552
"498","gmex",0.01,0.25,1,0.713805591887477,0.0361067503924647,0.35311733095814,0.12355466822492,0.0685892987318172,0.0448448839407812
"499","goa",0.01,0.25,1,0.107294455267911,0.0677966101694915,0.350236721570915,0.158706077856017,0.118157856973004,0.0745643487431704
"500","maritime",0.01,0.25,1,0.635468528978129,0.038843721770551,0.516626675201181,0.0984697796254359,0.206916276562822,0.144286266684983
"501","neus",0.01,0.25,1,0.405336995855761,0.0497835497835498,0.458083263855036,0.0720927520960797,0.226874705049545,0.180622364519492
"502","newf",0.01,0.25,1,0.23870550317688,0.0238429172510519,0.477952516185273,0.127450040994587,0.124735217655693,0.0932708317972107
"503","seus",0.01,0.25,1,0.418829876696306,0.0271317829457364,0.478824129765735,0.111506166882482,0.198079718903007,0.0938656708129743
"504","wc",0.01,0.25,1,0.556330989885279,0.072463768115942,0.394808743588084,0.15288697553115,0.0991209042611135,0.0677143847109845
"505","bc",0.1,0.25,1,0.255731540389887,0.252212389380531,0.381811125317815,0.122596699233501,0.067713746885672,0.0459541070441125
"506","ebs",0.1,0.25,1,0.538740192048721,0.227360308285164,0.449428480726996,0.112101364418635,0.0836359307938137,0.0650998907031879
"507","gmex",0.1,0.25,1,0.099682262874366,0.251177394034537,0.295749748502478,0.107735963123796,0.0267147985198877,0.0209487193195713
"508","goa",0.1,0.25,1,0.0998509999284274,0.25115562403698,0.323643672662336,0.131797322076096,0.0942312355175308,0.0615421700166867
"509","maritime",0.1,0.25,1,0.313505755692944,0.250225835591689,0.517773526548069,0.128759625597672,0.163210342609243,0.137288879788125
"510","neus",0.1,0.25,1,0.241549588575099,0.134199134199134,0.546748261371262,0.106688132456091,0.20696777547531,0.143565210647132
"511","newf",0.1,0.25,1,0.531339316691776,0.143758765778401,0.454508786595845,0.110200215044693,0.0843141686194291,0.0857929221997246
"512","seus",0.1,0.25,1,0.62583651113676,0.251937984496124,0.508046543943271,0.169436006392018,0.0956805312858388,0.0560770391343093
"513","wc",0.1,0.25,1,0.674953876623898,0.21256038647343,0.511485617376017,0.192468858896309,0.0691381715002296,0.0537025588270894
"514","bc",0.2,0.25,1,0.816360917183301,0.252212389380531,0.503034455625267,0.163787207912272,0.0716814028665083,0.0500649026172909
"515","ebs",0.2,0.25,1,0.199847459546122,0.250481695568401,0.445060400712333,0.0859145323865786,0.098967587298403,0.0747546445515189
"516","gmex",0.2,0.25,1,0.199837126082241,0.251177394034537,0.318757031808585,0.132620830475171,0.0249400085889516,0.0192457153937679
"517","goa",0.2,0.25,1,0.199943113608649,0.25115562403698,0.339387668683807,0.136609083278655,0.0970579021255923,0.0631319412511891
"518","maritime",0.2,0.25,1,0.19989490037887,0.250225835591689,0.520147889203906,0.0818939882479593,0.148384558360012,0.125284222815074
"519","neus",0.2,0.25,1,0.199640885748509,0.251082251082251,0.452888939268362,0.082484653519595,0.1722317121984,0.125674362103636
"520","newf",0.2,0.25,1,0.199862707781179,0.250350631136045,0.400469535107496,0.0925660359410157,0.0805903616602864,0.0667500555027468
"521","seus",0.2,0.25,1,0.243724362881744,0.209302325581395,0.626202702136169,0.136746565105924,0.117180097764198,0.0600047560336663
"522","wc",0.2,0.25,1,0.198375179612369,0.251207729468599,0.349859256538088,0.0996166911867196,0.0557628189962501,0.0466304430899014
"523","bc",0.3,0.25,1,0.333354585035748,0.252212389380531,0.364141264782693,0.137237841310036,0.0589085676421957,0.0444859112033776
"524","ebs",0.3,0.25,1,0.29999309788663,0.250481695568401,0.447859661651619,0.101446164183059,0.0905891564093591,0.0688971963461896
"525","gmex",0.3,0.25,1,0.293171091319168,0.251177394034537,0.307589304175388,0.12258059011221,0.0258112543654863,0.0194623451205597
"526","goa",0.3,0.25,1,0.298494814605234,0.25115562403698,0.329781345776025,0.105390156706885,0.100133357786202,0.0654232779999599
"527","maritime",0.3,0.25,1,0.299217478402147,0.250225835591689,0.520014867969347,0.0987124449532783,0.153727018595193,0.130434848787336
"528","neus",0.3,0.25,1,0.298432851733765,0.251082251082251,0.434827219659707,0.0856503083720948,0.17934594297035,0.131056897145156
"529","newf",0.3,0.25,1,0.299943262188528,0.250350631136045,0.409167688072936,0.102398310291891,0.0715857319273955,0.065472360869271
"530","seus",0.3,0.25,1,0.284672249444202,0.251937984496124,0.371218043598657,0.0700115110986782,0.0836268977064617,0.0557643955804518
"531","wc",0.3,0.25,1,0.299428575781644,0.251207729468599,0.362296234503085,0.130412359034632,0.0512005602064536,0.0460633204553074
"532","bc",0.4,0.25,1,0.399161964090725,0.252212389380531,0.374054456994306,0.130663549766033,0.0669872808261874,0.045854192238883
"533","ebs",0.4,0.25,1,0.399941864899487,0.250481695568401,0.438222279961832,0.0985506367698247,0.0871364234531856,0.0666073742823024
"534","gmex",0.4,0.25,1,0.39811110739325,0.251177394034537,0.298088087330602,0.104294372074329,0.0258430459604843,0.0194015963865724
"535","goa",0.4,0.25,1,0.398965726180398,0.25115562403698,0.364981493617632,0.14123979108329,0.100489324216133,0.0657019761130004
"536","maritime",0.4,0.25,1,0.399995750802189,0.250225835591689,0.458410321320891,0.139812494467223,0.183032713049125,0.143535962801126
"537","neus",0.4,0.25,1,0.399685436691898,0.251082251082251,0.440138917901285,0.0754519983110977,0.171837492204732,0.125200453012914
"538","newf",0.4,0.25,1,0.399929406683422,0.250350631136045,0.401358657692991,0.101417899927202,0.0656231252470837,0.0647982802122203
"539","seus",0.4,0.25,1,0.384243009356815,0.251937984496124,0.369845523310955,0.0718746998797101,0.0839161199352455,0.0552210501374503
"540","wc",0.4,0.25,1,0.397859855718717,0.251207729468599,0.461746850564688,0.181863546103019,0.0584334628116449,0.0487423306863698
"541","bc",0.5,0.25,1,0.453923011472509,0.252212389380531,0.365506091498257,0.108263101339736,0.0605684856031048,0.0439096787151805
"542","ebs",0.5,0.25,1,0.499849311754835,0.250481695568401,0.435503728431425,0.092410280346482,0.0823221989514491,0.0639004694841078
"543","gmex",0.5,0.25,1,0.484126989505069,0.251177394034537,0.305224911479768,0.117693883894794,0.0275076684473007,0.0204660449315407
"544","goa",0.5,0.25,1,0.499983611899639,0.25115562403698,0.369208920782572,0.141472437859512,0.0975864389379317,0.063450530723219
"545","maritime",0.5,0.25,1,0.497353171108066,0.250225835591689,0.490571546392921,0.117831923525254,0.157466959813183,0.134547772269596
"546","neus",0.5,0.25,1,0.499824830424938,0.251082251082251,0.473186736031926,0.083840302761276,0.172300977234546,0.124399601733391
"547","newf",0.5,0.25,1,0.488667219320252,0.250350631136045,0.410426212078873,0.115295448903489,0.0624154792559517,0.0639865135829957
"548","seus",0.5,0.25,1,0.493600235757508,0.251937984496124,0.382684446156762,0.0859252289314571,0.0857947586605683,0.0551075065084649
"549","wc",0.5,0.25,1,0.492099469736983,0.251207729468599,0.414769744416206,0.141797700438095,0.0562143625214969,0.0482723825001819
"550","bc",0.6,0.25,1,0.578947963099318,0.252212389380531,0.385575278474131,0.156625931218811,0.0612651076544678,0.0449380742690029
"551","ebs",0.6,0.25,1,0.599961640553385,0.250481695568401,0.434696929312644,0.0968672301662539,0.0786435805094601,0.0621359553712066
"552","gmex",0.6,0.25,1,0.598688702198619,0.251177394034537,0.317917446242969,0.139494399515887,0.0270471098049601,0.0200603782491504
"553","goa",0.6,0.25,1,0.598867148039067,0.25115562403698,0.356432771087624,0.141925866362689,0.096584036443556,0.0626494114646196
"554","maritime",0.6,0.25,1,0.598309097744817,0.250225835591689,0.488839156522397,0.10726259681494,0.143028456567627,0.128931642407569
"555","neus",0.6,0.25,1,0.596773188159165,0.251082251082251,0.4575198616406,0.0818306615214078,0.17014778258819,0.125062603786476
"556","newf",0.6,0.25,1,0.573326623266845,0.250350631136045,0.416103237900625,0.119582410535655,0.0651930130881499,0.0686172271533186
"557","seus",0.6,0.25,1,0.537404357637071,0.251937984496124,0.387761610337654,0.0900245452911948,0.0884073716460383,0.0564463740519989
"558","wc",0.6,0.25,1,0.574147571119705,0.251207729468599,0.438430388117202,0.184514306932519,0.0581013049341266,0.0491791492204683
"559","bc",0.7,0.25,1,0.673285065857775,0.252212389380531,0.374099234367336,0.123227273306464,0.0616109286846026,0.0447955740606668
"560","ebs",0.7,0.25,1,0.696256209258027,0.250481695568401,0.440366518130757,0.101913068298793,0.077378047858541,0.0610820407657136
"561","gmex",0.7,0.25,1,0.680703135187449,0.251177394034537,0.300106038896664,0.125177381376769,0.0274067320920611,0.020279264995893
"562","goa",0.7,0.25,1,0.698194076084361,0.25115562403698,0.373498184053043,0.152425437781128,0.0976793700016175,0.0640114670400093
"563","maritime",0.7,0.25,1,0.686457980031319,0.250225835591689,0.503927488658813,0.123896205928956,0.139346099343047,0.126701927247508
"564","neus",0.7,0.25,1,0.694034700708124,0.251082251082251,0.469382983748197,0.0970987669655624,0.168074476545411,0.122015345790614
"565","newf",0.7,0.25,1,0.695546014255939,0.250350631136045,0.416809240950251,0.12239763325236,0.0672721058307033,0.0711208534874625
"566","seus",0.7,0.25,1,0.685734713621692,0.251937984496124,0.401753057269305,0.109003751133934,0.0852120555850398,0.0539422029107658
"567","wc",0.7,0.25,1,0.59146900731138,0.251207729468599,0.411002673445619,0.164620404500202,0.0548412725222443,0.0477082135411782
"568","bc",0.8,0.25,1,0.799664142409861,0.252212389380531,0.419376454328502,0.170432064747115,0.0596729147069221,0.0441807010405988
"569","ebs",0.8,0.25,1,0.799359089066798,0.250481695568401,0.436891244312077,0.0903763188773842,0.0756862264906327,0.0599951305010233
"570","gmex",0.8,0.25,1,0.79732320988475,0.251177394034537,0.313194792671872,0.133885727517645,0.0284180111054168,0.0206630876098815
"571","goa",0.8,0.25,1,0.741991202312698,0.25115562403698,0.368043602106845,0.137435335315588,0.0959534097887713,0.0627667414983368
"572","maritime",0.8,0.25,1,0.79964943585683,0.250225835591689,0.469396249766962,0.111406853680331,0.148757226049946,0.131825787710003
"573","neus",0.8,0.25,1,0.792809964229099,0.251082251082251,0.474689507684935,0.0919908651248237,0.165583223508511,0.119787466843047
"574","newf",0.8,0.25,1,0.752934789047535,0.250350631136045,0.412794040318664,0.11607899487647,0.0660426892725672,0.0704331325165448
"575","seus",0.8,0.25,1,0.764960872368485,0.251937984496124,0.437375602188467,0.146095022851974,0.0866637927431404,0.0539900923433206
"576","wc",0.8,0.25,1,0.792809177072166,0.251207729468599,0.422140090190623,0.180772004955836,0.0557821189053577,0.0486344849486324
"577","bc",0.9,0.25,1,0.684473109572175,0.252212389380531,0.370604262573436,0.118806082520931,0.0625715977999312,0.0453689811500469
"578","ebs",0.9,0.25,1,0.879886972546204,0.250481695568401,0.43899326911592,0.0995394450176048,0.0747200379401283,0.0593494927934749
"579","gmex",0.9,0.25,1,0.864681460654273,0.251177394034537,0.309371896100875,0.124432804673189,0.0270159559179078,0.0200713192386408
"580","goa",0.9,0.25,1,0.743313238826554,0.25115562403698,0.376955047329,0.14817516101233,0.0958042579147105,0.0627421978555045
"581","maritime",0.9,0.25,1,0.884369654376947,0.250225835591689,0.484125509545736,0.112950023262547,0.149179594539917,0.13164806085564
"582","neus",0.9,0.25,1,0.844924685392775,0.251082251082251,0.474226268685138,0.0962627151995804,0.166059600141796,0.120278195694169
"583","newf",0.9,0.25,1,0.784595823398471,0.250350631136045,0.412565156310516,0.111589111042971,0.064754361588179,0.0699746148239049
"584","seus",0.9,0.25,1,0.817364592821968,0.251937984496124,0.417780953792932,0.123479171137875,0.0830255433981567,0.0505358581257434
"585","wc",0.9,0.25,1,0.674825045259815,0.251207729468599,0.419464976661929,0.171474740506632,0.0578255805568214,0.0491045070652678
"586","bc",1,0.25,1,0.945820206342879,0.252212389380531,0.410184458297768,0.156813878249587,0.065640396440855,0.0468396596938053
"587","ebs",1,0.25,1,0.962257507820091,0.250481695568401,0.443048246763088,0.103196896038195,0.0757581521146813,0.060141444271793
"588","gmex",1,0.25,1,0.997727672817079,0.251177394034537,0.322810561458314,0.137758061316833,0.0283228263682055,0.0211388383628979
"589","goa",1,0.25,1,0.970479772222746,0.25115562403698,0.399432092479132,0.168975459340376,0.0972642780605901,0.0638924277108162
"590","maritime",1,0.25,1,0.990134241550594,0.250225835591689,0.470914689415712,0.115910968848334,0.144469658495785,0.12983489991851
"591","neus",1,0.25,1,0.938157037516484,0.251082251082251,0.479734483713696,0.110283903825525,0.166283762936899,0.119774800087461
"592","newf",1,0.25,1,0.985526131099445,0.250350631136045,0.415894915016064,0.127094619624088,0.0661343313858925,0.0702899893225146
"593","seus",1,0.25,1,0.806015711885323,0.251937984496124,0.447038518752294,0.1277556762669,0.084819690093343,0.0521495618718816
"594","wc",1,0.25,1,0.659264342951133,0.251207729468599,0.458790620169974,0.184510257691611,0.0582645272457647,0.0478168035507825
"595","bc",0.01,0.3,1,0.457902018404777,0.0353982300884956,0.383191715785169,0.133547846388987,0.138958259075478,0.098713541291275
"596","ebs",0.01,0.3,1,0.601487504941524,0.0192678227360308,0.434581809650831,0.102307038507089,0.181438569778864,0.126329138575937
"597","gmex",0.01,0.3,1,0.3132577058955,0.0753532182103611,0.305656343650369,0.157036672450666,0.0431718041157507,0.0324410420997905
"598","goa",0.01,0.3,1,0.0516076548635635,0.0585516178736518,0.364640639653006,0.129863606672754,0.126236358253366,0.0741484061352305
"599","maritime",0.01,0.3,1,0.736833183822586,0.037940379403794,0.495905134425527,0.119843126307346,0.204720749074568,0.154062560116153
"600","neus",0.01,0.3,1,0.343119443813171,0.0411255411255411,0.475332591120087,0.118581971936476,0.237735861136925,0.177489030997817
"601","newf",0.01,0.3,1,0.777602217258247,0.017531556802244,0.397746186803201,0.0655471751624973,0.168170195865582,0.122623357819992
"602","seus",0.01,0.3,1,0.284770942580112,0.0348837209302326,0.52399451710143,0.19577585001033,0.187374416234969,0.0904640318769345
"603","wc",0.01,0.3,1,0.173411519109708,0.0193236714975845,0.543099365297532,0.167897908932018,0.28151784228455,0.181450314517607
"604","bc",0.1,0.3,1,0.447114889309878,0.207964601769911,0.374863013628411,0.153419675061622,0.0691707740626385,0.0501291289558951
"605","ebs",0.1,0.3,1,0.584139676533908,0.21242774566474,0.464998385847953,0.125110953735898,0.0912493739237851,0.0690549132571551
"606","gmex",0.1,0.3,1,0.840379020945196,0.254317111459969,0.297371164223713,0.159347737738665,0.0308894344983136,0.0230438955700702
"607","goa",0.1,0.3,1,0.0995724053899715,0.300462249614792,0.319644105712039,0.122001143514611,0.095005561052374,0.0626005661412233
"608","maritime",0.1,0.3,1,0.417601829274286,0.229448961156278,0.43626123867284,0.127579209041921,0.194420337023727,0.140316818288314
"609","neus",0.1,0.3,1,0.827194923327485,0.20995670995671,0.436569031697589,0.0920758322526369,0.185097213561852,0.134194693195608
