"","sppocean","period","zone","npres","sumwtcpue","totalpres","totalwtcpue","proppres","propwtcpue","metgoal"
"1","alosa aestivalis_Atl","2006-2020",2,39,512416.534180889,327,5220436.65761298,0.119266055045872,0.0981558761820489,TRUE
"2","alosa aestivalis_Atl","2021-2040",2,43,606487.929089573,355,6343269.67809359,0.12112676056338,0.0956112478055397,TRUE
"3","alosa aestivalis_Atl","2041-2060",2,41,586865.7476902,351,6460784.57180288,0.116809116809117,0.090835058988267,TRUE
"4","alosa aestivalis_Atl","2061-2080",2,38,452255.254910368,343,5082665.12963247,0.110787172011662,0.0889799432730031,TRUE
"5","alosa aestivalis_Atl","2081-2100",2,33,313214.791144632,295,3494003.69568797,0.111864406779661,0.0896435202776623,TRUE
"6","alosa pseudoharengus_Atl","2006-2020",2,51,3762411419.59773,465,34908710597.0564,0.109677419354839,0.107778584635406,TRUE
"7","alosa pseudoharengus_Atl","2021-2040",2,52,3982600451.3442,470,37518832821.2174,0.11063829787234,0.106149369579855,TRUE
"8","alosa pseudoharengus_Atl","2041-2060",2,52,3641705868.77156,478,35406515286.3632,0.108786610878661,0.102854117083196,TRUE
"9","alosa pseudoharengus_Atl","2061-2080",2,52,2837101391.33904,479,27635619400.3027,0.108559498956159,0.102661038648837,TRUE
"10","alosa pseudoharengus_Atl","2081-2100",2,51,2096860933.09616,468,20216977922.886,0.108974358974359,0.103717822767292,TRUE
"11","alosa sapidissima_Atl","2006-2020",2,38,4370120.90667086,297,40117813.1071974,0.127946127946128,0.108932181696784,TRUE
"12","alosa sapidissima_Atl","2021-2040",2,42,5503351.1237269,363,53236721.5751454,0.115702479338843,0.103375094500489,TRUE
"13","alosa sapidissima_Atl","2041-2060",2,47,6734885.6471791,396,67753591.465618,0.118686868686869,0.0994026368417203,TRUE
"14","alosa sapidissima_Atl","2061-2080",2,49,6861788.30151794,431,71084639.7523903,0.11368909512761,0.0965298315560107,TRUE
"15","alosa sapidissima_Atl","2081-2100",2,46,5477583.07213455,423,58483101.303839,0.108747044917258,0.0936609541904541,TRUE
"16","amblyraja radiata_Atl","2006-2020",2,45,128.965280954025,424,1225.7880206162,0.106132075471698,0.105210100592429,TRUE
"17","amblyraja radiata_Atl","2021-2040",2,45,132.345953189366,414,1246.35955826394,0.108695652173913,0.106186013748482,TRUE
"18","amblyraja radiata_Atl","2041-2060",2,41,130.091249074099,388,1256.25395870509,0.105670103092784,0.103554896820538,TRUE
"19","amblyraja radiata_Atl","2061-2080",2,36,120.610235478229,352,1194.78748590426,0.102272727272727,0.100947019366332,TRUE
"20","amblyraja radiata_Atl","2081-2100",2,31,103.903938262246,308,1041.4363020756,0.100649350649351,0.0997698448336818,TRUE
"21","anarhichas lupus_Atl","2006-2020",2,42,50.2117796743299,415,491.195274255394,0.101204819277108,0.102223661965084,TRUE
"22","anarhichas lupus_Atl","2021-2040",2,41,47.888190815902,404,470.034463797477,0.101485148514851,0.101882296946922,TRUE
"23","anarhichas lupus_Atl","2041-2060",2,36,38.8686328394961,359,384.502799815169,0.100278551532033,0.101088035921144,TRUE
"24","anarhichas lupus_Atl","2061-2080",2,31,29.5435510328654,294,285.541243239471,0.105442176870748,0.103465092109613,TRUE
"25","anarhichas lupus_Atl","2081-2100",2,26,20.8852761654904,230,194.875222786041,0.11304347826087,0.107172558249854,TRUE
"26","argentina silus_Atl","2006-2020",2,15,293594.624140357,103,2100185.52850715,0.145631067961165,0.139794613454483,TRUE
"27","argentina silus_Atl","2021-2040",2,12,149867.373565693,86,1139361.98093453,0.13953488372093,0.131536224723566,TRUE
"28","argentina silus_Atl","2041-2060",2,10,170819.851967377,84,928293.667727058,0.119047619047619,0.184014884412206,TRUE
"29","argentina silus_Atl","2061-2080",2,8,127224.671947825,74,612545.450653884,0.108108108108108,0.207698337832751,TRUE
"30","argentina silus_Atl","2081-2100",2,9,80701.0363843352,70,371411.750296352,0.128571428571429,0.217281861222601,TRUE
"31","aspidophoroides monopterygius_Atl","2006-2020",2,14,81.7223609142538,140,729.808462808877,0.1,0.111977820317021,TRUE
"32","aspidophoroides monopterygius_Atl","2021-2040",2,14,78.2849163742898,122,627.393052357124,0.114754098360656,0.124778105336316,TRUE
"33","aspidophoroides monopterygius_Atl","2041-2060",2,7,35.5516269251737,52,230.646598367392,0.134615384615385,0.154138960543196,TRUE
"34","aspidophoroides monopterygius_Atl","2061-2080",2,3,11.8472260819859,7,26.5915032370913,0.428571428571429,0.445526752525246,TRUE
"35","aspidophoroides monopterygius_Atl","2081-2100",2,0,0,0,0,1,1,TRUE
"36","bathypolypus arcticus_Atl","2006-2020",2,49,1.90851433385561,457,16.2492115594225,0.107221006564551,0.117452734668158,TRUE
"37","bathypolypus arcticus_Atl","2021-2040",2,53,2.27963971090629,472,19.6593863578674,0.11228813559322,0.115956809099182,TRUE
"38","bathypolypus arcticus_Atl","2041-2060",2,51,2.6781478521747,469,24.312741935303,0.108742004264392,0.110154085429827,TRUE
"39","bathypolypus arcticus_Atl","2061-2080",2,47,2.58620434745205,466,24.3771533415958,0.100858369098712,0.106091318834964,TRUE
"40","bathypolypus arcticus_Atl","2081-2100",2,47,2.01268283384989,452,18.744264335658,0.103982300884956,0.107375930994586,TRUE
"41","bathyraja spinicauda_Atl","2006-2020",2,5,0.211980523618189,33,0.99319024961526,0.151515151515152,0.213433955579312,TRUE
"42","bathyraja spinicauda_Atl","2021-2040",2,5,0.190481698050178,31,0.878571990215721,0.161290322580645,0.216808298206056,TRUE
"43","bathyraja spinicauda_Atl","2041-2060",2,3,0.0745402373090666,9,0.201817748472254,0.333333333333333,0.369344311257711,TRUE
"44","bathyraja spinicauda_Atl","2061-2080",2,0,0,0,0,1,1,TRUE
"45","bathyraja spinicauda_Atl","2081-2100",2,0,0,0,0,1,1,TRUE
"46","brosme brosme_Atl","2006-2020",2,48,1764430085.0027,427,14420332137.9291,0.112412177985948,0.122357104408282,TRUE
"47","brosme brosme_Atl","2021-2040",2,49,1899149671.511,442,14856700116.4567,0.110859728506787,0.127831191087133,TRUE
"48","brosme brosme_Atl","2041-2060",2,47,1774972515.04023,447,14164437826.7766,0.105145413870246,0.125311892836637,TRUE
"49","brosme brosme_Atl","2061-2080",2,45,1298401635.95917,428,10517292119.1129,0.105140186915888,0.123453986183346,TRUE
"50","brosme brosme_Atl","2081-2100",2,39,806631789.985583,371,6377747988.60057,0.105121293800539,0.126475958508762,TRUE
"51","cancer borealis_Atl","2006-2020",2,46,387651.142611577,408,3276608.94271707,0.112745098039216,0.11830863840899,TRUE
"52","cancer borealis_Atl","2021-2040",2,49,391532.030471289,431,3272047.37074287,0.11368909512761,0.119659646120098,TRUE
"53","cancer borealis_Atl","2041-2060",2,52,377247.13732317,444,3056306.60548559,0.117117117117117,0.123432360040734,TRUE
"54","cancer borealis_Atl","2061-2080",2,52,299498.669353665,451,2342519.09424682,0.11529933481153,0.127853245717069,TRUE
"55","cancer borealis_Atl","2081-2100",2,50,216604.490357125,438,1643263.47393875,0.114155251141553,0.131813609802903,TRUE
"56","cancer irroratus_Atl","2006-2020",2,34,45710.3684289259,273,458256.283810801,0.124542124542125,0.099748481458463,TRUE
"57","cancer irroratus_Atl","2021-2040",2,32,28625.9176263363,261,296336.108537564,0.122605363984674,0.0965994922711472,TRUE
"58","cancer irroratus_Atl","2041-2060",2,30,25234.9062396803,247,253308.289536693,0.121457489878543,0.0996213202727616,TRUE
"59","cancer irroratus_Atl","2061-2080",2,20,12458.1679837279,195,132516.927100756,0.102564102564103,0.0940118991308606,TRUE
"60","cancer irroratus_Atl","2081-2100",2,20,9430.26982295387,181,96741.2013875421,0.110497237569061,0.0974793540673174,TRUE
"61","centropristis striata_Atl","2006-2020",2,8,2182.36829953394,75,26480.2033051924,0.106666666666667,0.082415088524113,TRUE
"62","centropristis striata_Atl","2021-2040",2,9,4142.43668581074,89,44285.4344772374,0.101123595505618,0.0935394839118026,TRUE
"63","centropristis striata_Atl","2041-2060",2,13,8245.6420867899,135,84406.0940179179,0.0962962962962963,0.0976901275047688,FALSE
"64","centropristis striata_Atl","2061-2080",2,21,14838.0583701704,211,143672.966906916,0.0995260663507109,0.10327661974005,FALSE
"65","centropristis striata_Atl","2081-2100",2,36,28374.5584584062,320,265674.433525115,0.1125,0.106801991000477,TRUE
"66","chiasmodon niger_Atl","2006-2020",2,31,5.1960786980184e-16,303,4.07719247836048e-15,0.102310231023102,0.127442565579044,TRUE
"67","chiasmodon niger_Atl","2021-2040",2,24,3.67209809387965e-16,224,2.91093566574761e-15,0.107142857142857,0.126148376863442,TRUE
"68","chiasmodon niger_Atl","2041-2060",2,19,2.6251620877553e-16,156,2.01158550729042e-15,0.121794871794872,0.130502137654161,TRUE
"69","chiasmodon niger_Atl","2061-2080",2,14,1.7587880939866e-16,106,1.44003946840764e-15,0.132075471698113,0.122134714538861,TRUE
