"","latgrid","longrid","nshared","ngained","nlost","beta_sor"
"1",24.375,-83.375,0.766894826424643,1.24164251746936,0.748274227792006,0.564722630219227
"2",24.375,-83.125,1.48092576217941,2.44722496672027,1.25060626509238,0.555256363883985
"3",24.375,-82.875,3.00930591486366,3.49720868316612,1.66383183390738,0.461645886381288
"4",24.375,-82.625,3.84207402979591,4.30146740863361,1.72862018273219,0.439695491957274
"5",24.375,-82.375,2.84396694383632,3.43547094988024,1.4398768840898,0.461537234586969
"6",24.375,-82.125,3.3099840928576,3.69973620726672,1.67298763015229,0.447999817476751
"7",24.375,-81.875,3.1972930735451,3.65625862846502,1.5874139094058,0.450554733299295
"8",24.375,-81.625,2.67355212987305,4.47167501628481,1.10461476043709,0.510490581783037
"9",24.375,-81.375,2.56829712113317,4.33330611756345,0.863092234245368,0.502893842659713
"10",24.375,-81.125,1.58535972047689,4.14439433368263,0.588918652986683,0.598847870376553
"11",24.375,-80.875,0.854660339175575,2.7447214969619,0.482665690999921,0.653752921047813
"12",24.375,-80.625,0.243286038086228,1.54521517423475,0.281936243856263,0.789701717867827
"13",24.625,-83.875,0.291615875612796,0.723611698133686,0.57342814434051,0.689815155863747
"14",24.625,-83.625,2.9357239985447,3.08209528873642,1.73438688567233,0.450646860254852
"15",24.625,-83.375,11.09596999974,5.84828290374267,2.37587444311054,0.270388316200095
"16",24.625,-83.125,11.3781177218213,5.60816947460391,3.64806507142107,0.289144653599442
"17",24.625,-82.875,11.9574821339873,4.89826297578882,4.4060874315733,0.280088571913557
"18",24.625,-82.625,10.5262060964678,5.64272967806154,3.48280637200086,0.302390870863123
"19",24.625,-82.375,10.3727080663307,4.94327094496138,3.18254264772242,0.281450207351243
"20",24.625,-82.125,11.0531557051717,3.64301991280658,2.91266623907443,0.228723979815042
"21",24.625,-81.875,11.011417807245,4.64522574110104,2.9005306849942,0.255194985805821
"22",24.625,-81.625,7.58790939183782,4.44007696095164,2.51176637598344,0.314169806961207
"23",24.625,-81.375,7.04510789496858,5.4660653958045,2.14704137608374,0.350780704207896
"24",24.625,-81.125,2.60928311199762,4.20180049500477,1.06752432267789,0.502419866562578
"25",24.625,-80.875,2.21602519687396,4.21911721883634,0.712043643385928,0.526652739900326
"26",24.625,-80.625,1.27835435212834,3.73657481288682,0.500801935852449,0.623686113172264
"27",24.625,-80.375,0.452738930348891,2.22002219745145,0.301321716135106,0.735767448575033
"28",24.875,-84.125,1.65861308483829,2.16799065558162,1.70303505662373,0.538521155882463
"29",24.875,-83.875,10.1722921132949,4.9759317426354,3.69548371307887,0.298849446879567
"30",24.875,-83.625,16.4217615371257,5.43823383503893,3.68273837553053,0.217349741696254
"31",24.875,-83.375,21.1913677748742,5.71307147077738,2.75139486970657,0.166468675282404
"32",24.875,-83.125,14.7443187044624,6.18186826447387,3.06024271361999,0.238624642254305
"33",24.875,-82.875,13.1408786058386,6.33107556285999,3.33455263163177,0.268882648495293
"34",24.875,-82.625,11.8587369477488,5.72677428654766,3.21068152349282,0.273693922805314
"35",24.875,-82.375,13.1394461516591,6.19475886686661,3.05438135758713,0.260333589179862
"36",24.875,-82.125,11.1446230281345,5.63164671815788,3.00979003995254,0.279380730453615
"37",24.875,-81.875,12.7587040276554,6.60788398356692,2.67463814141998,0.26673967668597
"38",24.875,-81.625,13.2637596169294,6.85657293599256,2.46507161041037,0.26002404417409
"39",24.875,-81.375,11.6635108174583,6.70007942405058,2.55996620270685,0.284163209668403
"40",24.875,-81.125,10.6849048244764,6.51459316364491,2.22535703172973,0.290269674702212
"41",24.875,-80.875,5.39077835420686,4.81382543526828,1.146496599585,0.356012734666968
"42",24.875,-80.625,4.49199998975104,4.1500777076371,1.38485030814175,0.381221534921715
"43",24.875,-80.375,1.50872153596808,3.90429526987395,0.565301589594335,0.596977831081216
"44",24.875,-80.125,0.361583307619193,1.92701052795461,0.33778916491015,0.757973638030251
"45",25.125,-84.375,0.226095260434345,1.06431555292902,0.486120340134857,0.774201260043944
"46",25.125,-84.125,10.0940170440261,5.17159869157247,4.24046913731296,0.317974169659859
"47",25.125,-83.875,12.6885362673536,5.62197517043308,4.52517728702501,0.285640361181587
