"","period","model","rcp","nmet","mid","pmet","region"
"676","2006-2020",13,85,46,2013,0.958333333333333,"DFO_SoGulf"
"677","2021-2040",1,45,43,2030.5,0.895833333333333,"DFO_SoGulf"
"678","2021-2040",1,85,47,2030.5,0.979166666666667,"DFO_SoGulf"
"679","2021-2040",2,45,42,2030.5,0.875,"DFO_SoGulf"
"680","2021-2040",2,85,44,2030.5,0.916666666666667,"DFO_SoGulf"
"681","2021-2040",3,45,44,2030.5,0.916666666666667,"DFO_SoGulf"
"682","2021-2040",3,85,45,2030.5,0.9375,"DFO_SoGulf"
"683","2021-2040",4,45,44,2030.5,0.916666666666667,"DFO_SoGulf"
"684","2021-2040",4,85,45,2030.5,0.9375,"DFO_SoGulf"
"685","2021-2040",5,45,44,2030.5,0.916666666666667,"DFO_SoGulf"
"686","2021-2040",5,85,47,2030.5,0.979166666666667,"DFO_SoGulf"
"687","2021-2040",6,45,45,2030.5,0.9375,"DFO_SoGulf"
"688","2021-2040",6,85,43,2030.5,0.895833333333333,"DFO_SoGulf"
"689","2021-2040",7,45,46,2030.5,0.958333333333333,"DFO_SoGulf"
"690","2021-2040",7,85,45,2030.5,0.9375,"DFO_SoGulf"
"691","2021-2040",8,45,45,2030.5,0.9375,"DFO_SoGulf"
"692","2021-2040",8,85,47,2030.5,0.979166666666667,"DFO_SoGulf"
"693","2021-2040",9,45,44,2030.5,0.916666666666667,"DFO_SoGulf"
"694","2021-2040",9,85,46,2030.5,0.958333333333333,"DFO_SoGulf"
"695","2021-2040",10,45,43,2030.5,0.895833333333333,"DFO_SoGulf"
"696","2021-2040",10,85,46,2030.5,0.958333333333333,"DFO_SoGulf"
"697","2021-2040",11,45,39,2030.5,0.8125,"DFO_SoGulf"
"698","2021-2040",11,85,41,2030.5,0.854166666666667,"DFO_SoGulf"
"699","2021-2040",12,45,45,2030.5,0.9375,"DFO_SoGulf"
"700","2021-2040",12,85,47,2030.5,0.979166666666667,"DFO_SoGulf"
"701","2021-2040",13,45,46,2030.5,0.958333333333333,"DFO_SoGulf"
"702","2021-2040",13,85,47,2030.5,0.979166666666667,"DFO_SoGulf"
"703","2041-2060",1,45,43,2050.5,0.895833333333333,"DFO_SoGulf"
"704","2041-2060",1,85,40,2050.5,0.833333333333333,"DFO_SoGulf"
"705","2041-2060",2,45,43,2050.5,0.895833333333333,"DFO_SoGulf"
"706","2041-2060",2,85,38,2050.5,0.791666666666667,"DFO_SoGulf"
"707","2041-2060",3,45,41,2050.5,0.854166666666667,"DFO_SoGulf"
"708","2041-2060",3,85,45,2050.5,0.9375,"DFO_SoGulf"
"709","2041-2060",4,45,38,2050.5,0.791666666666667,"DFO_SoGulf"
"710","2041-2060",4,85,39,2050.5,0.8125,"DFO_SoGulf"
"711","2041-2060",5,45,45,2050.5,0.9375,"DFO_SoGulf"
"712","2041-2060",5,85,43,2050.5,0.895833333333333,"DFO_SoGulf"
"713","2041-2060",6,45,42,2050.5,0.875,"DFO_SoGulf"
"714","2041-2060",6,85,42,2050.5,0.875,"DFO_SoGulf"
"715","2041-2060",7,45,44,2050.5,0.916666666666667,"DFO_SoGulf"
"716","2041-2060",7,85,42,2050.5,0.875,"DFO_SoGulf"
"717","2041-2060",8,45,45,2050.5,0.9375,"DFO_SoGulf"
"718","2041-2060",8,85,39,2050.5,0.8125,"DFO_SoGulf"
"719","2041-2060",9,45,36,2050.5,0.75,"DFO_SoGulf"
"720","2041-2060",9,85,38,2050.5,0.791666666666667,"DFO_SoGulf"
"721","2041-2060",10,45,42,2050.5,0.875,"DFO_SoGulf"
"722","2041-2060",10,85,39,2050.5,0.8125,"DFO_SoGulf"
"723","2041-2060",11,45,36,2050.5,0.75,"DFO_SoGulf"
"724","2041-2060",11,85,26,2050.5,0.541666666666667,"DFO_SoGulf"
"725","2041-2060",12,45,42,2050.5,0.875,"DFO_SoGulf"
"726","2041-2060",12,85,39,2050.5,0.8125,"DFO_SoGulf"
"727","2041-2060",13,45,43,2050.5,0.895833333333333,"DFO_SoGulf"
"728","2041-2060",13,85,41,2050.5,0.854166666666667,"DFO_SoGulf"
"729","2061-2080",1,45,36,2070.5,0.75,"DFO_SoGulf"
"730","2061-2080",1,85,35,2070.5,0.729166666666667,"DFO_SoGulf"
"731","2061-2080",2,45,40,2070.5,0.833333333333333,"DFO_SoGulf"
"732","2061-2080",2,85,27,2070.5,0.5625,"DFO_SoGulf"
"733","2061-2080",3,45,42,2070.5,0.875,"DFO_SoGulf"
"734","2061-2080",3,85,36,2070.5,0.75,"DFO_SoGulf"
"735","2061-2080",4,45,26,2070.5,0.541666666666667,"DFO_SoGulf"
"736","2061-2080",4,85,20,2070.5,0.416666666666667,"DFO_SoGulf"
"737","2061-2080",5,45,44,2070.5,0.916666666666667,"DFO_SoGulf"
"738","2061-2080",5,85,37,2070.5,0.770833333333333,"DFO_SoGulf"
"739","2061-2080",6,45,38,2070.5,0.791666666666667,"DFO_SoGulf"
"740","2061-2080",6,85,37,2070.5,0.770833333333333,"DFO_SoGulf"
"741","2061-2080",7,45,45,2070.5,0.9375,"DFO_SoGulf"
"742","2061-2080",7,85,36,2070.5,0.75,"DFO_SoGulf"
"743","2061-2080",8,45,44,2070.5,0.916666666666667,"DFO_SoGulf"
"744","2061-2080",8,85,41,2070.5,0.854166666666667,"DFO_SoGulf"
"745","2061-2080",9,45,35,2070.5,0.729166666666667,"DFO_SoGulf"
"746","2061-2080",9,85,33,2070.5,0.6875,"DFO_SoGulf"
"747","2061-2080",10,45,38,2070.5,0.791666666666667,"DFO_SoGulf"
"748","2061-2080",10,85,36,2070.5,0.75,"DFO_SoGulf"
"749","2061-2080",11,45,24,2070.5,0.5,"DFO_SoGulf"
"750","2061-2080",11,85,18,2070.5,0.375,"DFO_SoGulf"
"751","2061-2080",12,45,42,2070.5,0.875,"DFO_SoGulf"
"752","2061-2080",12,85,35,2070.5,0.729166666666667,"DFO_SoGulf"
"753","2061-2080",13,45,46,2070.5,0.958333333333333,"DFO_SoGulf"
"754","2061-2080",13,85,40,2070.5,0.833333333333333,"DFO_SoGulf"
"755","2081-2100",1,45,41,2090.5,0.854166666666667,"DFO_SoGulf"
"756","2081-2100",1,85,30,2090.5,0.625,"DFO_SoGulf"
"757","2081-2100",2,45,38,2090.5,0.791666666666667,"DFO_SoGulf"
"758","2081-2100",2,85,26,2090.5,0.541666666666667,"DFO_SoGulf"
"759","2081-2100",3,45,41,2090.5,0.854166666666667,"DFO_SoGulf"
"760","2081-2100",3,85,25,2090.5,0.520833333333333,"DFO_SoGulf"
"761","2081-2100",4,45,24,2090.5,0.5,"DFO_SoGulf"
"762","2081-2100",4,85,32,2090.5,0.666666666666667,"DFO_SoGulf"
"763","2081-2100",5,45,42,2090.5,0.875,"DFO_SoGulf"
"764","2081-2100",5,85,24,2090.5,0.5,"DFO_SoGulf"
"765","2081-2100",6,45,40,2090.5,0.833333333333333,"DFO_SoGulf"
"766","2081-2100",6,85,28,2090.5,0.583333333333333,"DFO_SoGulf"
"767","2081-2100",7,45,44,2090.5,0.916666666666667,"DFO_SoGulf"
"768","2081-2100",7,85,32,2090.5,0.666666666666667,"DFO_SoGulf"
"769","2081-2100",8,45,43,2090.5,0.895833333333333,"DFO_SoGulf"
"770","2081-2100",8,85,29,2090.5,0.604166666666667,"DFO_SoGulf"
"771","2081-2100",9,45,37,2090.5,0.770833333333333,"DFO_SoGulf"
"772","2081-2100",9,85,28,2090.5,0.583333333333333,"DFO_SoGulf"
"773","2081-2100",10,45,40,2090.5,0.833333333333333,"DFO_SoGulf"
"774","2081-2100",10,85,24,2090.5,0.5,"DFO_SoGulf"
"775","2081-2100",11,45,26,2090.5,0.541666666666667,"DFO_SoGulf"
"776","2081-2100",11,85,31,2090.5,0.645833333333333,"DFO_SoGulf"
"777","2081-2100",12,45,44,2090.5,0.916666666666667,"DFO_SoGulf"
"778","2081-2100",12,85,34,2090.5,0.708333333333333,"DFO_SoGulf"
"779","2081-2100",13,45,43,2090.5,0.895833333333333,"DFO_SoGulf"
"780","2081-2100",13,85,33,2090.5,0.6875,"DFO_SoGulf"
"781","2006-2020",1,45,100,2013,0.813008130081301,"AFSC_GOA"
"782","2006-2020",1,85,106,2013,0.861788617886179,"AFSC_GOA"
"783","2006-2020",2,45,102,2013,0.829268292682927,"AFSC_GOA"
"784","2006-2020",2,85,99,2013,0.804878048780488,"AFSC_GOA"
"785","2006-2020",3,45,103,2013,0.83739837398374,"AFSC_GOA"
"786","2006-2020",3,85,94,2013,0.764227642276423,"AFSC_GOA"
"787","2006-2020",4,45,91,2013,0.739837398373984,"AFSC_GOA"
"788","2006-2020",4,85,88,2013,0.715447154471545,"AFSC_GOA"
"789","2006-2020",5,45,101,2013,0.821138211382114,"AFSC_GOA"
"790","2006-2020",5,85,95,2013,0.772357723577236,"AFSC_GOA"
"791","2006-2020",6,45,97,2013,0.788617886178862,"AFSC_GOA"
"792","2006-2020",6,85,100,2013,0.813008130081301,"AFSC_GOA"
"793","2006-2020",7,45,105,2013,0.853658536585366,"AFSC_GOA"
"794","2006-2020",7,85,107,2013,0.869918699186992,"AFSC_GOA"
"795","2006-2020",8,45,100,2013,0.813008130081301,"AFSC_GOA"
"796","2006-2020",8,85,100,2013,0.813008130081301,"AFSC_GOA"
"797","2006-2020",9,45,110,2013,0.894308943089431,"AFSC_GOA"
"798","2006-2020",9,85,106,2013,0.861788617886179,"AFSC_GOA"
"799","2006-2020",10,45,109,2013,0.886178861788618,"AFSC_GOA"
"800","2006-2020",10,85,108,2013,0.878048780487805,"AFSC_GOA"
"801","2006-2020",11,45,104,2013,0.845528455284553,"AFSC_GOA"
"802","2006-2020",11,85,98,2013,0.796747967479675,"AFSC_GOA"
"803","2006-2020",12,45,101,2013,0.821138211382114,"AFSC_GOA"
"804","2006-2020",12,85,105,2013,0.853658536585366,"AFSC_GOA"
"805","2006-2020",13,45,103,2013,0.83739837398374,"AFSC_GOA"
"806","2006-2020",13,85,95,2013,0.772357723577236,"AFSC_GOA"
"807","2021-2040",1,45,105,2030.5,0.853658536585366,"AFSC_GOA"
"808","2021-2040",1,85,99,2030.5,0.804878048780488,"AFSC_GOA"
"809","2021-2040",2,45,100,2030.5,0.813008130081301,"AFSC_GOA"
"810","2021-2040",2,85,99,2030.5,0.804878048780488,"AFSC_GOA"
"811","2021-2040",3,45,93,2030.5,0.75609756097561,"AFSC_GOA"
"812","2021-2040",3,85,101,2030.5,0.821138211382114,"AFSC_GOA"
"813","2021-2040",4,45,98,2030.5,0.796747967479675,"AFSC_GOA"
"814","2021-2040",4,85,95,2030.5,0.772357723577236,"AFSC_GOA"
"815","2021-2040",5,45,97,2030.5,0.788617886178862,"AFSC_GOA"
"816","2021-2040",5,85,105,2030.5,0.853658536585366,"AFSC_GOA"
"817","2021-2040",6,45,101,2030.5,0.821138211382114,"AFSC_GOA"
"818","2021-2040",6,85,103,2030.5,0.83739837398374,"AFSC_GOA"
"819","2021-2040",7,45,105,2030.5,0.853658536585366,"AFSC_GOA"
"820","2021-2040",7,85,97,2030.5,0.788617886178862,"AFSC_GOA"
"821","2021-2040",8,45,94,2030.5,0.764227642276423,"AFSC_GOA"
"822","2021-2040",8,85,92,2030.5,0.747967479674797,"AFSC_GOA"
"823","2021-2040",9,45,105,2030.5,0.853658536585366,"AFSC_GOA"
"824","2021-2040",9,85,106,2030.5,0.861788617886179,"AFSC_GOA"
"825","2021-2040",10,45,100,2030.5,0.813008130081301,"AFSC_GOA"
"826","2021-2040",10,85,99,2030.5,0.804878048780488,"AFSC_GOA"
"827","2021-2040",11,45,102,2030.5,0.829268292682927,"AFSC_GOA"
"828","2021-2040",11,85,103,2030.5,0.83739837398374,"AFSC_GOA"
"829","2021-2040",12,45,100,2030.5,0.813008130081301,"AFSC_GOA"
"830","2021-2040",12,85,96,2030.5,0.780487804878049,"AFSC_GOA"
"831","2021-2040",13,45,103,2030.5,0.83739837398374,"AFSC_GOA"
"832","2021-2040",13,85,101,2030.5,0.821138211382114,"AFSC_GOA"
"833","2041-2060",1,45,98,2050.5,0.796747967479675,"AFSC_GOA"
"834","2041-2060",1,85,99,2050.5,0.804878048780488,"AFSC_GOA"
"835","2041-2060",2,45,98,2050.5,0.796747967479675,"AFSC_GOA"
"836","2041-2060",2,85,95,2050.5,0.772357723577236,"AFSC_GOA"
"837","2041-2060",3,45,95,2050.5,0.772357723577236,"AFSC_GOA"
"838","2041-2060",3,85,87,2050.5,0.707317073170732,"AFSC_GOA"
"839","2041-2060",4,45,88,2050.5,0.715447154471545,"AFSC_GOA"
"840","2041-2060",4,85,94,2050.5,0.764227642276423,"AFSC_GOA"
"841","2041-2060",5,45,87,2050.5,0.707317073170732,"AFSC_GOA"
"842","2041-2060",5,85,91,2050.5,0.739837398373984,"AFSC_GOA"
"843","2041-2060",6,45,98,2050.5,0.796747967479675,"AFSC_GOA"
"844","2041-2060",6,85,89,2050.5,0.723577235772358,"AFSC_GOA"
"845","2041-2060",7,45,102,2050.5,0.829268292682927,"AFSC_GOA"
"846","2041-2060",7,85,103,2050.5,0.83739837398374,"AFSC_GOA"
"847","2041-2060",8,45,100,2050.5,0.813008130081301,"AFSC_GOA"
"848","2041-2060",8,85,86,2050.5,0.699186991869919,"AFSC_GOA"
"849","2041-2060",9,45,99,2050.5,0.804878048780488,"AFSC_GOA"
"850","2041-2060",9,85,98,2050.5,0.796747967479675,"AFSC_GOA"
"851","2041-2060",10,45,76,2050.5,0.617886178861789,"AFSC_GOA"
"852","2041-2060",10,85,88,2050.5,0.715447154471545,"AFSC_GOA"
"853","2041-2060",11,45,96,2050.5,0.780487804878049,"AFSC_GOA"
"854","2041-2060",11,85,93,2050.5,0.75609756097561,"AFSC_GOA"
"855","2041-2060",12,45,94,2050.5,0.764227642276423,"AFSC_GOA"
"856","2041-2060",12,85,99,2050.5,0.804878048780488,"AFSC_GOA"
"857","2041-2060",13,45,103,2050.5,0.83739837398374,"AFSC_GOA"
"858","2041-2060",13,85,102,2050.5,0.829268292682927,"AFSC_GOA"
"859","2061-2080",1,45,93,2070.5,0.75609756097561,"AFSC_GOA"
"860","2061-2080",1,85,91,2070.5,0.739837398373984,"AFSC_GOA"
"861","2061-2080",2,45,92,2070.5,0.747967479674797,"AFSC_GOA"
"862","2061-2080",2,85,85,2070.5,0.691056910569106,"AFSC_GOA"
"863","2061-2080",3,45,96,2070.5,0.780487804878049,"AFSC_GOA"
"864","2061-2080",3,85,78,2070.5,0.634146341463415,"AFSC_GOA"
"865","2061-2080",4,45,84,2070.5,0.682926829268293,"AFSC_GOA"
"866","2061-2080",4,85,80,2070.5,0.650406504065041,"AFSC_GOA"
"867","2061-2080",5,45,91,2070.5,0.739837398373984,"AFSC_GOA"
"868","2061-2080",5,85,87,2070.5,0.707317073170732,"AFSC_GOA"
"869","2061-2080",6,45,102,2070.5,0.829268292682927,"AFSC_GOA"
"870","2061-2080",6,85,93,2070.5,0.75609756097561,"AFSC_GOA"
"871","2061-2080",7,45,93,2070.5,0.75609756097561,"AFSC_GOA"
"872","2061-2080",7,85,93,2070.5,0.75609756097561,"AFSC_GOA"
"873","2061-2080",8,45,100,2070.5,0.813008130081301,"AFSC_GOA"
"874","2061-2080",8,85,87,2070.5,0.707317073170732,"AFSC_GOA"
"875","2061-2080",9,45,84,2070.5,0.682926829268293,"AFSC_GOA"
"876","2061-2080",9,85,81,2070.5,0.658536585365854,"AFSC_GOA"
"877","2061-2080",10,45,84,2070.5,0.682926829268293,"AFSC_GOA"
"878","2061-2080",10,85,84,2070.5,0.682926829268293,"AFSC_GOA"
"879","2061-2080",11,45,94,2070.5,0.764227642276423,"AFSC_GOA"
"880","2061-2080",11,85,89,2070.5,0.723577235772358,"AFSC_GOA"
"881","2061-2080",12,45,95,2070.5,0.772357723577236,"AFSC_GOA"
"882","2061-2080",12,85,85,2070.5,0.691056910569106,"AFSC_GOA"
"883","2061-2080",13,45,106,2070.5,0.861788617886179,"AFSC_GOA"
"884","2061-2080",13,85,102,2070.5,0.829268292682927,"AFSC_GOA"
"885","2081-2100",1,45,91,2090.5,0.739837398373984,"AFSC_GOA"
"886","2081-2100",1,85,80,2090.5,0.650406504065041,"AFSC_GOA"
"887","2081-2100",2,45,92,2090.5,0.747967479674797,"AFSC_GOA"
"888","2081-2100",2,85,86,2090.5,0.699186991869919,"AFSC_GOA"
"889","2081-2100",3,45,95,2090.5,0.772357723577236,"AFSC_GOA"
"890","2081-2100",3,85,80,2090.5,0.650406504065041,"AFSC_GOA"
"891","2081-2100",4,45,85,2090.5,0.691056910569106,"AFSC_GOA"
"892","2081-2100",4,85,82,2090.5,0.666666666666667,"AFSC_GOA"
"893","2081-2100",5,45,83,2090.5,0.67479674796748,"AFSC_GOA"
"894","2081-2100",5,85,91,2090.5,0.739837398373984,"AFSC_GOA"
"895","2081-2100",6,45,103,2090.5,0.83739837398374,"AFSC_GOA"
"896","2081-2100",6,85,92,2090.5,0.747967479674797,"AFSC_GOA"
"897","2081-2100",7,45,88,2090.5,0.715447154471545,"AFSC_GOA"
"898","2081-2100",7,85,85,2090.5,0.691056910569106,"AFSC_GOA"
"899","2081-2100",8,45,98,2090.5,0.796747967479675,"AFSC_GOA"
"900","2081-2100",8,85,80,2090.5,0.650406504065041,"AFSC_GOA"
"901","2081-2100",9,45,85,2090.5,0.691056910569106,"AFSC_GOA"
"902","2081-2100",9,85,75,2090.5,0.609756097560976,"AFSC_GOA"
"903","2081-2100",10,45,77,2090.5,0.626016260162602,"AFSC_GOA"
"904","2081-2100",10,85,84,2090.5,0.682926829268293,"AFSC_GOA"
"905","2081-2100",11,45,89,2090.5,0.723577235772358,"AFSC_GOA"
"906","2081-2100",11,85,82,2090.5,0.666666666666667,"AFSC_GOA"
"907","2081-2100",12,45,87,2090.5,0.707317073170732,"AFSC_GOA"
"908","2081-2100",12,85,78,2090.5,0.634146341463415,"AFSC_GOA"
"909","2081-2100",13,45,106,2090.5,0.861788617886179,"AFSC_GOA"
"910","2081-2100",13,85,89,2090.5,0.723577235772358,"AFSC_GOA"
"911","2006-2020",1,45,43,2013,0.811320754716981,"AFSC_Aleutians"
"912","2006-2020",1,85,36,2013,0.679245283018868,"AFSC_Aleutians"
"913","2006-2020",2,45,39,2013,0.735849056603774,"AFSC_Aleutians"
"914","2006-2020",2,85,39,2013,0.735849056603774,"AFSC_Aleutians"
"915","2006-2020",3,45,39,2013,0.735849056603774,"AFSC_Aleutians"
"916","2006-2020",3,85,37,2013,0.69811320754717,"AFSC_Aleutians"
"917","2006-2020",4,45,36,2013,0.679245283018868,"AFSC_Aleutians"
"918","2006-2020",4,85,38,2013,0.716981132075472,"AFSC_Aleutians"
"919","2006-2020",5,45,40,2013,0.754716981132076,"AFSC_Aleutians"
"920","2006-2020",5,85,39,2013,0.735849056603774,"AFSC_Aleutians"
"921","2006-2020",6,45,41,2013,0.773584905660377,"AFSC_Aleutians"
"922","2006-2020",6,85,44,2013,0.830188679245283,"AFSC_Aleutians"
"923","2006-2020",7,45,37,2013,0.69811320754717,"AFSC_Aleutians"
"924","2006-2020",7,85,39,2013,0.735849056603774,"AFSC_Aleutians"
"925","2006-2020",8,45,40,2013,0.754716981132076,"AFSC_Aleutians"
"926","2006-2020",8,85,42,2013,0.792452830188679,"AFSC_Aleutians"
"927","2006-2020",9,45,43,2013,0.811320754716981,"AFSC_Aleutians"
"928","2006-2020",9,85,41,2013,0.773584905660377,"AFSC_Aleutians"
"929","2006-2020",10,45,39,2013,0.735849056603774,"AFSC_Aleutians"
"930","2006-2020",10,85,40,2013,0.754716981132076,"AFSC_Aleutians"
"931","2006-2020",11,45,40,2013,0.754716981132076,"AFSC_Aleutians"
"932","2006-2020",11,85,38,2013,0.716981132075472,"AFSC_Aleutians"
"933","2006-2020",12,45,38,2013,0.716981132075472,"AFSC_Aleutians"
"934","2006-2020",12,85,39,2013,0.735849056603774,"AFSC_Aleutians"
"935","2006-2020",13,45,38,2013,0.716981132075472,"AFSC_Aleutians"
"936","2006-2020",13,85,37,2013,0.69811320754717,"AFSC_Aleutians"
"937","2021-2040",1,45,40,2030.5,0.754716981132076,"AFSC_Aleutians"
"938","2021-2040",1,85,37,2030.5,0.69811320754717,"AFSC_Aleutians"
"939","2021-2040",2,45,42,2030.5,0.792452830188679,"AFSC_Aleutians"
"940","2021-2040",2,85,42,2030.5,0.792452830188679,"AFSC_Aleutians"
"941","2021-2040",3,45,40,2030.5,0.754716981132076,"AFSC_Aleutians"
"942","2021-2040",3,85,39,2030.5,0.735849056603774,"AFSC_Aleutians"
"943","2021-2040",4,45,43,2030.5,0.811320754716981,"AFSC_Aleutians"
"944","2021-2040",4,85,41,2030.5,0.773584905660377,"AFSC_Aleutians"
"945","2021-2040",5,45,41,2030.5,0.773584905660377,"AFSC_Aleutians"
"946","2021-2040",5,85,40,2030.5,0.754716981132076,"AFSC_Aleutians"
"947","2021-2040",6,45,36,2030.5,0.679245283018868,"AFSC_Aleutians"
"948","2021-2040",6,85,32,2030.5,0.60377358490566,"AFSC_Aleutians"
"949","2021-2040",7,45,37,2030.5,0.69811320754717,"AFSC_Aleutians"
"950","2021-2040",7,85,40,2030.5,0.754716981132076,"AFSC_Aleutians"
"951","2021-2040",8,45,40,2030.5,0.754716981132076,"AFSC_Aleutians"
"952","2021-2040",8,85,36,2030.5,0.679245283018868,"AFSC_Aleutians"
"953","2021-2040",9,45,40,2030.5,0.754716981132076,"AFSC_Aleutians"
"954","2021-2040",9,85,38,2030.5,0.716981132075472,"AFSC_Aleutians"
"955","2021-2040",10,45,40,2030.5,0.754716981132076,"AFSC_Aleutians"
"956","2021-2040",10,85,42,2030.5,0.792452830188679,"AFSC_Aleutians"
"957","2021-2040",11,45,40,2030.5,0.754716981132076,"AFSC_Aleutians"
"958","2021-2040",11,85,34,2030.5,0.641509433962264,"AFSC_Aleutians"
"959","2021-2040",12,45,44,2030.5,0.830188679245283,"AFSC_Aleutians"
"960","2021-2040",12,85,43,2030.5,0.811320754716981,"AFSC_Aleutians"
"961","2021-2040",13,45,41,2030.5,0.773584905660377,"AFSC_Aleutians"
"962","2021-2040",13,85,42,2030.5,0.792452830188679,"AFSC_Aleutians"
"963","2041-2060",1,45,34,2050.5,0.641509433962264,"AFSC_Aleutians"
"964","2041-2060",1,85,36,2050.5,0.679245283018868,"AFSC_Aleutians"
"965","2041-2060",2,45,35,2050.5,0.660377358490566,"AFSC_Aleutians"
"966","2041-2060",2,85,41,2050.5,0.773584905660377,"AFSC_Aleutians"
"967","2041-2060",3,45,39,2050.5,0.735849056603774,"AFSC_Aleutians"
"968","2041-2060",3,85,38,2050.5,0.716981132075472,"AFSC_Aleutians"
"969","2041-2060",4,45,42,2050.5,0.792452830188679,"AFSC_Aleutians"
"970","2041-2060",4,85,39,2050.5,0.735849056603774,"AFSC_Aleutians"
"971","2041-2060",5,45,37,2050.5,0.69811320754717,"AFSC_Aleutians"
"972","2041-2060",5,85,37,2050.5,0.69811320754717,"AFSC_Aleutians"
"973","2041-2060",6,45,40,2050.5,0.754716981132076,"AFSC_Aleutians"
"974","2041-2060",6,85,39,2050.5,0.735849056603774,"AFSC_Aleutians"
"975","2041-2060",7,45,41,2050.5,0.773584905660377,"AFSC_Aleutians"
"976","2041-2060",7,85,42,2050.5,0.792452830188679,"AFSC_Aleutians"
"977","2041-2060",8,45,35,2050.5,0.660377358490566,"AFSC_Aleutians"
"978","2041-2060",8,85,39,2050.5,0.735849056603774,"AFSC_Aleutians"
"979","2041-2060",9,45,41,2050.5,0.773584905660377,"AFSC_Aleutians"
"980","2041-2060",9,85,39,2050.5,0.735849056603774,"AFSC_Aleutians"
"981","2041-2060",10,45,41,2050.5,0.773584905660377,"AFSC_Aleutians"
"982","2041-2060",10,85,40,2050.5,0.754716981132076,"AFSC_Aleutians"
"983","2041-2060",11,45,37,2050.5,0.69811320754717,"AFSC_Aleutians"
"984","2041-2060",11,85,40,2050.5,0.754716981132076,"AFSC_Aleutians"
"985","2041-2060",12,45,41,2050.5,0.773584905660377,"AFSC_Aleutians"
"986","2041-2060",12,85,40,2050.5,0.754716981132076,"AFSC_Aleutians"
"987","2041-2060",13,45,40,2050.5,0.754716981132076,"AFSC_Aleutians"
"988","2041-2060",13,85,36,2050.5,0.679245283018868,"AFSC_Aleutians"
"989","2061-2080",1,45,38,2070.5,0.716981132075472,"AFSC_Aleutians"
"990","2061-2080",1,85,43,2070.5,0.811320754716981,"AFSC_Aleutians"
"991","2061-2080",2,45,40,2070.5,0.754716981132076,"AFSC_Aleutians"
"992","2061-2080",2,85,39,2070.5,0.735849056603774,"AFSC_Aleutians"
"993","2061-2080",3,45,41,2070.5,0.773584905660377,"AFSC_Aleutians"
"994","2061-2080",3,85,39,2070.5,0.735849056603774,"AFSC_Aleutians"
"995","2061-2080",4,45,37,2070.5,0.69811320754717,"AFSC_Aleutians"
"996","2061-2080",4,85,36,2070.5,0.679245283018868,"AFSC_Aleutians"
"997","2061-2080",5,45,40,2070.5,0.754716981132076,"AFSC_Aleutians"
"998","2061-2080",5,85,37,2070.5,0.69811320754717,"AFSC_Aleutians"
"999","2061-2080",6,45,37,2070.5,0.69811320754717,"AFSC_Aleutians"
"1000","2061-2080",6,85,35,2070.5,0.660377358490566,"AFSC_Aleutians"
"1001","2061-2080",7,45,45,2070.5,0.849056603773585,"AFSC_Aleutians"
"1002","2061-2080",7,85,39,2070.5,0.735849056603774,"AFSC_Aleutians"
"1003","2061-2080",8,45,41,2070.5,0.773584905660377,"AFSC_Aleutians"
"1004","2061-2080",8,85,42,2070.5,0.792452830188679,"AFSC_Aleutians"
"1005","2061-2080",9,45,41,2070.5,0.773584905660377,"AFSC_Aleutians"
"1006","2061-2080",9,85,39,2070.5,0.735849056603774,"AFSC_Aleutians"
"1007","2061-2080",10,45,39,2070.5,0.735849056603774,"AFSC_Aleutians"
"1008","2061-2080",10,85,38,2070.5,0.716981132075472,"AFSC_Aleutians"
"1009","2061-2080",11,45,42,2070.5,0.792452830188679,"AFSC_Aleutians"
"1010","2061-2080",11,85,38,2070.5,0.716981132075472,"AFSC_Aleutians"
"1011","2061-2080",12,45,37,2070.5,0.69811320754717,"AFSC_Aleutians"
"1012","2061-2080",12,85,38,2070.5,0.716981132075472,"AFSC_Aleutians"
"1013","2061-2080",13,45,38,2070.5,0.716981132075472,"AFSC_Aleutians"
"1014","2061-2080",13,85,36,2070.5,0.679245283018868,"AFSC_Aleutians"
"1015","2081-2100",1,45,37,2090.5,0.69811320754717,"AFSC_Aleutians"
"1016","2081-2100",1,85,36,2090.5,0.679245283018868,"AFSC_Aleutians"
"1017","2081-2100",2,45,39,2090.5,0.735849056603774,"AFSC_Aleutians"
"1018","2081-2100",2,85,40,2090.5,0.754716981132076,"AFSC_Aleutians"
"1019","2081-2100",3,45,39,2090.5,0.735849056603774,"AFSC_Aleutians"
"1020","2081-2100",3,85,41,2090.5,0.773584905660377,"AFSC_Aleutians"
"1021","2081-2100",4,45,43,2090.5,0.811320754716981,"AFSC_Aleutians"
"1022","2081-2100",4,85,42,2090.5,0.792452830188679,"AFSC_Aleutians"
"1023","2081-2100",5,45,38,2090.5,0.716981132075472,"AFSC_Aleutians"
"1024","2081-2100",5,85,40,2090.5,0.754716981132076,"AFSC_Aleutians"
"1025","2081-2100",6,45,43,2090.5,0.811320754716981,"AFSC_Aleutians"
"1026","2081-2100",6,85,40,2090.5,0.754716981132076,"AFSC_Aleutians"
"1027","2081-2100",7,45,44,2090.5,0.830188679245283,"AFSC_Aleutians"
"1028","2081-2100",7,85,41,2090.5,0.773584905660377,"AFSC_Aleutians"
"1029","2081-2100",8,45,38,2090.5,0.716981132075472,"AFSC_Aleutians"
