"","period","model","rcp","nmet","mid","pmet","region"
"338","2041-2060",13,85,54,2050.5,0.710526315789474,"DFO_NewfoundlandFall"
"339","2061-2080",1,45,46,2070.5,0.605263157894737,"DFO_NewfoundlandFall"
"340","2061-2080",1,85,38,2070.5,0.5,"DFO_NewfoundlandFall"
"341","2061-2080",2,45,57,2070.5,0.75,"DFO_NewfoundlandFall"
"342","2061-2080",2,85,50,2070.5,0.657894736842105,"DFO_NewfoundlandFall"
"343","2061-2080",3,45,48,2070.5,0.631578947368421,"DFO_NewfoundlandFall"
"344","2061-2080",3,85,45,2070.5,0.592105263157895,"DFO_NewfoundlandFall"
"345","2061-2080",4,45,60,2070.5,0.789473684210526,"DFO_NewfoundlandFall"
"346","2061-2080",4,85,54,2070.5,0.710526315789474,"DFO_NewfoundlandFall"
"347","2061-2080",5,45,47,2070.5,0.618421052631579,"DFO_NewfoundlandFall"
"348","2061-2080",5,85,41,2070.5,0.539473684210526,"DFO_NewfoundlandFall"
"349","2061-2080",6,45,59,2070.5,0.776315789473684,"DFO_NewfoundlandFall"
"350","2061-2080",6,85,51,2070.5,0.671052631578947,"DFO_NewfoundlandFall"
"351","2061-2080",7,45,59,2070.5,0.776315789473684,"DFO_NewfoundlandFall"
"352","2061-2080",7,85,60,2070.5,0.789473684210526,"DFO_NewfoundlandFall"
"353","2061-2080",8,45,53,2070.5,0.697368421052632,"DFO_NewfoundlandFall"
"354","2061-2080",8,85,52,2070.5,0.684210526315789,"DFO_NewfoundlandFall"
"355","2061-2080",9,45,56,2070.5,0.736842105263158,"DFO_NewfoundlandFall"
"356","2061-2080",9,85,55,2070.5,0.723684210526316,"DFO_NewfoundlandFall"
"357","2061-2080",10,45,59,2070.5,0.776315789473684,"DFO_NewfoundlandFall"
"358","2061-2080",10,85,51,2070.5,0.671052631578947,"DFO_NewfoundlandFall"
"359","2061-2080",11,45,47,2070.5,0.618421052631579,"DFO_NewfoundlandFall"
"360","2061-2080",11,85,41,2070.5,0.539473684210526,"DFO_NewfoundlandFall"
"361","2061-2080",12,45,53,2070.5,0.697368421052632,"DFO_NewfoundlandFall"
"362","2061-2080",12,85,47,2070.5,0.618421052631579,"DFO_NewfoundlandFall"
"363","2061-2080",13,45,56,2070.5,0.736842105263158,"DFO_NewfoundlandFall"
"364","2061-2080",13,85,45,2070.5,0.592105263157895,"DFO_NewfoundlandFall"
"365","2081-2100",1,45,50,2090.5,0.657894736842105,"DFO_NewfoundlandFall"
"366","2081-2100",1,85,36,2090.5,0.473684210526316,"DFO_NewfoundlandFall"
"367","2081-2100",2,45,53,2090.5,0.697368421052632,"DFO_NewfoundlandFall"
"368","2081-2100",2,85,41,2090.5,0.539473684210526,"DFO_NewfoundlandFall"
"369","2081-2100",3,45,42,2090.5,0.552631578947368,"DFO_NewfoundlandFall"
"370","2081-2100",3,85,41,2090.5,0.539473684210526,"DFO_NewfoundlandFall"
"371","2081-2100",4,45,66,2090.5,0.868421052631579,"DFO_NewfoundlandFall"
"372","2081-2100",4,85,45,2090.5,0.592105263157895,"DFO_NewfoundlandFall"
"373","2081-2100",5,45,51,2090.5,0.671052631578947,"DFO_NewfoundlandFall"
"374","2081-2100",5,85,54,2090.5,0.710526315789474,"DFO_NewfoundlandFall"
"375","2081-2100",6,45,59,2090.5,0.776315789473684,"DFO_NewfoundlandFall"
"376","2081-2100",6,85,47,2090.5,0.618421052631579,"DFO_NewfoundlandFall"
"377","2081-2100",7,45,60,2090.5,0.789473684210526,"DFO_NewfoundlandFall"
"378","2081-2100",7,85,60,2090.5,0.789473684210526,"DFO_NewfoundlandFall"
"379","2081-2100",8,45,55,2090.5,0.723684210526316,"DFO_NewfoundlandFall"
"380","2081-2100",8,85,44,2090.5,0.578947368421053,"DFO_NewfoundlandFall"
"381","2081-2100",9,45,52,2090.5,0.684210526315789,"DFO_NewfoundlandFall"
"382","2081-2100",9,85,49,2090.5,0.644736842105263,"DFO_NewfoundlandFall"
"383","2081-2100",10,45,55,2090.5,0.723684210526316,"DFO_NewfoundlandFall"
"384","2081-2100",10,85,55,2090.5,0.723684210526316,"DFO_NewfoundlandFall"
"385","2081-2100",11,45,43,2090.5,0.565789473684211,"DFO_NewfoundlandFall"
"386","2081-2100",11,85,23,2090.5,0.302631578947368,"DFO_NewfoundlandFall"
"387","2081-2100",12,45,52,2090.5,0.684210526315789,"DFO_NewfoundlandFall"
"388","2081-2100",12,85,53,2090.5,0.697368421052632,"DFO_NewfoundlandFall"
"389","2081-2100",13,45,51,2090.5,0.671052631578947,"DFO_NewfoundlandFall"
"390","2081-2100",13,85,42,2090.5,0.552631578947368,"DFO_NewfoundlandFall"
"391","2006-2020",1,45,145,2013,0.973154362416107,"SEFSC_GOMex"
"392","2006-2020",1,85,144,2013,0.966442953020134,"SEFSC_GOMex"
"393","2006-2020",2,45,142,2013,0.953020134228188,"SEFSC_GOMex"
"394","2006-2020",2,85,141,2013,0.946308724832215,"SEFSC_GOMex"
"395","2006-2020",3,45,143,2013,0.959731543624161,"SEFSC_GOMex"
"396","2006-2020",3,85,143,2013,0.959731543624161,"SEFSC_GOMex"
"397","2006-2020",4,45,138,2013,0.926174496644295,"SEFSC_GOMex"
"398","2006-2020",4,85,146,2013,0.979865771812081,"SEFSC_GOMex"
"399","2006-2020",5,45,142,2013,0.953020134228188,"SEFSC_GOMex"
"400","2006-2020",5,85,144,2013,0.966442953020134,"SEFSC_GOMex"
"401","2006-2020",6,45,142,2013,0.953020134228188,"SEFSC_GOMex"
"402","2006-2020",6,85,143,2013,0.959731543624161,"SEFSC_GOMex"
"403","2006-2020",7,45,142,2013,0.953020134228188,"SEFSC_GOMex"
"404","2006-2020",7,85,138,2013,0.926174496644295,"SEFSC_GOMex"
"405","2006-2020",8,45,144,2013,0.966442953020134,"SEFSC_GOMex"
"406","2006-2020",8,85,143,2013,0.959731543624161,"SEFSC_GOMex"
"407","2006-2020",9,45,142,2013,0.953020134228188,"SEFSC_GOMex"
"408","2006-2020",9,85,142,2013,0.953020134228188,"SEFSC_GOMex"
"409","2006-2020",10,45,139,2013,0.932885906040268,"SEFSC_GOMex"
"410","2006-2020",10,85,143,2013,0.959731543624161,"SEFSC_GOMex"
"411","2006-2020",11,45,139,2013,0.932885906040268,"SEFSC_GOMex"
"412","2006-2020",11,85,138,2013,0.926174496644295,"SEFSC_GOMex"
"413","2006-2020",12,45,142,2013,0.953020134228188,"SEFSC_GOMex"
"414","2006-2020",12,85,144,2013,0.966442953020134,"SEFSC_GOMex"
"415","2006-2020",13,45,141,2013,0.946308724832215,"SEFSC_GOMex"
"416","2006-2020",13,85,138,2013,0.926174496644295,"SEFSC_GOMex"
"417","2021-2040",1,45,138,2030.5,0.926174496644295,"SEFSC_GOMex"
"418","2021-2040",1,85,138,2030.5,0.926174496644295,"SEFSC_GOMex"
"419","2021-2040",2,45,138,2030.5,0.926174496644295,"SEFSC_GOMex"
"420","2021-2040",2,85,141,2030.5,0.946308724832215,"SEFSC_GOMex"
"421","2021-2040",3,45,142,2030.5,0.953020134228188,"SEFSC_GOMex"
"422","2021-2040",3,85,138,2030.5,0.926174496644295,"SEFSC_GOMex"
"423","2021-2040",4,45,136,2030.5,0.912751677852349,"SEFSC_GOMex"
"424","2021-2040",4,85,134,2030.5,0.899328859060403,"SEFSC_GOMex"
"425","2021-2040",5,45,141,2030.5,0.946308724832215,"SEFSC_GOMex"
"426","2021-2040",5,85,141,2030.5,0.946308724832215,"SEFSC_GOMex"
"427","2021-2040",6,45,133,2030.5,0.89261744966443,"SEFSC_GOMex"
"428","2021-2040",6,85,140,2030.5,0.939597315436242,"SEFSC_GOMex"
"429","2021-2040",7,45,142,2030.5,0.953020134228188,"SEFSC_GOMex"
"430","2021-2040",7,85,139,2030.5,0.932885906040268,"SEFSC_GOMex"
"431","2021-2040",8,45,140,2030.5,0.939597315436242,"SEFSC_GOMex"
"432","2021-2040",8,85,142,2030.5,0.953020134228188,"SEFSC_GOMex"
"433","2021-2040",9,45,140,2030.5,0.939597315436242,"SEFSC_GOMex"
"434","2021-2040",9,85,138,2030.5,0.926174496644295,"SEFSC_GOMex"
"435","2021-2040",10,45,143,2030.5,0.959731543624161,"SEFSC_GOMex"
"436","2021-2040",10,85,140,2030.5,0.939597315436242,"SEFSC_GOMex"
"437","2021-2040",11,45,142,2030.5,0.953020134228188,"SEFSC_GOMex"
"438","2021-2040",11,85,136,2030.5,0.912751677852349,"SEFSC_GOMex"
"439","2021-2040",12,45,141,2030.5,0.946308724832215,"SEFSC_GOMex"
"440","2021-2040",12,85,137,2030.5,0.919463087248322,"SEFSC_GOMex"
"441","2021-2040",13,45,136,2030.5,0.912751677852349,"SEFSC_GOMex"
"442","2021-2040",13,85,134,2030.5,0.899328859060403,"SEFSC_GOMex"
"443","2041-2060",1,45,133,2050.5,0.89261744966443,"SEFSC_GOMex"
"444","2041-2060",1,85,136,2050.5,0.912751677852349,"SEFSC_GOMex"
"445","2041-2060",2,45,134,2050.5,0.899328859060403,"SEFSC_GOMex"
"446","2041-2060",2,85,134,2050.5,0.899328859060403,"SEFSC_GOMex"
"447","2041-2060",3,45,134,2050.5,0.899328859060403,"SEFSC_GOMex"
"448","2041-2060",3,85,137,2050.5,0.919463087248322,"SEFSC_GOMex"
"449","2041-2060",4,45,138,2050.5,0.926174496644295,"SEFSC_GOMex"
"450","2041-2060",4,85,132,2050.5,0.885906040268456,"SEFSC_GOMex"
"451","2041-2060",5,45,135,2050.5,0.906040268456376,"SEFSC_GOMex"
"452","2041-2060",5,85,138,2050.5,0.926174496644295,"SEFSC_GOMex"
"453","2041-2060",6,45,138,2050.5,0.926174496644295,"SEFSC_GOMex"
"454","2041-2060",6,85,139,2050.5,0.932885906040268,"SEFSC_GOMex"
"455","2041-2060",7,45,136,2050.5,0.912751677852349,"SEFSC_GOMex"
"456","2041-2060",7,85,140,2050.5,0.939597315436242,"SEFSC_GOMex"
"457","2041-2060",8,45,139,2050.5,0.932885906040268,"SEFSC_GOMex"
"458","2041-2060",8,85,134,2050.5,0.899328859060403,"SEFSC_GOMex"
"459","2041-2060",9,45,139,2050.5,0.932885906040268,"SEFSC_GOMex"
"460","2041-2060",9,85,133,2050.5,0.89261744966443,"SEFSC_GOMex"
"461","2041-2060",10,45,139,2050.5,0.932885906040268,"SEFSC_GOMex"
"462","2041-2060",10,85,134,2050.5,0.899328859060403,"SEFSC_GOMex"
"463","2041-2060",11,45,132,2050.5,0.885906040268456,"SEFSC_GOMex"
"464","2041-2060",11,85,133,2050.5,0.89261744966443,"SEFSC_GOMex"
"465","2041-2060",12,45,139,2050.5,0.932885906040268,"SEFSC_GOMex"
"466","2041-2060",12,85,134,2050.5,0.899328859060403,"SEFSC_GOMex"
"467","2041-2060",13,45,138,2050.5,0.926174496644295,"SEFSC_GOMex"
"468","2041-2060",13,85,131,2050.5,0.879194630872483,"SEFSC_GOMex"
"469","2061-2080",1,45,137,2070.5,0.919463087248322,"SEFSC_GOMex"
"470","2061-2080",1,85,133,2070.5,0.89261744966443,"SEFSC_GOMex"
"471","2061-2080",2,45,130,2070.5,0.87248322147651,"SEFSC_GOMex"
"472","2061-2080",2,85,127,2070.5,0.852348993288591,"SEFSC_GOMex"
"473","2061-2080",3,45,137,2070.5,0.919463087248322,"SEFSC_GOMex"
"474","2061-2080",3,85,135,2070.5,0.906040268456376,"SEFSC_GOMex"
"475","2061-2080",4,45,134,2070.5,0.899328859060403,"SEFSC_GOMex"
"476","2061-2080",4,85,136,2070.5,0.912751677852349,"SEFSC_GOMex"
"477","2061-2080",5,45,138,2070.5,0.926174496644295,"SEFSC_GOMex"
"478","2061-2080",5,85,133,2070.5,0.89261744966443,"SEFSC_GOMex"
"479","2061-2080",6,45,139,2070.5,0.932885906040268,"SEFSC_GOMex"
"480","2061-2080",6,85,139,2070.5,0.932885906040268,"SEFSC_GOMex"
"481","2061-2080",7,45,139,2070.5,0.932885906040268,"SEFSC_GOMex"
"482","2061-2080",7,85,133,2070.5,0.89261744966443,"SEFSC_GOMex"
"483","2061-2080",8,45,140,2070.5,0.939597315436242,"SEFSC_GOMex"
"484","2061-2080",8,85,134,2070.5,0.899328859060403,"SEFSC_GOMex"
"485","2061-2080",9,45,136,2070.5,0.912751677852349,"SEFSC_GOMex"
"486","2061-2080",9,85,129,2070.5,0.865771812080537,"SEFSC_GOMex"
"487","2061-2080",10,45,134,2070.5,0.899328859060403,"SEFSC_GOMex"
"488","2061-2080",10,85,129,2070.5,0.865771812080537,"SEFSC_GOMex"
"489","2061-2080",11,45,136,2070.5,0.912751677852349,"SEFSC_GOMex"
"490","2061-2080",11,85,127,2070.5,0.852348993288591,"SEFSC_GOMex"
"491","2061-2080",12,45,138,2070.5,0.926174496644295,"SEFSC_GOMex"
"492","2061-2080",12,85,131,2070.5,0.879194630872483,"SEFSC_GOMex"
"493","2061-2080",13,45,135,2070.5,0.906040268456376,"SEFSC_GOMex"
"494","2061-2080",13,85,133,2070.5,0.89261744966443,"SEFSC_GOMex"
"495","2081-2100",1,45,137,2090.5,0.919463087248322,"SEFSC_GOMex"
"496","2081-2100",1,85,128,2090.5,0.859060402684564,"SEFSC_GOMex"
"497","2081-2100",2,45,132,2090.5,0.885906040268456,"SEFSC_GOMex"
"498","2081-2100",2,85,126,2090.5,0.845637583892617,"SEFSC_GOMex"
"499","2081-2100",3,45,131,2090.5,0.879194630872483,"SEFSC_GOMex"
"500","2081-2100",3,85,132,2090.5,0.885906040268456,"SEFSC_GOMex"
"501","2081-2100",4,45,129,2090.5,0.865771812080537,"SEFSC_GOMex"
"502","2081-2100",4,85,127,2090.5,0.852348993288591,"SEFSC_GOMex"
"503","2081-2100",5,45,138,2090.5,0.926174496644295,"SEFSC_GOMex"
"504","2081-2100",5,85,128,2090.5,0.859060402684564,"SEFSC_GOMex"
"505","2081-2100",6,45,138,2090.5,0.926174496644295,"SEFSC_GOMex"
"506","2081-2100",6,85,134,2090.5,0.899328859060403,"SEFSC_GOMex"
"507","2081-2100",7,45,138,2090.5,0.926174496644295,"SEFSC_GOMex"
"508","2081-2100",7,85,125,2090.5,0.838926174496644,"SEFSC_GOMex"
"509","2081-2100",8,45,139,2090.5,0.932885906040268,"SEFSC_GOMex"
"510","2081-2100",8,85,126,2090.5,0.845637583892617,"SEFSC_GOMex"
"511","2081-2100",9,45,134,2090.5,0.899328859060403,"SEFSC_GOMex"
"512","2081-2100",9,85,130,2090.5,0.87248322147651,"SEFSC_GOMex"
"513","2081-2100",10,45,135,2090.5,0.906040268456376,"SEFSC_GOMex"
"514","2081-2100",10,85,124,2090.5,0.832214765100671,"SEFSC_GOMex"
"515","2081-2100",11,45,132,2090.5,0.885906040268456,"SEFSC_GOMex"
"516","2081-2100",11,85,127,2090.5,0.852348993288591,"SEFSC_GOMex"
"517","2081-2100",12,45,134,2090.5,0.899328859060403,"SEFSC_GOMex"
"518","2081-2100",12,85,125,2090.5,0.838926174496644,"SEFSC_GOMex"
"519","2081-2100",13,45,131,2090.5,0.879194630872483,"SEFSC_GOMex"
"520","2081-2100",13,85,128,2090.5,0.859060402684564,"SEFSC_GOMex"
"521","2006-2020",1,45,46,2013,0.851851851851852,"DFO_ScotianShelf"
"522","2006-2020",1,85,44,2013,0.814814814814815,"DFO_ScotianShelf"
"523","2006-2020",2,45,42,2013,0.777777777777778,"DFO_ScotianShelf"
"524","2006-2020",2,85,43,2013,0.796296296296296,"DFO_ScotianShelf"
"525","2006-2020",3,45,42,2013,0.777777777777778,"DFO_ScotianShelf"
"526","2006-2020",3,85,39,2013,0.722222222222222,"DFO_ScotianShelf"
"527","2006-2020",4,45,43,2013,0.796296296296296,"DFO_ScotianShelf"
"528","2006-2020",4,85,43,2013,0.796296296296296,"DFO_ScotianShelf"
"529","2006-2020",5,45,44,2013,0.814814814814815,"DFO_ScotianShelf"
"530","2006-2020",5,85,47,2013,0.87037037037037,"DFO_ScotianShelf"
"531","2006-2020",6,45,44,2013,0.814814814814815,"DFO_ScotianShelf"
"532","2006-2020",6,85,47,2013,0.87037037037037,"DFO_ScotianShelf"
"533","2006-2020",7,45,44,2013,0.814814814814815,"DFO_ScotianShelf"
"534","2006-2020",7,85,51,2013,0.944444444444444,"DFO_ScotianShelf"
"535","2006-2020",8,45,42,2013,0.777777777777778,"DFO_ScotianShelf"
"536","2006-2020",8,85,45,2013,0.833333333333333,"DFO_ScotianShelf"
"537","2006-2020",9,45,45,2013,0.833333333333333,"DFO_ScotianShelf"
"538","2006-2020",9,85,46,2013,0.851851851851852,"DFO_ScotianShelf"
"539","2006-2020",10,45,46,2013,0.851851851851852,"DFO_ScotianShelf"
"540","2006-2020",10,85,42,2013,0.777777777777778,"DFO_ScotianShelf"
"541","2006-2020",11,45,42,2013,0.777777777777778,"DFO_ScotianShelf"
"542","2006-2020",11,85,40,2013,0.740740740740741,"DFO_ScotianShelf"
"543","2006-2020",12,45,47,2013,0.87037037037037,"DFO_ScotianShelf"
"544","2006-2020",12,85,46,2013,0.851851851851852,"DFO_ScotianShelf"
"545","2006-2020",13,45,45,2013,0.833333333333333,"DFO_ScotianShelf"
"546","2006-2020",13,85,44,2013,0.814814814814815,"DFO_ScotianShelf"
"547","2021-2040",1,45,45,2030.5,0.833333333333333,"DFO_ScotianShelf"
"548","2021-2040",1,85,47,2030.5,0.87037037037037,"DFO_ScotianShelf"
"549","2021-2040",2,45,40,2030.5,0.740740740740741,"DFO_ScotianShelf"
"550","2021-2040",2,85,44,2030.5,0.814814814814815,"DFO_ScotianShelf"
"551","2021-2040",3,45,45,2030.5,0.833333333333333,"DFO_ScotianShelf"
"552","2021-2040",3,85,42,2030.5,0.777777777777778,"DFO_ScotianShelf"
"553","2021-2040",4,45,43,2030.5,0.796296296296296,"DFO_ScotianShelf"
"554","2021-2040",4,85,39,2030.5,0.722222222222222,"DFO_ScotianShelf"
"555","2021-2040",5,45,38,2030.5,0.703703703703704,"DFO_ScotianShelf"
"556","2021-2040",5,85,44,2030.5,0.814814814814815,"DFO_ScotianShelf"
"557","2021-2040",6,45,45,2030.5,0.833333333333333,"DFO_ScotianShelf"
"558","2021-2040",6,85,44,2030.5,0.814814814814815,"DFO_ScotianShelf"
"559","2021-2040",7,45,48,2030.5,0.888888888888889,"DFO_ScotianShelf"
"560","2021-2040",7,85,41,2030.5,0.759259259259259,"DFO_ScotianShelf"
"561","2021-2040",8,45,43,2030.5,0.796296296296296,"DFO_ScotianShelf"
"562","2021-2040",8,85,43,2030.5,0.796296296296296,"DFO_ScotianShelf"
"563","2021-2040",9,45,44,2030.5,0.814814814814815,"DFO_ScotianShelf"
"564","2021-2040",9,85,40,2030.5,0.740740740740741,"DFO_ScotianShelf"
"565","2021-2040",10,45,40,2030.5,0.740740740740741,"DFO_ScotianShelf"
"566","2021-2040",10,85,40,2030.5,0.740740740740741,"DFO_ScotianShelf"
"567","2021-2040",11,45,38,2030.5,0.703703703703704,"DFO_ScotianShelf"
"568","2021-2040",11,85,36,2030.5,0.666666666666667,"DFO_ScotianShelf"
"569","2021-2040",12,45,44,2030.5,0.814814814814815,"DFO_ScotianShelf"
"570","2021-2040",12,85,43,2030.5,0.796296296296296,"DFO_ScotianShelf"
"571","2021-2040",13,45,44,2030.5,0.814814814814815,"DFO_ScotianShelf"
"572","2021-2040",13,85,45,2030.5,0.833333333333333,"DFO_ScotianShelf"
"573","2041-2060",1,45,39,2050.5,0.722222222222222,"DFO_ScotianShelf"
"574","2041-2060",1,85,32,2050.5,0.592592592592593,"DFO_ScotianShelf"
"575","2041-2060",2,45,39,2050.5,0.722222222222222,"DFO_ScotianShelf"
"576","2041-2060",2,85,39,2050.5,0.722222222222222,"DFO_ScotianShelf"
"577","2041-2060",3,45,41,2050.5,0.759259259259259,"DFO_ScotianShelf"
"578","2041-2060",3,85,42,2050.5,0.777777777777778,"DFO_ScotianShelf"
"579","2041-2060",4,45,35,2050.5,0.648148148148148,"DFO_ScotianShelf"
"580","2041-2060",4,85,36,2050.5,0.666666666666667,"DFO_ScotianShelf"
"581","2041-2060",5,45,37,2050.5,0.685185185185185,"DFO_ScotianShelf"
"582","2041-2060",5,85,31,2050.5,0.574074074074074,"DFO_ScotianShelf"
"583","2041-2060",6,45,46,2050.5,0.851851851851852,"DFO_ScotianShelf"
"584","2041-2060",6,85,34,2050.5,0.62962962962963,"DFO_ScotianShelf"
"585","2041-2060",7,45,42,2050.5,0.777777777777778,"DFO_ScotianShelf"
"586","2041-2060",7,85,43,2050.5,0.796296296296296,"DFO_ScotianShelf"
"587","2041-2060",8,45,42,2050.5,0.777777777777778,"DFO_ScotianShelf"
"588","2041-2060",8,85,38,2050.5,0.703703703703704,"DFO_ScotianShelf"
"589","2041-2060",9,45,33,2050.5,0.611111111111111,"DFO_ScotianShelf"
"590","2041-2060",9,85,38,2050.5,0.703703703703704,"DFO_ScotianShelf"
"591","2041-2060",10,45,39,2050.5,0.722222222222222,"DFO_ScotianShelf"
"592","2041-2060",10,85,30,2050.5,0.555555555555556,"DFO_ScotianShelf"
"593","2041-2060",11,45,37,2050.5,0.685185185185185,"DFO_ScotianShelf"
"594","2041-2060",11,85,32,2050.5,0.592592592592593,"DFO_ScotianShelf"
"595","2041-2060",12,45,42,2050.5,0.777777777777778,"DFO_ScotianShelf"
"596","2041-2060",12,85,44,2050.5,0.814814814814815,"DFO_ScotianShelf"
"597","2041-2060",13,45,43,2050.5,0.796296296296296,"DFO_ScotianShelf"
"598","2041-2060",13,85,36,2050.5,0.666666666666667,"DFO_ScotianShelf"
"599","2061-2080",1,45,35,2070.5,0.648148148148148,"DFO_ScotianShelf"
"600","2061-2080",1,85,33,2070.5,0.611111111111111,"DFO_ScotianShelf"
"601","2061-2080",2,45,42,2070.5,0.777777777777778,"DFO_ScotianShelf"
"602","2061-2080",2,85,30,2070.5,0.555555555555556,"DFO_ScotianShelf"
"603","2061-2080",3,45,41,2070.5,0.759259259259259,"DFO_ScotianShelf"
"604","2061-2080",3,85,34,2070.5,0.62962962962963,"DFO_ScotianShelf"
"605","2061-2080",4,45,28,2070.5,0.518518518518518,"DFO_ScotianShelf"
"606","2061-2080",4,85,25,2070.5,0.462962962962963,"DFO_ScotianShelf"
"607","2061-2080",5,45,36,2070.5,0.666666666666667,"DFO_ScotianShelf"
"608","2061-2080",5,85,33,2070.5,0.611111111111111,"DFO_ScotianShelf"
"609","2061-2080",6,45,38,2070.5,0.703703703703704,"DFO_ScotianShelf"
"610","2061-2080",6,85,33,2070.5,0.611111111111111,"DFO_ScotianShelf"
"611","2061-2080",7,45,43,2070.5,0.796296296296296,"DFO_ScotianShelf"
"612","2061-2080",7,85,43,2070.5,0.796296296296296,"DFO_ScotianShelf"
"613","2061-2080",8,45,33,2070.5,0.611111111111111,"DFO_ScotianShelf"
"614","2061-2080",8,85,25,2070.5,0.462962962962963,"DFO_ScotianShelf"
"615","2061-2080",9,45,34,2070.5,0.62962962962963,"DFO_ScotianShelf"
"616","2061-2080",9,85,31,2070.5,0.574074074074074,"DFO_ScotianShelf"
"617","2061-2080",10,45,32,2070.5,0.592592592592593,"DFO_ScotianShelf"
"618","2061-2080",10,85,32,2070.5,0.592592592592593,"DFO_ScotianShelf"
"619","2061-2080",11,45,31,2070.5,0.574074074074074,"DFO_ScotianShelf"
"620","2061-2080",11,85,30,2070.5,0.555555555555556,"DFO_ScotianShelf"
"621","2061-2080",12,45,41,2070.5,0.759259259259259,"DFO_ScotianShelf"
"622","2061-2080",12,85,34,2070.5,0.62962962962963,"DFO_ScotianShelf"
"623","2061-2080",13,45,42,2070.5,0.777777777777778,"DFO_ScotianShelf"
"624","2061-2080",13,85,35,2070.5,0.648148148148148,"DFO_ScotianShelf"
"625","2081-2100",1,45,40,2090.5,0.740740740740741,"DFO_ScotianShelf"
"626","2081-2100",1,85,26,2090.5,0.481481481481481,"DFO_ScotianShelf"
"627","2081-2100",2,45,38,2090.5,0.703703703703704,"DFO_ScotianShelf"
"628","2081-2100",2,85,29,2090.5,0.537037037037037,"DFO_ScotianShelf"
"629","2081-2100",3,45,41,2090.5,0.759259259259259,"DFO_ScotianShelf"
"630","2081-2100",3,85,27,2090.5,0.5,"DFO_ScotianShelf"
"631","2081-2100",4,45,30,2090.5,0.555555555555556,"DFO_ScotianShelf"
"632","2081-2100",4,85,24,2090.5,0.444444444444444,"DFO_ScotianShelf"
"633","2081-2100",5,45,26,2090.5,0.481481481481481,"DFO_ScotianShelf"
"634","2081-2100",5,85,23,2090.5,0.425925925925926,"DFO_ScotianShelf"
"635","2081-2100",6,45,42,2090.5,0.777777777777778,"DFO_ScotianShelf"
"636","2081-2100",6,85,27,2090.5,0.5,"DFO_ScotianShelf"
"637","2081-2100",7,45,45,2090.5,0.833333333333333,"DFO_ScotianShelf"
"638","2081-2100",7,85,33,2090.5,0.611111111111111,"DFO_ScotianShelf"
"639","2081-2100",8,45,39,2090.5,0.722222222222222,"DFO_ScotianShelf"
"640","2081-2100",8,85,28,2090.5,0.518518518518518,"DFO_ScotianShelf"
"641","2081-2100",9,45,35,2090.5,0.648148148148148,"DFO_ScotianShelf"
"642","2081-2100",9,85,26,2090.5,0.481481481481481,"DFO_ScotianShelf"
"643","2081-2100",10,45,30,2090.5,0.555555555555556,"DFO_ScotianShelf"
"644","2081-2100",10,85,30,2090.5,0.555555555555556,"DFO_ScotianShelf"
"645","2081-2100",11,45,35,2090.5,0.648148148148148,"DFO_ScotianShelf"
"646","2081-2100",11,85,30,2090.5,0.555555555555556,"DFO_ScotianShelf"
"647","2081-2100",12,45,42,2090.5,0.777777777777778,"DFO_ScotianShelf"
"648","2081-2100",12,85,31,2090.5,0.574074074074074,"DFO_ScotianShelf"
"649","2081-2100",13,45,40,2090.5,0.740740740740741,"DFO_ScotianShelf"
"650","2081-2100",13,85,27,2090.5,0.5,"DFO_ScotianShelf"
"651","2006-2020",1,45,47,2013,0.979166666666667,"DFO_SoGulf"
"652","2006-2020",1,85,44,2013,0.916666666666667,"DFO_SoGulf"
"653","2006-2020",2,45,46,2013,0.958333333333333,"DFO_SoGulf"
"654","2006-2020",2,85,47,2013,0.979166666666667,"DFO_SoGulf"
"655","2006-2020",3,45,46,2013,0.958333333333333,"DFO_SoGulf"
"656","2006-2020",3,85,46,2013,0.958333333333333,"DFO_SoGulf"
"657","2006-2020",4,45,47,2013,0.979166666666667,"DFO_SoGulf"
"658","2006-2020",4,85,46,2013,0.958333333333333,"DFO_SoGulf"
"659","2006-2020",5,45,44,2013,0.916666666666667,"DFO_SoGulf"
"660","2006-2020",5,85,46,2013,0.958333333333333,"DFO_SoGulf"
"661","2006-2020",6,45,46,2013,0.958333333333333,"DFO_SoGulf"
"662","2006-2020",6,85,46,2013,0.958333333333333,"DFO_SoGulf"
"663","2006-2020",7,45,46,2013,0.958333333333333,"DFO_SoGulf"
"664","2006-2020",7,85,46,2013,0.958333333333333,"DFO_SoGulf"
"665","2006-2020",8,45,44,2013,0.916666666666667,"DFO_SoGulf"
"666","2006-2020",8,85,45,2013,0.9375,"DFO_SoGulf"
"667","2006-2020",9,45,46,2013,0.958333333333333,"DFO_SoGulf"
"668","2006-2020",9,85,44,2013,0.916666666666667,"DFO_SoGulf"
"669","2006-2020",10,45,46,2013,0.958333333333333,"DFO_SoGulf"
"670","2006-2020",10,85,46,2013,0.958333333333333,"DFO_SoGulf"
"671","2006-2020",11,45,46,2013,0.958333333333333,"DFO_SoGulf"
"672","2006-2020",11,85,44,2013,0.916666666666667,"DFO_SoGulf"
"673","2006-2020",12,45,47,2013,0.979166666666667,"DFO_SoGulf"
"674","2006-2020",12,85,45,2013,0.9375,"DFO_SoGulf"
"675","2006-2020",13,45,44,2013,0.916666666666667,"DFO_SoGulf"
