"","sppocean","ntot","ntot.1","ntot.2","npres","npres.1","npres.2","aic1","aic1null","aic2","aic2null","anova.resid.df.1","anova.resid.df.1null","anova.resid.df.2","anova.resid.df.2null","anova.resid.dev.1","anova.resid.dev.1null","anova.resid.dev.2","anova.resid.dev.2null","anova.p.1","anova.F.2","anova.p.2"
"352","paralichthys oblongus_Atl",69804,34902,34902,7956,4044,3912,28039.9581543964,28343.619784753,67471.2819767102,69589.771151245,69774.2318674323,69789.031875847,11897.0376391171,11912.0010159807,27981.6587997324,28314.0597930851,198903.249345273,238149.104238172,7.26345803869647e-62,156.882583887419,0
"353","paralithodes camtschaticus_Pac",31363,15680,15683,2715,1681,1034,10468.1181723117,10544.3834356072,15537.96210988,16004.7821729769,31340.166150682,31348.7690477291,3499.03458575858,3514.03503098423,10425.440141995,10517.6797882567,16538.9404297777,19035.8851780835,3.52468341699009e-16,35.2207516046608,1.74997278559828e-95
"354","paralithodes platypus_Pac",31363,15682,15681,1339,942,397,7621.74251925987,7689.40599749199,18347.9859528486,18854.0942292204,31336.443843324,31349.9505299926,3317.15118456658,3332.06021140612,7570.89121931043,7663.98974454867,46255.6789849611,54272.7201070387,5.98535715481586e-14,38.5724209404345,1.10644013972679e-103
"355","parapasiphaea sulcatifrons_Atl",69804,34902,34902,603,3,600,3211.42389060881,3303.89088967657,24758.0900582797,26560.6299328263,69786.4624810112,69791.8241341773,6036.00878246197,6040.04335150199,3176.91704127095,3279.96986312888,20999.3020369945,28319.079413554,2.14718345483479e-20,521.504660087213,0
"356","parapeaeus politus_Atl",69804,34902,34902,257,63,194,1775.64569816482,1884.88391054589,12694.2416166378,13368.2058719529,69784.5511364184,69794.2879010576,6431.18553279867,6444.37654146992,1739.21404809715,1867.00876747931,2675.77597343504,2981.98159972023,9.24140704054249e-23,55.798383823224,1.75354204773227e-140
"357","parastichopus californicus_Pac",31363,15681,15682,483,49,434,3059.0996682656,3162.70058188436,8158.54887228341,8471.42378664132,31340.3083850574,31346.7573954456,1947.07595650979,1960.02515515165,3016.7498513498,3132.05594416835,6956.86351123464,8254.87912506667,3.1632958360965e-22,28.0629731480556,1.55998647503868e-63
"358","parastichopus leukothele_Pac",31363,15681,15682,976,59,917,4972.20390870159,5257.52141504507,8733.55852939828,9355.28664711357,31336.8732747245,31345.4063749313,2072.16849298441,2086.0098434589,4923.53935314641,5223.94092676648,7586.98703329742,10324.0776175485,9.13032619406389e-60,54.0295767233913,1.01859615773663e-127
"359","pareques umbrosus_Atl",69804,34902,34902,419,196,223,3303.64622623307,3383.15148907969,7067.55888317701,7534.31305065099,69781.3008733775,69790.9496053084,3583.00524782233,3594.06054882006,3260.16288756999,3358.27970547859,1474.27809351336,1688.19567480109,8.46745083089228e-17,47.0284097790212,3.29625128429692e-97
"360","parmaturus xaniurus_Pac",31363,15681,15682,613,55,558,2893.47872056652,3020.91564427164,12799.6639999471,13223.1718200148,31339.266815792,31347.0944300137,2912.27896042972,2917.45793109411,2848.19527873134,2989.81926731347,13300.4678090043,15421.7884661002,8.39432616825512e-27,89.7069450100597,8.09116870680549e-91
"361","parophrys vetulus_Pac",31363,15681,15682,4508,1348,3160,11642.7586319878,12046.8358406222,27127.3190127314,28187.4881656915,31331.796349626,31345.6605067267,5603.06956917317,5618.08743269091,11583.2266456178,12013.6028869306,40153.4108353537,48717.7701848618,3.92000285684244e-83,79.5866469158861,9.96429728263561e-222
"362","pasiphaea pacifica_Pac",31363,15681,15682,1372,564,808,7663.39113289173,7764.30228251774,5451.42485280913,5520.43356887136,31332.4984045683,31344.0191819303,1347.12972627774,1353.73367219247,7604.03692711614,7726.82794758202,4127.03040398309,4374.32616773571,9.52775417838563e-21,12.2452077519568,1.53078763178325e-14
"363","pasiphaea tarda_Pac",31363,15681,15682,651,83,568,2550.60026752542,2586.85583556945,6630.08856082768,7306.84995071138,31332.8780799901,31345.8670903831,1754.64924753428,1761.02602473085,2493.76610338427,2554.27816534564,4208.51638958684,6198.99862616237,4.21549739192752e-08,130.180082667147,2.45934591260087e-143
"364","patinopecten caurinus_Pac",31363,15681,15682,598,228,370,5148.27392284314,5204.07774436196,2154.00927383818,2162.3400691381,31333.7611426323,31346.0766151202,580.033565257524,586.915045939514,5091.74148622997,5170.86198004616,1208.74111068918,1252.1285496074,8.30444223233739e-12,3.03026172265332,0.00411537764577012
"365","penaeus duorarum_Atl",69804,34902,34902,1691,926,765,7547.45321017928,7578.59061246402,14377.3298095007,14407.3720126534,69780.4824803041,69790.920083156,4851.65419946218,4866.31245008692,7502.57286555474,7553.06340555267,5366.57593330607,5431.06029127558,3.17490590148389e-07,3.97785740830511,4.25074044585769e-07
"366","peprilus alepidotus_Atl",69804,34902,34902,795,449,346,4859.45764835538,4928.42622459124,10887.4144856376,11026.7739317078,69784.8487037987,69795.9947157286,3957.62456055198,3970.59615465187,4822.24022501553,4913.56193685043,3532.64714832478,3681.50948350453,1.07992499595997e-14,12.8595820597077,3.51703101350551e-28
"367","peprilus burti_Atl",69804,34902,34902,3972,1832,2140,11156.9582406032,11236.7399448147,41285.9567267256,41599.7649303891,69778.6646232466,69790.7207799365,10146.2864683355,10159.8625738369,11109.141983078,11211.5679869781,34275.8052682015,35441.8003757986,1.98271185243271e-16,25.4256034760106,3.05904189730981e-64
"368","peprilus triacanthus_Atl",69804,34902,34902,9773,5129,4644,29285.1143418329,30348.7137312071,70559.1612435757,71021.82058409,69773.7352259175,69788.0622017237,12560.7073832058,12574.1774008416,29226.5904491881,30317.6341449592,199276.050621756,207169.34964679,9.2239786722242e-224,36.9377379228761,1.13087695382417e-95
"369","periphylla periphylla_Pac",31363,15680,15683,506,40,466,2919.36357700554,3242.74626130712,7633.16480883395,9847.06548805095,31336.2972855968,31347.2880529832,1880.00232427606,1885.03139048518,2868.67373828696,3212.77228823888,6014.53167491104,19367.093282394,4.22540685408192e-67,829.957981272687,0
"370","phycis chesteri_Atl",69804,34903,34901,3215,1365,1850,15199.370752778,15317.8299239464,23109.7841398884,23260.5798151281,69774.991636967,69787.4311535568,4471.09753017039,4485.55100885461,15144.3479558355,15285.6526680766,44035.7743870581,45812.8666687742,5.71473509349307e-24,12.4879474848987,4.33655274732867e-30
"371","pisaster brevispinus_Pac",31363,15681,15682,435,6,429,2478.91377419447,2600.19399768534,6463.34433378523,7632.83979778573,31337.9600813499,31346.0842980925,1909.00078181106,1912.76205130801,2432.03961970906,2567.07512283252,3151.96855898583,5804.39178901482,3.06808099581622e-25,427.114957570614,1.70020970030297e-251
"372","pitar cordatus_Atl",69804,34902,34902,267,36,231,1948.76631200746,2030.55375216545,12016.0393003793,12297.1460521002,69786.8453954228,69793.6205623556,6442.73469636798,6455.44751592267,1916.71783996369,2011.09213250023,2406.87615098475,2523.52281983297,1.13945428105086e-17,24.5627113057383,1.24047412567783e-57
"373","placopecten magellanicus_Atl",69806,34904,34902,5992,1920,4072,29257.809493601,29888.0365936221,40758.9645228523,41219.0826888431,69774.8389805238,69788.8090089801,7249.06444640831,7262.00689013104,29197.3346623982,29854.2676403196,114137.020040193,122002.594657594,3.73991041244962e-131,38.6015373455784,4.19666261670717e-95
"374","platichthys stellatus_Pac",31363,15681,15682,2132,840,1292,9428.75946111194,9501.11298175314,7579.99170203158,7593.65991019464,31330.0254079703,31344.2158602994,2110.5955785825,2118.76136424264,9366.76291142212,9464.89477877007,4286.68148255318,4344.2424295296,1.31154874040397e-14,3.47418558171437,0.000489710054687102
"375","platylambrus granulatus_Atl",69804,34902,34902,293,61,232,2308.51938440871,2502.79006039552,13408.8895855122,13674.2488609025,69785.8872187507,69794.741198644,6467.43477414042,6482.34397877385,2275.46050366839,2485.9782418749,2971.53585474341,3109.27065000539,1.61902182862109e-40,20.1089500620557,1.16599370330289e-53
"376","platymera gaudichaudii_Pac",31363,15682,15681,405,0,405,1804.91466864072,2046.06530307334,13258.6772177879,15469.3307721029,31346.8343255803,31350.6500479068,2974.09899474101,2980.00171549333,1774.11298909831,2022.92952263425,14515.3642394891,30495.8324562469,7.7780249280241e-53,554.767406741107,0
"377","pleurobranchaea californica_Pac",31363,15681,15682,744,1,743,2559.51938167494,2749.46655897706,13751.0219592352,15722.8619817574,31344.790725988,31349.5596036997,3043.00657512275,3048.03663000165,2524.75733105848,2724.06390280798,15729.0955906633,30037.5064901416,2.53592535644797e-41,550.348854218155,0
"378","pleurogrammus monopterygius_Pac",31363,15681,15682,2406,1255,1151,10277.59845467,10394.3295428605,18146.0443400841,18208.1475192767,31335.1485902432,31347.447587733,3192.07344154096,3207.01065745585,10225.9543298018,10365.1763530864,51704.6480978785,53170.5398382735,1.25666812196406e-23,6.06078622850093,1.18317558793666e-12
"379","pleuronectes quadrituberculatus_Pac",31363,15680,15683,8074,5241,2833,15230.0717219176,15520.2146090947,40243.9830383095,41068.3914150171,31334.3899821315,31346.2782169592,8858.42538644915,8873.03303785556,15174.4748630145,15487.6745841184,47789.762663167,52597.8795229603,6.55833109282345e-60,61.0184982441504,8.24232897154937e-172
"380","pleuronichthys decurrens_Pac",31363,15681,15682,836,160,676,3634.59640541895,3732.78972833565,8789.66390744368,9114.50452585142,31337.9271016842,31347.4346071975,2301.56626872063,2313.63126389636,3587.10539964957,3702.97735604249,5786.83556478223,6721.23067012709,1.8316566296336e-20,30.8098351695972,1.51501304111488e-66
"381","plicifusus kroeyeri_Pac",31363,15680,15683,1064,595,469,6468.06913594179,6496.66848526259,8225.26400267993,8977.03047557327,31336.397587306,31348.1651758494,1849.22534837753,1863.16153880489,6417.98032314266,6468.27995724915,8467.46251117625,12805.0802443965,1.03048165372873e-06,68.025925196936,7.75511245097654e-155
"382","pododesmus macrochisma_Pac",31363,15681,15682,660,350,310,5006.79626113171,5021.41022913979,6881.23352146045,7241.65600294141,31337.0928812823,31347.9415242248,1448.74836306169,1461.05312149198,4959.49522182639,4993.30901984493,8821.52867605688,11434.5761779045,0.000351693392970472,34.9101175855168,3.72056227611306e-73
"383","podothecus accipenserinus_Pac",31363,15681,15682,6972,4520,2452,17162.3376445881,17403.3708429386,32269.7836018892,33637.4434698492,31332.2408237466,31345.5006425611,7487.45076711128,7502.03849132827,17103.169918155,17369.3559560833,31885.7417205072,38388.8914363407,4.11985663434265e-49,104.6928022414,5.47755568067484e-288
"384","pollachius virens_Atl",69804,34903,34901,6982,4032,2950,31385.7614063913,31952.2770049606,29802.1255176183,30643.4586204284,69771.3806792091,69785.2315064925,7728.4519179528,7743.16941879324,31322.3960443712,31915.4903484427,20951.1357238677,23435.1256231414,1.17833043733489e-117,62.2663340025869,2.58949963349923e-175
"385","polydactylus octonemus_Atl",69804,34902,34902,682,414,268,3602.10100483362,3753.39650895974,22474.4711184478,23220.2966614018,69786.6857698096,69796.4979621612,6857.23557143434,6871.00026494572,3569.38723485707,3739.10021842818,10466.0918327135,11708.8547486334,2.40946916581405e-31,59.1585715765639,1.67501357978845e-155
"386","pomatomus saltatrix_Atl",69804,34902,34902,2801,1566,1235,11154.9089885655,11235.719353023,31510.1116883871,31693.9887679406,69773.3746338924,69788.3218483974,5963.01817774882,5976.00535717598,11095.8809171909,11205.5517326411,66774.3965559914,69151.020382672,1.7654431418159e-16,16.3425434570916,2.13729505053654e-37
"387","pontophilus norvegicus_Atl",69804,34903,34901,561,163,398,4422.59971921117,4605.18406905857,8225.69160143299,8809.13740011286,69776.6399368299,69788.7543059077,1817.56612385084,1831.96995070954,4370.67956316839,4575.84884295141,8956.7351109657,12459.4076710985,3.30004620159542e-37,49.3972572515925,3.49145418314624e-119
"388","porichthys notatus_Pac",31363,15681,15682,1124,206,918,2939.05031532181,3368.60975734383,15848.1372765307,17066.6497967408,31334.7525919906,31348.2401084319,3417.1833601154,3430.02171644093,2884.81281707529,3340.17063751406,19778.518712659,28378.9491234865,1.0473820372029e-88,115.759594691274,2.3507132221286e-256
"389","porichthys plectrodon_Atl",69804,34902,34902,2111,1246,865,9552.85258075737,9627.65678303468,14989.8531222898,15280.4393958952,69780.5260571712,69791.8741078404,5272.33536667748,5286.019345696,9508.22227110733,9604.32550754348,5186.74646335452,5506.28961106665,1.56060443636389e-15,23.7400578361086,3.96464150296759e-59
"390","portunus gibbesii_Atl",69804,34902,34902,2655,1258,1397,9706.02331288008,9948.06262586395,30850.3447687414,30998.2726594616,69783.3683854701,69791.9198972196,8828.64511174642,8842.57885486944,9667.1702887224,9924.86167753977,16778.4098829234,17112.5455093684,1.0790529509675e-50,12.6196857901506,8.76966643764346e-30
"391","portunus spinimanus_Atl",69804,34902,34902,1257,569,688,7014.5697925239,7081.77249389145,24984.4044347344,25325.6147859217,69784.290062865,69792.8123150552,7433.02743271674,7446.00126899474,6976.85323495485,7060.17549666057,12353.7814949997,12976.2100751887,1.98945076861705e-14,28.867256523218,3.75132523434614e-70
"392","priacanthus arenatus_Atl",69804,34902,34902,514,310,204,3922.75126152317,4032.23175178567,8037.58113236044,8197.42078067465,69780.6582321221,69791.0112265744,3676.02122662475,3689.0109941448,3878.57700940422,4006.68411526681,1868.62756762753,1964.53318304657,1.81374641445471e-22,14.5258053641338,2.23952654004802e-32
"393","prionotus carolinus_Atl",69804,34902,34902,4323,2220,2103,20605.6430067666,21116.8188970307,41994.3635058946,42580.0284587672,69773.0200890064,69788.0010596568,7109.10608773158,7124.01041182512,20544.2794624277,21084.9506121818,148504.032093195,161855.222373766,1.33476966169786e-105,42.8860901050692,6.16791489206331e-121
"394","prionotus evolans_Atl",69801,34900,34901,1878,995,883,9927.03625337135,10048.0384910666,33670.3549405947,33963.0284196418,69771.9000207451,69786.0792097192,5821.04244128102,5836.00057399223,9870.51232906474,10018.8505840082,107256.071597708,113325.004409367,1.92239206556967e-24,22.0212278840158,2.49265595740474e-59
"395","prionotus longispinosus_Atl",69804,34902,34902,3270,1613,1657,10846.893315114,10900.6809681718,35631.6641244815,35833.7870901792,69782.8534312959,69794.4781297022,9442.88268970061,9457.41007150943,10806.4836199443,10882.3526101445,23714.2431040147,24297.749410205,1.73665491612266e-11,15.9953383513181,9.40657671017072e-41
"396","prionotus ophryas_Atl",69804,34902,34902,402,141,261,3116.10063345922,3196.6483935985,6450.4603084783,6504.36648412832,69782.4734189801,69793.401689885,3566.0106437754,3579.00165750311,3075.36743033749,3177.08331105978,1247.2491715009,1275.17761088668,7.50436256310918e-17,6.14695872840675,1.61777614486989e-11
"397","prionotus paralatus_Atl",69804,34902,34902,1596,835,761,6286.2166750061,6588.56806807278,24956.0462717655,25660.0468739146,69780.4845578285,69789.8205460312,7768.46761263354,7783.19410898911,6241.04768030633,6561.17042983203,11119.1621196223,12214.5499294707,2.58859293751884e-63,51.9726269171891,3.27865122951802e-146
"398","prionotus roseus_Atl",69804,34902,34902,646,178,468,4319.38433683431,4480.49830071586,9206.18503912007,9451.68962662078,69785.3052565416,69794.4146102123,3808.29371919867,3821.20364137991,4284.37759999141,4463.02072130118,2437.70999025813,2615.89700211849,1.15293579523106e-33,21.5670487950475,5.90874794628961e-50
"399","prionotus rubio_Atl",69804,34902,34902,1170,721,449,6805.27220714365,6870.74995778885,12444.6497336931,12665.1711531835,69780.4917678701,69791.7366295797,4332.05580113435,4345.09445302228,6760.96857680886,6847.54998327472,4370.57333622642,4624.64010002713,1.01347742912041e-13,19.3156826699675,7.02089648654937e-45
"400","prionotus scitulus_Atl",69804,34902,34902,367,248,119,3071.1080179695,3127.38314079203,7975.37811393512,8360.85811967776,69780.0860062008,69791.2842575765,3529.98803313743,3544.0008569244,3025.87857216855,3103.00433797969,1929.01577410579,2165.80906411398,6.48991856725846e-12,30.9301746232535,1.29342846260155e-78
"401","prionotus stearnsi_Atl",69804,34902,34902,2019,1167,852,6572.44964195606,6646.73729140669,15836.1898323242,15993.1544436007,69776.9323602955,69790.0508888815,5182.37892148783,5194.80863683259,6521.95584234285,6620.34616792533,6306.13931686476,6529.72821846432,3.85510975470361e-15,14.7844549864268,5.41373372479505e-32
"402","prionotus tribulus_Atl",69804,34902,34902,887,590,297,5686.14510919121,5829.24069878329,10492.0444653445,10650.0143228886,69779.6857826623,69788.0569418833,4051.02337776939,4064.00280255096,5640.16030676591,5798.06971899242,3086.40808027481,3228.43052218768,7.77733302391338e-30,14.3630792787009,5.07565448620914e-32
"403","pristipomoides aquilonaris_Atl",69804,34902,34902,2141,1190,951,6672.34491686909,6733.61271406282,15688.3891185382,16014.9831759985,69778.1471440906,69789.7908877187,5301.11811106564,5316.01543346977,6622.23511057811,6706.22566574073,5849.96329285924,6253.25206190074,4.91617774717883e-13,24.5343094700293,2.75365268276964e-66
"404","pseudarchaster parelii_Pac",31363,15681,15682,955,342,613,7458.54203062395,7514.12959034507,2392.92468722433,2409.13430978156,31331.9319077323,31344.7962735075,932.156793372725,940.804603508555,7400.86165235688,7479.65984065106,654.14993877479,676.277778152635,1.62966860859823e-11,3.6532483025964,0.000213480388625703
"405","pseudopleuronectes americanus_Atl",69804,34902,34902,10604,5902,4702,45503.999423514,46354.7355052693,75828.1930985755,78266.6628561596,69772.1958508246,69787.0166985293,12881.008583367,12896.0006341577,45441.1602552642,46321.0346292844,267072.191836979,323322.964672987,4.92802797455237e-178,180.965660573169,0
"406","pseudostichopus mollis_Pac",31363,15681,15682,637,207,430,4168.69122958303,4321.34306992112,2542.93733273186,2537.4850610831,31342.5296202918,31347.7695940086,610.796846864863,620.513083244135,4130.4532046332,4292.5202726943,1866.69661258846,1901.21340250028,5.57795358286584e-33,1.16627314544668,0.31166317417087
"407","pteraster jordani_Pac",31362,15680,15682,355,36,319,2533.6300239986,2595.70020992682,5877.75404507599,6394.57636803641,31336.7026753788,31348.6549230144,1453.26275601837,1465.17064420064,2486.57074076594,2571.2669062034,4389.11998273434,6318.79545275666,4.95568581581577e-13,53.6823010871941,3.56308731878455e-106
"408","pteraster obscurus_Pac",31363,15681,15682,1287,703,584,7194.96798804591,7241.77988738292,7536.12481609411,8610.69704121038,31335.5708108281,31346.4991440551,1802.94629747695,1817.08036319885,7142.95950043475,7209.72267979771,6306.96506502721,11489.8599669409,4.67850936242695e-10,104.912785293493,9.07548207133816e-223
"409","pteraster tesselatus_Pac",31363,15681,15682,1004,547,457,7590.41375246013,7820.04112648077,3513.34856330301,3530.47356497358,31336.2802487932,31344.981375212,982.150618764654,989.77243477283,7541.18533910724,7786.55872815496,1865.71251389655,1924.70303281299,5.64534099178701e-48,4.08203056796052,0.000117104248470163
"410","pycnopodia helianthoides_Pac",31363,15681,15682,1831,703,1128,10322.4114887281,10527.2541338537,5919.18496958109,5914.58531425569,31332.8074810552,31345.7209244395,1813.36223444262,1815.96704610803,10267.4514733807,10495.5677481329,2665.39806186014,2667.66288184582,1.93130576620511e-41,0.591822517078391,0.596908430403315
"411","pyrulofusus deformis_Pac",31363,15680,15683,702,305,397,5163.99219594275,5179.15582574826,7159.97947609699,7491.07030329375,31340.0910195835,31347.0295502038,1486.88197486574,1501.04498302211,5120.4833110142,5147.9499749702,9540.68532871825,12075.1840787902,0.000261398561434777,27.9124678071632,2.09250229724072e-66
"412","pyrulofusus melonis_Pac",31363,15681,15682,372,123,249,2934.21208773326,3063.90348755827,11016.7286243914,11565.057182472,31337.850968585,31349.1380056098,1983.76580258473,1998.01935414157,2887.11080531985,3037.74048819304,27179.731864306,36161.7672915501,1.6352971456736e-26,46.0208423030535,4.45857045091962e-112
"413","raja binoculata_Pac",31393,15696,15697,1953,956,997,10478.6810383066,10517.3682351485,6737.93556436282,6733.23655141309,31359.3203271133,31374.027258334,1933.26221217064,1938.24937442195,10413.5704448682,10480.0592214747,3532.0241688726,3540.34990654683,1.47922719660734e-08,0.914495537686275,0.470308666831864
"414","raja eglanteria_Atl",69804,34902,34902,2309,1175,1134,12148.6357150329,12467.5409890402,29343.9667878867,31038.7774221668,69773.0225189021,69788.0032762553,5095.62741671545,5110.22943056674,12087.3962513529,12435.759819328,90837.9030141157,127131.744154356,4.4787876352312e-65,139.451632453738,0
"415","raja inornata_Pac",31363,15681,15682,645,21,624,2200.89866511785,2475.10506236023,13070.1266436861,14165.7951108661,31340.9263751857,31349.1078754405,2940.36681780829,2949.64181317374,2159.55186961701,2448.37287295775,14018.2391508974,20408.4018777202,1.37804957146959e-57,144.550137397449,4.79777785094354e-232
"416","raja rhina_Pac",31363,15681,15682,5807,2529,3278,16225.8551486,16477.7671146443,19624.5167875607,19697.5394176547,31330.8147495897,31345.1975115351,5778.37648670615,5790.33696815194,16164.6374894542,16443.8596018029,9887.41471585743,10048.6788552723,4.49837763110575e-51,7.88299148025919,9.45404899869182e-15
"417","raja texana_Atl",69804,34902,34902,590,174,416,3724.10040739736,3790.09980138894,18302.3469110284,18546.278359641,69786.2541967688,69793.9686647271,6765.03189941027,6777.19853162431,3690.57118682047,3771.4256031149,5838.03103255626,6073.44283412585,2.30562172399e-14,22.4221027309162,3.68952613400041e-50
"418","raninoides louisianensis_Atl",69804,34902,34902,367,108,259,2386.10747186809,2443.25561458312,14409.2018937467,15770.0086198013,69783.6981066015,69792.7533900727,6542.69410048739,6557.00001531859,2347.86622849126,2422.26259172575,3420.6525677991,4225.76353809573,2.21267305938076e-12,107.651326952338,7.98998199501273e-287
"419","rathbunaster californicus_Pac",31363,15681,15682,1002,26,976,4950.86356924581,5326.33475292444,10578.9952275491,11343.8393384009,31340.598255597,31346.6764621981,2468.19386879132,2479.69073219289,4908.87726402398,5294.99483416735,9901.7003892547,13573.2270622778,3.19262588382024e-80,79.6283582526988,1.03535947413654e-159
"420","reinhardtius hippoglossoides_Atl",69804,34903,34901,9850,3778,6072,18440.4371349483,19460.9981703663,54999.3425714701,57237.3689698638,69772.6122751848,69786.01417976,11107.6661698571,11122.0028902075,18379.5916530382,19425.3861968685,90469.1148987058,110872.071782827,6.21985930844111e-215,174.74319890621,0
"421","reinhardtius hippoglossoides_Pac",31363,15680,15683,2829,1648,1181,10585.5079008032,11043.9596474901,16767.3463907113,17668.4452587214,31335.3147748026,31348.1317307108,3613.71773273087,3628.01577140162,10533.958581682,11015.2094557289,20872.8008743778,26923.957365456,9.97022215296957e-95,73.2932016835076,1.80763450019064e-187
"422","renilla muelleri_Atl",69804,34902,34902,767,174,593,4259.00380379011,4469.56880889329,19893.6811838735,20586.7874105309,69781.4234760536,69790.7976508715,6941.08872133529,6954.02549694112,4215.93886048661,4444.70954956125,7028.73349357763,7792.12146160374,5.57462350497361e-44,58.276620743989,1.00593781799199e-144
"423","rhizoprionodon terraenovae_Atl",69804,34902,34902,817,356,461,5236.99710444791,5251.26368647894,10518.0109361027,10553.0212245035,69781.6266091792,69790.1921344206,3980.6369241562,3993.5380747005,5195.19929228045,5225.00494556659,3192.89607173641,3241.05834573765,0.000347910187155957,4.65517928794751,5.50171329446379e-08
"424","rhomboplites aurorubens_Atl",69804,34902,34902,565,198,367,4043.98329000587,4241.6235504155,9645.66276729347,9961.55241022233,69780.002218951,69790.9537549681,3726.05901741116,3740.09521366097,3998.20539745351,4216.26202399999,2822.75665929019,3092.1100389029,1.21691804032682e-40,25.3390457521902,4.85093680630094e-64
"425","rhynchoconger flavus_Atl",69804,34902,34902,592,315,277,3507.95400194788,3614.64484944724,18936.1397126319,19270.4480727132,69781.6866001258,69792.0345459057,6767.30510720657,6780.21129316641,3465.37575194577,3591.44632817133,6406.38359760078,6755.1070793008,4.67026839755912e-22,28.5435318568314,8.44499238323282e-69
"426","rimapenaeus similis_Atl",69804,34902,34902,1987,626,1361,8005.38360395964,8467.996022009,30341.859824839,30675.2286199917,69782.9716011343,69793.7502556484,8160.68971538814,8174.6534785045,7965.85668031698,8448.13506476298,19359.4346267789,20230.2678948186,1.25061139146742e-96,26.2915425427164,4.18296827424441e-68
"427","rossia pacifica_Pac",31363,15681,15682,1387,533,854,10088.2416181891,10213.6616849783,3427.32716479239,3456.92651224134,31331.3031318839,31345.4151195111,1363.79327795076,1372.91686189081,10027.8900328822,10179.9962316159,931.152058562871,962.715976267686,3.12700473275285e-25,5.07545488094116,7.78615023631567e-07
"428",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
