,sppocean,npres,npres.tr,npres.te,ntot,auc,auc.tt,tss,tss.tt,r2.biomass,r2.biomass.tt,r2.all,r2.all.tt,r2.pres.1deg,r2.abun.1deg,dev.pres,dev.biomass,dev.pres.null,dev.biomass.null
259,lycodes diapterus_Pac,1528,1212,316,20079,0.891271932,0.920800547,0.675834736,0.738344734,0.285222886,0.23300222,0.195272767,0.192269815,0.36,0.44,0.360313527,0.594385552,0.246523947,0.547556302
260,lycodes esmarkii_Atl,505,436,69,15282,0.859902431,0.751216625,0.638302274,0.545271997,0.184114485,0.108172601,0.042699653,0.02049648,0.16,0.08,0.215100664,0.964885961,0.17558082,0.958795143
261,lycodes pacificus_Pac,1596,1173,423,16418,0.875985716,0.864170722,0.635593052,0.652452215,0.157626174,0.136782979,0.046710508,0.043136257,0.29,0.24,0.290674636,0.743220589,0.214358313,0.722289736
262,lycodes palearis_Pac,5079,4167,912,23210,0.857320966,0.839797634,0.564507435,0.548356776,0.188257352,0.087886543,0.144757412,0.081063894,0.44,0.26,0.295894689,0.57715333,0.152825533,0.53783784
263,lycodes raridens_Pac,1076,878,198,11284,0.936150331,0.919366075,0.735458711,0.712272755,0.166773652,4.52E-05,0.16899655,0.06488527,0.6,0.34,0.454676001,0.166678996,0.02955629,0.132514669
264,lycodes reticulatus_Atl,4375,3662,713,26818,0.893651427,0.900625858,0.68389316,0.715541802,0.272001675,0.041398591,0.017231205,0.158446717,0.59,0.2,0.364338165,0.957601524,0.274848722,0.956430815
265,lycodes vahlii_Atl,3170,2555,615,26818,0.818932781,0.762414812,0.548300291,0.541823576,0.670382958,0.5503129,0.034161832,0.035180645,0.22,0.18,0.203275247,0.933820191,0.1130522,0.929800881
266,lyopsetta exilis_Pac,5229,4072,1157,16418,0.900502469,0.903450675,0.682296203,0.688439841,0.272637823,0.188768616,0.151901962,0.147513943,0.57,0.5,0.414001784,0.484142682,0.280022911,0.426181477
267,macdonaldia rostrata_Atl,525,400,125,15282,0.920759026,0.909633572,0.779878291,0.727308303,0.13754805,0.03883396,0.019860044,0.037470357,0.31,0.11,0.338302384,0.979839164,0.206194211,0.977232583
268,macrourus berglax_Atl,4204,3306,898,26818,0.978450778,0.969613699,0.860720917,0.821477871,0.293589826,0.022271017,0.018243682,0.044851872,0.89,0.08,0.691455815,0.892577204,0.502048722,0.878054749
269,mactromeris polynyma_Pac,974,703,271,11284,0.832263835,0.856053258,0.548632745,0.623377217,0.071907475,2.53E-05,0.020476599,0.027311672,0.26,0.09,0.20939532,0.071480301,0.045395951,0.033646812
270,malacocottus zonurus_Pac,2845,2299,546,23210,0.912135366,0.90753308,0.700074495,0.683595739,0.171847932,0.195909063,0.125092713,0.146496994,0.55,0.16,0.39054314,0.513671479,0.368950125,0.509463118
271,malacoraja senta_Atl,5507,4009,1498,62005,0.80509257,0.806074062,0.54004361,0.544850694,0.711885696,0.29383024,0.042666536,0.043168617,0.26,0.16,0.17080092,0.762123642,0.078097862,0.758600008
272,malacosteus niger_Atl,760,661,99,15282,0.927761056,0.905516101,0.766767519,0.730247037,0.028385758,0.002668852,0.081133427,0.034181191,0.42,0.2,0.376618014,0.988514877,0.235037905,0.988350375
273,mallotus villosus_Atl,7977,6225,1752,26818,0.895830685,0.855213459,0.66193506,0.589055241,0.287469181,0.056671522,0.000823797,0.062903377,0.64,0.05,0.396112737,0.849247105,0.304130745,0.83780228
274,mallotus villosus_Pac,4486,3255,1231,23210,0.835197743,0.83956419,0.538878121,0.568010881,0.1556973,0.166201611,0.001388507,0.010804442,0.47,0.01,0.264812009,0.82241875,0.128733354,0.807120407
275,mediaster aequalis_Pac,823,610,213,20078,0.844114183,0.761349762,0.58858569,0.562823738,0.158492384,0.165254179,0.037735428,0.026522542,0.18,0.12,0.196995957,0.925633356,0.154518936,0.925061877
276,melanogrammus aeglefinus_Atl,14649,11347,3302,62013,0.864520097,0.85446238,0.606868604,0.591349393,0.441231227,0.154357299,0.038724453,0.033212079,0.54,0.16,0.314348594,0.627225868,0.194358315,0.601343355
277,menidia menidia_Atl,499,314,185,30105,0.924768371,0.893865198,0.734305085,0.731767522,0.055811047,0.002348583,0.01661488,0.009557948,0.14,0.04,0.303856547,0.055753133,0.112741728,0.048882102
278,menticirrhus americanus_Atl,1312,1003,309,37904,0.922603764,0.926820433,0.719995907,0.731573526,0.942390965,0.746815258,0.04136762,0.033891779,0.34,0.15,0.340995152,0.969883633,0.099154223,0.968881672
279,menticirrhus saxatilis_Atl,702,528,174,30106,0.944114165,0.9423754,0.783988485,0.766423595,0.079459729,0.079552562,0.054851156,0.115142148,0.2,0.19,0.37969405,0.079366811,0.070646601,0.070041175
280,merluccius albidus_Atl,1102,803,299,52417,0.935794132,0.945226232,0.760474881,0.82921912,0.380279318,0.145179092,0.088254986,0.180806456,0.38,0.23,0.413584709,0.3892374,0.376150443,0.35770119
281,merluccius bilinearis_Atl,21760,16108,5652,62006,0.883814436,0.916827785,0.672902811,0.715345039,0.327887595,0.198073843,0.044250902,0.036380948,0.64,0.18,0.391511248,0.338954021,0.25047055,0.210048497
282,merluccius productus_Pac,5611,4540,1071,16418,0.937789889,0.929354932,0.781900065,0.754580242,0.236534056,0.268727062,0.139180073,0.169619595,0.71,0.41,0.539926035,0.53405169,0.433717055,0.489417505
283,metacarcinus magister_Pac,2519,1891,628,27702,0.963824802,0.970037895,0.828492153,0.856788768,0.48558614,0.564263679,0.074308568,0.059360599,0.57,0.45,0.574588719,0.578285416,0.486162995,0.544570908
284,metridium farcimen_Pac,3438,2287,1151,31363,0.914458652,0.782754568,0.698238831,0.509297007,0.104637309,0.092766414,0.039371731,0.033362316,0.39,0.1,0.388913966,0.117686176,0.289652436,0.070346624
285,microgadus proximus_Pac,714,578,136,16418,0.869911286,0.805920192,0.637527172,0.549395373,0.143188476,0.118608888,0.022550312,0.044796328,0.11,0.04,0.240206676,0.428804326,0.133900337,0.375676543
286,micropogonias undulatus_Atl,5067,4072,995,37904,0.918219085,0.914977713,0.755633441,0.749346805,0.848316283,0.493717697,0.07025106,0.061070817,0.52,0.26,0.418587853,0.915594765,0.206272294,0.9106548
287,microstomus pacificus_Pac,11726,9381,2345,31363,0.947228933,0.949588488,0.772548606,0.774223908,0.408662131,0.28471917,0.360360112,0.402997522,0.79,0.56,0.571236423,0.565992861,0.504710782,0.418210578
288,moacathus ciliatus_Atl,283,22,261,7798,0.928876993,0.639892461,0.782172209,0.306220223,0.266188145,0.002007669,0.10091767,0.007143959,0.28,0.25,0.358230278,0.265152585,0.319228583,0.123048798
289,moacathus hispidus_Atl,1147,991,156,7798,0.641710439,0.674556213,0.501016949,0.503225806,0.195085707,6.48E-06,0.025558816,0.008172039,0.06,0.07,0.036972276,0.195025141,0.029091627,0.179673852
290,modiolus modiolus_Pac,605,463,142,23210,0.823299972,0.756026604,0.546931365,0.504484305,0.104285555,0.106774761,0.006375206,0.011635736,0.15,0.04,0.155752819,0.776844969,0.097654786,0.771451278
291,molpadia intermedia_Pac,579,461,118,27702,0.855540585,0.777591989,0.593818417,0.531614548,0.344108135,0.51685128,0.059770756,0.088529068,0.15,0.17,0.195879023,0.702891748,0.172808329,0.643539685
292,morone saxatilis_Atl,541,417,124,30106,0.869595143,0.727522743,0.633502299,0.544204504,0.059439157,0.000232002,0.006179536,0.003183853,0.11,0.03,0.201086892,0.05923174,0.127854675,0.012689533
293,mullus auratus_Atl,656,451,205,37904,0.936349157,0.912474538,0.78033664,0.759675997,0.75112889,0.251936636,3.52E-05,1.19E-05,0.33,0,0.339557282,0.982054775,0.266383834,0.98186943
294,musculus discors_Pac,392,283,109,23210,0.862849281,0.809857174,0.602770528,0.59374658,0.242930964,0.028872491,0.011854196,0.004764124,0.1,0.04,0.194566415,0.669352238,0.134177555,0.651352665
295,mustelus canis_Atl,3189,2432,757,37904,0.910273301,0.888661473,0.678489161,0.645829581,0.828198395,0.341618809,0.010886341,0.003953265,0.37,0.01,0.368231889,0.844112293,0.060470798,0.822371236
296,mycale loveni_Pac,1297,964,333,23210,0.900295136,0.89308919,0.671548459,0.686196147,0.193081417,0.161992919,0.048837596,0.091587129,0.43,0.18,0.312614023,0.401407901,0.279271255,0.353569837
297,myliobatis freminvillei_Atl,697,485,212,30106,0.968357245,0.96519308,0.864366689,0.844085956,0.096712901,0.035576292,0.049130024,0.047086988,0.33,0.09,0.48360827,0.096265438,0.076641681,0.04399854
298,myoxocephalus octodecemspinosus_Atl,14473,11245,3228,62006,0.756923913,0.756770984,0.514853201,0.521754514,0.565388426,0.25913798,0.004478927,0.003200722,0.26,0.01,0.148961157,0.568670593,0.074394548,0.555691412
299,myoxocephalus polyacanthocephalus_Pac,1070,880,190,11926,0.734833401,0.751176118,0.512970751,0.516992354,0.035805261,0.032394508,0.014498871,0.021105235,0.12,0.03,0.101376033,0.194556794,0.02948965,0.192240796
300,myoxocephalus scorpius_Atl,2459,1862,597,62006,0.916960871,0.905077436,0.745002723,0.737336701,0.746530176,0.488462018,0.022372354,0.064106899,0.32,0.12,0.333566701,0.935384952,0.296147774,0.932820883
301,myxine glutinosa_Atl,1770,977,793,62006,0.864716334,0.82555913,0.607331465,0.581360784,0.7154051,0.214045036,0.023991633,0.032565006,0.21,0.1,0.222781568,0.898178287,0.117907779,0.897060241
302,myxoderma platyacanthum_Pac,940,686,254,8153,0.864432865,0.819949794,0.616821859,0.542415592,0.298404839,0.278938738,0.068366978,0.117452964,0.32,0.34,0.274932992,0.321405611,0.147873096,0.143197771
303,nearchaster aciculosus_Pac,567,450,117,13740,0.967942284,0.945709766,0.84901165,0.832823661,0.204135875,0.161893009,0.010133521,0.000889919,0.68,0.04,0.547334992,0.785405496,0.278976655,0.739083141
304,nemichthys scolopaceus_Atl,982,742,240,56924,0.950380362,0.8875086,0.806521565,0.659414482,0.644084811,0.359904796,0.003659436,0.04899604,0.29,0.04,0.396330413,0.974903689,0.347310706,0.973001954
305,neptunea amianta_Pac,803,643,160,20079,0.930922851,0.893957469,0.768358294,0.74110182,0.172905932,0.193067937,0.040123368,0.032931337,0.33,0.17,0.367991201,0.762901826,0.214274862,0.74064435
306,neptunea borealis_Pac,1710,1420,290,11284,0.713738995,0.733486142,0.504292863,0.508137432,0.167234894,0.017941502,0.008088241,0.00563862,0.16,0.04,0.087989664,0.167006966,0.013386941,0.118476191
307,neptunea heros_Pac,3904,3162,742,11284,0.757332883,0.782542055,0.506728921,0.542750625,0.12632136,0.025073678,0.084562276,0.047821349,0.27,0.19,0.150477447,0.126254663,0.018031205,0.036106704
308,neptunea lyrata_Pac,3754,2993,761,25888,0.864635133,0.84371576,0.62481421,0.564350831,0.223353053,0.098719326,0.068007541,0.045094145,0.35,0.11,0.288643768,0.304647844,0.232523185,0.273842447
309,neptunea pribiloffensis_Pac,4106,3274,832,25888,0.912589388,0.907640398,0.721815395,0.73188202,0.297782631,0.125093477,0.111897025,0.097665515,0.51,0.21,0.412603308,0.312919003,0.29120288,0.207972593
310,neptunea ventricosa_Pac,4029,3277,752,11284,0.730087842,0.777370202,0.500724688,0.505542492,0.112061568,0.064381741,0.049279569,0.025470635,0.24,0.09,0.120167525,0.112020852,0.025344341,0.017000754
311,nezumia bairdii_Atl,4502,3555,947,26818,0.957509863,0.940105004,0.783596383,0.750036717,0.480623575,0.168284469,0.046625945,0.214112713,0.68,0.1,0.592435337,0.92429677,0.44093726,0.914686304
312,nezumia stelgidolepis_Pac,330,252,78,8153,0.921508063,0.910281176,0.702175934,0.686288645,0.334498601,0.229520312,0.155022646,0.348964297,0.55,0.43,0.371912847,0.741906879,0.097204219,0.659366383
313,occella dodecaedron_Pac,907,735,172,11284,0.856695735,0.891132675,0.596439456,0.718456528,0.101421053,0.057300203,0.054222592,0.04405774,0.32,0.1,0.252407696,0.101001201,0.034200354,0.067136248
314,octopoteuthis deletron_Pac,701,556,145,8153,0.931102087,0.888796584,0.765862257,0.696189816,0.106379967,0.155653378,0.173913514,0.183214166,0.49,0.35,0.424459358,0.850575936,0.183342247,0.836365149
315,ogcocephalus declivirostris_Atl,377,260,117,7798,0.808339264,0.713808483,0.544459354,0.531100478,0.097726523,0.052799488,0.007373843,0.021906628,0.14,0.02,0.15307259,0.09701474,0.084690216,0.063491031
316,ogcocephalus parvus_Atl,274,122,152,37904,0.936462308,0.938597672,0.801088247,0.838160084,0.766032234,0.198212514,0.009961504,0.001132157,0.09,0.06,0.29436162,0.990309886,0.237033748,0.990295144
317,oncorhynchus keta_Pac,653,487,166,23210,0.815950927,0.812172955,0.549874035,0.542862832,0.17905671,0.081743352,0.040739358,0.045433269,0.11,0.13,0.15013937,0.208095894,0.106871087,0.147227959
318,oncorhynchus tshawytscha_Pac,794,674,120,31305,0.901948771,0.861513461,0.688176498,0.630370001,0.079403663,0.088119938,0.04212969,0.034758724,0.18,0.12,0.280165741,0.079330922,0.232394187,0.041485427
319,ophidion holbrookii_Atl,413,242,171,37904,0.906953876,0.880775544,0.744500588,0.754405739,0.928020686,0.691023829,0.116073234,0.000177551,0.09,0.24,0.262545428,0.982494511,0.179845761,0.981067432
320,ophidion welshi_Atl,337,307,30,7798,0.72686675,0.712897603,0.508759103,0.503455084,0.165571784,0.038210045,0.008825976,0.005046398,0.18,0.13,0.080341517,0.1651185,0.031713861,0.159985739
321,ophiodon elongatus_Pac,3819,2916,903,16418,0.842908392,0.872720918,0.582650571,0.60489646,0.263611506,0.201609921,0.013968889,0.024665185,0.4,0.09,0.272706849,0.310109025,0.138235619,0.194524752
322,ophiolepis elegas_Atl,299,165,134,7798,0.771064459,0.595976115,0.52451937,0.506212283,0.250310689,0.000196721,0.008589828,0.001729917,0.12,0.13,0.105528661,0.249669347,0.083948562,0.165898815
323,ophiopholis aculeata_Pac,1103,773,330,23210,0.869132084,0.852163448,0.60946433,0.580408283,0.153041319,0.135221532,0.02444165,0.042892124,0.32,0.12,0.246565703,0.889379556,0.235849909,0.882942163
324,ophiura sarsi_Pac,2206,1399,807,31363,0.743679566,0.735246977,0.502706897,0.50183621,0.548258482,0.115839398,0.019590514,0.013969626,0.24,0.04,0.126488764,0.742292259,0.070095851,0.716539134
325,opisthonema oglinum_Atl,1289,944,345,37904,0.949163358,0.943524727,0.816504281,0.815581413,0.913558105,0.728883882,0.065345104,0.040844669,0.41,0.26,0.422966483,0.969582204,0.148002004,0.968048824
326,opisthoteuthis californiana_Pac,614,486,128,20079,0.896809859,0.903866866,0.730077166,0.751096027,0.205881644,0.0618136,0.009302477,0.004741393,0.13,0.05,0.268540273,0.534000569,0.231400649,0.50816195
327,oregonia gracilis_Pac,2345,1829,516,23210,0.730768311,0.669251664,0.503729992,0.509445611,0.163440959,0.061505894,0.010926565,0.02249501,0.12,0.04,0.093452473,0.895584793,0.028182978,0.893231503
328,orthasterias koehleri_Pac,431,331,100,20079,0.825003531,0.830907814,0.563686976,0.57928224,0.213459984,0.154873073,0.033464361,0.045496323,0.09,0.06,0.154663601,0.757414553,0.114618421,0.718968087
329,orthopristis chrysoptera_Atl,915,629,286,37904,0.926533498,0.935468301,0.742624683,0.764417243,0.923952973,0.440658716,0.04888113,0.030396522,0.24,0.18,0.330990917,0.967564802,0.104711829,0.966495494
330,ovalipes floridanus_Atl,372,308,64,7798,0.758958281,0.662360043,0.515229307,0.506775068,0.115527269,0.001573426,0.009487034,0.007560409,0.16,0.11,0.110637555,0.115101611,0.038399406,0.067781225
331,ovalipes ocellatus_Atl,960,640,320,30097,0.871579271,0.787481356,0.622947559,0.543227528,0.272838325,0.121354769,0.039493528,0.025479521,0.18,0.09,0.24412477,0.272794531,0.063451125,0.099217461
332,ovalipes stephensoni_Atl,362,179,183,30102,0.910048598,0.881851314,0.67048784,0.638601357,0.330774204,0.098293652,0.044229516,0.048459364,0.4,0.19,0.301362891,0.330543581,0.095104812,0.111000613
333,pagurus aleuticus_Pac,3298,2295,1003,23210,0.836685928,0.753064248,0.543537562,0.517446253,0.574952406,0.292528783,0.106402814,0.076963626,0.35,0.18,0.246546568,0.605515825,0.178210004,0.591918903
334,pagurus brandti_Pac,1107,766,341,23210,0.810165379,0.643173074,0.544205652,0.50374795,0.495646019,0.071300887,0.029882898,0.000132026,0.11,0.11,0.154363084,0.832264351,0.106749665,0.830433472
335,pagurus capillatus_Pac,2334,1511,823,25888,0.862180945,0.79744557,0.601521372,0.539299635,0.438119431,0.329345107,0.048168944,0.047529356,0.31,0.13,0.263605661,0.578763986,0.228053933,0.554441262
336,pagurus confragosus_Pac,1936,1202,734,25888,0.839245295,0.756608427,0.54695417,0.533327582,0.477840092,0.352808791,0.059779611,0.055361249,0.35,0.14,0.231108266,0.688070531,0.171065649,0.67582398
337,pagurus ochotensis_Pac,2507,1849,658,23210,0.92692731,0.920457667,0.717222313,0.748657037,0.376073752,0.283654702,0.119111948,0.088878052,0.68,0.33,0.485381562,0.54878953,0.229520796,0.539095724
338,pagurus rathbuni_Pac,1822,1133,689,19549,0.943701543,0.94481719,0.763830496,0.775944846,0.251326851,0.056717256,0.084299336,0.167638521,0.61,0.18,0.497172608,0.383351591,0.306243656,0.339196296
339,pagurus trigonocheirus_Pac,3420,2095,1325,23210,0.913793029,0.841299765,0.737365649,0.635350253,0.291113483,0.114669434,0.131672019,0.071792156,0.52,0.22,0.419059878,0.29561432,0.378209906,0.243244534
340,pandalopsis dispar_Pac,2094,1677,417,20079,0.852687743,0.857870192,0.60605689,0.64837004,0.096695598,0.049085152,0.039730806,0.032691456,0.34,0.08,0.255732267,0.685539599,0.180660348,0.677482249
341,pandalus borealis_Atl,9892,7801,2091,56924,0.918678201,0.853575811,0.697133889,0.581932106,0.553253211,0.030188738,0.032868065,0.005116626,0.63,0.12,0.437412813,0.76068239,0.385514197,0.636632135
342,pandalus eous_Pac,5164,4020,1144,25888,0.769651461,0.78082453,0.512997959,0.503138188,0.192328805,0.123534242,0.045875455,0.078310632,0.27,0.06,0.155114438,0.713955682,0.065729546,0.677067303
343,pandalus goniurus_Pac,1466,956,510,19549,0.864946549,0.864105248,0.596942092,0.635124951,0.200235238,0.025184681,0.004232582,0.008331151,0.31,0.03,0.261869635,0.901747869,0.159880538,0.889938195
344,pandalus jordani_Pac,2266,1601,665,31362,0.854268252,0.813886044,0.622590138,0.604033247,0.205472542,0.19040266,0.018254373,0.032425895,0.3,0.12,0.237540609,0.653969737,0.195258787,0.649706314
345,pandalus montagui_Atl,9011,6685,2326,57942,0.949338429,0.899999151,0.786278069,0.673558759,0.443102126,0.133918276,0.014931327,0.008656474,0.69,0.18,0.530717258,0.891863026,0.459873033,0.883056596
346,pandalus platyceros_Pac,982,798,184,16418,0.795220684,0.753306452,0.566523111,0.576529663,0.111223355,0.160116698,0.042338671,0.026098212,0.09,0.08,0.157421765,0.737982852,0.039599183,0.729211638
347,pandalus propinquus_Atl,1706,1454,252,45388,0.928477841,0.880495076,0.720732802,0.629720674,0.769469424,0.751242742,0.024596152,0.019755713,0.49,0.08,0.36096019,0.974777882,0.276056895,0.971270341
348,pannychia moseleyi_Pac,342,291,51,8153,0.872077989,0.826036237,0.643464425,0.625079607,0.209547352,0.369592672,0.011491267,0.007808021,0.36,0.06,0.240500887,0.667444236,0.14241781,0.610039069
349,paractinostola faeculenta_Pac,2220,1706,514,16418,0.96156144,0.929085252,0.811696128,0.74944999,0.220928757,0.0284682,0.184794152,0.174172281,0.68,0.34,0.579416767,0.248436042,0.397243706,0.217213792
350,paralichthys dentatus_Atl,6498,4744,1754,41641,0.899957899,0.894601292,0.652365563,0.645868676,0.266128832,0.25044783,0.203076355,0.181771431,0.53,0.31,0.379132614,0.310295707,0.192514654,0.119138997
351,paralichthys lethostigma_Atl,491,412,79,37904,0.906578564,0.903387789,0.800784915,0.825938567,0.840911981,0.514856652,0.004479734,0.000533948,0.17,0.05,0.275951187,0.989293776,0.26028802,0.988899214
352,paralichthys oblongus_Atl,7956,5385,2571,30106,0.811723741,0.774215638,0.508299754,0.502256515,0.187125901,0.169136309,0.062450021,0.036786045,0.54,0.09,0.22718298,0.187117644,0.038385982,0.015782113
353,paralithodes camtschaticus_Pac,2715,2120,595,23210,0.906346695,0.936921425,0.682236464,0.739089633,0.071093833,0.032324043,0.031882404,0.073521283,0.43,0.08,0.37701336,0.180122487,0.214073666,0.140087823
354,paralithodes platypus_Pac,1339,1081,258,11284,0.729241786,0.744415813,0.502501137,0.50390625,0.097131309,0.020529147,0.009502704,0.010051636,0.1,0.05,0.094783411,0.096896375,0.009279616,0.062425063
355,parapasiphaea sulcatifrons_Atl,595,518,77,10775,0.927660679,0.862886392,0.735162679,0.663685713,0.053021341,0.161537453,0.017074003,0.006923463,0.48,0.15,0.38086925,0.05254227,0.222143122,0.005126889
356,parapeaeus politus_Atl,257,188,69,7798,0.856331948,0.804537369,0.603732971,0.542453981,0.242210375,0.138374097,0.330098024,0.102147691,0.15,0.06,0.223365782,0.241633014,0.120860219,0.204188663
357,parastichopus californicus_Pac,483,359,124,16418,0.860335044,0.828414659,0.613344937,0.580047361,0.354599092,0.187689347,0.149873325,0.216696497,0.52,0.3,0.296699122,0.356528824,0.085260706,0.210736155
358,parastichopus leukothele_Pac,972,723,249,16418,0.90938103,0.832113297,0.712312134,0.666426788,0.217098309,0.277981914,0.047598758,0.037000477,0.44,0.28,0.337000308,0.340506582,0.234582693,0.289730858
359,pareques umbrosus_Atl,419,283,136,37904,0.924563779,0.886269901,0.788187491,0.809151179,0.894913353,0.695885227,0.005260911,2.79E-05,0.15,0.07,0.284247529,0.987345995,0.21849537,0.986999976
360,parmaturus xaniurus_Pac,613,496,117,8153,0.912438717,0.92006797,0.674515448,0.735174641,0.240531793,0.071974065,0.144015169,0.253273111,0.46,0.44,0.388474959,0.2510838,0.118322081,0.099878936
361,parophrys vetulus_Pac,4508,3566,942,20079,0.920096239,0.921330984,0.712748699,0.721058258,0.125988998,0.056528289,0.156680379,0.144759178,0.6,0.29,0.462840393,0.201691702,0.326024368,0.173329162
362,pasiphaea pacifica_Pac,1371,1028,343,20079,0.8559664,0.837715772,0.594786003,0.564698409,0.233047631,0.229793052,0.001413693,0.017532845,0.11,0.02,0.234018872,0.843067467,0.119094995,0.83124096
363,pasiphaea tarda_Pac,642,537,105,13740,0.969723803,0.963501072,0.873476077,0.876330144,0.143866244,0.193201917,0.086929604,0.039091181,0.71,0.33,0.553855511,0.936278001,0.273279603,0.931682858
364,patinopecten caurinus_Pac,592,449,143,27702,0.793525408,0.789762849,0.528763811,0.545416971,0.153440693,0.137434382,0.00583286,0.00612303,0.05,0.01,0.119492607,0.586290633,0.058973955,0.578514842
365,penaeus duorarum_Atl,1689,1354,335,7798,0.696402032,0.661628998,0.504500785,0.50808793,0.133381875,0.023951017,0.02635975,0.014635245,0.21,0.09,0.088391447,0.133313155,0.019413564,0.087628313
366,peprilus alepidotus_Atl,795,711,84,37904,0.943570878,0.934378513,0.798485772,0.798677415,0.872972128,0.77576847,0.001141818,0.016251808,0.33,0.06,0.372041316,0.974834329,0.198188756,0.973489412
367,peprilus burti_Atl,3972,3412,560,7798,0.628080766,0.564333036,0.500130719,0.502765209,0.063568112,0.020254902,0.032597315,0.006633802,0.09,0.18,0.037024831,0.063551974,0.021587771,0.033697706
368,peprilus triacanthus_Atl,9773,6815,2958,41642,0.886312003,0.892904071,0.659959165,0.649545101,0.115631139,0.105003698,0.024243452,0.01416789,0.51,0.12,0.363356916,0.126257039,0.121652603,0.029699183
369,periphylla periphylla_Pac,506,427,79,17401,0.929486119,0.908868948,0.74040269,0.68758251,0.50357694,0.352686207,0.016777316,0.118532733,0.33,0.15,0.364542075,0.961746323,0.177386483,0.959900465
370,phycis chesteri_Atl,3215,2446,769,56924,0.922063237,0.910163562,0.67596144,0.650296476,0.78625265,0.270617013,0.161896315,0.151454844,0.38,0.18,0.406214722,0.894564406,0.294485376,0.858689839
371,pisaster brevispinus_Pac,433,320,113,8153,0.887091804,0.819478937,0.660788462,0.546020532,0.226224465,0.358985509,0.015896357,0.032682903,0.34,0.13,0.278913012,0.784525584,0.209253483,0.761961438
372,pitar cordatus_Atl,267,162,105,7798,0.832489132,0.696180658,0.600555796,0.512143611,0.1201296,0.011948115,0.020375878,0.001962065,0.15,0.1,0.171253053,0.119926404,0.089042125,0.104587555
373,placopecten magellanicus_Atl,5984,3527,2457,41644,0.790305319,0.682386434,0.555203108,0.505509642,0.0870462,0.055918493,0.030070048,0.040735898,0.27,0.14,0.178075271,0.147214939,0.113970194,0.097557835
374,platichthys stellatus_Pac,2132,1612,520,31363,0.917288843,0.912949097,0.685029409,0.676599063,0.14434386,0.081331913,0.061912514,0.074059919,0.53,0.18,0.393505123,0.394179052,0.112922993,0.376549484
375,platylambrus granulatus_Atl,293,136,157,7798,0.734091038,0.642880815,0.512391616,0.504494786,0.246627398,0.035558656,0.002182025,0.010396326,0.06,0.01,0.072547484,0.245623807,0.055556648,0.194986589
376,platymera gaudichaudii_Pac,405,283,122,5475,0.934883483,0.939051101,0.802267595,0.821538969,0.113659697,0.039924839,0.012766378,0.181613679,0.45,0.14,0.427887202,0.1122064,0.028546955,0.032390631
377,pleurobranchaea californica_Pac,744,557,187,8153,0.940001589,0.889974373,0.752721028,0.662618455,0.325907964,0.143010982,0.236885838,0.159520219,0.72,0.37,0.48829599,0.530438867,0.087104852,0.484788407
378,pleurogrammus monopterygius_Pac,2406,1811,595,23210,0.897625123,0.903395606,0.68850694,0.691817734,0.115160251,0.082703259,0.026170353,0.016723444,0.48,0.1,0.345143413,0.238084204,0.301458048,0.231033613
379,pleuronectes quadrituberculatus_Pac,8072,6583,1489,19549,0.903963586,0.927340078,0.685392817,0.735228819,0.091037991,0.075562685,0.111189856,0.133032101,0.52,0.19,0.438314455,0.513183197,0.351850671,0.477878176
380,pleuronichthys decurrens_Pac,836,633,203,16418,0.951265385,0.952847022,0.795358243,0.812149892,0.16021507,0.016023917,0.118516953,0.130107753,0.62,0.43,0.460881026,0.549346742,0.230201642,0.531875043
381,plicifusus kroeyeri_Pac,1056,818,238,11284,0.744204764,0.728912516,0.515368336,0.509462528,0.096937412,0.001447118,0.025025655,0.005349072,0.18,0.1,0.108147791,0.096788448,0.034762161,0.074576258
382,pododesmus macrochisma_Pac,660,508,152,23210,0.84574145,0.822608721,0.586601007,0.549433924,0.13135073,0.04672405,0.010798543,0.008236529,0.21,0.02,0.189116806,0.816252229,0.145421647,0.809963095
383,podothecus accipenserinus_Pac,6972,5512,1460,25888,0.908896279,0.936599991,0.66680397,0.753333293,0.260507556,0.114021474,0.101435018,0.063683302,0.62,0.22,0.442374164,0.601272594,0.31136111,0.523374432
384,pollachius virens_Atl,6982,5840,1142,62006,0.859767015,0.863784858,0.638932075,0.656354494,0.314828098,0.075354061,0.018824145,0.037046035,0.43,0.07,0.269934357,0.620715954,0.16538268,0.5891028
385,polydactylus octonemus_Atl,682,616,66,7798,0.880781548,0.900653118,0.63816953,0.743896663,0.234823984,0.051977369,0.055732738,0.081269509,0.35,0.28,0.294964305,0.234713759,0.091972828,0.195574422
386,pomatomus saltatrix_Atl,2801,2161,640,37904,0.942379006,0.943335344,0.759106819,0.749766004,0.60432244,0.230748533,0.079716616,0.064430769,0.43,0.16,0.455618419,0.632330375,0.102848698,0.596778854
387,pontophilus norvegicus_Atl,561,NA,NA,56924,0.956605977,NA,0.820973104,NA,0.801790734,NA,0.003629973,NA,0.2,0.07,0.371361688,0.990778208,0.30400411,0.990402154
388,porichthys notatus_Pac,1124,907,217,8153,0.958156891,0.96053129,0.797929299,0.812184561,0.108525027,0.170976165,0.131055311,0.239568796,0.72,0.23,0.565876299,0.374777406,0.049817373,0.33450674
