,sppocean,npres,npres.tr,npres.te,ntot,auc,auc.tt,tss,tss.tt,r2.biomass,r2.biomass.tt,r2.all,r2.all.tt,r2.pres.1deg,r2.abun.1deg,dev.pres,dev.biomass,dev.pres.null,dev.biomass.null
128,decapterus puctatus_Atl,507,322,185,7798,0.643125715,0.538248649,0.501306381,0.502926116,0.129022152,0.005001024,0.004143499,4.06E-06,0.04,0.04,0.035175918,0.128759344,0.020728411,0.108667286
129,decapterus punctatus_Atl,772,509,263,30106,0.959912916,0.942102045,0.82785186,0.803124205,0.387993099,0.15578479,0.034041197,0.043770183,0.47,0.36,0.465072929,0.387953494,0.091264428,0.292463486
130,dichelopandalus leptocerus_Atl,1244,922,322,30105,0.924633187,0.80129128,0.728925544,0.5678065,0.175673013,0.053016659,0.047446736,0.026627585,0.41,0.15,0.353534015,0.175571326,0.245133329,0.104053802
131,diplectrum bivittatum_Atl,2421,2244,177,7798,0.760265913,0.691107925,0.50841528,0.511653718,0.205779761,0.017723856,0.153284802,0.012145821,0.29,0.3,0.153195807,0.205767486,0.065285932,0.198238925
132,diplectrum formosum_Atl,1013,429,584,37904,0.924002122,0.940228909,0.792590833,0.856123583,0.908225257,0.476501626,0.001085906,0.049064206,0.16,0.04,0.339909649,0.987151803,0.270825056,0.986672502
133,dipsacaster borealis_Pac,400,298,102,23210,0.882592558,0.696810486,0.633289003,0.519999391,0.27666225,0.282142169,0.05884359,0.008426741,0.2,0.08,0.238675356,0.866785591,0.172412042,0.860612175
134,dipsacaster eximius_Pac,306,252,54,5475,0.863101673,0.791724481,0.643738817,0.563266448,0.113890331,0.07303753,0.006599576,0.049352829,0.21,0.16,0.240686678,0.11349664,0.067692534,0.031579428
135,dipturus laevis_Atl,1916,673,1243,41642,0.89509834,0.775615259,0.642770699,0.549281461,0.158802081,0.052991964,0.006933341,0.009270232,0.39,0.01,0.306309478,0.236899418,0.219441357,0.167063795
136,dromalia alexandri_Pac,369,297,72,5475,0.953421077,0.950146628,0.816114494,0.817836662,0.238075871,0.050591832,0.092038815,0.079221739,0.7,0.47,0.488539273,0.237934675,0.05113925,0.131296056
137,echinarachnius parma_Atl,882,NA,NA,26818,0.906707322,NA,0.699588497,NA,0.684276059,NA,0.090481456,NA,0.23,0.23,0.320407119,0.894917366,0.248326455,0.880555666
138,elassochirus cavimanus_Pac,1279,951,328,23210,0.782386769,0.747659351,0.531116347,0.533053256,0.483568605,0.420170469,0.011971639,0.026835578,0.18,0.06,0.134972025,0.85679832,0.085305667,0.854226985
139,eleginus gracilis_Pac,471,388,83,19549,0.930454627,0.91214138,0.725668947,0.712265029,0.396116054,0.17143417,0.147894665,0.161858233,0.37,0.2,0.379329271,0.710682388,0.165404425,0.641121338
140,embassichthys bathybius_Pac,1252,1024,228,13740,0.989595379,0.989999304,0.911777963,0.921742824,0.275587442,0.234835797,0.566088228,0.550829069,0.86,0.71,0.760184808,0.339665312,0.344358911,0.150290597
141,enchelyopus cimbrius_Atl,3077,1837,1240,62006,0.789464623,0.739476385,0.512007576,0.50655894,0.770884991,0.110008172,0.048716768,0.135472121,0.22,0.21,0.151257972,0.924228464,0.080502688,0.919012927
142,engyophrys senta_Atl,519,453,66,7798,0.720886833,0.650896515,0.510377226,0.537990637,0.247387628,0.001033828,0.058667662,0.01387884,0.1,0.1,0.083199303,0.247379227,0.015207793,0.247270835
143,enteroctopus dofleini_Pac,1284,787,497,31363,0.800022182,0.676338676,0.50360273,0.501955332,0.30122658,0.122124108,0.031132639,0.03363169,0.13,0.09,0.142108725,0.395217548,0.126264436,0.349453406
144,eopsetta jordani_Pac,3951,3070,881,16418,0.944798972,0.954482975,0.756867649,0.796090598,0.283562326,0.245400291,0.093521083,0.290780162,0.67,0.45,0.536670851,0.305944912,0.383165585,0.270954081
145,equetus laceolatus_Atl,319,NA,NA,7798,0.922251059,NA,0.790132766,NA,0.108088201,NA,0.058724567,NA,0.28,0.15,0.372909795,0.107229523,0.346883494,0.031821422
146,erimacrus isenbeckii_Pac,1957,1443,514,14945,0.716240525,0.747325394,0.501854714,0.500404367,0.163634823,0.131204012,0.020168919,0.048677059,0.13,0.04,0.088246586,0.661701082,0.037011801,0.642538669
147,etropus crossotus_Atl,1828,1644,184,7798,0.696463307,0.667084018,0.504350765,0.513816281,0.121028241,0.000235106,0.046152237,0.011484623,0.15,0.18,0.081407267,0.120996453,0.03840284,0.112519248
148,etropus microstomus_Atl,618,323,295,37904,0.873725478,0.791793409,0.618402238,0.526195276,0.815827681,0.01061635,0.011410227,0.006314569,0.2,0.13,0.213591102,0.940644318,0.154097062,0.936945571
149,etrumeus teres_Atl,1833,1379,454,37904,0.869963967,0.846984137,0.67290468,0.677983023,0.870653535,0.042194865,0.023150381,0.041583576,0.17,0.05,0.25177249,0.918889133,0.041065297,0.918045331
150,eualus fabricii_Atl,553,551,2,45388,0.978159278,0.884352617,0.861188506,0.894793926,0.210328129,1,0.0344917,1.67E-05,0.42,0.13,0.522327072,0.977690091,0.443526625,0.974928172
151,eualus gaimardii_Atl,2351,1916,435,15282,0.850736269,0.765798787,0.600888853,0.506571318,0.257047208,0.382798591,0.057195718,0.083075154,0.51,0.11,0.265081505,0.973055584,0.082244366,0.968538034
152,eualus macilentus_Atl,1865,1567,298,15282,0.885790485,0.845229375,0.614117397,0.591831048,0.186134499,0.174893714,0.076957884,0.062365142,0.61,0.18,0.332737845,0.953592731,0.062644764,0.949457853
153,eualus macrophthalmus_Pac,299,246,53,13740,0.932818743,0.935877061,0.776632428,0.779852275,0.406646838,0.035443878,0.039414786,0.032963897,0.14,0.07,0.389214633,0.944927622,0.180758524,0.940581795
154,eucinostomus gula_Atl,696,545,151,37904,0.930228571,0.895090157,0.836824884,0.830167598,0.58330081,0.326360707,0.034405063,0.036874418,0.17,0.02,0.343021804,0.983633611,0.310426903,0.98205628
155,eumesogrammus praecisus_Atl,1255,995,260,26818,0.905887182,0.870200033,0.671499583,0.615017022,0.298363091,0.208516909,0.000396553,0.000164094,0.49,0.01,0.318161182,0.974756638,0.16082075,0.973659309
156,eumicrotremus orbis_Pac,570,436,134,23210,0.862414567,0.86859679,0.607178568,0.676399174,0.170016709,0.040558092,0.044307011,0.028178773,0.19,0.13,0.214734945,0.942731121,0.205108181,0.94025146
157,eumicrotremus spinosus_Atl,2199,1783,416,26818,0.895628478,0.821798322,0.676472699,0.545305289,0.36158876,0.276687549,0.00037742,0.007267273,0.51,0.1,0.323472677,0.965782507,0.179454689,0.962683834
158,eunoe depressa_Pac,888,612,276,23210,0.818495756,0.784926922,0.578779454,0.629457006,0.290749926,0.009133202,0.007581851,0.025800328,0.1,0.02,0.160802468,0.930178375,0.143661834,0.923226402
159,eunoe nodosa_Pac,1815,1284,531,23210,0.837373913,0.796540768,0.59166112,0.555369195,0.367919268,0.000873214,0.017637425,0.013971626,0.18,0.06,0.210247517,0.88453058,0.175511966,0.877754698
160,euspira pallida_Pac,420,317,103,19549,0.899322955,0.879947771,0.669286213,0.657631208,0.165711668,0.010534023,0.069284491,0.100521167,0.29,0.22,0.291606473,0.919284675,0.1221935,0.916858345
161,evasterias echinosoma_Pac,593,456,137,23210,0.804364876,0.804983109,0.533645194,0.565864138,0.256781535,0.11007129,0.014004807,0.015096205,0.07,0.03,0.132108168,0.256722273,0.092729351,0.228730751
162,farfantepenaeus aztecus_Atl,5615,4853,762,7798,0.603575675,0.545287925,0.500847382,0.502202643,0.123606424,0.019273928,0.077564971,0.023410178,0.01,0.17,0.023340527,0.123596765,0.006986123,0.103396657
163,flustra serrulata_Pac,417,271,146,23210,0.868114038,0.844881142,0.615967754,0.645713909,0.122762267,0.044366898,0.013034977,0.010675779,0.13,0.06,0.208674003,0.797273631,0.145781378,0.791822985
164,fusitriton oregonensis_Pac,6667,5182,1485,31363,0.796351217,0.773952207,0.54331253,0.551868045,0.38309175,0.346013275,0.062970627,0.061676879,0.29,0.09,0.194285309,0.746795428,0.130909082,0.74269225
165,gadus macrocephalus_Pac,19159,15362,3797,31363,0.914827219,0.919661354,0.681222385,0.680593591,0.186489217,0.094594637,0.019234501,0.008065474,0.64,0.07,0.478550422,0.633826627,0.444910692,0.580826533
166,gadus morhua_Atl,27291,22333,4958,62006,0.792075881,0.780458146,0.550730904,0.55914366,0.781301229,0.470486841,0.090209856,0.023296634,0.46,0.28,0.224352643,0.781469512,0.144339069,0.768985434
167,gadus ogac_Atl,837,644,193,15857,0.866792027,0.843914962,0.674068002,0.711257539,0.657098751,0.313850401,0.067973749,0.0482923,0.24,0.19,0.252395792,0.741735482,0.234347292,0.723814416
168,genyonemus lineatus_Pac,517,422,95,8153,0.963894304,0.97604852,0.848175048,0.872304604,0.1333928,0.109204075,0.075891767,0.068769704,0.57,0.1,0.532342011,0.187797534,0.066725915,0.150815852
169,gersemia rubiformis_Pac,489,212,277,11284,0.875430191,0.788410276,0.610043939,0.526389034,0.096688178,0.070786439,0.019866843,0.010245308,0.28,0.06,0.259925142,0.095871225,0.205313269,0.048104745
170,glebocarcinus oregonensis_Pac,678,532,146,23210,0.768603466,0.697534795,0.512521893,0.524131499,0.334646681,0.044957837,0.004805784,0.004240264,0.05,0.01,0.106265336,0.938238083,0.035594943,0.935684354
171,glyptocephalus cynoglossus_Atl,15228,11481,3747,62005,0.780837244,0.777478194,0.521033838,0.522492603,0.751722966,0.436455429,0.030042081,0.014885485,0.3,0.08,0.180120828,0.803923596,0.086150263,0.794045083
172,glyptocephalus zachirus_Pac,14784,11850,2934,31363,0.834357317,0.847304266,0.555793715,0.597780533,0.195517285,0.091624983,0.145148727,0.12638594,0.45,0.28,0.288833137,0.246666076,0.200874591,0.169217967
173,gorgonocephalus eucnemis_Pac,10436,8220,2216,31363,0.7895821,0.796752938,0.500011947,0.503100198,0.440221309,0.285811562,0.05057469,0.062534611,0.37,0.05,0.197492346,0.462814154,0.156345808,0.441353975
174,gymnachirus texae_Atl,397,350,47,7798,0.685390564,0.6800495,0.509114673,0.531063531,0.310461022,0.006934407,0.020302971,0.004716646,0.09,0.08,0.055932718,0.310357754,0.030216981,0.277795662
175,gymnelus viridis_Atl,753,637,116,15282,0.793973485,0.784089843,0.501640023,0.517332395,0.135619927,0.129179182,0.000147681,0.003938299,0.17,0,0.138036199,0.984482394,0.032303733,0.983241402
176,gymnocanthus galeatus_Pac,995,808,187,23210,0.763949615,0.75802109,0.519393982,0.542498782,0.201181399,0.08985071,0.011115961,0.005555022,0.1,0.02,0.115381194,0.582973811,0.078331181,0.541931306
177,gymnocanthus pistilliger_Pac,818,544,274,11284,0.927168636,0.903545097,0.722453715,0.711432438,0.139259905,0.095228148,0.098174283,0.117660226,0.51,0.16,0.417601041,0.139049183,0.103711371,0.082941207
178,gymnura altavela_Atl,495,358,137,30106,0.966889454,0.961195026,0.846318838,0.845779336,0.103702536,0.068843804,0.078989798,0.083571644,0.27,0.15,0.451216078,0.103419114,0.069680315,0.025965931
179,haemulon aurolineatum_Atl,802,386,416,37904,0.925400319,0.912690563,0.784489982,0.827574526,0.87255885,0.294842932,0.054787137,9.22E-06,0.18,0.23,0.328653218,0.96324184,0.239077762,0.961315832
180,halieutichthys aculeatus_Atl,2177,1711,466,37904,0.951460656,0.902232936,0.853178569,0.775745627,0.472408611,0.135061454,0.005941504,0.027345512,0.6,0.03,0.483913567,0.987670142,0.43722574,0.987335828
181,halocynthia aurantium_Pac,1062,758,304,23210,0.763119901,0.736304855,0.517222858,0.516859288,0.547336795,0.208980277,0.022404397,0.006291019,0.12,0.06,0.117121461,0.550774769,0.063568538,0.526104874
182,harengula jaguana_Atl,1352,1176,176,7798,0.669511343,0.662330038,0.502377056,0.501449275,0.038558963,0.012678886,0.009695112,0.002888306,0.12,0.05,0.060147922,0.038414956,0.011415206,0.031720538
183,helicolenus dactylopterus_Atl,1820,1010,810,41642,0.908489695,0.866767987,0.666106737,0.590289495,0.176211161,0.039910028,0.045795294,0.092285498,0.37,0.09,0.340848304,0.317572473,0.252019372,0.209986289
184,hemilepidotus jordani_Pac,5433,4497,936,23210,0.692846664,0.745797557,0.502090041,0.504881726,0.133142354,0.125268465,0.014156269,0.009359435,0.15,0.05,0.087933236,0.168000739,0.02902359,0.086187356
185,hemilepidotus papilio_Pac,1030,758,272,11284,0.901307612,0.816304267,0.647440095,0.511597938,0.368228594,0.023980069,0.020015464,0.019515317,0.52,0.16,0.369471107,0.36817975,0.022588864,0.324123513
186,hemitripterus americanus_Atl,9896,7781,2115,62003,0.752175869,0.740933996,0.509061245,0.512048193,0.567475956,0.2233999,0.050516887,0.050207418,0.26,0.1,0.133016943,0.56826504,0.065663486,0.538982719
187,hemitripterus bolini_Pac,3062,2429,633,23210,0.777235387,0.80760075,0.505139648,0.513565423,0.049250202,0.011057324,0.042911295,0.075888284,0.28,0.13,0.151898463,0.082276808,0.061801614,0.071302759
188,hepatus epheliticus_Atl,436,383,53,7798,0.644388242,0.629527613,0.500918555,0.521633783,0.205415511,0.019407956,0.011721877,0.004713538,0.05,0.1,0.035474194,0.205109315,0.01419936,0.149519811
189,heterozonias alternatus_Pac,1214,980,234,13740,0.972255896,0.950988992,0.843697468,0.821396874,0.157352743,0.018964667,0.206005505,0.117456487,0.74,0.48,0.623774436,0.417445983,0.372135439,0.360341652
190,hexagrammos decagrammus_Pac,729,600,129,31363,0.848931179,0.837536716,0.607023366,0.6445503,0.190678521,0.089999598,0.019391903,0.01411261,0.13,0.07,0.176462534,0.361320436,0.135104761,0.357970098
191,hexagrammos stelleri_Pac,384,332,52,19549,0.938528079,0.941121346,0.761535821,0.793307431,0.208365791,0.186571319,0.165319766,0.027246974,0.29,0.22,0.374938169,0.813253798,0.084091767,0.800128532
192,hippasteria californica_Pac,826,638,188,16418,0.905518343,0.870333718,0.692524993,0.63871637,0.127814928,0.125020717,0.052145163,0.076146027,0.5,0.27,0.322802181,0.770724073,0.262193944,0.761694019
193,hippasteria spinosa_Pac,1324,1070,254,20079,0.726071436,0.669668609,0.516794798,0.500798722,0.353303104,0.242179198,0.018110428,0.013053498,0.15,0.08,0.084588798,0.849416137,0.077287709,0.8468128
194,hippoglossina oblonga_Atl,253,198,55,11536,0.930576939,0.878419183,0.715046497,0.635996061,0.265750606,0.338096222,0.083369398,0.177690322,0.34,0.07,0.364983539,0.265742202,0.078604208,0.100172922
195,hippoglossoides elassodon_Pac,6284,4922,1362,20079,0.800692929,0.781667214,0.547678586,0.541715798,0.156208363,0.184825194,0.057799509,0.056951783,0.3,0.14,0.214210974,0.264983889,0.185623183,0.23378544
196,hippoglossoides platessoides_Atl,31157,24562,6595,62004,0.878261529,0.884904141,0.598740273,0.617896977,0.763785638,0.495898525,0.270018875,0.22663626,0.56,0.44,0.377438696,0.789280764,0.259585202,0.759835578
197,hippoglossus hippoglossus_Atl,2898,2102,796,62006,0.84410195,0.818248321,0.561471329,0.537138624,0.488886034,0.286581628,0.064592735,0.074220243,0.24,0.18,0.209566766,0.608004762,0.149810413,0.579539459
198,hippoglossus stenolepis_Pac,16716,13226,3490,31363,0.857857299,0.859054565,0.570792808,0.57771747,0.328533544,0.193548807,0.071215651,0.03016132,0.5,0.24,0.329764994,0.672723361,0.234268387,0.647633636
199,homarus americanus_Atl,9890,6892,2998,46720,0.779719094,0.732875547,0.525192481,0.53165634,0.18652963,0.067183877,0.094843492,0.082469235,0.36,0.19,0.169956655,0.353487717,0.085759789,0.300790055
200,hopluis macrurus_Atl,655,596,59,7798,0.715736647,0.66818731,0.50462734,0.512987013,0.377544712,0.066084279,0.094848068,0.011991382,0.16,0.35,0.084270588,0.377501643,0.043270303,0.371995428
201,hyas araneus_Atl,442,NA,NA,11536,0.938789525,NA,0.785952425,NA,0.305186647,NA,0.097873491,NA,0.36,0.3,0.388961877,0.305098847,0.299203702,0.124285621
202,hyas coarctatus_Atl,461,NA,NA,11536,0.948230709,NA,0.813224973,NA,0.349602056,NA,0.127284447,NA,0.49,0.33,0.437474652,0.349557219,0.321962476,0.082227456
203,hyas coarctatus_Pac,4688,3549,1139,11284,0.737538746,0.666189467,0.500075815,0.502697842,0.148669533,0.00157315,0.029777011,0.000520668,0.25,0.06,0.128855688,0.14866144,0.013840119,0.051728778
204,hyas lyratus_Pac,4913,3625,1288,23210,0.67740562,0.601296612,0.50041024,0.503301321,0.181053811,0.217721159,0.02682473,0.014630135,0.12,0.06,0.064070662,0.831391636,0.045783858,0.827736039
205,hydrolagus colliei_Pac,4709,3743,966,16418,0.901989032,0.90244611,0.687115306,0.703962641,0.251111255,0.248302762,0.041106594,0.036125202,0.52,0.16,0.411853587,0.252652769,0.233129775,0.210686322
206,icelinus filamentosus_Pac,864,657,207,8153,0.763010472,0.758236986,0.551581469,0.563679981,0.183759657,0.126903701,0.015081997,0.015685254,0.12,0.09,0.13601864,0.742369171,0.020585692,0.730298797
207,icelus spatula_Atl,2425,1903,522,26818,0.927529945,0.887344569,0.753696023,0.680910179,0.160552936,0.25235236,0.019790665,0.003289308,0.56,0.08,0.415940086,0.977112899,0.222811058,0.975700358
208,icelus spatula_Pac,525,255,270,11284,0.828114668,0.610193107,0.533879976,0.509226038,0.152809261,0.007890514,0.001265076,0.000133339,0.19,0.01,0.191205854,0.152489165,0.113333981,0.091341097
209,icelus spiniger_Pac,1832,1329,503,23210,0.898849739,0.896528056,0.67387725,0.70808553,0.308171737,0.131979545,0.067880546,0.261818517,0.36,0.14,0.3314562,0.879445212,0.234594244,0.836227284
210,illex illecebrosus_Atl,11220,8150,3070,56924,0.871013721,0.882758704,0.625630764,0.653613055,0.573280928,0.102737914,0.073045776,0.036233295,0.49,0.22,0.320336046,0.599388834,0.127532514,0.56863163
211,isopsetta isolepis_Pac,1153,933,220,31363,0.839636867,0.835587537,0.537407577,0.571617671,0.203782333,0.099144449,0.038134399,0.0094003,0.17,0.17,0.204412255,0.215827299,0.105298654,0.14968662
212,kathetostoma albigutta_Atl,554,417,137,37904,0.96503441,0.958837176,0.826509699,0.825963475,0.896356745,0.757522066,0.025805064,0.045221409,0.34,0.47,0.435902118,0.990412835,0.284019299,0.989784372
213,labidochirus splendescens_Pac,3127,2116,1011,23210,0.887776091,0.835671017,0.709334641,0.647422803,0.241267353,0.095848875,0.069825932,0.070498395,0.41,0.13,0.345569927,0.795182546,0.324514211,0.77378345
214,lagocephalus laevigatus_Atl,1447,1206,241,37904,0.928337564,0.909615363,0.827008923,0.788131899,0.629578998,0.021616909,0.082850195,0.060919459,0.34,0.54,0.382092822,0.986851563,0.357340826,0.986390598
215,lagodon rhomboides_Atl,3075,2430,645,37903,0.925107838,0.92011838,0.79398545,0.809428326,0.79395349,0.519467951,0.008975077,0.0237474,0.52,0.19,0.422750284,0.97659342,0.37662599,0.97610633
216,laqueus californianus_Pac,333,267,66,10943,0.796986808,0.652350162,0.519845475,0.418155232,0.171630252,0.001467041,2.13E-08,4.52E-06,0.13,0,0.132164451,0.934600526,0.106453039,0.926758153
217,larimus fasciatus_Atl,1023,764,259,37904,0.928471131,0.91226367,0.74623713,0.721857916,0.892596506,0.411099319,0.062613514,0.108527759,0.3,0.21,0.339718667,0.965662164,0.152338278,0.964052206
218,lebbeus groenlandicus_Atl,1484,NA,NA,26818,0.880744041,NA,0.679815355,NA,0.255742588,NA,0.002330278,NA,0.33,0.01,0.270861868,0.96624919,0.201713741,0.961829248
219,lebbeus polaris_Atl,4219,NA,NA,56924,0.943562166,NA,0.797943012,NA,0.341463112,NA,0.0492585,NA,0.62,0.18,0.454372896,0.976471315,0.401036077,0.97330925
220,leiostomus xanthurus_Atl,3624,2914,710,37904,0.912263645,0.920176861,0.719620636,0.721063552,0.89993992,0.561561628,0.048889098,0.041819821,0.46,0.21,0.378032388,0.930540897,0.106585876,0.928048939
221,lepophidium brevibarbe_Atl,1757,1560,197,7798,0.656795619,0.629180927,0.504551908,0.50858209,0.210895557,0.018771116,0.078268739,0.017614886,0.11,0.27,0.055720756,0.210853482,0.018329615,0.195294002
222,lepophidium jeaae_Atl,332,207,125,7798,0.783177715,0.702430662,0.52096853,0.504926108,0.236391951,0.047030105,0.050261319,0.010073599,0.15,0.24,0.127907683,0.235943526,0.044344031,0.173398918
223,lepophidium profundorum_Atl,1483,887,596,41642,0.904165971,0.8935907,0.670506317,0.661659109,0.138414986,0.100253621,0.086753948,0.10425233,0.35,0.2,0.310285334,0.606660843,0.131070685,0.563513806
224,leptagonus decagonus_Atl,6793,5674,1119,31900,0.896482803,0.820948905,0.647322395,0.556809842,0.539016375,0.454960212,0.073825368,0.073854614,0.68,0.22,0.383138596,0.964662626,0.272508202,0.959349921
225,leptasterias arctica_Pac,1689,1150,539,11284,0.777735314,0.769971879,0.502224549,0.515296941,0.157510563,0.061145601,0.017340613,0.001718124,0.22,0.06,0.157270985,0.157381568,0.040993473,0.036354911
226,leptasterias polaris_Pac,3882,3045,837,23210,0.929646997,0.946232791,0.739237443,0.797698359,0.106813041,0.012096638,0.097762765,0.101202829,0.57,0.14,0.463379307,0.128335511,0.291176643,0.093418259
227,leptoclinus maculatus_Atl,4178,3292,886,56924,0.946053752,0.900778424,0.772097067,0.661290655,0.471004887,0.036168839,0.012343544,0.009459016,0.69,0.08,0.471942668,0.955315277,0.355194646,0.948689149
228,leptoclinus maculatus_Pac,856,587,269,19549,0.788593711,0.802991845,0.547375872,0.557928662,0.428678012,0.003443001,0.027585067,0.003843381,0.08,0.07,0.133986448,0.964692365,0.112020276,0.963784898
229,lethasterias nanimensis_Pac,3145,2394,751,25888,0.72911719,0.688490942,0.504312925,0.524526066,0.447087174,0.422632367,0.026633954,0.01887467,0.11,0.04,0.102978812,0.672686538,0.077605259,0.659442103
230,leucoraja erinacea_Atl,13551,10267,3284,41642,0.797909213,0.803368361,0.501141756,0.51182141,0.096803582,0.035875133,0.04989641,0.051174986,0.42,0.21,0.206294185,0.35930451,0.118181767,0.322539188
231,leucoraja garmani_Atl,790,366,424,30106,0.921423649,0.860862962,0.701067795,0.593340757,0.136885708,0.033791943,0.105088927,0.020403649,0.4,0.3,0.355030438,0.136478508,0.188623285,0.098743503
232,leucoraja ocellata_Atl,10066,7481,2585,46724,0.756119706,0.767965401,0.503862331,0.504064434,0.178367363,0.070294074,0.025258035,0.034310248,0.21,0.1,0.14260871,0.615801802,0.035908854,0.592698017
233,limanda aspera_Pac,8175,6669,1506,23210,0.938327165,0.956989855,0.733113152,0.814214606,0.359255995,0.32964336,0.247594165,0.257300926,0.63,0.36,0.53403827,0.770964304,0.411406996,0.655888516
234,limanda ferruginea_Atl,16083,12510,3573,62006,0.768101479,0.746109349,0.517479969,0.519850338,0.440445725,0.133107017,0.005800708,0.000352691,0.3,0,0.16143929,0.441502993,0.091724159,0.396071045
235,limanda proboscidea_Pac,1892,1687,205,11284,0.93745377,0.943940474,0.739030011,0.767240361,0.133880459,0.078813464,0.111842119,0.064617998,0.66,0.19,0.493759956,0.13382442,0.053566353,0.087464682
236,limanda sakhalinensis_Pac,434,330,104,11284,0.914018985,0.865295295,0.682449152,0.618236365,0.109876933,0.045253395,0.044122519,0.044091576,0.51,0.08,0.353807101,0.109629931,0.03920047,0.058562266
237,limulus polyphemus_Atl,1644,1280,364,30106,0.847515324,0.783136521,0.553460499,0.471504311,0.217183928,0.105224903,0.05715408,0.049361292,0.35,0.33,0.225671281,0.217136434,0.095636754,0.188114384
238,liparis gibbus_Pac,634,280,354,11284,0.927155996,0.860134608,0.701577854,0.60016966,0.203542041,0.087651086,0.08164876,0.07809982,0.61,0.24,0.423275249,0.20333702,0.153066791,0.025637806
239,liponema brevicornis_Pac,2079,1403,676,31363,0.909342127,0.777349817,0.709953041,0.555953792,0.31299463,0.156750482,0.052679526,0.025229038,0.35,0.08,0.349297657,0.473437247,0.218457164,0.425900571
240,lithodes aequispinus_Pac,1077,853,224,23210,0.943428331,0.949733335,0.781332989,0.816201823,0.049975321,0.013591727,0.044897975,0.166735931,0.52,0.21,0.4360706,0.13998431,0.392545189,0.135563071
241,lithodes couesi_Pac,288,236,52,13739,0.972911065,0.963842445,0.876978128,0.851257098,0.092101862,0.011624527,0.143433926,0.200027129,0.45,0.34,0.500009103,0.682213352,0.20763695,0.657625596
242,lithodes maja_Atl,1320,857,463,56923,0.901569392,0.841927782,0.660745992,0.565358091,0.779347061,0.338433971,0.06762629,0.06662438,0.28,0.14,0.285711942,0.907993844,0.191249688,0.905876198
243,litopenaeus setiferus_Atl,1471,1235,236,7798,0.781077922,0.781482027,0.50178444,0.533655784,0.138510691,0.054879902,0.052334164,0.040634907,0.29,0.08,0.163836191,0.138464423,0.017685279,0.067061404
244,loligo opalescens_Pac,1789,1413,376,8153,0.880379486,0.868780198,0.612128843,0.615133987,0.243086816,0.226841775,0.032852848,0.114006797,0.59,0.13,0.344247174,0.518075419,0.070252118,0.452560098
245,loligo pealeii_Atl,15554,11667,3887,49438,0.913894344,0.920268198,0.681702428,0.674102093,0.878295823,0.397230676,0.144781416,0.17480749,0.66,0.34,0.452923209,0.887964015,0.189703585,0.861032386
246,loligo pleii_Atl,2845,2024,821,7798,0.738969654,0.644252117,0.502791595,0.502721088,0.052354325,0.002146878,0.070474985,0.017215518,0.31,0.22,0.135498151,0.052242693,0.11555591,0.024792843
247,lolliguncula brevis_Atl,2130,1831,299,37904,0.949968799,0.926540588,0.837597754,0.815430042,0.574423185,0.599535253,0.027035714,0.103869048,0.5,0.2,0.468407593,0.980678975,0.391409091,0.980264139
248,lophius americanus_Atl,10180,7579,2601,56924,0.793711388,0.805656728,0.586045109,0.605095367,0.439473876,0.179733395,0.080953237,0.079472171,0.34,0.2,0.19812335,0.455047162,0.106518406,0.415117623
249,lopholithodes foraminatus_Pac,712,555,157,16418,0.710276936,0.725521908,0.5000796,0.504436199,0.407138933,0.342377264,0.009677414,0.023291536,0.07,0.09,0.061998392,0.61971225,0.022499523,0.602018724
250,luidia clathrata_Atl,558,428,130,7798,0.792650102,0.729811727,0.507963236,0.520986717,0.118698979,0.006760585,0.039171066,0.001325144,0.28,0.21,0.157322498,0.118390141,0.069734615,0.079401955
251,luidia foliolata_Pac,3184,2332,852,16418,0.925370546,0.918711729,0.73952399,0.764636495,0.247447196,0.254875178,0.135328519,0.127796886,0.65,0.48,0.468094092,0.452882885,0.358675402,0.439079226
252,lumpenus lampretaeformis_Atl,2757,2006,751,62006,0.871928149,0.829068839,0.639973722,0.567857631,0.577361007,0.366858696,0.010597469,0.008004034,0.25,0.06,0.242353005,0.94309362,0.214227071,0.939126455
253,lumpenus sagitta_Pac,374,346,28,19549,0.828489775,0.675866637,0.525209795,0.504680187,0.226546772,0.277611137,0.002920172,0.025554908,0.18,0.03,0.184181505,0.943952461,0.124647572,0.935300219
254,lutjanus campechanus_Atl,2335,1911,424,37904,0.939587193,0.932249335,0.858545319,0.863329312,0.355232134,0.081719592,0.009617462,0.001716661,0.46,0.11,0.46335047,0.981030445,0.447950787,0.980064585
255,lutjanus synagris_Atl,977,608,369,7798,0.731104886,0.624776155,0.502023994,0.507024266,0.248302764,0.073086045,0.112257565,0.002595738,0.16,0.21,0.103566431,0.248229155,0.063159533,0.227068503
256,lycenchelys crotalinus_Pac,857,704,153,13740,0.985935261,0.988323448,0.905506605,0.912673305,0.300838785,0.171833025,0.498025212,0.433239558,0.79,0.7,0.728440285,0.547920735,0.322263407,0.37046873
257,lycodes brevipes_Pac,3534,2868,666,25888,0.824846059,0.842201577,0.552587477,0.579640385,0.333334671,0.278980456,0.15303016,0.210419125,0.31,0.27,0.222550529,0.628423808,0.114929399,0.554448044
258,lycodes cortezianus_Pac,2430,1910,520,20079,0.934430447,0.944297329,0.7533466,0.788917902,0.349346826,0.224485012,0.274193108,0.267477613,0.51,0.48,0.464273592,0.448113872,0.344157159,0.364846947
