"decade","sppocean","ntot","npres","thresh","dev.pres","tss","acc","sens","spec","kappa","auc","tssmax","accmax","kappamax","rpb","thresh.gr","dev.pres.gr","tss.gr","acc.gr","sens.gr","spec.gr","kappa.gr","auc.gr","tssmax.gr","accmax.gr","kappamax.gr","rpb.gr"
1960,"alosa aestivalis_Atl",1904,33,0.01732583,0.228416335278162,0.0536291595752054,0.776260504201681,0.787878787878788,0.77605558524853,0.0790674226958633,0.844937887695771,0.984218832193582,0.984243697478992,0.392807707965802,0.350841848602125,0.015551,0.228416335278162,0.0468724041305014,0.748356246264196,0.846153846153846,0.746812386156648,0.067253154146973,0.861893419270468,0.985047846889952,0.985056784219964,0.358903346048667,0.33362376695005
1970,"alosa aestivalis_Atl",7721,317,0.01732583,0.228416335278162,0.0735030075238615,0.565082243232742,0.914826498422713,0.550108049702863,0.0776413482319766,0.79990907804972,0.359175738724728,0.958943142080041,0.177256485450886,0.15142050621239,0.015551,0.228416335278162,0.0375465642318734,0.470180045011253,0.89041095890411,0.458349402236791,0.0338740886427531,0.749973585364179,0.472972972972973,0.972618154538635,0.176186140426195,0.127898032021068
1980,"alosa aestivalis_Atl",5115,391,0.01732583,0.228416335278162,0.11536919689712,0.480938416422287,0.953964194373402,0.441786621507197,0.0971906215108798,0.776980364726239,0.173772786007145,0.92355816226784,0.188047367872029,0.192374957521708,0.015551,0.228416335278162,0.0704587633807775,0.398162327718224,0.95609756097561,0.367357931591705,0.0506015280982011,0.766598569298378,0.19664055560042,0.947677386421644,0.136278048055952,0.178890382415042
1990,"alosa aestivalis_Atl",5944,523,0.01732583,0.228416335278162,0.129174486509834,0.605652759084791,0.812619502868069,0.585685297915514,0.139490849081017,0.747218080808188,0.207740128959334,0.912012113055182,0.168098571329305,0.146338721879026,0.015551,0.228416335278162,0.0799268009243387,0.520993788819876,0.851851851851852,0.499735589635114,0.0768739570490991,0.727210655628894,0.154278322502622,0.939627329192547,0.116194810057314,0.111188104802362
2000,"alosa aestivalis_Atl",6040,923,0.01732583,0.228416335278162,0.185528796501365,0.521523178807947,0.889490790899242,0.45514950166113,0.157184859533546,0.713031530231584,0.647721623860812,0.848013245033113,0.171626257407912,0.201296769352123,0.015551,0.228416335278162,0.122525499924115,0.417164714319866,0.907597535934292,0.35254329004329,0.0841053088758357,0.687857231748402,0.684394447103877,0.884532632082238,0.156103714976645,0.191364676293386
2010,"alosa aestivalis_Atl",3382,663,0.01732583,0.228416335278162,0.238297342355377,0.542282672974571,0.903469079939668,0.454211107024641,0.197639079994004,0.691264255723508,0.263089432275825,0.803962152572442,0.201249934479485,0.141681011773189,0.015551,0.228416335278162,0.189720000430024,0.464039785768937,0.923250564334086,0.370336250575772,0.133599562803264,0.663765020748571,0.212504499198325,0.83052792654935,0.146684135258165,0.12976942910916
1960,"alosa pseudoharengus_Atl",1904,278,0.1460102,0.148812113047294,0.222886305332678,0.669117647058823,0.784172661870504,0.649446494464945,0.246312995747504,0.777600060173264,0.423611111111111,0.85609243697479,0.324136586995559,0.356362000065388,0.13226834,0.148812113047294,0.189606326583819,0.635983263598326,0.796380090497738,0.611570247933884,0.204436261247016,0.758485721052566,0.868421052631579,0.868499701135684,0.290944939927766,0.322799312971529
1970,"alosa pseudoharengus_Atl",7721,1272,0.1460102,0.148812113047294,0.171861770465881,0.600569874368605,0.738207547169811,0.573422236005582,0.176761002068784,0.684990347584482,0.835362694300518,0.835384017614299,0.18079961898205,0.205453495965048,0.13226834,0.148812113047294,0.138595079807025,0.549887471867967,0.800298062593145,0.513838232139026,0.133110441843517,0.684573070578677,0.474601088792942,0.874343585896474,0.147055025266284,0.195311403143802
1980,"alosa pseudoharengus_Atl",5115,984,0.1460102,0.148812113047294,0.209733843212237,0.611730205278592,0.761178861788618,0.576131687242798,0.212568194185414,0.695954566208698,0.807940543712106,0.808211143695015,0.221452508467354,0.246570396682261,0.13226834,0.148812113047294,0.171949359473008,0.570444104134763,0.781538461538462,0.528457772337821,0.166475919171602,0.682869786272479,0.834311973449068,0.834609494640122,0.173222382030772,0.22550069733426
1990,"alosa pseudoharengus_Atl",5944,1552,0.1460102,0.148812113047294,0.29301606664089,0.657133243606999,0.757087628865979,0.621812386156648,0.298938477237078,0.740969038716129,0.739145069000337,0.743438761776581,0.303291246795818,0.34053416736975,0.13226834,0.148812113047294,0.251480583941317,0.613167701863354,0.807692307692308,0.55842088506845,0.24495398043652,0.73248803231527,0.780954748881154,0.783850931677019,0.258340233542775,0.323168639696309
