"lat","lon","depth"
25.78125,262.78125,0
25.84375,262.78125,0
25.78125,262.84375,0
25.84375,262.84375,0
25.90625,262.78125,0
25.96875,262.78125,0
25.90625,262.84375,0
25.96875,262.84375,0
25.78125,262.90625,0
25.84375,262.90625,0
25.78125,262.96875,0
25.84375,262.96875,0
25.90625,262.90625,0
25.96875,262.90625,0
25.90625,262.96875,0
25.96875,262.96875,0
25.78125,263.03125,0
25.84375,263.03125,0
25.78125,263.09375,0
25.84375,263.09375,0
25.90625,263.03125,0
25.96875,263.03125,0
25.90625,263.09375,0
25.96875,263.09375,0
25.78125,263.15625,0
25.84375,263.15625,0
25.78125,263.21875,0
25.84375,263.21875,0
25.90625,263.15625,0
25.96875,263.15625,0
25.90625,263.21875,0
25.96875,263.21875,0
26.03125,262.78125,0
26.09375,262.78125,0
26.03125,262.84375,0
26.09375,262.84375,0
26.15625,262.78125,0
26.21875,262.78125,0
26.15625,262.84375,0
26.21875,262.84375,0
26.03125,262.90625,0
26.09375,262.90625,0
26.03125,262.96875,0
26.09375,262.96875,0
26.15625,262.90625,0
26.21875,262.90625,0
26.15625,262.96875,0
26.21875,262.96875,0
26.03125,263.03125,0
26.09375,263.03125,0
26.03125,263.09375,0
26.09375,263.09375,0
26.15625,263.03125,0
26.21875,263.03125,0
26.15625,263.09375,0
26.21875,263.09375,0
26.03125,263.15625,0
26.09375,263.15625,0
26.03125,263.21875,0
26.09375,263.21875,0
26.15625,263.15625,0
26.21875,263.15625,0
26.15625,263.21875,0
26.21875,263.21875,0
26.03125,263.28125,0
26.09375,263.28125,0
26.03125,263.34375,0
26.09375,263.34375,0
26.15625,263.28125,0
26.21875,263.28125,0
26.15625,263.34375,0
26.21875,263.34375,0
26.03125,263.40625,0
26.09375,263.40625,0
26.03125,263.46875,0
26.09375,263.46875,0
26.15625,263.40625,0
26.21875,263.40625,0
26.15625,263.46875,0
26.21875,263.46875,0
26.03125,263.53125,0
26.09375,263.53125,0
26.03125,263.59375,0
26.09375,263.59375,0
26.15625,263.53125,0
26.21875,263.53125,0
26.15625,263.59375,0
26.21875,263.59375,0
26.03125,263.65625,0
26.09375,263.65625,0
26.03125,263.71875,0
26.09375,263.71875,0
26.15625,263.65625,0
26.21875,263.65625,0
26.15625,263.71875,0
26.21875,263.71875,0
26.28125,262.78125,0
26.34375,262.78125,0
26.28125,262.84375,0
26.34375,262.84375,0
26.40625,262.78125,0
26.46875,262.78125,0
26.40625,262.84375,0
26.46875,262.84375,0
26.28125,262.90625,0
26.34375,262.90625,0
26.28125,262.96875,0
26.34375,262.96875,0
26.40625,262.90625,0
26.46875,262.90625,0
26.40625,262.96875,0
26.46875,262.96875,0
26.28125,263.03125,0
26.34375,263.03125,0
26.28125,263.09375,0
26.34375,263.09375,0
26.40625,263.03125,0
26.46875,263.03125,0
26.40625,263.09375,0
26.46875,263.09375,0
26.28125,263.15625,0
26.34375,263.15625,0
26.28125,263.21875,0
26.34375,263.21875,0
26.40625,263.15625,0
26.46875,263.15625,0
26.40625,263.21875,0
26.46875,263.21875,0
26.28125,263.28125,0
26.34375,263.28125,0
26.28125,263.34375,0
26.34375,263.34375,0
26.40625,263.28125,0
26.46875,263.28125,0
26.40625,263.34375,0
26.46875,263.34375,0
26.28125,263.40625,0
26.34375,263.40625,0
26.28125,263.46875,0
26.34375,263.46875,0
26.40625,263.40625,0
26.46875,263.40625,0
26.40625,263.46875,0
26.46875,263.46875,0
26.28125,263.53125,0
26.34375,263.53125,0
26.28125,263.59375,0
26.34375,263.59375,0
26.40625,263.53125,0
26.46875,263.53125,0
26.40625,263.59375,0
26.46875,263.59375,0
26.28125,263.65625,0
26.34375,263.65625,0
26.28125,263.71875,0
26.34375,263.71875,0
26.40625,263.65625,0
26.46875,263.65625,0
26.40625,263.71875,0
26.46875,263.71875,0
26.53125,262.53125,0
26.59375,262.53125,0
26.53125,262.59375,0
26.59375,262.59375,0
26.65625,262.53125,0
26.71875,262.53125,0
26.65625,262.59375,0
26.71875,262.59375,0
26.53125,262.65625,0
26.59375,262.65625,0
26.53125,262.71875,0
26.59375,262.71875,0
26.65625,262.65625,0
26.71875,262.65625,0
26.65625,262.71875,0
26.71875,262.71875,0
26.53125,262.78125,0
26.59375,262.78125,0
26.53125,262.84375,0
26.59375,262.84375,0
26.65625,262.78125,0
26.71875,262.78125,0
26.65625,262.84375,0
26.71875,262.84375,0
26.53125,262.90625,0
26.59375,262.90625,0
26.53125,262.96875,0
26.59375,262.96875,0
26.65625,262.90625,0
26.71875,262.90625,0
26.65625,262.96875,0
