"","gridpolyID","wdpapolyID","area_grid","area_wdpa","prop_grid","wdpaid","objectid","wdpa_pid","country","sub_loc","name","orig_name","desig","desig_eng","desig_type","iucn_cat","marine","rep_m_area","rep_area","status","status_yr","gov_type","mang_auth","int_crit","mang_plan","official","is_point","no_take","no_tk_area","metadata_i","action","lat","lon"
"2286",3426,2721,0.00442921318598185,0.444179866880967,0.0099716657962996,11111518,96391,NA,"USA","US-WA","Olympic","Olympic","National Park","National Park","National","II",1,NA,3699.56900913,"Designated",1909,"Federal or national ministry or agency","National Park Service","Not Applicable","Site-Specific Management Plan",1,NA,"Not Reported",0,2297,NA,47.875,-124.625
"2594",3808,2727,6.25441308028971e-05,6.25440731313231e-05,1.00000092209495,11115498,98867,NA,"USA","US-CA","Bolsa Chica","Bolsa Chica","State Marine Park","State Marine Park","National","V",1,NA,0.627263713806,"Designated",1973,"Sub-national ministry or agency","California Department of Fish and Game","Not Applicable","MPA Programmatic Management Plan",1,NA,"Not Reported",0,2297,NA,33.625,-118.125
"2597",3812,2730,0.000481379044534288,0.00048137895977193,1.00000017608239,11115640,99133,NA,"USA","US-CA","Crystal Cove","Crystal Cove","State Park","State Park","National","V",1,NA,0,"Designated",NA,"Sub-national ministry or agency","Other State Land","Not Applicable","Not Reported",1,NA,"Not Reported",0,788,NA,33.625,-117.875
"2348",3486,2731,0.000485410610434381,0.000485410736264949,0.999999740775061,11115641,99135,NA,"USA","US-CA","Salt Point","Salt Point","State Marine Conservation Area","State Marine Conservation Area","National","II",1,NA,4.69840755954,"Designated",2010,"Sub-national ministry or agency","California Department of Fish and Game","Not Applicable","Site-Specific Management Plan",1,NA,"Not Reported",0,2297,NA,38.625,-123.375
"2438",3515,2733,0.000778190613236807,0.000778190567241434,1.00000005910554,11115738,99335,NA,"USA","US-CA","Morro Bay","Morro Bay","State Marine Recreational Management Area","State Marine Recreational Management Area","National","IV",1,NA,7.84686671658,"Designated",2007,"Sub-national ministry or agency","California Department of Fish and Game","Not Applicable","Site-Specific Management Plan",1,NA,"Not Reported",0,2297,NA,35.375,-120.875
"403",589,2738,1.15999994104774e-06,1.15999869136002e-06,1.00000107731822,55551015,80215,NA,"USA","US-MA","Egg Rock Sanctuary","Egg Rock Sanctuary","State Wildlife Management Area","State Wildlife Management Area","National","IV",1,NA,0,"Designated",1925,"Federal or national ministry or agency","State Fish and Game","Not Applicable","Not Reported",1,NA,"Not Reported",0,756,NA,42.375,-70.875
"319",479,2739,8.67208968383095e-05,8.67209506607385e-05,0.999999379360713,55551090,110193,NA,"USA","US-NJ","Sedge Islands","Sedge Islands","Wildlife Management Area","Wildlife Management Area","National","IV",1,NA,0.829606847292,"Designated",1979,"Sub-national ministry or agency","New Jersey Department of Environmental Protection","Not Applicable","No Management Plan",1,NA,"Not Reported",0,2297,NA,39.875,-74.125
"372",522,2740,0.00419963555851078,0.00847575113811583,0.495488304231212,55551192,110221,NA,"USA","US-NY","Fire Island","Fire Island","National Seashore","National Seashore","National","V",1,NA,79.5532263613,"Designated",1964,"Federal or national ministry or agency","National Park Service","Not Applicable","Site-Specific Management Plan",1,NA,"Not Reported",0,2297,NA,40.625,-73.125
"374",530,2740,0.00277963631641076,0.00847575113811583,0.327951619993963,55551192,110221,NA,"USA","US-NY","Fire Island","Fire Island","National Seashore","National Seashore","National","V",1,NA,79.5532263613,"Designated",1964,"Federal or national ministry or agency","National Park Service","Not Applicable","Site-Specific Management Plan",1,NA,"Not Reported",0,2297,NA,40.625,-72.875
"1002",1997,2740,0.00149130996623547,0.00847575113811583,0.175950183285701,55551192,110221,NA,"USA","US-NY","Fire Island","Fire Island","National Seashore","National Seashore","National","V",1,NA,79.5532263613,"Designated",1964,"Federal or national ministry or agency","National Park Service","Not Applicable","Site-Specific Management Plan",1,NA,"Not Reported",0,2297,NA,40.875,-72.875
"380",566,2741,5.18914971203383e-05,5.1891492950838e-05,1.00000008035036,55551245,80175,NA,"USA","US-RI","Block Island","Block Island","State Park","State Park","National","V",1,NA,0,"Designated",NA,"Federal or national ministry or agency","State Park & Recreation","Not Applicable","Not Reported",1,NA,"Not Reported",0,756,NA,41.125,-71.625
"443",617,2742,5.00376514349161e-06,5.00376082305205e-06,1.00000086343847,55551815,80521,NA,"USA","US-MA","Fox Island Salt Marsh","Fox Island Salt Marsh","State Managed Conservation Easement","State Managed Conservation Easement","National","V",1,NA,0,"Designated",1994,"For-profit organisations","Private Conservation","Not Applicable","Not Reported",1,NA,"Not Reported",0,756,NA,41.875,-70.125
"398",589,2744,4.03068270854511e-06,4.03069030996285e-06,0.999998114115161,55552079,80219,NA,"USA","US-MA","Rumney Marsh Reservation","Rumney Marsh Reservation","State Managed Conservation Easement","State Managed Conservation Easement","National","V",1,NA,0,"Designated",1988,"For-profit organisations","Private Conservation","Not Applicable","Not Reported",1,NA,"Not Reported",0,756,NA,42.375,-70.875
"369",522,2746,0.00581671972100994,0.00581671968204512,1.00000000669876,55555942,115029,NA,"USA","US-NY","Great South Bay Underwater Lands (Bluepoints)","Great South Bay Underwater Lands (Bluepoints)","Nature Conservancy Fee Land","Nature Conservancy Fee Land","National","V",1,NA,0,"Designated",NA,"Non-profit organisations","The Nature Conservancy (TNC)","Not Applicable","Not Reported",1,NA,"Not Reported",0,788,NA,40.625,-73.125
"1035",2010,2747,5.30642552385204e-06,5.30642388477559e-06,1.00000030888532,55557448,115383,NA,"USA","US-ME","Pond Island","Pond Island","National Wildlife Refuge","National Wildlife Refuge","National","IV",1,NA,0.0485623520366,"Designated",1973,"Federal or national ministry or agency","U.S. Fish and Wildlife Service","Not Applicable","Site-Specific Management Plan",1,NA,"Not Reported",0,2297,NA,43.625,-69.875
"408",598,2753,0.021310828927902,0.239445171763021,0.0890008713518491,555512105,323893,NA,"USA","Marine","Zone within Stellwagen Bank National Marine Sanctuary","Stellwagen Bank National Marine Sanctuary","National Marine Sanctuary","National Marine Sanctuary","National","IV",1,2191.1299,2191.1299,"Designated",1992,"Not Reported","National Oceanic and Atmospheric Administration Office of National Marine Sanctuaries","Not Applicable","Not Reported",1,1,"Not Reported",0,1720,NA,42.375,-70.625
"412",599,2753,0.0238942736716793,0.239445171763021,0.0997901669753756,555512105,323893,NA,"USA","Marine","Zone within Stellwagen Bank National Marine Sanctuary","Stellwagen Bank National Marine Sanctuary","National Marine Sanctuary","National Marine Sanctuary","National","IV",1,2191.1299,2191.1299,"Designated",1992,"Not Reported","National Oceanic and Atmospheric Administration Office of National Marine Sanctuaries","Not Applicable","Not Reported",1,1,"Not Reported",0,1720,NA,42.625,-70.625
"432",608,2753,0.0140306481844399,0.239445171763021,0.0585964965638399,555512105,323893,NA,"USA","Marine","Zone within Stellwagen Bank National Marine Sanctuary","Stellwagen Bank National Marine Sanctuary","National Marine Sanctuary","National Marine Sanctuary","National","IV",1,2191.1299,2191.1299,"Designated",1992,"Not Reported","National Oceanic and Atmospheric Administration Office of National Marine Sanctuaries","Not Applicable","Not Reported",1,1,"Not Reported",0,1720,NA,42.125,-70.375
"436",609,2753,0.0624938501866279,0.239445171763021,0.260994405218069,555512105,323893,NA,"USA","Marine","Zone within Stellwagen Bank National Marine Sanctuary","Stellwagen Bank National Marine Sanctuary","National Marine Sanctuary","National Marine Sanctuary","National","IV",1,2191.1299,2191.1299,"Designated",1992,"Not Reported","National Oceanic and Atmospheric Administration Office of National Marine Sanctuaries","Not Applicable","Not Reported",1,1,"Not Reported",0,1720,NA,42.375,-70.375
"452",618,2753,0.0155847300000005,0.239445171763021,0.0650868417402241,555512105,323893,NA,"USA","Marine","Zone within Stellwagen Bank National Marine Sanctuary","Stellwagen Bank National Marine Sanctuary","National Marine Sanctuary","National Marine Sanctuary","National","IV",1,2191.1299,2191.1299,"Designated",1992,"Not Reported","National Oceanic and Atmospheric Administration Office of National Marine Sanctuaries","Not Applicable","Not Reported",1,1,"Not Reported",0,1720,NA,42.125,-70.125
"456",619,2753,0.0540350483399508,0.239445171763021,0.225667729869406,555512105,323893,NA,"USA","Marine","Zone within Stellwagen Bank National Marine Sanctuary","Stellwagen Bank National Marine Sanctuary","National Marine Sanctuary","National Marine Sanctuary","National","IV",1,2191.1299,2191.1299,"Designated",1992,"Not Reported","National Oceanic and Atmospheric Administration Office of National Marine Sanctuaries","Not Applicable","Not Reported",1,1,"Not Reported",0,1720,NA,42.375,-70.125
"460",620,2753,0.0114358472446999,0.239445171763021,0.0477597738158528,555512105,323893,NA,"USA","Marine","Zone within Stellwagen Bank National Marine Sanctuary","Stellwagen Bank National Marine Sanctuary","National Marine Sanctuary","National Marine Sanctuary","National","IV",1,2191.1299,2191.1299,"Designated",1992,"Not Reported","National Oceanic and Atmospheric Administration Office of National Marine Sanctuaries","Not Applicable","Not Reported",1,1,"Not Reported",0,1720,NA,42.625,-70.125
"1007",1998,2753,4.55522750114914e-06,0.239445171763021,1.90240941907881e-05,555512105,323893,NA,"USA","Marine","Zone within Stellwagen Bank National Marine Sanctuary","Stellwagen Bank National Marine Sanctuary","National Marine Sanctuary","National Marine Sanctuary","National","IV",1,2191.1299,2191.1299,"Designated",1992,"Not Reported","National Oceanic and Atmospheric Administration Office of National Marine Sanctuaries","Not Applicable","Not Reported",1,1,"Not Reported",0,1720,NA,42.625,-70.875
"1023",2002,2753,0.0280556900000004,0.239445171763021,0.117169579129235,555512105,323893,NA,"USA","Marine","Zone within Stellwagen Bank National Marine Sanctuary","Stellwagen Bank National Marine Sanctuary","National Marine Sanctuary","National Marine Sanctuary","National","IV",1,2191.1299,2191.1299,"Designated",1992,"Not Reported","National Oceanic and Atmospheric Administration Office of National Marine Sanctuaries","Not Applicable","Not Reported",1,1,"Not Reported",0,1720,NA,42.625,-70.375
"1521",2294,2755,0.00337008303860718,0.036460884392819,0.0924300958336303,555512111,323903,NA,"USA","Marine","Madison-Swanson","Madison-Swanson","Marine Reserve","Marine Reserve","National","Not Reported",1,394.43896,394.43896,"Designated",2000,"Not Reported","Gulf of Mexico Fishery Management Council","Not Applicable","Not Reported",1,1,"Not Reported",0,1720,NA,29.375,-85.875
"1525",2296,2755,0.0187464743104513,0.036460884392819,0.51415303338455,555512111,323903,NA,"USA","Marine","Madison-Swanson","Madison-Swanson","Marine Reserve","Marine Reserve","National","Not Reported",1,394.43896,394.43896,"Designated",2000,"Not Reported","Gulf of Mexico Fishery Management Council","Not Applicable","Not Reported",1,1,"Not Reported",0,1720,NA,29.125,-85.625
"1528",2297,2755,0.00229270528181784,0.036460884392819,0.0628812306667302,555512111,323903,NA,"USA","Marine","Madison-Swanson","Madison-Swanson","Marine Reserve","Marine Reserve","National","Not Reported",1,394.43896,394.43896,"Designated",2000,"Not Reported","Gulf of Mexico Fishery Management Council","Not Applicable","Not Reported",1,1,"Not Reported",0,1720,NA,29.375,-85.625
"962",1466,2757,4.78383071366863e-06,0.000392420426392672,0.0121905751890747,555512142,323965,0,"CAN","CA-NL","Eastport","Eastport","Zone De Protection Marine","Marine Protected Area","National","Not Reported",1,3.03644546,3.03644546,"Designated",2005,"Federal or national ministry or agency","Fisheries And Oceans Canada","Not Applicable","Not Reported",1,0,"Not Reported",0,1860,NA,48.875,-53.625
"2678",4276,2757,0.000339660891468516,0.000392420426392672,0.865553545698046,555512142,323965,0,"CAN","CA-NL","Eastport","Eastport","Zone De Protection Marine","Marine Protected Area","National","Not Reported",1,3.03644546,3.03644546,"Designated",2005,"Federal or national ministry or agency","Fisheries And Oceans Canada","Not Applicable","Not Reported",1,0,"Not Reported",0,1860,NA,48.625,-53.625
"2514",3676,2759,0.00108103318701537,0.00108103329800054,0.999999897334179,555512144,323969,0,"CAN","CA-PE","Basin Head","Basin Head","Zone De Protection Marine","Marine Protected Area","National","Not Reported",1,9.45905836,9.45905836,"Designated",2005,"Federal or national ministry or agency","Fisheries And Oceans Canada","Not Applicable","Not Reported",1,0,"Not Reported",0,1860,NA,46.375,-62.125
"8",49,2764,0.000407910497721223,0.000849334342762085,0.480270815842292,555512156,323993,0,"CAN","CA-NB","Musquash Estuary","Estuaire De La Musquash","Zone De Protection Marine","Marine Protected Area","National","Not Reported",1,7.4215,7.4215,"Designated",2007,"Federal or national ministry or agency","Fisheries And Oceans Canada","Not Applicable","Not Reported",1,0,"Not Reported",0,1860,NA,45.125,-66.375
"2475",3529,2764,0.000441423970769643,0.000849334342762085,0.519729332189849,555512156,323993,0,"CAN","CA-NB","Musquash Estuary","Estuaire De La Musquash","Zone De Protection Marine","Marine Protected Area","National","Not Reported",1,7.4215,7.4215,"Designated",2007,"Federal or national ministry or agency","Fisheries And Oceans Canada","Not Applicable","Not Reported",1,0,"Not Reported",0,1860,NA,45.125,-66.125
"2473",3527,2766,0.00630592154912889,0.00630592210753042,0.999999911448078,555512171,333801,NA,"USA","US-CA","Anacapa Island","Anacapa Island","Essential Fish Habitat Conservation Area","Essential Fish Habitat Conservation Area","National","Not Reported",1,64.7453994751,64.7453994751,"Designated",2006,"Federal or national ministry or agency","National Marine Fisheries Service","Not Applicable","Non-MPA Programmatic Fisheries Management Plan",1,0,"Not Reported",0,2274,NA,34.125,-119.375
"2268",3388,2767,0.0105800867346936,0.205011499851028,0.0516072841883584,555512172,333843,NA,"USA","US-OR","Astoria Canyon","Astoria Canyon","Essential Fish Habitat Conservation Area","Essential Fish Habitat Conservation Area","National","Not Reported",1,1772.59997559,1772.59997559,"Designated",2006,"Federal or national ministry or agency","National Marine Fisheries Service","Not Applicable","Non-MPA Programmatic Fisheries Management Plan",1,0,"Not Reported",0,2274,NA,45.875,-124.875
"2532",3761,2767,0.00501430186880229,0.205011499851028,0.0244586370639986,555512172,333843,NA,"USA","US-OR","Astoria Canyon","Astoria Canyon","Essential Fish Habitat Conservation Area","Essential Fish Habitat Conservation Area","National","Not Reported",1,1772.59997559,1772.59997559,"Designated",2006,"Federal or national ministry or agency","National Marine Fisheries Service","Not Applicable","Non-MPA Programmatic Fisheries Management Plan",1,0,"Not Reported",0,2274,NA,45.375,-124.875
"2533",3762,2767,0.0213987880434775,0.205011499851028,0.104378476617297,555512172,333843,NA,"USA","US-OR","Astoria Canyon","Astoria Canyon","Essential Fish Habitat Conservation Area","Essential Fish Habitat Conservation Area","National","Not Reported",1,1772.59997559,1772.59997559,"Designated",2006,"Federal or national ministry or agency","National Marine Fisheries Service","Not Applicable","Non-MPA Programmatic Fisheries Management Plan",1,0,"Not Reported",0,2274,NA,45.625,-124.875
"2534",3763,2767,0.000970918981481485,0.205011499851028,0.0047359244831973,555512172,333843,NA,"USA","US-OR","Astoria Canyon","Astoria Canyon","Essential Fish Habitat Conservation Area","Essential Fish Habitat Conservation Area","National","Not Reported",1,1772.59997559,1772.59997559,"Designated",2006,"Federal or national ministry or agency","National Marine Fisheries Service","Not Applicable","Non-MPA Programmatic Fisheries Management Plan",1,0,"Not Reported",0,2274,NA,46.125,-124.875
"2262",3379,2768,0.0109354614996686,0.0200985694058854,0.544091536010839,555512173,333855,NA,"USA","US-OR","Bandon High Spot","Bandon High Spot","Essential Fish Habitat Conservation Area","Essential Fish Habitat Conservation Area","National","Not Reported",1,182.167007446,182.167007446,"Designated",2006,"Federal or national ministry or agency","National Marine Fisheries Service","Not Applicable","Non-MPA Programmatic Fisheries Management Plan",1,0,"Not Reported",0,2274,NA,42.875,-124.875
"2263",3380,2768,0.00916310798005394,0.0200985694058854,0.455908467662915,555512173,333855,NA,"USA","US-OR","Bandon High Spot","Bandon High Spot","Essential Fish Habitat Conservation Area","Essential Fish Habitat Conservation Area","National","Not Reported",1,182.167007446,182.167007446,"Designated",2006,"Federal or national ministry or agency","National Marine Fisheries Service","Not Applicable","Non-MPA Programmatic Fisheries Management Plan",1,0,"Not Reported",0,2274,NA,43.125,-124.875
"2409",3502,2769,0.000536506677013816,1.0302448305203,0.00052075648537141,555512174,333827,NA,"USA","US-CA","Big Sur / Port San Luis","Big Sur / Port San Luis","Essential Fish Habitat Conservation Area","Essential Fish Habitat Conservation Area","National","Not Reported",1,10371.8,10371.8,"Designated",2006,"Federal or national ministry or agency","National Marine Fisheries Service","Not Applicable","Non-MPA Programmatic Fisheries Management Plan",1,0,"Not Reported",0,2274,NA,36.375,-121.875
"2536",3774,2769,0.0110203935947353,1.0302448305203,0.0106968686163363,555512174,333827,NA,"USA","US-CA","Big Sur / Port San Luis","Big Sur / Port San Luis","Essential Fish Habitat Conservation Area","Essential Fish Habitat Conservation Area","National","Not Reported",1,10371.8,10371.8,"Designated",2006,"Federal or national ministry or agency","National Marine Fisheries Service","Not Applicable","Non-MPA Programmatic Fisheries Management Plan",1,0,"Not Reported",0,2274,NA,36.375,-122.375
"2538",3775,2769,0.0541131071130661,1.0302448305203,0.0525245121450767,555512174,333827,NA,"USA","US-CA","Big Sur / Port San Luis","Big Sur / Port San Luis","Essential Fish Habitat Conservation Area","Essential Fish Habitat Conservation Area","National","Not Reported",1,10371.8,10371.8,"Designated",2006,"Federal or national ministry or agency","National Marine Fisheries Service","Not Applicable","Non-MPA Programmatic Fisheries Management Plan",1,0,"Not Reported",0,2274,NA,36.125,-122.125
"2539",3776,2769,0.0495323029287853,1.0302448305203,0.0480781863314666,555512174,333827,NA,"USA","US-CA","Big Sur / Port San Luis","Big Sur / Port San Luis","Essential Fish Habitat Conservation Area","Essential Fish Habitat Conservation Area","National","Not Reported",1,10371.8,10371.8,"Designated",2006,"Federal or national ministry or agency","National Marine Fisheries Service","Not Applicable","Non-MPA Programmatic Fisheries Management Plan",1,0,"Not Reported",0,2274,NA,35.625,-121.875
"2541",3777,2769,0.0437206353011241,1.0302448305203,0.0424371314525733,555512174,333827,NA,"USA","US-CA","Big Sur / Port San Luis","Big Sur / Port San Luis","Essential Fish Habitat Conservation Area","Essential Fish Habitat Conservation Area","National","Not Reported",1,10371.8,10371.8,"Designated",2006,"Federal or national ministry or agency","National Marine Fisheries Service","Not Applicable","Non-MPA Programmatic Fisheries Management Plan",1,0,"Not Reported",0,2274,NA,36.125,-121.875
"2543",3778,2769,0.043450462698861,1.0302448305203,0.0421748902898327,555512174,333827,NA,"USA","US-CA","Big Sur / Port San Luis","Big Sur / Port San Luis","Essential Fish Habitat Conservation Area","Essential Fish Habitat Conservation Area","National","Not Reported",1,10371.8,10371.8,"Designated",2006,"Federal or national ministry or agency","National Marine Fisheries Service","Not Applicable","Non-MPA Programmatic Fisheries Management Plan",1,0,"Not Reported",0,2274,NA,35.125,-121.625
"2544",3779,2769,0.0446507077322854,1.0302448305203,0.0433398998078307,555512174,333827,NA,"USA","US-CA","Big Sur / Port San Luis","Big Sur / Port San Luis","Essential Fish Habitat Conservation Area","Essential Fish Habitat Conservation Area","National","Not Reported",1,10371.8,10371.8,"Designated",2006,"Federal or national ministry or agency","National Marine Fisheries Service","Not Applicable","Non-MPA Programmatic Fisheries Management Plan",1,0,"Not Reported",0,2274,NA,35.375,-121.625
"2545",3780,2769,0.00425431815628859,1.0302448305203,0.00412942441471902,555512174,333827,NA,"USA","US-CA","Big Sur / Port San Luis","Big Sur / Port San Luis","Essential Fish Habitat Conservation Area","Essential Fish Habitat Conservation Area","National","Not Reported",1,10371.8,10371.8,"Designated",2006,"Federal or national ministry or agency","National Marine Fisheries Service","Not Applicable","Non-MPA Programmatic Fisheries Management Plan",1,0,"Not Reported",0,2274,NA,35.625,-121.625
"2547",3781,2769,0.000454356165676882,1.0302448305203,0.000441017661255743,555512174,333827,NA,"USA","US-CA","Big Sur / Port San Luis","Big Sur / Port San Luis","Essential Fish Habitat Conservation Area","Essential Fish Habitat Conservation Area","National","Not Reported",1,10371.8,10371.8,"Designated",2006,"Federal or national ministry or agency","National Marine Fisheries Service","Not Applicable","Non-MPA Programmatic Fisheries Management Plan",1,0,"Not Reported",0,2274,NA,36.125,-121.625
"2551",3782,2769,0.00062008103217696,1.0302448305203,0.000601877353622636,555512174,333827,NA,"USA","US-CA","Big Sur / Port San Luis","Big Sur / Port San Luis","Essential Fish Habitat Conservation Area","Essential Fish Habitat Conservation Area","National","Not Reported",1,10371.8,10371.8,"Designated",2006,"Federal or national ministry or agency","National Marine Fisheries Service","Not Applicable","Non-MPA Programmatic Fisheries Management Plan",1,0,"Not Reported",0,2274,NA,34.625,-121.375
"2552",3783,2769,0.0265916823250766,1.0302448305203,0.0258110320356056,555512174,333827,NA,"USA","US-CA","Big Sur / Port San Luis","Big Sur / Port San Luis","Essential Fish Habitat Conservation Area","Essential Fish Habitat Conservation Area","National","Not Reported",1,10371.8,10371.8,"Designated",2006,"Federal or national ministry or agency","National Marine Fisheries Service","Not Applicable","Non-MPA Programmatic Fisheries Management Plan",1,0,"Not Reported",0,2274,NA,34.875,-121.375
"2553",3784,2769,0.00335828221292779,1.0302448305203,0.00325969334030219,555512174,333827,NA,"USA","US-CA","Big Sur / Port San Luis","Big Sur / Port San Luis","Essential Fish Habitat Conservation Area","Essential Fish Habitat Conservation Area","National","Not Reported",1,10371.8,10371.8,"Designated",2006,"Federal or national ministry or agency","National Marine Fisheries Service","Not Applicable","Non-MPA Programmatic Fisheries Management Plan",1,0,"Not Reported",0,2274,NA,35.125,-121.375
"2554",3785,2769,0.000973151781447557,1.0302448305203,0.000944583027857649,555512174,333827,NA,"USA","US-CA","Big Sur / Port San Luis","Big Sur / Port San Luis","Essential Fish Habitat Conservation Area","Essential Fish Habitat Conservation Area","National","Not Reported",1,10371.8,10371.8,"Designated",2006,"Federal or national ministry or agency","National Marine Fisheries Service","Not Applicable","Non-MPA Programmatic Fisheries Management Plan",1,0,"Not Reported",0,2274,NA,35.375,-121.375
"2252",3362,2770,0.00891023319843853,0.147633014231615,0.0603539340086875,555512175,333833,NA,"USA","US-WA","Biogenic 1","Biogenic 1","Essential Fish Habitat Conservation Area","Essential Fish Habitat Conservation Area","National","Not Reported",1,1232.4699707,1232.4699707,"Designated",2006,"Federal or national ministry or agency","National Marine Fisheries Service","Not Applicable","Non-MPA Programmatic Fisheries Management Plan",1,0,"Not Reported",0,2274,NA,47.875,-125.625
"2254",3367,2770,0.00425095369520429,0.147633014231615,0.0287940588175972,555512175,333833,NA,"USA","US-WA","Biogenic 1","Biogenic 1","Essential Fish Habitat Conservation Area","Essential Fish Habitat Conservation Area","National","Not Reported",1,1232.4699707,1232.4699707,"Designated",2006,"Federal or national ministry or agency","National Marine Fisheries Service","Not Applicable","Non-MPA Programmatic Fisheries Management Plan",1,0,"Not Reported",0,2274,NA,47.875,-125.375
"2256",3372,2770,0.0153919431533142,0.147633014231615,0.10425813787942,555512175,333833,NA,"USA","US-WA","Biogenic 1","Biogenic 1","Essential Fish Habitat Conservation Area","Essential Fish Habitat Conservation Area","National","Not Reported",1,1232.4699707,1232.4699707,"Designated",2006,"Federal or national ministry or agency","National Marine Fisheries Service","Not Applicable","Non-MPA Programmatic Fisheries Management Plan",1,0,"Not Reported",0,2274,NA,47.625,-125.125
"2521",3739,2770,0.0469272687553938,0.147633014231615,0.317864327295868,555512175,333833,NA,"USA","US-WA","Biogenic 1","Biogenic 1","Essential Fish Habitat Conservation Area","Essential Fish Habitat Conservation Area","National","Not Reported",1,1232.4699707,1232.4699707,"Designated",2006,"Federal or national ministry or agency","National Marine Fisheries Service","Not Applicable","Non-MPA Programmatic Fisheries Management Plan",1,0,"Not Reported",0,2274,NA,47.625,-125.625
"2522",3740,2770,0.0600760690661948,0.147633014231615,0.406928418950682,555512175,333833,NA,"USA","US-WA","Biogenic 1","Biogenic 1","Essential Fish Habitat Conservation Area","Essential Fish Habitat Conservation Area","National","Not Reported",1,1232.4699707,1232.4699707,"Designated",2006,"Federal or national ministry or agency","National Marine Fisheries Service","Not Applicable","Non-MPA Programmatic Fisheries Management Plan",1,0,"Not Reported",0,2274,NA,47.625,-125.375
"2528",3750,2771,0.0155169116678591,0.0277900833562501,0.558361465453083,555512176,333835,NA,"USA","US-WA","Biogenic 2","Biogenic 2","Essential Fish Habitat Conservation Area","Essential Fish Habitat Conservation Area","National","Not Reported",1,233.809997559,233.809997559,"Designated",2006,"Federal or national ministry or agency","National Marine Fisheries Service","Not Applicable","Non-MPA Programmatic Fisheries Management Plan",1,0,"Not Reported",0,2274,NA,47.125,-125.125
"2529",3751,2771,0.0122731711696409,0.0277900833562501,0.441638515880185,555512176,333835,NA,"USA","US-WA","Biogenic 2","Biogenic 2","Essential Fish Habitat Conservation Area","Essential Fish Habitat Conservation Area","National","Not Reported",1,233.809997559,233.809997559,"Designated",2006,"Federal or national ministry or agency","National Marine Fisheries Service","Not Applicable","Non-MPA Programmatic Fisheries Management Plan",1,0,"Not Reported",0,2274,NA,47.375,-125.125
"2526",3748,2772,0.00662530584252453,0.0241944443137141,0.27383583423609,555512177,333839,NA,"USA","US-WA","Biogenic 3","Biogenic 3","Essential Fish Habitat Conservation Area","Essential Fish Habitat Conservation Area","National","Not Reported",1,205.442001343,205.442001343,"Designated",2006,"Federal or national ministry or agency","National Marine Fisheries Service","Not Applicable","Non-MPA Programmatic Fisheries Management Plan",1,0,"Not Reported",0,2274,NA,46.625,-125.125
"2527",3749,2772,0.00435705092762848,0.0241944443137141,0.180084769508791,555512177,333839,NA,"USA","US-WA","Biogenic 3","Biogenic 3","Essential Fish Habitat Conservation Area","Essential Fish Habitat Conservation Area","National","Not Reported",1,205.442001343,205.442001343,"Designated",2006,"Federal or national ministry or agency","National Marine Fisheries Service","Not Applicable","Non-MPA Programmatic Fisheries Management Plan",1,0,"Not Reported",0,2274,NA,46.875,-125.125
"2277",3399,2773,0.00204405122264892,0.00612806934380586,0.333555498146411,555512178,333769,NA,"USA","US-CA","Blunts Reef","Blunts Reef","Essential Fish Habitat Conservation Area","Essential Fish Habitat Conservation Area","National","Not Reported",1,57.7691001892,57.7691001892,"Designated",2006,"Federal or national ministry or agency","National Marine Fisheries Service","Not Applicable","Non-MPA Programmatic Fisheries Management Plan",1,0,"Not Reported",0,2274,NA,40.375,-124.625
"2278",3400,2773,0.00025569866138584,0.00612806934380586,0.041725810698323,555512178,333769,NA,"USA","US-CA","Blunts Reef","Blunts Reef","Essential Fish Habitat Conservation Area","Essential Fish Habitat Conservation Area","National","Not Reported",1,57.7691001892,57.7691001892,"Designated",2006,"Federal or national ministry or agency","National Marine Fisheries Service","Not Applicable","Non-MPA Programmatic Fisheries Management Plan",1,0,"Not Reported",0,2274,NA,40.625,-124.625
"2293",3428,2773,0.00358050765943736,0.00612806934380586,0.584279886299993,555512178,333769,NA,"USA","US-CA","Blunts Reef","Blunts Reef","Essential Fish Habitat Conservation Area","Essential Fish Habitat Conservation Area","National","Not Reported",1,57.7691001892,57.7691001892,"Designated",2006,"Federal or national ministry or agency","National Marine Fisheries Service","Not Applicable","Non-MPA Programmatic Fisheries Management Plan",1,0,"Not Reported",0,2274,NA,40.375,-124.375
"2297",3429,2773,0.00024781216958312,0.00612806934380586,0.0404388651106899,555512178,333769,NA,"USA","US-CA","Blunts Reef","Blunts Reef","Essential Fish Habitat Conservation Area","Essential Fish Habitat Conservation Area","National","Not Reported",1,57.7691001892,57.7691001892,"Designated",2006,"Federal or national ministry or agency","National Marine Fisheries Service","Not Applicable","Non-MPA Programmatic Fisheries Management Plan",1,0,"Not Reported",0,2274,NA,40.625,-124.375
"2453",3521,2774,0.0032192764166256,0.00321927636974488,1.0000000145625,555512179,333803,NA,"USA","US-CA","Carrington Point","Carrington Point","Essential Fish Habitat Conservation Area","Essential Fish Habitat Conservation Area","National","Not Reported",1,33.0568008423,33.0568008423,"Designated",2006,"Federal or national ministry or agency","National Marine Fisheries Service","Not Applicable","Non-MPA Programmatic Fisheries Management Plan",1,0,"Not Reported",0,2274,NA,34.125,-120.125
