"","gridpolyID","wdpapolyID","area_grid","area_wdpa","prop_grid","wdpaid","objectid","wdpa_pid","country","sub_loc","name","orig_name","desig","desig_eng","desig_type","iucn_cat","marine","rep_m_area","rep_area","status","status_yr","gov_type","mang_auth","int_crit","mang_plan","official","is_point","no_take","no_tk_area","metadata_i","action","lat","lon"
"2253",3366,62,0.00186417076438336,0.0646216511154004,0.0288474641580165,628,40195,0,"CAN","CA-BC","Pacific Rim National Park Reserve of Canada","Pacific Rim","Parc national","National Park of Canada","National","II",1,153,510,"Designated",2001,"Federal or national ministry or agency","Government of Canada, Parks Canada Agency","Not Applicable","Not Reported",1,NA,"Not Reported",0,1860,NA,48.875,-125.625
"2255",3371,62,0.0124664671303586,0.0646216511154004,0.192914710707347,628,40195,0,"CAN","CA-BC","Pacific Rim National Park Reserve of Canada","Pacific Rim","Parc national","National Park of Canada","National","II",1,153,510,"Designated",2001,"Federal or national ministry or agency","Government of Canada, Parks Canada Agency","Not Applicable","Not Reported",1,NA,"Not Reported",0,1860,NA,48.875,-125.375
"2259",3376,62,0.00314425782794916,0.0646216511154004,0.048656414277224,628,40195,0,"CAN","CA-BC","Pacific Rim National Park Reserve of Canada","Pacific Rim","Parc national","National Park of Canada","National","II",1,153,510,"Designated",2001,"Federal or national ministry or agency","Government of Canada, Parks Canada Agency","Not Applicable","Not Reported",1,NA,"Not Reported",0,1860,NA,48.625,-125.125
"2273",3397,62,0.0157333451601437,0.0646216511154004,0.243468634560998,628,40195,0,"CAN","CA-BC","Pacific Rim National Park Reserve of Canada","Pacific Rim","Parc national","National Park of Canada","National","II",1,153,510,"Designated",2001,"Federal or national ministry or agency","Government of Canada, Parks Canada Agency","Not Applicable","Not Reported",1,NA,"Not Reported",0,1860,NA,48.625,-124.875
"2285",3426,67,0.00463205185673518,0.472846372350966,0.00979610319035521,974,256695,NA,"USA","US-WA","Olympic","Olympic","National Park","National Park","National","II",1,17.86,3934.890393,"Designated",1938,"Federal or national ministry or agency","National Park Service (NPS)","Not Applicable","Not Reported",1,NA,"Not Reported",0,756,NA,47.875,-124.625
"2309",3458,69,0.00671918921752338,0.05036740440017,0.133403523519681,994,80747,NA,"USA","US-CA","Redwood","Redwood","National Park","National Park","National","II",1,NA,467.979199126,"Designated",1968,"Joint management","National Park Service","Not Applicable","Site-Specific Management Plan",1,NA,"Not Reported",0,2297,NA,41.125,-124.125
"2313",3459,69,0.0163938304015461,0.05036740440017,0.325484916222738,994,80747,NA,"USA","US-CA","Redwood","Redwood","National Park","National Park","National","II",1,NA,467.979199126,"Designated",1968,"Joint management","National Park Service","Not Applicable","Site-Specific Management Plan",1,NA,"Not Reported",0,2297,NA,41.375,-124.125
"2202",3242,70,0.00359807873318574,2.06356383250741,0.00174362366528481,1010,256715,NA,"USA","US-AK","Glacier Bay","Glacier Bay","National Park and Preserve","National Park and Preserve","National","II",1,2456.32,13288.8529168,"Designated",1925,"Federal or national ministry or agency","National Park Service","Not Applicable","Non-MPA Programmatic Habitat Management Plan",1,NA,"Not Reported",0,2297,NA,59.125,-138.625
"2205",3249,70,4.23172696178672e-07,2.06356383250741,2.05068866546513e-07,1010,256715,NA,"USA","US-AK","Glacier Bay","Glacier Bay","National Park and Preserve","National Park and Preserve","National","II",1,2456.32,13288.8529168,"Designated",1925,"Federal or national ministry or agency","National Park Service","Not Applicable","Non-MPA Programmatic Habitat Management Plan",1,NA,"Not Reported",0,2297,NA,58.625,-138.125
"2206",3250,70,0.0105018143861608,2.06356383250741,0.00508916381491344,1010,256715,NA,"USA","US-AK","Glacier Bay","Glacier Bay","National Park and Preserve","National Park and Preserve","National","II",1,2456.32,13288.8529168,"Designated",1925,"Federal or national ministry or agency","National Park Service","Not Applicable","Non-MPA Programmatic Habitat Management Plan",1,NA,"Not Reported",0,2297,NA,58.875,-138.125
"2208",3253,70,0.0154916584615576,2.06356383250741,0.00750723491927745,1010,256715,NA,"USA","US-AK","Glacier Bay","Glacier Bay","National Park and Preserve","National Park and Preserve","National","II",1,2456.32,13288.8529168,"Designated",1925,"Federal or national ministry or agency","National Park Service","Not Applicable","Non-MPA Programmatic Habitat Management Plan",1,NA,"Not Reported",0,2297,NA,58.625,-137.875
"2210",3254,70,0.0612781452857037,2.06356383250741,0.0296952991326881,1010,256715,NA,"USA","US-AK","Glacier Bay","Glacier Bay","National Park and Preserve","National Park and Preserve","National","II",1,2456.32,13288.8529168,"Designated",1925,"Federal or national ministry or agency","National Park Service","Not Applicable","Non-MPA Programmatic Habitat Management Plan",1,NA,"Not Reported",0,2297,NA,58.875,-137.875
"2212",3257,70,3.45271150838542e-05,2.06356383250741,1.6731789218219e-05,1010,256715,NA,"USA","US-AK","Glacier Bay","Glacier Bay","National Park and Preserve","National Park and Preserve","National","II",1,2456.32,13288.8529168,"Designated",1925,"Federal or national ministry or agency","National Park Service","Not Applicable","Non-MPA Programmatic Habitat Management Plan",1,NA,"Not Reported",0,2297,NA,58.375,-137.625
"2214",3258,70,0.0521439660742662,2.06356383250741,0.0252688893131582,1010,256715,NA,"USA","US-AK","Glacier Bay","Glacier Bay","National Park and Preserve","National Park and Preserve","National","II",1,2456.32,13288.8529168,"Designated",1925,"Federal or national ministry or agency","National Park Service","Not Applicable","Non-MPA Programmatic Habitat Management Plan",1,NA,"Not Reported",0,2297,NA,58.625,-137.625
"2217",3261,70,0.0148863204312055,2.06356383250741,0.00721388899955539,1010,256715,NA,"USA","US-AK","Glacier Bay","Glacier Bay","National Park and Preserve","National Park and Preserve","National","II",1,2456.32,13288.8529168,"Designated",1925,"Federal or national ministry or agency","National Park Service","Not Applicable","Non-MPA Programmatic Habitat Management Plan",1,NA,"Not Reported",0,2297,NA,58.375,-137.375
"2219",3264,70,0.0375899537201211,2.06356383250741,0.0182160363192866,1010,256715,NA,"USA","US-AK","Glacier Bay","Glacier Bay","National Park and Preserve","National Park and Preserve","National","II",1,2456.32,13288.8529168,"Designated",1925,"Federal or national ministry or agency","National Park Service","Not Applicable","Non-MPA Programmatic Habitat Management Plan",1,NA,"Not Reported",0,2297,NA,58.375,-137.125
"2221",3266,70,0.00346818809786896,2.06356383250741,0.00168067885433659,1010,256715,NA,"USA","US-AK","Glacier Bay","Glacier Bay","National Park and Preserve","National Park and Preserve","National","II",1,2456.32,13288.8529168,"Designated",1925,"Federal or national ministry or agency","National Park Service","Not Applicable","Non-MPA Programmatic Habitat Management Plan",1,NA,"Not Reported",0,2297,NA,58.125,-136.875
"2223",3267,70,0.0578595977898512,2.06356383250741,0.0280386760411219,1010,256715,NA,"USA","US-AK","Glacier Bay","Glacier Bay","National Park and Preserve","National Park and Preserve","National","II",1,2456.32,13288.8529168,"Designated",1925,"Federal or national ministry or agency","National Park Service","Not Applicable","Non-MPA Programmatic Habitat Management Plan",1,NA,"Not Reported",0,2297,NA,58.375,-136.875
"2446",3519,72,0.0116480136004106,0.0969734199216964,0.12011552866565,1033,80769,NA,"USA","US-CA","Channel Islands","Channel Islands","National Park","National Park","National","II",1,NA,994.249408146,"Designated",1938,"Federal or national ministry or agency","National Park Service","Not Applicable","Site-Specific Management Plan",1,NA,"Not Reported",0,2297,NA,34.125,-120.375
"2454",3521,72,0.00839071642499179,0.0969734199216964,0.086525941147245,1033,80769,NA,"USA","US-CA","Channel Islands","Channel Islands","National Park","National Park","National","II",1,NA,994.249408146,"Designated",1938,"Federal or national ministry or agency","National Park Service","Not Applicable","Site-Specific Management Plan",1,NA,"Not Reported",0,2297,NA,34.125,-120.125
"2462",3523,72,0.0146457956850763,0.0969734199216964,0.151028969555807,1033,80769,NA,"USA","US-CA","Channel Islands","Channel Islands","National Park","National Park","National","II",1,NA,994.249408146,"Designated",1938,"Federal or national ministry or agency","National Park Service","Not Applicable","Site-Specific Management Plan",1,NA,"Not Reported",0,2297,NA,34.125,-119.875
"2466",3525,72,0.0135358127572213,0.0969734199216964,0.139582710067884,1033,80769,NA,"USA","US-CA","Channel Islands","Channel Islands","National Park","National Park","National","II",1,NA,994.249408146,"Designated",1938,"Federal or national ministry or agency","National Park Service","Not Applicable","Site-Specific Management Plan",1,NA,"Not Reported",0,2297,NA,34.125,-119.625
"2469",3527,72,0.00366549965337027,0.0969734199216964,0.0377990139600116,1033,80769,NA,"USA","US-CA","Channel Islands","Channel Islands","National Park","National Park","National","II",1,NA,994.249408146,"Designated",1938,"Federal or national ministry or agency","National Park Service","Not Applicable","Site-Specific Management Plan",1,NA,"Not Reported",0,2297,NA,34.125,-119.375
"2573",3794,72,0.010635485173035,0.0969734199216964,0.109674230130512,1033,80769,NA,"USA","US-CA","Channel Islands","Channel Islands","National Park","National Park","National","II",1,NA,994.249408146,"Designated",1938,"Federal or national ministry or agency","National Park Service","Not Applicable","Site-Specific Management Plan",1,NA,"Not Reported",0,2297,NA,33.875,-119.875
"1431",2255,74,0.0067413274441287,0.0494921954786514,0.136209909035791,1064,256729,NA,"USA","US-MS","Gulf Islands","Gulf Islands","National Seashore","National Seashore","National","V",1,NA,527.759454483,"Designated",1971,"Federal or national ministry or agency","National Park Service","Not Applicable","Site-Specific Management Plan",1,NA,"Not Reported",0,2297,NA,30.125,-88.875
"1440",2260,74,0.00807589139444048,0.0494921954786514,0.163175048436153,1064,256729,NA,"USA","US-MS","Gulf Islands","Gulf Islands","National Seashore","National Seashore","National","V",1,NA,527.759454483,"Designated",1971,"Federal or national ministry or agency","National Park Service","Not Applicable","Site-Specific Management Plan",1,NA,"Not Reported",0,2297,NA,30.125,-88.625
"1450",2265,74,0.00398646361828519,0.0494921954786514,0.0805473182131265,1064,256729,NA,"USA","US-MS","Gulf Islands","Gulf Islands","National Seashore","National Seashore","National","V",1,NA,527.759454483,"Designated",1971,"Federal or national ministry or agency","National Park Service","Not Applicable","Site-Specific Management Plan",1,NA,"Not Reported",0,2297,NA,30.125,-88.375
"1492",2280,74,0.00471025851151454,0.0494921954786514,0.0951717430588895,1064,256729,NA,"USA","US-MS","Gulf Islands","Gulf Islands","National Seashore","National Seashore","National","V",1,NA,527.759454483,"Designated",1971,"Federal or national ministry or agency","National Park Service","Not Applicable","Site-Specific Management Plan",1,NA,"Not Reported",0,2297,NA,30.375,-87.375
"1499",2283,74,0.00901325111438501,0.0494921954786514,0.182114594578309,1064,256729,NA,"USA","US-MS","Gulf Islands","Gulf Islands","National Seashore","National Seashore","National","V",1,NA,527.759454483,"Designated",1971,"Federal or national ministry or agency","National Park Service","Not Applicable","Site-Specific Management Plan",1,NA,"Not Reported",0,2297,NA,30.375,-87.125
"1503",2285,74,0.00765243335972374,0.0494921954786514,0.154618991655455,1064,256729,NA,"USA","US-MS","Gulf Islands","Gulf Islands","National Seashore","National Seashore","National","V",1,NA,527.759454483,"Designated",1971,"Federal or national ministry or agency","National Park Service","Not Applicable","Site-Specific Management Plan",1,NA,"Not Reported",0,2297,NA,30.375,-86.875
"1507",2287,74,0.0059089203481014,0.0494921954786514,0.119390952269439,1064,256729,NA,"USA","US-MS","Gulf Islands","Gulf Islands","National Seashore","National Seashore","National","V",1,NA,527.759454483,"Designated",1971,"Federal or national ministry or agency","National Park Service","Not Applicable","Site-Specific Management Plan",1,NA,"Not Reported",0,2297,NA,30.375,-86.625
"1048",2076,75,0.00915569934301989,0.048281905008846,0.189630035131017,1065,80787,NA,"USA","US-TX","Padre Island","Padre Island","National Seashore","National Seashore","National","V",1,NA,530.790554623,"Designated",1962,"Federal or national ministry or agency","National Park Service","Not Applicable","Site-Specific Management Plan",1,NA,"Part",0,2297,NA,26.625,-97.375
"1052",2077,75,0.0122074444913121,0.048281905008846,0.252836844136028,1065,80787,NA,"USA","US-TX","Padre Island","Padre Island","National Seashore","National Seashore","National","V",1,NA,530.790554623,"Designated",1962,"Federal or national ministry or agency","National Park Service","Not Applicable","Site-Specific Management Plan",1,NA,"Part",0,2297,NA,26.875,-97.375
"1054",2078,75,0.0122190933514369,0.048281905008846,0.25307811175218,1065,80787,NA,"USA","US-TX","Padre Island","Padre Island","National Seashore","National Seashore","National","V",1,NA,530.790554623,"Designated",1962,"Federal or national ministry or agency","National Park Service","Not Applicable","Site-Specific Management Plan",1,NA,"Part",0,2297,NA,27.125,-97.375
"1055",2079,75,0.0134979799657742,0.048281905008846,0.279566018849115,1065,80787,NA,"USA","US-TX","Padre Island","Padre Island","National Seashore","National Seashore","National","V",1,NA,530.790554623,"Designated",1962,"Federal or national ministry or agency","National Park Service","Not Applicable","Site-Specific Management Plan",1,NA,"Part",0,2297,NA,27.375,-97.375
"2372",3488,78,0.000263834062097562,0.0298694352276757,0.0088329109702451,1068,80793,NA,"USA","US-CA","Point Reyes","Point Reyes","National Seashore","National Seashore","National","V",1,NA,290.827785759,"Designated",1962,"Federal or national ministry or agency","National Park Service","Not Applicable","Site-Specific Management Plan",1,NA,"Not Reported",0,2297,NA,37.875,-123.125
"2373",3489,78,0.000348195949354863,0.0298694352276757,0.0116572659208581,1068,80793,NA,"USA","US-CA","Point Reyes","Point Reyes","National Seashore","National Seashore","National","V",1,NA,290.827785759,"Designated",1962,"Federal or national ministry or agency","National Park Service","Not Applicable","Site-Specific Management Plan",1,NA,"Not Reported",0,2297,NA,38.125,-123.125
"2393",3494,78,0.00378766221040914,0.0298694352276757,0.126807292522882,1068,80793,NA,"USA","US-CA","Point Reyes","Point Reyes","National Seashore","National Seashore","National","V",1,NA,290.827785759,"Designated",1962,"Federal or national ministry or agency","National Park Service","Not Applicable","Site-Specific Management Plan",1,NA,"Not Reported",0,2297,NA,37.875,-122.875
"2697",4652,79,0.0116960092158612,0.0218615823864579,0.535002865259482,1069,256731,NA,"USA","US-FL","Canaveral","Canaveral","National Seashore","National Seashore","National","V",1,NA,236.579591672,"Designated",1975,"Federal or national ministry or agency","National Park Service","Not Applicable","Site-Specific Management Plan",1,NA,"Not Reported",0,2297,NA,28.875,-80.875
"2716",4659,79,0.00220934046186422,0.0218615823864579,0.101060409205914,1069,256731,NA,"USA","US-FL","Canaveral","Canaveral","National Seashore","National Seashore","National","V",1,NA,236.579591672,"Designated",1975,"Federal or national ministry or agency","National Park Service","Not Applicable","Site-Specific Management Plan",1,NA,"Not Reported",0,2297,NA,28.875,-80.625
"430",608,80,1.90135771425483e-06,0.017811566612163,0.000106748482918759,1070,80795,NA,"USA","US-MA","Cape Cod","Cape Cod","National Seashore","National Seashore","National","V",1,NA,164.080046944,"Designated",1961,"Federal or national ministry or agency","National Park Service","Not Applicable","Site-Specific Management Plan",1,NA,"Not Reported",0,2297,NA,42.125,-70.375
"444",617,80,0.00465790643695159,0.017811566612163,0.261510205046806,1070,80795,NA,"USA","US-MA","Cape Cod","Cape Cod","National Seashore","National Seashore","National","V",1,NA,164.080046944,"Designated",1961,"Federal or national ministry or agency","National Park Service","Not Applicable","Site-Specific Management Plan",1,NA,"Not Reported",0,2297,NA,41.875,-70.125
"453",618,80,0.00624643392384566,0.017811566612163,0.350695368905963,1070,80795,NA,"USA","US-MA","Cape Cod","Cape Cod","National Seashore","National Seashore","National","V",1,NA,164.080046944,"Designated",1961,"Federal or national ministry or agency","National Park Service","Not Applicable","Site-Specific Management Plan",1,NA,"Not Reported",0,2297,NA,42.125,-70.125
"471",628,80,0.00186270582649637,0.017811566612163,0.104578438666051,1070,80795,NA,"USA","US-MA","Cape Cod","Cape Cod","National Seashore","National Seashore","National","V",1,NA,164.080046944,"Designated",1961,"Federal or national ministry or agency","National Park Service","Not Applicable","Site-Specific Management Plan",1,NA,"Not Reported",0,2297,NA,41.625,-69.875
"475",629,80,0.0050426192181837,0.017811566612163,0.283109247377501,1070,80795,NA,"USA","US-MA","Cape Cod","Cape Cod","National Seashore","National Seashore","National","V",1,NA,164.080046944,"Designated",1961,"Federal or national ministry or agency","National Park Service","Not Applicable","Site-Specific Management Plan",1,NA,"Not Reported",0,2297,NA,41.875,-69.875
"207",412,81,0.00732263535334337,0.0202446384384147,0.361707391101067,1072,80797,NA,"USA","US-MD","Assateague Island","Assateague Island","National Seashore","National Seashore","National","V",1,NA,197.231945934,"Designated",1965,"Federal or national ministry or agency","National Park Service","Not Applicable","Site-Specific Management Plan",1,NA,"Not Reported",0,2297,NA,37.875,-75.375
"210",425,81,0.00933129161745814,0.0202446384384147,0.460926563141369,1072,80797,NA,"USA","US-MD","Assateague Island","Assateague Island","National Seashore","National Seashore","National","V",1,NA,197.231945934,"Designated",1965,"Federal or national ministry or agency","National Park Service","Not Applicable","Site-Specific Management Plan",1,NA,"Not Reported",0,2297,NA,38.125,-75.125
"212",426,81,0.00147748583747569,0.0202446384384147,0.0729815868023665,1072,80797,NA,"USA","US-MD","Assateague Island","Assateague Island","National Seashore","National Seashore","National","V",1,NA,197.231945934,"Designated",1965,"Federal or national ministry or agency","National Park Service","Not Applicable","Site-Specific Management Plan",1,NA,"Not Reported",0,2297,NA,38.375,-75.125
"969",1980,82,0.00108659517852372,0.0139037282886142,0.0781513530736594,1073,256733,NA,"USA","US-GA","Cumberland Island","Cumberland Island","National Seashore","National Seashore","National","V",1,NA,147.43125392,"Designated",1972,"Federal or national ministry or agency","National Park Service","Not Applicable","Site-Specific Management Plan",1,NA,"Not Reported",0,2297,NA,30.625,-81.375
"973",1981,82,0.0125238858857679,0.0139037282886142,0.900757381458881,1073,256733,NA,"USA","US-GA","Cumberland Island","Cumberland Island","National Seashore","National Seashore","National","V",1,NA,147.43125392,"Designated",1972,"Federal or national ministry or agency","National Park Service","Not Applicable","Site-Specific Management Plan",1,NA,"Not Reported",0,2297,NA,30.875,-81.375
"100",364,83,0.000796806965248568,0.00634522304495883,0.12557587961886,1075,256737,NA,"USA","US-NC","Cape Lookout","Cape Lookout","National Seashore","National Seashore","National","V",1,NA,0,"Designated",NA,"Federal or national ministry or agency","National Park Service (NPS)","Not Applicable","Not Reported",1,NA,"Not Reported",0,788,NA,34.625,-76.625
"115",369,83,0.00107913708970694,0.00634522304495883,0.170070789011002,1075,256737,NA,"USA","US-NC","Cape Lookout","Cape Lookout","National Seashore","National Seashore","National","V",1,NA,0,"Designated",NA,"Federal or national ministry or agency","National Park Service (NPS)","Not Applicable","Not Reported",1,NA,"Not Reported",0,788,NA,34.625,-76.375
"119",370,83,0.00144293860542715,0.00634522304495883,0.227405497837234,1075,256737,NA,"USA","US-NC","Cape Lookout","Cape Lookout","National Seashore","National Seashore","National","V",1,NA,0,"Designated",NA,"Federal or national ministry or agency","National Park Service (NPS)","Not Applicable","Not Reported",1,NA,"Not Reported",0,788,NA,34.875,-76.375
"132",375,83,0.0011306279299444,0.00634522304495883,0.178185687395601,1075,256737,NA,"USA","US-NC","Cape Lookout","Cape Lookout","National Seashore","National Seashore","National","V",1,NA,0,"Designated",NA,"Federal or national ministry or agency","National Park Service (NPS)","Not Applicable","Not Reported",1,NA,"Not Reported",0,788,NA,34.875,-76.125
"134",376,83,0.00189571253296009,0.00634522304495883,0.298762158481757,1075,256737,NA,"USA","US-NC","Cape Lookout","Cape Lookout","National Seashore","National Seashore","National","V",1,NA,0,"Designated",NA,"Federal or national ministry or agency","National Park Service (NPS)","Not Applicable","Not Reported",1,NA,"Not Reported",0,788,NA,35.125,-76.125
"371",522,84,0.00181629524452386,0.00406369174428106,0.446956944281018,1076,80229,NA,"USA","US-NY","Fire Island","Fire Island","National Seashore","National Seashore","National","V",1,NA,78.34,"Designated",1964,"Not Reported","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,40.625,-73.125
"375",530,84,0.00175944474393584,0.00406369174428106,0.432967078866638,1076,80229,NA,"USA","US-NY","Fire Island","Fire Island","National Seashore","National Seashore","National","V",1,NA,78.34,"Designated",1964,"Not Reported","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,40.625,-72.875
"1000",1997,84,0.000487952399290347,0.00406369174428106,0.120076135198261,1076,80229,NA,"USA","US-NY","Fire Island","Fire Island","National Seashore","National Seashore","National","V",1,NA,78.34,"Designated",1964,"Not Reported","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,40.875,-72.875
"2193",3187,90,2.10654959884473e-05,16.0559894796846,1.31200235370739e-06,2018,262223,NA,"CAN, USA, CAN, USA","CA-YT, CA-YT, US-AK, US-AK","Kluane / Wrangell-St Elias / Glacier Bay / Tatshenshini-Alsek","Kluane / Wrangell-St Elias / Glacier Bay / Tatshenshini-Alsek","World Heritage Site","World Heritage Site","International","Not Applicable",1,13355,98391.21,"Inscribed",1979,"Not Reported","Not Reported","(vii)(viii)(ix)(x)","Not Reported",1,NA,"Not Reported",0,1915,NA,59.875,-141.375
"2195",3188,90,0.0407199804284569,16.0559894796846,0.00253612401029405,2018,262223,NA,"CAN, USA, CAN, USA","CA-YT, CA-YT, US-AK, US-AK","Kluane / Wrangell-St Elias / Glacier Bay / Tatshenshini-Alsek","Kluane / Wrangell-St Elias / Glacier Bay / Tatshenshini-Alsek","World Heritage Site","World Heritage Site","International","Not Applicable",1,13355,98391.21,"Inscribed",1979,"Not Reported","Not Reported","(vii)(viii)(ix)(x)","Not Reported",1,NA,"Not Reported",0,1915,NA,60.125,-141.375
"2196",3196,90,0.00299266990616768,16.0559894796846,0.000186389627992362,2018,262223,NA,"CAN, USA, CAN, USA","CA-YT, CA-YT, US-AK, US-AK","Kluane / Wrangell-St Elias / Glacier Bay / Tatshenshini-Alsek","Kluane / Wrangell-St Elias / Glacier Bay / Tatshenshini-Alsek","World Heritage Site","World Heritage Site","International","Not Applicable",1,13355,98391.21,"Inscribed",1979,"Not Reported","Not Reported","(vii)(viii)(ix)(x)","Not Reported",1,NA,"Not Reported",0,1915,NA,59.625,-140.875
"2197",3201,90,0.00960011945444401,16.0559894796846,0.00059791515599776,2018,262223,NA,"CAN, USA, CAN, USA","CA-YT, CA-YT, US-AK, US-AK","Kluane / Wrangell-St Elias / Glacier Bay / Tatshenshini-Alsek","Kluane / Wrangell-St Elias / Glacier Bay / Tatshenshini-Alsek","World Heritage Site","World Heritage Site","International","Not Applicable",1,13355,98391.21,"Inscribed",1979,"Not Reported","Not Reported","(vii)(viii)(ix)(x)","Not Reported",1,NA,"Not Reported",0,1915,NA,59.625,-140.625
"2198",3206,90,0.0128530291496655,16.0559894796846,0.000800513052523373,2018,262223,NA,"CAN, USA, CAN, USA","CA-YT, CA-YT, US-AK, US-AK","Kluane / Wrangell-St Elias / Glacier Bay / Tatshenshini-Alsek","Kluane / Wrangell-St Elias / Glacier Bay / Tatshenshini-Alsek","World Heritage Site","World Heritage Site","International","Not Applicable",1,13355,98391.21,"Inscribed",1979,"Not Reported","Not Reported","(vii)(viii)(ix)(x)","Not Reported",1,NA,"Not Reported",0,1915,NA,59.625,-140.375
"2199",3211,90,0.00282534104577695,16.0559894796846,0.00017596804291332,2018,262223,NA,"CAN, USA, CAN, USA","CA-YT, CA-YT, US-AK, US-AK","Kluane / Wrangell-St Elias / Glacier Bay / Tatshenshini-Alsek","Kluane / Wrangell-St Elias / Glacier Bay / Tatshenshini-Alsek","World Heritage Site","World Heritage Site","International","Not Applicable",1,13355,98391.21,"Inscribed",1979,"Not Reported","Not Reported","(vii)(viii)(ix)(x)","Not Reported",1,NA,"Not Reported",0,1915,NA,59.625,-140.125
"2200",3217,90,0.0465924509338488,16.0559894796846,0.00290187353403548,2018,262223,NA,"CAN, USA, CAN, USA","CA-YT, CA-YT, US-AK, US-AK","Kluane / Wrangell-St Elias / Glacier Bay / Tatshenshini-Alsek","Kluane / Wrangell-St Elias / Glacier Bay / Tatshenshini-Alsek","World Heritage Site","World Heritage Site","International","Not Applicable",1,13355,98391.21,"Inscribed",1979,"Not Reported","Not Reported","(vii)(viii)(ix)(x)","Not Reported",1,NA,"Not Reported",0,1915,NA,59.875,-139.875
"2201",3223,90,0.00980423603539991,16.0559894796846,0.000610627955866878,2018,262223,NA,"CAN, USA, CAN, USA","CA-YT, CA-YT, US-AK, US-AK","Kluane / Wrangell-St Elias / Glacier Bay / Tatshenshini-Alsek","Kluane / Wrangell-St Elias / Glacier Bay / Tatshenshini-Alsek","World Heritage Site","World Heritage Site","International","Not Applicable",1,13355,98391.21,"Inscribed",1979,"Not Reported","Not Reported","(vii)(viii)(ix)(x)","Not Reported",1,NA,"Not Reported",0,1915,NA,59.875,-139.625
"2203",3242,90,0.00365546437128333,16.0559894796846,0.000227669828502849,2018,262223,NA,"CAN, USA, CAN, USA","CA-YT, CA-YT, US-AK, US-AK","Kluane / Wrangell-St Elias / Glacier Bay / Tatshenshini-Alsek","Kluane / Wrangell-St Elias / Glacier Bay / Tatshenshini-Alsek","World Heritage Site","World Heritage Site","International","Not Applicable",1,13355,98391.21,"Inscribed",1979,"Not Reported","Not Reported","(vii)(viii)(ix)(x)","Not Reported",1,NA,"Not Reported",0,1915,NA,59.125,-138.625
"2204",3249,90,4.34049445056319e-07,16.0559894796846,2.70334908730175e-08,2018,262223,NA,"CAN, USA, CAN, USA","CA-YT, CA-YT, US-AK, US-AK","Kluane / Wrangell-St Elias / Glacier Bay / Tatshenshini-Alsek","Kluane / Wrangell-St Elias / Glacier Bay / Tatshenshini-Alsek","World Heritage Site","World Heritage Site","International","Not Applicable",1,13355,98391.21,"Inscribed",1979,"Not Reported","Not Reported","(vii)(viii)(ix)(x)","Not Reported",1,NA,"Not Reported",0,1915,NA,58.625,-138.125
"2207",3250,90,0.0107338088587881,16.0559894796846,0.000668523660430235,2018,262223,NA,"CAN, USA, CAN, USA","CA-YT, CA-YT, US-AK, US-AK","Kluane / Wrangell-St Elias / Glacier Bay / Tatshenshini-Alsek","Kluane / Wrangell-St Elias / Glacier Bay / Tatshenshini-Alsek","World Heritage Site","World Heritage Site","International","Not Applicable",1,13355,98391.21,"Inscribed",1979,"Not Reported","Not Reported","(vii)(viii)(ix)(x)","Not Reported",1,NA,"Not Reported",0,1915,NA,58.875,-138.125
"2209",3253,90,0.0154941828052714,16.0559894796846,0.000965009526499503,2018,262223,NA,"CAN, USA, CAN, USA","CA-YT, CA-YT, US-AK, US-AK","Kluane / Wrangell-St Elias / Glacier Bay / Tatshenshini-Alsek","Kluane / Wrangell-St Elias / Glacier Bay / Tatshenshini-Alsek","World Heritage Site","World Heritage Site","International","Not Applicable",1,13355,98391.21,"Inscribed",1979,"Not Reported","Not Reported","(vii)(viii)(ix)(x)","Not Reported",1,NA,"Not Reported",0,1915,NA,58.625,-137.875
"2211",3254,90,0.061285045334472,16.0559894796846,0.00381695848842047,2018,262223,NA,"CAN, USA, CAN, USA","CA-YT, CA-YT, US-AK, US-AK","Kluane / Wrangell-St Elias / Glacier Bay / Tatshenshini-Alsek","Kluane / Wrangell-St Elias / Glacier Bay / Tatshenshini-Alsek","World Heritage Site","World Heritage Site","International","Not Applicable",1,13355,98391.21,"Inscribed",1979,"Not Reported","Not Reported","(vii)(viii)(ix)(x)","Not Reported",1,NA,"Not Reported",0,1915,NA,58.875,-137.875
"2213",3257,90,3.45980253663674e-05,16.0559894796846,2.15483607597923e-06,2018,262223,NA,"CAN, USA, CAN, USA","CA-YT, CA-YT, US-AK, US-AK","Kluane / Wrangell-St Elias / Glacier Bay / Tatshenshini-Alsek","Kluane / Wrangell-St Elias / Glacier Bay / Tatshenshini-Alsek","World Heritage Site","World Heritage Site","International","Not Applicable",1,13355,98391.21,"Inscribed",1979,"Not Reported","Not Reported","(vii)(viii)(ix)(x)","Not Reported",1,NA,"Not Reported",0,1915,NA,58.375,-137.625
