"lon","lat","depth","rugosity"
312.6875,47.8125,-349,4.75
312.6875,47.9375,-422,5.625
312.8125,47.8125,-393,1.375
312.8125,47.9375,-449,5
312.9375,47.8125,-524,9.375
312.9375,47.9375,-494,6.375
313.0625,47.8125,-702,6.5
313.0625,47.9375,-611,8.375
313.1875,47.8125,-831,8.125
313.1875,47.9375,-759,7
313.3125,47.8125,-1020,11
313.3125,47.9375,-942,12.875
313.4375,47.8125,-1173,0.75
313.4375,47.9375,-1156,5.25
313.5625,47.8125,-1173,0.375
313.5625,47.9375,-1178,3
313.6875,47.8125,-1166,2.625
313.6875,47.9375,-1175,1.625
313.8125,47.8125,-1084,8.375
313.8125,47.9375,-1105,10.375
313.9375,47.8125,-922,11.125
313.9375,47.9375,-914,8.25
314.0625,47.8125,-633,20.75
314.0625,47.9375,-787,9
314.1875,47.8125,-443,9.75
314.1875,47.9375,-581,13.25
314.8125,47.8125,-266,1.125
314.8125,47.9375,-280,0.625
314.9375,47.8125,-275,7.125
314.9375,47.9375,-276,2.125
315.0625,47.8125,-258,5.25
315.0625,47.9375,-289,13.625
315.1875,47.8125,-255,7
315.1875,47.9375,-299,3.125
315.5625,47.8125,-319,8.125
315.5625,47.9375,-436,4.625
315.6875,47.8125,-266,11.25
315.6875,47.9375,-526,5.125
315.8125,47.8125,-262,5
315.8125,47.9375,-614,9.625
315.9375,47.8125,-624,22.125
315.9375,47.9375,-809,28.875
234.0625,48.0625,-977,35.5
234.0625,48.1875,-824,48.5
234.1875,48.0625,-730,16.25
234.1875,48.1875,-703,61.5
234.3125,48.0625,-543,68.375
234.3125,48.1875,-370,58.75
234.4375,48.0625,-167,1.875
234.4375,48.1875,-151,1.5
234.5625,48.0625,-128,4.375
234.5625,48.1875,-124,3.125
234.6875,48.0625,-243,32.75
234.6875,48.1875,-123,17.5
234.8125,48.0625,-142,1.875
234.8125,48.1875,-147,33.625
234.9375,48.0625,-131,2.625
234.9375,48.1875,-189,24
235.0625,48.0625,-88,3.125
235.0625,48.1875,-107,11.375
235.1875,48.0625,-35,1.125
235.1875,48.1875,-42,1.5
294.0625,48.0625,-23,0.625
294.0625,48.1875,-8,11.375
294.1875,48.0625,-29,0.375
294.1875,48.1875,8,12.625
294.3125,48.0625,-31,1.625
294.3125,48.1875,253,40.625
294.4375,48.0625,-6,7
294.4375,48.1875,80,22.375
294.8125,48.0625,23,9.5
294.8125,48.1875,294,6.625
294.9375,48.0625,-31,3.375
294.9375,48.1875,157,30.875
295.0625,48.0625,-77,2.625
295.0625,48.1875,26,33.25
295.1875,48.0625,-83,0.125
295.1875,48.1875,-41,17
295.3125,48.0625,-82,1.125
295.3125,48.1875,-89,1.5
295.4375,48.0625,-36,5.5
295.4375,48.1875,-84,2.125
295.5625,48.0625,-13,2
295.5625,48.1875,-87,2.875
295.6875,48.0625,-17,1.125
295.6875,48.1875,-46,4.25
295.8125,48.0625,-26,0.5
295.8125,48.1875,-43,1.5
295.9375,48.0625,-36,1.75
295.9375,48.1875,-42,0.625
296.0625,48.0625,-90,3.25
296.0625,48.1875,-61,2.5
296.1875,48.0625,-100,2
296.1875,48.1875,-94,1
296.3125,48.0625,-106,5.75
296.3125,48.1875,-90,0.75
296.4375,48.0625,-86,1.25
296.4375,48.1875,-96,0.75
296.5625,48.0625,-74,1.125
296.5625,48.1875,-84,1.625
296.6875,48.0625,-85,3.25
296.6875,48.1875,-79,4.625
296.8125,48.0625,-59,0.75
296.8125,48.1875,-64,2.25
296.9375,48.0625,-57,0.375
296.9375,48.1875,-72,0.5
297.0625,48.0625,-67,0.75
297.0625,48.1875,-72,0.125
297.1875,48.0625,-76,1.25
297.1875,48.1875,-75,0.625
297.3125,48.0625,-94,1
297.3125,48.1875,-88,1.625
297.4375,48.0625,-81,11.75
297.4375,48.1875,-73,1.625
297.5625,48.0625,-62,1.25
297.5625,48.1875,-65,0.75
297.6875,48.0625,-94,3.875
297.6875,48.1875,-67,2.75
297.8125,48.0625,-80,1.125
297.8125,48.1875,-87,3.25
297.9375,48.0625,-67,4.125
297.9375,48.1875,-96,1.5
298.0625,48.0625,-67,2.125
298.0625,48.1875,-82,5.25
298.1875,48.0625,-65,7.5
298.1875,48.1875,-128,10.125
298.3125,48.0625,-76,4.25
298.3125,48.1875,-132,18.5
298.4375,48.0625,-64,1.5
298.4375,48.1875,-269,22.5
298.5625,48.0625,-71,1.625
298.5625,48.1875,-308,14
298.6875,48.0625,-91,4
298.6875,48.1875,-352,7.75
298.8125,48.0625,-189,29.875
298.8125,48.1875,-373,6.125
298.9375,48.0625,-298,15.875
298.9375,48.1875,-402,4.75
299.0625,48.0625,-367,3.625
299.0625,48.1875,-420,2.25
299.1875,48.0625,-404,1.75
299.1875,48.1875,-428,3.75
306.3125,48.0625,128,59.75
306.3125,48.1875,95,14.25
306.4375,48.0625,-239,44.625
306.4375,48.1875,69,41.75
306.5625,48.0625,-285,22.25
306.5625,48.1875,-85,39.5
306.6875,48.0625,-155,22.125
306.6875,48.1875,-274,3.75
306.8125,48.0625,-16,17.375
306.8125,48.1875,-285,6.875
306.9375,48.0625,-15,28.25
306.9375,48.1875,-310,5
307.0625,48.0625,-13,15
307.0625,48.1875,-78,54
307.1875,48.0625,-161,6.625
307.1875,48.1875,-72,16.625
307.3125,48.0625,-177,3.125
307.3125,48.1875,-171,2.75
307.4375,48.0625,-194,1.375
307.4375,48.1875,-200,1.25
307.5625,48.0625,-202,2
307.5625,48.1875,-190,2.25
307.6875,48.0625,-192,1
307.6875,48.1875,-188,1.25
307.8125,48.0625,-179,2.125
307.8125,48.1875,-176,1.5
307.9375,48.0625,-185,1.5
307.9375,48.1875,-174,1.625
308.0625,48.0625,-181,0.875
308.0625,48.1875,-184,1.875
308.1875,48.0625,-180,6.875
308.1875,48.1875,-183,1.625
308.3125,48.0625,-183,8.75
308.3125,48.1875,-166,5.5
308.4375,48.0625,-236,15
308.4375,48.1875,-194,20.75
308.5625,48.0625,-216,14
308.5625,48.1875,-176,13.25
308.6875,48.0625,-164,5.875
308.6875,48.1875,-170,1.125
308.8125,48.0625,-157,3.875
308.8125,48.1875,-185,20.875
308.9375,48.0625,-154,1.625
308.9375,48.1875,-167,4.875
309.0625,48.0625,-165,9
309.0625,48.1875,-176,3
309.1875,48.0625,-130,2
309.1875,48.1875,-142,3.25
309.3125,48.0625,-130,1.125
309.3125,48.1875,-158,4.875
309.4375,48.0625,-138,1.125
309.4375,48.1875,-146,0.875
309.5625,48.0625,-153,4.625
309.5625,48.1875,-167,3.125
309.6875,48.0625,-153,1.5
309.6875,48.1875,-163,1.5
309.8125,48.0625,-158,1.25
309.8125,48.1875,-172,1.375
309.9375,48.0625,-159,1.125
309.9375,48.1875,-181,1.5
310.0625,48.0625,-179,1.5
310.0625,48.1875,-183,1
310.1875,48.0625,-186,1.375
310.1875,48.1875,-204,0.875
310.3125,48.0625,-196,1.625
310.3125,48.1875,-215,0.875
310.4375,48.0625,-199,1
310.4375,48.1875,-217,1.5
310.5625,48.0625,-202,1.625
310.5625,48.1875,-230,2.25
310.6875,48.0625,-218,2
310.6875,48.1875,-257,2.125
310.8125,48.0625,-240,2.125
310.8125,48.1875,-278,1.375
310.9375,48.0625,-255,3.625
310.9375,48.1875,-308,4.125
311.0625,48.0625,-265,1.75
311.0625,48.1875,-340,6
311.1875,48.0625,-283,3.5
311.1875,48.1875,-387,8.875
311.3125,48.0625,-304,5.375
311.3125,48.1875,-571,36.125
311.4375,48.0625,-327,8.25
311.4375,48.1875,-750,25.875
311.5625,48.0625,-371,12.75
311.5625,48.1875,-1107,21.5
311.6875,48.0625,-415,30.75
311.6875,48.1875,-1173,16.375
311.8125,48.0625,-445,41
311.8125,48.1875,-1334,16.75
311.9375,48.0625,-462,42.375
311.9375,48.1875,-1388,28.25
312.0625,48.0625,-443,31.625
312.0625,48.1875,-1425,25.25
312.1875,48.0625,-415,11.375
312.1875,48.1875,-1443,23.75
312.3125,48.0625,-434,10.875
312.3125,48.1875,-1480,55.375
312.4375,48.0625,-477,22.25
312.4375,48.1875,-1413,41
312.5625,48.0625,-526,19.5
312.5625,48.1875,-1396,26.125
312.6875,48.0625,-582,19.625
312.6875,48.1875,-1339,32
312.8125,48.0625,-614,17.875
312.8125,48.1875,-1278,34.875
312.9375,48.0625,-622,10.5
312.9375,48.1875,-1193,47.375
313.0625,48.0625,-634,12.5
313.0625,48.1875,-1021,39.25
313.1875,48.0625,-660,8.75
313.1875,48.1875,-850,20.125
313.3125,48.0625,-876,18.125
313.3125,48.1875,-781,15.25
313.4375,48.0625,-1103,4.5
313.4375,48.1875,-933,15
313.5625,48.0625,-1160,2.5
313.5625,48.1875,-1072,12.75
313.6875,48.0625,-1148,7.5
313.6875,48.1875,-1145,4.625
313.8125,48.0625,-1166,2.125
313.8125,48.1875,-1108,3.75
313.9375,48.0625,-1055,11.25
313.9375,48.1875,-1111,3.5
314.0625,48.0625,-868,6.125
314.0625,48.1875,-989,8.75
314.1875,48.0625,-789,11.625
314.1875,48.1875,-932,8.125
314.3125,48.0625,-420,21
314.3125,48.1875,-689,26.625
314.4375,48.0625,-231,7.5
314.4375,48.1875,-366,7.75
314.5625,48.0625,-253,6
314.5625,48.1875,-304,8.75
314.6875,48.0625,-278,9.625
314.6875,48.1875,-357,6
314.8125,48.0625,-313,10.25
314.8125,48.1875,-382,3.375
314.9375,48.0625,-336,7.125
314.9375,48.1875,-416,6.875
315.3125,48.0625,-361,7.25
315.3125,48.1875,-699,13.625
315.4375,48.0625,-377,19.5
315.4375,48.1875,-607,15.375
233.8125,48.3125,-824,67.25
233.8125,48.4375,-490,33.625
233.9375,48.3125,-825,95.75
233.9375,48.4375,-190,6.125
234.0625,48.3125,-399,77.625
234.0625,48.4375,-160,7.25
234.1875,48.3125,-175,1.25
234.1875,48.4375,-134,4.5
234.3125,48.3125,-148,2.5
234.3125,48.4375,-133,5.25
234.4375,48.3125,-137,2.875
234.4375,48.4375,-127,4.5
234.5625,48.3125,-129,0.875
234.5625,48.4375,-158,3.125
234.6875,48.3125,-109,2.125
234.6875,48.4375,-178,9.5
234.8125,48.3125,-185,3.125
234.8125,48.4375,-162,2.625
234.9375,48.3125,-189,6.625
234.9375,48.4375,-168,20.125
235.0625,48.3125,-309,27.25
235.0625,48.4375,-233,16.875
235.1875,48.3125,-40,2.125
235.1875,48.4375,-307,12.875
295.3125,48.3125,-11,10.5
295.3125,48.4375,255,29.125
295.4375,48.3125,-86,9.5
295.4375,48.4375,149,4.75
295.5625,48.3125,-109,1.875
295.5625,48.4375,78,9.75
295.6875,48.3125,-118,2.75
295.6875,48.4375,-12,7.625
295.8125,48.3125,-128,11.625
295.8125,48.4375,-67,2.375
295.9375,48.3125,-76,5.375
295.9375,48.4375,-54,6.5
296.0625,48.3125,-98,2.75
296.0625,48.4375,-94,5.125
296.1875,48.3125,-87,2.75
296.1875,48.4375,-101,4.375
296.3125,48.3125,-79,1.375
296.3125,48.4375,-128,1.25
296.4375,48.3125,-90,0.625
296.4375,48.4375,-95,1.875
296.5625,48.3125,-96,1.5
296.5625,48.4375,-110,2.5
296.6875,48.3125,-70,1
296.6875,48.4375,-92,3.25
296.8125,48.3125,-53,0.375
296.8125,48.4375,-52,3
296.9375,48.3125,-58,1.125
296.9375,48.4375,-58,2.5
297.0625,48.3125,-79,0.625
297.0625,48.4375,-128,21.375
297.1875,48.3125,-86,0.625
297.1875,48.4375,-251,12.375
297.3125,48.3125,-96,2.125
297.3125,48.4375,-312,12
297.4375,48.3125,-100,3.125
297.4375,48.4375,-345,8.875
297.5625,48.3125,-98,9
297.5625,48.4375,-364,4.375
297.6875,48.3125,-180,12.125
297.6875,48.4375,-379,4.25
297.8125,48.3125,-146,11.75
297.8125,48.4375,-388,7.25
297.9375,48.3125,-162,19.75
297.9375,48.4375,-403,4.375
298.0625,48.3125,-286,13.375
298.0625,48.4375,-416,4.25
298.1875,48.3125,-350,6.25
298.1875,48.4375,-416,2.875
298.3125,48.3125,-377,2.375
298.3125,48.4375,-417,1
298.4375,48.3125,-388,2.375
298.4375,48.4375,-416,1.25
306.5625,48.3125,118,16.625
306.5625,48.4375,152,18.25
306.6875,48.3125,-129,5.625
306.6875,48.4375,50,7.625
306.8125,48.3125,-86,19.5
306.8125,48.4375,101,12.875
306.9375,48.3125,-257,4.25
306.9375,48.4375,-21,16.625
307.0625,48.3125,-274,2.375
307.0625,48.4375,-250,11.625
307.1875,48.3125,-255,6.5
307.1875,48.4375,-294,0.625
307.3125,48.3125,-207,3.125
307.3125,48.4375,-218,19.75
307.4375,48.3125,-189,2.25
307.4375,48.4375,-200,2.875
307.5625,48.3125,-197,0.5
307.5625,48.4375,-210,2.25
307.6875,48.3125,-188,0.75
307.6875,48.4375,-198,1.625
307.8125,48.3125,-180,2.5
307.8125,48.4375,-196,4.625
307.9375,48.3125,-185,1.375
307.9375,48.4375,-207,4.875
308.0625,48.3125,-179,1.5
308.0625,48.4375,-200,0.625
308.1875,48.3125,-197,2.75
308.1875,48.4375,-186,1.375
308.3125,48.3125,-183,2.125
308.3125,48.4375,-196,1.875
308.4375,48.3125,-160,2
308.4375,48.4375,-166,7.25
308.5625,48.3125,-188,6.375
308.5625,48.4375,-131,13
308.6875,48.3125,-195,30.375
308.6875,48.4375,-177,2.125
308.8125,48.3125,-171,1.375
308.8125,48.4375,-177,2.875
308.9375,48.3125,-173,3.25
308.9375,48.4375,-187,4
309.0625,48.3125,-219,5.5
309.0625,48.4375,-186,4.875
309.1875,48.3125,-180,5.375
309.1875,48.4375,-180,2
309.3125,48.3125,-206,11.875
309.3125,48.4375,-182,1.625
309.4375,48.3125,-185,15.5
309.4375,48.4375,-174,0.5
309.5625,48.3125,-160,4
309.5625,48.4375,-172,0.375
309.6875,48.3125,-163,0.875
309.6875,48.4375,-166,1.25
309.8125,48.3125,-185,0.375
309.8125,48.4375,-190,1
309.9375,48.3125,-190,0.875
309.9375,48.4375,-193,1.125
310.0625,48.3125,-205,1.25
310.0625,48.4375,-216,2.25
310.1875,48.3125,-224,2.25
310.1875,48.4375,-245,3.125
310.3125,48.3125,-232,3.375
310.3125,48.4375,-271,4.875
310.4375,48.3125,-246,2.625
310.4375,48.4375,-315,6.5
310.5625,48.3125,-264,2.125
310.5625,48.4375,-367,15.5
310.6875,48.3125,-311,6.125
310.6875,48.4375,-479,19.125
310.8125,48.3125,-367,10.625
310.8125,48.4375,-1012,65.5
310.9375,48.3125,-502,38.875
310.9375,48.4375,-1288,42.25
311.0625,48.3125,-881,24.375
311.0625,48.4375,-1288,19.375
311.1875,48.3125,-1104,42.375
311.1875,48.4375,-1375,16.75
311.3125,48.3125,-1109,25.125
311.3125,48.4375,-1486,19.75
311.4375,48.3125,-1151,32
311.4375,48.4375,-1531,12.75
311.5625,48.3125,-1401,22.375
311.5625,48.4375,-1647,13.25
311.6875,48.3125,-1553,16.75
311.6875,48.4375,-1758,14.125
313.3125,48.3125,-1318,48.875
313.3125,48.4375,-2137,26.125
313.4375,48.3125,-1086,45.625
313.4375,48.4375,-1966,25
313.5625,48.3125,-981,22.25
313.5625,48.4375,-1724,53
313.6875,48.3125,-1032,8.25
313.6875,48.4375,-1388,50.625
313.8125,48.3125,-1068,19.375
313.8125,48.4375,-1138,37.5
313.9375,48.3125,-1065,6.375
313.9375,48.4375,-1112,11
314.0625,48.3125,-1170,4.75
314.0625,48.4375,-1092,5.75
314.1875,48.3125,-1109,12.125
314.1875,48.4375,-1172,3.75
314.3125,48.3125,-957,19.375
314.3125,48.4375,-950,14.625
314.4375,48.3125,-578,15.125
314.4375,48.4375,-766,4.125
314.5625,48.3125,-507,11.125
314.5625,48.4375,-741,14
314.6875,48.3125,-570,2.25
314.6875,48.4375,-701,2.875
315.0625,48.3125,-582,3.625
315.0625,48.4375,-635,7.625
315.1875,48.3125,-621,11.875
315.1875,48.4375,-655,8.625
233.5625,48.5625,-1163,13.5
233.5625,48.6875,-717,80.75
233.6875,48.5625,-828,53.75
233.6875,48.6875,-533,90.75
233.8125,48.5625,-564,82.5
233.8125,48.6875,-160,3.125
233.9375,48.5625,-145,3.5
233.9375,48.6875,-116,3
234.0625,48.5625,-95,3.125
234.0625,48.6875,-89,1.625
234.1875,48.5625,-80,1.75
234.1875,48.6875,-71,4.125
234.3125,48.5625,-67,2.875
234.3125,48.6875,-162,14.125
234.4375,48.5625,-100,6
234.4375,48.6875,-118,29.25
234.5625,48.5625,-106,2
234.5625,48.6875,-141,39.25
234.6875,48.5625,-110,1
234.6875,48.6875,-76,6.375
234.8125,48.5625,-102,1.5
234.8125,48.6875,-54,14.75
234.9375,48.5625,-84,5.625
234.9375,48.6875,-29,4
235.0625,48.5625,-66,2.875
235.0625,48.6875,-2,20
235.1875,48.5625,-100,14.625
235.1875,48.6875,6,51.125
295.8125,48.5625,-73,8.125
295.8125,48.6875,-71,13.25
295.9375,48.5625,-103,1.25
295.9375,48.6875,-66,14
296.0625,48.5625,-80,8.125
296.0625,48.6875,-125,3.25
296.1875,48.5625,-123,7
296.1875,48.6875,-139,4
296.3125,48.5625,-134,2.5
296.3125,48.6875,-127,3.5
296.4375,48.5625,-130,1.375
296.4375,48.6875,-157,1.75
296.5625,48.5625,-133,2.25
296.5625,48.6875,-165,2.625
296.6875,48.5625,-144,3
296.6875,48.6875,-187,4
296.8125,48.5625,-168,8.25
296.8125,48.6875,-268,4.75
296.9375,48.5625,-263,5.875
296.9375,48.6875,-301,1.75
297.0625,48.5625,-296,3.125
297.0625,48.6875,-316,12.25
297.1875,48.5625,-352,1
297.1875,48.6875,-295,2.625
306.3125,48.5625,-68,72.5
306.3125,48.6875,-39,41.125
306.4375,48.5625,-217,39.375
306.4375,48.6875,-169,63
306.5625,48.5625,76,11.75
306.5625,48.6875,-112,22.375
306.6875,48.5625,-24,28.625
306.6875,48.6875,-148,8
306.8125,48.5625,107,10.125
306.8125,48.6875,-108,14.75
306.9375,48.5625,42,9.25
306.9375,48.6875,-37,8.625
307.0625,48.5625,-43,14.375
307.0625,48.6875,-83,12.5
307.1875,48.5625,-65,12.875
307.1875,48.6875,-123,5.25
307.3125,48.5625,-268,2.625
307.3125,48.6875,-220,16.5
307.4375,48.5625,-240,9.875
307.4375,48.6875,-266,2.625
307.5625,48.5625,-209,0.875
307.5625,48.6875,-243,2.75
307.6875,48.5625,-217,3
307.6875,48.6875,-254,5
307.8125,48.5625,-214,5.625
307.8125,48.6875,-269,1.5
307.9375,48.5625,-218,1.5
307.9375,48.6875,-270,3.375
308.0625,48.5625,-212,1.25
308.0625,48.6875,-250,7.75
308.1875,48.5625,-202,1
308.1875,48.6875,-239,4
308.3125,48.5625,-196,1.5
308.3125,48.6875,-225,2.75
308.4375,48.5625,-189,1.5
308.4375,48.6875,-219,4.25
308.5625,48.5625,-182,1
308.5625,48.6875,-194,3.75
308.6875,48.5625,-185,1.375
308.6875,48.6875,-215,1.75
308.8125,48.5625,-175,1.875
308.8125,48.6875,-220,3.25
308.9375,48.5625,-171,3.25
308.9375,48.6875,-210,2.75
309.0625,48.5625,-166,3
309.0625,48.6875,-213,3
309.1875,48.5625,-160,3.125
309.1875,48.6875,-212,1.625
309.3125,48.5625,-190,1
309.3125,48.6875,-211,1.75
309.4375,48.5625,-191,1.875
309.4375,48.6875,-212,0.75
309.5625,48.5625,-186,1.25
309.5625,48.6875,-209,1
309.6875,48.5625,-184,3
309.6875,48.6875,-206,0.75
309.8125,48.5625,-193,1.75
309.8125,48.6875,-213,0.75
309.9375,48.5625,-205,2.25
309.9375,48.6875,-232,2.5
310.0625,48.5625,-232,3.75
310.0625,48.6875,-313,8.5
310.1875,48.5625,-294,5.125
310.1875,48.6875,-460,18.5
310.3125,48.5625,-370,10.125
310.3125,48.6875,-709,14.375
310.4375,48.5625,-579,27.75
310.4375,48.6875,-958,19.75
310.5625,48.5625,-950,26.75
310.5625,48.6875,-1200,19.75
310.6875,48.5625,-1177,44.5
310.6875,48.6875,-1302,16.75
310.8125,48.5625,-1325,12.375
310.8125,48.6875,-1514,11.375
310.9375,48.5625,-1632,16.125
310.9375,48.6875,-1714,14
311.0625,48.5625,-1599,17.75
311.0625,48.6875,-1810,5
311.1875,48.5625,-1638,10.5
311.1875,48.6875,-1782,10
313.8125,48.5625,-1857,32.25
313.8125,48.6875,-2218,15.5
313.9375,48.5625,-1620,36.75
313.9375,48.6875,-2039,13.25
314.0625,48.5625,-1210,28.375
314.0625,48.6875,-1946,33.125
314.1875,48.5625,-1122,13.625
314.1875,48.6875,-1585,44.625
314.3125,48.5625,-1311,13.25
314.3125,48.6875,-1064,18.25
314.4375,48.5625,-908,18.625
314.4375,48.6875,-979,4.625
314.5625,48.5625,-1092,15.625
314.5625,48.6875,-1096,18.125
314.6875,48.5625,-921,19.25
314.6875,48.6875,-1159,12.625
233.3125,48.8125,-943,42.875
233.3125,48.9375,-457,17.375
233.4375,48.8125,-319,20.25
233.4375,48.9375,-464,95.75
233.5625,48.8125,-208,11.75
233.5625,48.9375,-170,83
233.6875,48.8125,-173,1.25
233.6875,48.9375,-127,7.125
233.8125,48.8125,-130,2.25
233.8125,48.9375,-107,2.25
233.9375,48.8125,-92,1.5
233.9375,48.9375,-69,2
234.0625,48.8125,-72,17.625
234.0625,48.9375,-77,2.25
234.1875,48.8125,-73,5.75
234.1875,48.9375,-49,2.125
234.3125,48.8125,-68,4.375
234.3125,48.9375,-84,42.25
234.4375,48.8125,-71,10.5
234.4375,48.9375,12,15.875
234.5625,48.8125,-81,18.75
234.5625,48.9375,-44,27
234.6875,48.8125,-67,15.75
234.6875,48.9375,15,25.5
295.5625,48.8125,88,34.375
295.5625,48.9375,318,78.375
295.6875,48.8125,-44,21.375
295.6875,48.9375,11,11.125
295.8125,48.8125,-33,6.625
295.8125,48.9375,-144,21
295.9375,48.8125,-95,7.625
295.9375,48.9375,-278,7.75
296.0625,48.8125,-161,4.625
296.0625,48.9375,-262,3.25
296.1875,48.8125,-177,2
296.1875,48.9375,-250,9.375
296.3125,48.8125,-191,9.625
296.3125,48.9375,-283,6.75
296.4375,48.8125,-219,5.875
296.4375,48.9375,-333,15.5
296.5625,48.8125,-235,4.5
296.5625,48.9375,-247,1.5
296.6875,48.8125,-263,2.875
296.6875,48.9375,-287,7
296.8125,48.8125,-284,5.5
296.8125,48.9375,-335,10.5
296.9375,48.8125,-363,6.375
296.9375,48.9375,-310,3.625
306.3125,48.8125,17,25.75
306.3125,48.9375,-21,7.75
306.4375,48.8125,-126,50.75
306.4375,48.9375,-66,39.125
306.5625,48.8125,-303,5
306.5625,48.9375,-173,13
306.6875,48.8125,-295,1
306.6875,48.9375,-298,4.25
306.8125,48.8125,-277,9.625
306.8125,48.9375,-315,2
306.9375,48.8125,-28,38.75
306.9375,48.9375,-251,6.75
307.0625,48.8125,-89,16.625
307.0625,48.9375,-184,11.75
307.1875,48.8125,-134,4
307.1875,48.9375,-223,4.25
307.3125,48.8125,-178,11
307.3125,48.9375,-306,5.625
307.4375,48.8125,-282,6.25
307.4375,48.9375,-329,22.375
307.5625,48.8125,-334,7.625
307.5625,48.9375,-340,2.625
307.6875,48.8125,-315,12.375
307.6875,48.9375,-317,7.875
307.8125,48.8125,-333,2.25
307.8125,48.9375,-313,5.5
307.9375,48.8125,-324,1
307.9375,48.9375,-303,2.125
308.0625,48.8125,-327,3.625
308.0625,48.9375,-330,1.125
308.1875,48.8125,-320,4.875
308.1875,48.9375,-335,1.375
308.3125,48.8125,-276,3
308.3125,48.9375,-309,2.625
308.4375,48.8125,-298,2.375
308.4375,48.9375,-280,1.5
308.5625,48.8125,-302,3.625
308.5625,48.9375,-306,1.875
308.6875,48.8125,-280,4.875
308.6875,48.9375,-312,1
308.8125,48.8125,-272,2.75
308.8125,48.9375,-316,0.5
308.9375,48.8125,-245,3.5
308.9375,48.9375,-298,1.5
309.0625,48.8125,-244,1.75
309.0625,48.9375,-282,2.75
309.1875,48.8125,-237,1.75
309.1875,48.9375,-259,2.75
309.3125,48.8125,-220,1.375
309.3125,48.9375,-248,2.375
309.4375,48.8125,-211,1.125
309.4375,48.9375,-238,2.125
309.5625,48.8125,-207,1
309.5625,48.9375,-237,1.75
309.6875,48.8125,-209,1.375
309.6875,48.9375,-226,1.75
309.8125,48.8125,-219,0.75
309.8125,48.9375,-242,3.625
309.9375,48.8125,-298,9.25
309.9375,48.9375,-502,20.75
310.0625,48.8125,-501,21.375
310.0625,48.9375,-742,14.375
310.1875,48.8125,-728,15.25
310.1875,48.9375,-976,11.75
310.3125,48.8125,-1018,13.875
310.3125,48.9375,-1195,11.375
310.4375,48.8125,-1281,24.25
310.4375,48.9375,-1370,8.375
310.5625,48.8125,-1407,21.375
310.5625,48.9375,-1541,7.875
310.6875,48.8125,-1533,13.25
310.6875,48.9375,-1635,5.75
314.3125,48.8125,-1779,53.125
314.3125,48.9375,-2205,24.5
314.4375,48.8125,-1586,48.25
314.4375,48.9375,-2028,27.5
314.5625,48.8125,-1194,25.25
314.5625,48.9375,-1766,30.875
314.6875,48.8125,-1237,9
314.6875,48.9375,-1431,30
314.8125,48.8125,-1086,7.125
314.8125,48.9375,-1272,10.625
314.9375,48.8125,-1254,5.375
314.9375,48.9375,-1393,22.5
315.0625,48.8125,-1277,2.125
315.0625,48.9375,-1510,17.375
315.1875,48.8125,-1516,30.875
315.1875,48.9375,-1660,30.625
232.8125,49.0625,-2002,186.875
232.8125,49.1875,-1362,71
232.9375,49.0625,-1206,22
232.9375,49.1875,-483,42.375
233.0625,49.0625,-514,38.625
233.0625,49.1875,-210,6.5
233.1875,49.0625,-212,11
233.1875,49.1875,-142,3.25
233.3125,49.0625,-164,4.625
233.3125,49.1875,-125,2.875
233.4375,49.0625,-144,1.375
233.4375,49.1875,-111,0.75
233.5625,49.0625,-131,3.875
233.5625,49.1875,-97,3.875
233.6875,49.0625,-113,3.25
233.6875,49.1875,-67,2.875
233.8125,49.0625,-67,3.875
233.8125,49.1875,-46,2
233.9375,49.0625,-53,0.5
233.9375,49.1875,20,23
295.5625,49.0625,-82,22.5
295.5625,49.1875,-280,0.625
295.6875,49.0625,-254,5.625
295.6875,49.1875,-281,1.25
295.8125,49.0625,-289,1.375
295.8125,49.1875,-325,4.375
295.9375,49.0625,-263,1.375
295.9375,49.1875,-330,4
296.0625,49.0625,-308,4.25
296.0625,49.1875,-337,1.625
296.1875,49.0625,-316,2.75
296.1875,49.1875,-391,1.125
296.3125,49.0625,-363,3.25
296.3125,49.1875,-345,2.75
296.4375,49.0625,-384,4.125
296.4375,49.1875,-264,2.125
306.3125,49.0625,54,18.125
306.3125,49.1875,36,3.375
306.4375,49.0625,-3,11.25
306.4375,49.1875,4,4.375
306.5625,49.0625,-139,35.625
306.5625,49.1875,-12,2.75
306.6875,49.0625,-137,30.5
306.6875,49.1875,-39,8.375
306.8125,49.0625,-277,12.5
306.8125,49.1875,-173,10.75
306.9375,49.0625,-299,16.75
306.9375,49.1875,-225,7.75
307.0625,49.0625,-210,10.375
307.0625,49.1875,-250,6
307.1875,49.0625,-267,16.375
307.1875,49.1875,-314,4.75
307.3125,49.0625,-334,4.375
307.3125,49.1875,-309,5.25
307.4375,49.0625,-305,1.875
307.4375,49.1875,-302,0.75
307.5625,49.0625,-297,1.75
307.5625,49.1875,-302,10.75
307.6875,49.0625,-308,1.5
307.6875,49.1875,-324,3.5
307.8125,49.0625,-304,1.875
307.8125,49.1875,-299,3.25
307.9375,49.0625,-294,2.75
307.9375,49.1875,-291,1.125
308.0625,49.0625,-294,1.875
308.0625,49.1875,-289,2.25
308.1875,49.0625,-300,0.875
308.1875,49.1875,-307,7.625
308.3125,49.0625,-289,2.5
308.3125,49.1875,-309,7.25
308.4375,49.0625,-271,4
308.4375,49.1875,-311,0.875
