"lon","lat","depth","rugosity"
284.5625,37.3125,-23,0.25
284.5625,37.4375,-19,1.625
284.6875,37.3125,-29,0.5
284.6875,37.4375,-29,0.875
284.8125,37.3125,-27,1
284.8125,37.4375,-19,1.375
284.9375,37.3125,-35,0.625
284.9375,37.4375,-33,1
285.0625,37.3125,-38,0.375
285.0625,37.4375,-36,1
285.1875,37.3125,-47,1.25
285.1875,37.4375,-47,1.25
285.3125,37.3125,-65,3.25
285.3125,37.4375,-53,1.375
285.4375,37.3125,-101,1.25
285.4375,37.4375,-67,5.5
285.5625,37.3125,-910,82.125
285.5625,37.4375,-204,83.625
285.6875,37.3125,-1191,33.25
285.6875,37.4375,-1175,65.875
236.8125,37.5625,-1315,67.25
236.8125,37.6875,-1071,75
236.9375,37.5625,-604,59.125
236.9375,37.6875,-87,10.625
237.0625,37.5625,-105,2.125
237.0625,37.6875,-50,3.125
237.1875,37.5625,-75,2
237.1875,37.6875,-61,1.5
237.3125,37.5625,-56,2.375
237.3125,37.6875,-37,1.375
237.4375,37.5625,-34,2.125
237.4375,37.6875,-26,1.125
284.3125,37.5625,-2,0
284.3125,37.6875,14,1.75
284.4375,37.5625,-12,1.375
284.4375,37.6875,-5,2.125
284.5625,37.5625,-14,1.75
284.5625,37.6875,-15,0
284.6875,37.5625,-19,1
284.6875,37.6875,-17,1.375
284.8125,37.5625,-28,1.375
284.8125,37.6875,-24,1.75
284.9375,37.5625,-30,0.875
284.9375,37.6875,-28,2
285.0625,37.5625,-34,1
285.0625,37.6875,-32,2.25
285.1875,37.5625,-40,0.75
285.1875,37.6875,-43,0.125
285.3125,37.5625,-54,1.875
285.3125,37.6875,-53,0.5
285.4375,37.5625,-65,0.375
285.4375,37.6875,-55,0.5
285.5625,37.5625,-79,3
285.5625,37.6875,-65,0.25
285.6875,37.5625,-244,56.875
285.6875,37.6875,-102,1.5
285.8125,37.5625,-1040,50.625
285.8125,37.6875,-384,67.875
285.9375,37.5625,-1186,43.875
285.9375,37.6875,-1218,46.875
236.5625,37.8125,-1341,93
236.5625,37.9375,-121,38.375
236.6875,37.8125,-161,80.625
236.6875,37.9375,-101,5.375
236.8125,37.8125,-62,4.25
236.8125,37.9375,-95,2.625
236.9375,37.8125,-78,1.625
236.9375,37.9375,-74,3.125
237.0625,37.8125,-64,1.25
237.0625,37.9375,-55,1.875
237.1875,37.8125,-50,0.875
237.1875,37.9375,-35,1.5
284.3125,37.8125,3,2.75
284.3125,37.9375,-2,0.25
284.4375,37.8125,10,2.875
284.4375,37.9375,14,3.5
284.5625,37.8125,-10,0.375
284.5625,37.9375,-3,1.125
284.6875,37.8125,-11,1.125
284.6875,37.9375,-1,2.25
284.8125,37.8125,-17,2.25
284.8125,37.9375,-17,1.25
284.9375,37.8125,-26,0.875
284.9375,37.9375,-22,1
285.0625,37.8125,-30,0.375
285.0625,37.9375,-25,2.25
285.1875,37.8125,-39,1.375
285.1875,37.9375,-32,0.75
285.3125,37.8125,-42,1.125
285.3125,37.9375,-38,1.375
285.4375,37.8125,-54,0.75
285.4375,37.9375,-47,1.5
285.5625,37.8125,-60,0.875
285.5625,37.9375,-56,0.75
285.6875,37.8125,-74,2.125
285.6875,37.9375,-67,1
285.8125,37.8125,-118,4.25
285.8125,37.9375,-87,4.625
285.9375,37.8125,-908,63.5
285.9375,37.9375,-129,2.75
286.0625,37.8125,-1287,94.875
286.0625,37.9375,-436,81.125
286.1875,37.8125,-1332,43.25
286.1875,37.9375,-1382,49.75
236.3125,38.0625,-2546,154.875
236.3125,38.1875,-2005,83.25
236.4375,38.0625,-1035,95.5
236.4375,38.1875,-649,50.25
236.5625,38.0625,-110,17.25
236.5625,38.1875,-354,21.375
236.6875,38.0625,-137,4.125
236.6875,38.1875,-132,3.375
236.8125,38.0625,-100,3.125
236.8125,38.1875,-96,1.875
236.9375,38.0625,-60,2.25
236.9375,38.1875,-75,1.5
284.8125,38.0625,-9,1.375
284.8125,38.1875,-2,0
284.9375,38.0625,-13,1.75
284.9375,38.1875,-19,1.875
285.0625,38.0625,-24,1.75
285.0625,38.1875,-18,1.875
285.1875,38.0625,-20,2.875
285.1875,38.1875,-17,2.25
285.3125,38.0625,-26,3.875
285.3125,38.1875,-29,2.75
285.4375,38.0625,-39,0.25
285.4375,38.1875,-35,1.875
285.5625,38.0625,-38,2
285.5625,38.1875,-38,0.5
285.6875,38.0625,-51,2.75
285.6875,38.1875,-52,2.25
285.8125,38.0625,-69,1.625
285.8125,38.1875,-63,2.375
285.9375,38.0625,-100,3.625
285.9375,38.1875,-72,0.75
286.0625,38.0625,-122,3.25
286.0625,38.1875,-77,2.75
286.1875,38.0625,-579,81.5
286.1875,38.1875,-127,8.625
286.3125,38.0625,-1136,60.625
286.3125,38.1875,-287,81.75
286.4375,38.0625,-1614,33.5
286.4375,38.1875,-1224,82.875
236.3125,38.3125,-1346,89.75
236.3125,38.4375,-773,46.75
236.4375,38.3125,-466,57.5
236.4375,38.4375,-191,3.125
236.5625,38.3125,-189,8.25
236.5625,38.4375,-131,2.75
236.6875,38.3125,-116,2.875
236.6875,38.4375,-98,1.75
236.8125,38.3125,-89,0.75
236.8125,38.4375,-44,7.625
236.9375,38.3125,23,16.5
236.9375,38.4375,141,70.125
284.0625,38.3125,-2,0.125
284.0625,38.4375,2,2.125
284.1875,38.3125,3,0.25
284.1875,38.4375,-2,3.25
284.8125,38.3125,8,2
284.8125,38.4375,7,1.375
284.9375,38.3125,-11,1.75
284.9375,38.4375,3,2.25
285.0625,38.3125,-19,1.125
285.0625,38.4375,-12,2.375
285.1875,38.3125,-19,1
285.1875,38.4375,-22,1
285.3125,38.3125,-27,1.75
285.3125,38.4375,-31,2
285.4375,38.3125,-38,1.625
285.4375,38.4375,-31,0.25
285.5625,38.3125,-35,1.625
285.5625,38.4375,-40,1.625
285.6875,38.3125,-46,1
285.6875,38.4375,-41,1
285.8125,38.3125,-58,1.5
285.8125,38.4375,-50,0.75
285.9375,38.3125,-64,0.25
285.9375,38.4375,-56,0.5
286.0625,38.3125,-69,1.25
286.0625,38.4375,-57,0.25
286.1875,38.3125,-91,3.5
286.1875,38.4375,-62,0.875
286.3125,38.3125,-120,2.5
286.3125,38.4375,-77,3.5
286.4375,38.3125,-318,80
286.4375,38.4375,-220,84.75
286.5625,38.3125,-1379,69.125
286.5625,38.4375,-108,2.625
286.6875,38.3125,-1692,49.625
286.6875,38.4375,-788,106.375
236.0625,38.5625,-2243,82.625
236.0625,38.6875,-1664,72.75
236.1875,38.5625,-1669,130.875
236.1875,38.6875,-552,96.5
236.3125,38.5625,-300,53.125
236.3125,38.6875,-136,3.625
236.4375,38.5625,-147,3.75
236.4375,38.6875,-96,3.25
236.5625,38.5625,-100,2.5
236.5625,38.6875,1,30.625
236.6875,38.5625,108,83
236.6875,38.6875,181,40.375
284.8125,38.5625,3,2
284.8125,38.6875,10,1.875
284.9375,38.5625,3,4.125
284.9375,38.6875,-8,4
285.0625,38.5625,-16,0.25
285.0625,38.6875,-17,0.375
285.1875,38.5625,-25,0.75
285.1875,38.6875,-14,1.125
285.3125,38.5625,-19,0.5
285.3125,38.6875,-23,1.625
285.4375,38.5625,-31,1.25
285.4375,38.6875,-33,1.625
285.5625,38.5625,-41,0.75
285.5625,38.6875,-30,1.125
285.6875,38.5625,-45,0.375
285.6875,38.6875,-40,1.75
285.8125,38.5625,-51,1.25
285.8125,38.6875,-44,0.75
285.9375,38.5625,-55,0.625
285.9375,38.6875,-49,1.375
286.0625,38.5625,-52,0.75
286.0625,38.6875,-45,0.375
286.1875,38.5625,-56,0.125
286.1875,38.6875,-48,0.25
286.3125,38.5625,-62,0.125
286.3125,38.6875,-57,1.25
286.4375,38.5625,-69,0.625
286.4375,38.6875,-62,1
286.5625,38.5625,-80,0.75
286.5625,38.6875,-73,0.625
286.6875,38.5625,-114,3.5
286.6875,38.6875,-81,1.375
286.8125,38.5625,-540,93.5
286.8125,38.6875,-119,3.875
286.9375,38.5625,-1706,144.25
286.9375,38.6875,-393,76.625
236.0625,38.8125,-1077,134.75
236.0625,38.9375,-223,51.875
236.1875,38.8125,-140,7.25
236.1875,38.9375,-102,2.375
236.3125,38.8125,-86,5.125
236.3125,38.9375,21,20.375
236.4375,38.8125,255,70.5
236.4375,38.9375,371,105.375
284.8125,38.8125,-2,1.625
284.8125,38.9375,-12,5
284.9375,38.8125,-20,3.5
284.9375,38.9375,-9,1.25
285.0625,38.8125,-11,0.375
285.0625,38.9375,3,2.625
285.1875,38.8125,-16,0.875
285.1875,38.9375,-9,1.75
285.3125,38.8125,-21,0.5
285.3125,38.9375,-13,0.75
285.4375,38.8125,-20,1.5
285.4375,38.9375,-16,1.25
285.5625,38.8125,-23,2.25
285.5625,38.9375,-23,1.125
285.6875,38.8125,-40,0.5
285.6875,38.9375,-35,0.625
285.8125,38.8125,-41,1.25
285.8125,38.9375,-37,1.125
285.9375,38.8125,-45,0.5
285.9375,38.9375,-37,0.875
286.0625,38.8125,-42,0.5
286.0625,38.9375,-39,0.5
286.1875,38.8125,-45,0.5
286.1875,38.9375,-40,0.125
286.3125,38.8125,-52,0.75
286.3125,38.9375,-46,0.75
286.4375,38.8125,-53,1.125
286.4375,38.9375,-47,1.125
286.5625,38.8125,-64,1.875
286.5625,38.9375,-59,3.25
286.6875,38.8125,-74,0.125
286.6875,38.9375,-64,0.875
286.8125,38.8125,-78,1
286.8125,38.9375,-78,2
286.9375,38.8125,-99,13.5
286.9375,38.9375,-79,0.875
287.0625,38.8125,-404,77.75
287.0625,38.9375,-101,3.875
287.1875,38.8125,-1315,35.875
287.1875,38.9375,-465,65.125
235.8125,39.0625,-1151,47
235.8125,39.1875,-1164,39.75
235.9375,39.0625,-678,83.875
235.9375,39.1875,-629,37.125
236.0625,39.0625,-157,27.875
236.0625,39.1875,-156,11.375
236.1875,39.0625,-95,3.25
236.1875,39.1875,-97,12.375
285.0625,39.0625,-3,0.25
285.0625,39.1875,-2,0
285.1875,39.0625,-2,2
285.1875,39.1875,2,4
285.3125,39.0625,-13,1
285.3125,39.1875,-2,0.75
285.4375,39.0625,-13,1.625
285.4375,39.1875,-11,1.875
285.5625,39.0625,-20,2
285.5625,39.1875,-17,0.625
285.6875,39.0625,-24,0.75
285.6875,39.1875,-20,0.875
285.8125,39.0625,-31,0.875
285.8125,39.1875,-22,1
285.9375,39.0625,-31,1.5
285.9375,39.1875,-21,2.875
286.0625,39.0625,-38,0.75
286.0625,39.1875,-34,1.125
286.1875,39.0625,-40,2.875
286.1875,39.1875,-40,2.25
286.3125,39.0625,-38,2
286.3125,39.1875,-37,2.5
286.4375,39.0625,-51,1.25
286.4375,39.1875,-43,1.375
286.5625,39.0625,-55,0.625
286.5625,39.1875,-51,0.5
286.6875,39.0625,-63,1
286.6875,39.1875,-57,1.875
286.8125,39.0625,-70,0.5
286.8125,39.1875,-66,1.125
286.9375,39.0625,-76,2.5
286.9375,39.1875,-69,1.75
287.0625,39.0625,-83,1
287.0625,39.1875,-80,1
287.1875,39.0625,-122,4.375
287.1875,39.1875,-91,2.25
287.3125,39.0625,-454,60.875
287.3125,39.1875,-130,1.75
287.4375,39.0625,-1124,132.875
287.4375,39.1875,-171,29.375
287.5625,39.0625,-1275,55.875
287.5625,39.1875,-484,61
287.6875,39.0625,-1422,35.625
287.6875,39.1875,-747,42.375
235.8125,39.3125,-1002,25.625
235.8125,39.4375,-1025,18.75
235.9375,39.3125,-616,16.25
235.9375,39.4375,-645,17.25
236.0625,39.3125,-155,8.5
236.0625,39.4375,-142,4.375
236.1875,39.3125,-9,19.75
236.1875,39.4375,16,13.25
285.3125,39.3125,1,0.75
285.3125,39.4375,19,2.875
285.4375,39.3125,1,2.375
285.4375,39.4375,17,2.25
285.5625,39.3125,-9,1
285.5625,39.4375,-2,0
285.6875,39.3125,-16,0.625
285.6875,39.4375,-4,1.5
285.8125,39.3125,-21,1.375
285.8125,39.4375,-15,1.125
285.9375,39.3125,-24,1.125
285.9375,39.4375,-21,0.75
286.0625,39.3125,-31,0.5
286.0625,39.4375,-25,0.625
286.1875,39.3125,-37,1.875
286.1875,39.4375,-29,1
286.3125,39.3125,-38,1.125
286.3125,39.4375,-36,1.25
286.4375,39.3125,-44,0.75
286.4375,39.4375,-34,2.25
286.5625,39.3125,-42,1.125
286.5625,39.4375,-32,1
286.6875,39.3125,-50,0.625
286.6875,39.4375,-33,1.875
286.8125,39.3125,-63,0.625
286.8125,39.4375,-57,3.625
286.9375,39.3125,-68,1.125
286.9375,39.4375,-65,1.125
287.0625,39.3125,-62,3.125
287.0625,39.4375,-59,2.625
287.1875,39.3125,-78,1.125
287.1875,39.4375,-70,2
287.3125,39.3125,-114,2.375
287.3125,39.4375,-83,0.75
287.4375,39.3125,-137,1.25
287.4375,39.4375,-110,4.75
287.5625,39.3125,-143,2.25
287.5625,39.4375,-125,1.375
287.6875,39.3125,-224,13.875
287.6875,39.4375,-155,8.5
287.8125,39.3125,-487,28.125
287.8125,39.4375,-1147,84.625
287.9375,39.3125,-1437,157.5
287.9375,39.4375,-530,27.75
235.8125,39.5625,-1278,84
235.8125,39.6875,-1204,58.125
235.9375,39.5625,-694,94.125
235.9375,39.6875,-585,37
236.0625,39.5625,-173,68.125
236.0625,39.6875,-142,3.125
236.1875,39.5625,-59,8.875
236.1875,39.6875,-25,11
285.8125,39.5625,-15,2
285.8125,39.6875,-9,7.625
285.9375,39.5625,-17,1.25
285.9375,39.6875,-13,1.25
286.0625,39.5625,-24,0.875
286.0625,39.6875,-23,0.625
286.1875,39.5625,-23,1.75
286.1875,39.6875,-20,1.625
286.3125,39.5625,-28,1.375
286.3125,39.6875,-27,1.75
286.4375,39.5625,-35,0.75
286.4375,39.6875,-36,1.5
286.5625,39.5625,-31,1.75
286.5625,39.6875,-32,0.875
286.6875,39.5625,-36,0.375
286.6875,39.6875,-39,1
286.8125,39.5625,-39,0.625
286.8125,39.6875,-45,2
286.9375,39.5625,-57,4.25
286.9375,39.6875,-49,0.75
287.0625,39.5625,-59,1.25
287.0625,39.6875,-65,0.875
287.1875,39.5625,-63,0.75
287.1875,39.6875,-70,0.75
287.3125,39.5625,-73,2.625
287.3125,39.6875,-71,0.75
287.4375,39.5625,-81,1.5
287.4375,39.6875,-76,1.125
287.5625,39.5625,-213,80.75
287.5625,39.6875,-85,4
287.6875,39.5625,-116,2.875
287.6875,39.6875,-116,2.5
287.8125,39.5625,-149,2
287.8125,39.6875,-128,4.625
287.9375,39.5625,-266,19.5
287.9375,39.6875,-149,3.375
288.0625,39.5625,-555,28.625
288.0625,39.6875,-291,16.75
288.1875,39.5625,-1240,84.75
288.1875,39.6875,-526,33.125
235.0625,39.8125,-1671,35.125
235.0625,39.9375,-1549,23.625
235.1875,39.8125,-1452,9.25
235.1875,39.9375,-1292,12.25
235.3125,39.8125,-1406,28.625
235.3125,39.9375,-1166,12.75
235.4375,39.8125,-1486,49.75
235.4375,39.9375,-1194,24.875
235.8125,39.8125,-660,28.5
235.8125,39.9375,-448,100.875
235.9375,39.8125,-207,32.375
235.9375,39.9375,-34,5.875
236.0625,39.8125,-112,6.625
236.0625,39.9375,444,68.75
236.1875,39.8125,428,90
236.1875,39.9375,406,58
285.8125,39.8125,4,1.75
285.8125,39.9375,9,5.25
285.9375,39.8125,-11,1.375
285.9375,39.9375,-9,6.875
286.0625,39.8125,-22,0.5
286.0625,39.9375,-21,0.875
286.1875,39.8125,-24,0.5
286.1875,39.9375,-26,0.5
286.3125,39.8125,-28,1
286.3125,39.9375,-31,0.75
286.4375,39.8125,-35,0.375
286.4375,39.9375,-30,0.625
286.5625,39.8125,-36,0.5
286.5625,39.9375,-42,0.125
286.6875,39.8125,-42,0.125
286.6875,39.9375,-55,4.125
286.8125,39.8125,-43,1.75
286.8125,39.9375,-78,3.875
286.9375,39.8125,-61,2.75
286.9375,39.9375,-53,2.875
287.0625,39.8125,-70,1.25
287.0625,39.9375,-51,0.75
287.1875,39.8125,-64,2.875
287.1875,39.9375,-54,0.25
287.3125,39.8125,-55,0.375
287.3125,39.9375,-56,0
287.4375,39.8125,-61,1.75
287.4375,39.9375,-61,0.625
287.5625,39.8125,-79,1.5
287.5625,39.9375,-69,0.75
287.6875,39.8125,-85,1.125
287.6875,39.9375,-77,0.875
287.8125,39.8125,-88,1.125
287.8125,39.9375,-83,0.5
287.9375,39.8125,-106,2.625
287.9375,39.9375,-85,0.875
288.0625,39.8125,-147,3.125
288.0625,39.9375,-98,2.375
288.1875,39.8125,-226,11.625
288.1875,39.9375,-113,2
288.3125,39.8125,-476,38.125
288.3125,39.9375,-126,6.25
288.4375,39.8125,-568,22.5
288.4375,39.9375,-144,11.875
288.5625,39.8125,-663,99.625
288.5625,39.9375,-237,20.375
288.6875,39.8125,-868,45.125
288.6875,39.9375,-411,32
288.8125,39.8125,-946,63.125
288.8125,39.9375,-423,18.375
288.9375,39.8125,-1109,84.5
288.9375,39.9375,-434,27.25
289.0625,39.8125,-1178,66.625
289.0625,39.9375,-462,20.75
289.1875,39.8125,-1172,89.125
289.1875,39.9375,-484,20.875
289.3125,39.8125,-1154,85.125
289.3125,39.9375,-415,19.5
289.4375,39.8125,-1125,122.375
289.4375,39.9375,-412,19.75
289.5625,39.8125,-1090,57.875
289.5625,39.9375,-438,29.5
289.6875,39.8125,-1369,96.5
289.6875,39.9375,-461,32.25
289.8125,39.8125,-1166,66.75
289.8125,39.9375,-435,43
289.9375,39.8125,-1110,63.25
289.9375,39.9375,-301,20
290.0625,39.8125,-1258,119.375
290.0625,39.9375,-357,77.125
290.1875,39.8125,-1526,143.25
290.1875,39.9375,-176,33
290.3125,39.8125,-1336,117.25
290.3125,39.9375,-166,22.25
290.4375,39.8125,-1739,63.375
290.4375,39.9375,-213,25.25
290.5625,39.8125,-1818,35.375
290.5625,39.9375,-214,40
290.6875,39.8125,-1643,36.125
290.6875,39.9375,-527,110.875
290.8125,39.8125,-1728,28.625
290.8125,39.9375,-805,94.625
290.9375,39.8125,-1782,28.375
290.9375,39.9375,-1251,133.75
235.0625,40.0625,-1277,18.25
235.0625,40.1875,-1006,11.75
235.1875,40.0625,-1157,28.875
235.1875,40.1875,-879,17.75
235.3125,40.0625,-959,11.875
235.3125,40.1875,-804,16.125
235.4375,40.0625,-892,14.875
235.4375,40.1875,-602,24.375
235.5625,40.0625,-756,23
235.5625,40.1875,-260,65.5
235.6875,40.0625,-493,40.625
235.6875,40.1875,-49,10.75
235.8125,40.0625,-125,10.625
235.8125,40.1875,842,149.625
235.9375,40.0625,407,80.125
235.9375,40.1875,310,68.5
285.8125,40.0625,17,3
285.8125,40.1875,25,3.875
285.9375,40.0625,-2,2.375
285.9375,40.1875,20,6.875
286.0625,40.0625,-20,0.375
286.0625,40.1875,-15,2.125
286.1875,40.0625,-25,1.75
286.1875,40.1875,-28,0.875
286.3125,40.0625,-32,0.375
286.3125,40.1875,-37,3.5
286.4375,40.0625,-42,2.375
286.4375,40.1875,-37,0.75
286.5625,40.0625,-54,6.875
286.5625,40.1875,-36,1
286.6875,40.0625,-44,0.75
286.6875,40.1875,-40,1.125
286.8125,40.0625,-43,1.375
286.8125,40.1875,-41,0.625
286.9375,40.0625,-46,0.5
286.9375,40.1875,-44,0.75
287.0625,40.0625,-51,1
287.0625,40.1875,-47,0.625
287.1875,40.0625,-54,0.625
287.1875,40.1875,-52,0.5
287.3125,40.0625,-57,1.5
287.3125,40.1875,-57,1
287.4375,40.0625,-58,0.625
287.4375,40.1875,-61,0.75
287.5625,40.0625,-63,1
287.5625,40.1875,-65,0.5
287.6875,40.0625,-73,1
287.6875,40.1875,-66,0.75
287.8125,40.0625,-74,1.375
287.8125,40.1875,-69,0.625
287.9375,40.0625,-74,1.125
287.9375,40.1875,-64,0.375
288.0625,40.0625,-78,1
288.0625,40.1875,-75,1
288.1875,40.0625,-85,0.875
288.1875,40.1875,-77,0.875
288.3125,40.0625,-91,0.625
288.3125,40.1875,-83,0.375
288.4375,40.0625,-92,1.375
288.4375,40.1875,-86,0.5
288.5625,40.0625,-92,1
288.5625,40.1875,-86,0.25
288.6875,40.0625,-131,6.875
288.6875,40.1875,-92,0.75
288.8125,40.0625,-193,7.75
288.8125,40.1875,-119,2.625
288.9375,40.0625,-203,6.25
288.9375,40.1875,-130,2
289.0625,40.0625,-192,8.75
289.0625,40.1875,-132,1.5
289.1875,40.0625,-161,10
289.1875,40.1875,-129,1
289.3125,40.0625,-132,2.625
289.3125,40.1875,-124,1
289.4375,40.0625,-135,10.125
289.4375,40.1875,-120,0.375
289.5625,40.0625,-202,11.875
289.5625,40.1875,-114,1.75
289.6875,40.0625,-169,6.25
289.6875,40.1875,-108,1.375
289.8125,40.0625,-258,30.625
289.8125,40.1875,-102,1.125
289.9375,40.0625,-154,2.375
289.9375,40.1875,-101,1.25
290.0625,40.0625,-141,1.5
290.0625,40.1875,-97,1.25
290.1875,40.0625,-121,3.5
290.1875,40.1875,-92,0.75
290.3125,40.0625,-111,2.5
290.3125,40.1875,-85,9.125
290.4375,40.0625,-106,1.875
290.4375,40.1875,-84,1.125
290.5625,40.0625,-98,1.125
290.5625,40.1875,-84,1.25
290.6875,40.0625,-103,1.125
290.6875,40.1875,-92,0.5
290.8125,40.0625,-148,7.125
290.8125,40.1875,-102,1.5
290.9375,40.0625,-269,101.875
290.9375,40.1875,-261,63
291.0625,40.0625,-197,25.75
291.0625,40.1875,-130,2
291.1875,40.0625,-968,99.875
291.1875,40.1875,-139,4.5
291.3125,40.0625,-581,133.5
291.3125,40.1875,-149,4.625
291.4375,40.0625,-745,128.375
291.4375,40.1875,-182,9
291.5625,40.0625,-1444,124.875
291.5625,40.1875,-246,47.25
291.6875,40.0625,-1769,67.5
291.6875,40.1875,-335,64.25
235.0625,40.3125,-953,55.625
235.0625,40.4375,-2469,21.25
235.1875,40.3125,-464,120.875
235.1875,40.4375,-2172,57.625
235.3125,40.3125,-1176,115.5
235.3125,40.4375,-1095,70.25
235.4375,40.3125,-1283,124.625
235.4375,40.4375,-105,5.875
235.5625,40.3125,-73,64.125
235.5625,40.4375,-13,5.5
235.6875,40.3125,144,71.375
235.6875,40.4375,456,102.125
285.8125,40.3125,38,4.625
285.8125,40.4375,7,3.375
285.9375,40.3125,9,3.25
285.9375,40.4375,-2,1.125
286.0625,40.3125,-15,0.75
286.0625,40.4375,-14,1.75
286.1875,40.3125,-40,4.25
286.1875,40.4375,-30,0.875
286.3125,40.3125,-24,0.375
286.3125,40.4375,-24,0.625
286.4375,40.3125,-22,3.125
286.4375,40.4375,-23,0.25
286.5625,40.3125,-30,0.75
286.5625,40.4375,-25,0.875
286.6875,40.3125,-32,0.875
286.6875,40.4375,-30,1.625
286.8125,40.3125,-37,0.25
286.8125,40.4375,-30,0.875
286.9375,40.3125,-40,1.125
286.9375,40.4375,-35,1.125
287.0625,40.3125,-47,3.25
287.0625,40.4375,-39,0.625
287.1875,40.3125,-48,0.125
287.1875,40.4375,-41,0.25
287.3125,40.3125,-56,4.25
287.3125,40.4375,-46,1.125
287.4375,40.3125,-50,0.75
287.4375,40.4375,-44,0.75
287.5625,40.3125,-53,1
287.5625,40.4375,-48,0.5
287.6875,40.3125,-55,0.625
287.6875,40.4375,-55,0.5
287.8125,40.3125,-59,1.25
287.8125,40.4375,-58,0.25
287.9375,40.3125,-62,0.75
287.9375,40.4375,-61,0.75
288.0625,40.3125,-64,0.5
288.0625,40.4375,-68,0
288.1875,40.3125,-71,0.75
288.1875,40.4375,-70,0.5
288.3125,40.3125,-80,0.5
288.3125,40.4375,-77,0.25
288.4375,40.3125,-82,0.375
288.4375,40.4375,-78,0.25
288.5625,40.3125,-82,0.375
288.5625,40.4375,-71,0.5
288.6875,40.3125,-84,1.5
288.6875,40.4375,-75,0.375
288.8125,40.3125,-89,0.75
288.8125,40.4375,-79,0.875
288.9375,40.3125,-95,0.625
288.9375,40.4375,-82,0.75
289.0625,40.3125,-102,2.25
289.0625,40.4375,-82,0.375
289.1875,40.3125,-109,2.125
289.1875,40.4375,-81,1
289.3125,40.3125,-104,1.75
289.3125,40.4375,-80,0.75
289.4375,40.3125,-98,1.625
289.4375,40.4375,-77,0.75
289.5625,40.3125,-92,0.875
289.5625,40.4375,-74,0.625
289.6875,40.3125,-88,0.75
289.6875,40.4375,-70,1.25
289.8125,40.3125,-84,2.5
289.8125,40.4375,-72,0.875
289.9375,40.3125,-86,0.75
289.9375,40.4375,-72,0.75
290.0625,40.3125,-84,0.625
290.0625,40.4375,-69,10.625
290.1875,40.3125,-79,0.625
290.1875,40.4375,-74,0.25
290.3125,40.3125,-73,0.5
290.3125,40.4375,-69,0.25
290.4375,40.3125,-72,0.5
290.4375,40.4375,-64,0
290.5625,40.3125,-76,0.125
290.5625,40.4375,-66,0.75
290.6875,40.3125,-81,0.5
290.6875,40.4375,-73,1.25
290.8125,40.3125,-87,0.5
290.8125,40.4375,-77,1.5
290.9375,40.3125,-92,1.25
290.9375,40.4375,-78,0.375
291.0625,40.3125,-90,1.125
291.0625,40.4375,-76,0.75
291.1875,40.3125,-92,1.25
291.1875,40.4375,-76,1.125
291.3125,40.3125,-97,2
291.3125,40.4375,-82,0.875
291.4375,40.3125,-105,1.5
291.4375,40.4375,-89,0.625
291.5625,40.3125,-131,5.25
291.5625,40.4375,-96,0.75
291.6875,40.3125,-155,4.875
291.6875,40.4375,-110,1.5
291.8125,40.3125,-188,9.75
291.8125,40.4375,-143,4.5
291.9375,40.3125,-234,56.5
291.9375,40.4375,-139,0.875
292.0625,40.3125,-209,38.125
292.0625,40.4375,-193,27.125
292.1875,40.3125,-406,86.25
292.1875,40.4375,-148,9.125
292.3125,40.3125,-892,152.375
292.3125,40.4375,-151,30.375
292.4375,40.3125,-953,100.125
292.4375,40.4375,-145,4.75
292.5625,40.3125,-1220,77.75
292.5625,40.4375,-259,40.5
292.6875,40.3125,-1523,76.25
292.6875,40.4375,-347,52.625
292.8125,40.3125,-1928,42.375
292.8125,40.4375,-969,115.75
292.9375,40.3125,-2048,32
292.9375,40.4375,-1527,96.25
235.3125,40.5625,-326,48.375
235.3125,40.6875,-881,34.25
235.4375,40.5625,-127,9.625
235.4375,40.6875,-568,59.75
235.5625,40.5625,-45,2.125
235.5625,40.6875,-58,5.125
235.6875,40.5625,148,42.625
235.6875,40.6875,-21,3.375
286.0625,40.5625,-5,1.875
286.0625,40.6875,19,2.25
286.1875,40.5625,-9,1
286.1875,40.6875,13,2.25
286.3125,40.5625,-11,2.375
286.3125,40.6875,11,2.25
286.4375,40.5625,-11,2.25
286.4375,40.6875,16,2.375
286.5625,40.5625,-15,1.25
286.5625,40.6875,11,1.875
286.6875,40.5625,-20,0.875
286.6875,40.6875,1,2.5
286.8125,40.5625,-24,1
286.8125,40.6875,-2,0.125
286.9375,40.5625,-26,0.25
286.9375,40.6875,-2,0.25
287.0625,40.5625,-28,1.625
287.0625,40.6875,-16,3.25
287.1875,40.5625,-32,2
287.1875,40.6875,-26,0.75
287.3125,40.5625,-38,0
287.3125,40.6875,-30,1.125
287.4375,40.5625,-40,0.75
287.4375,40.6875,-31,0.625
287.5625,40.5625,-43,0.5
287.5625,40.6875,-36,0.5
287.6875,40.5625,-48,1.25
287.6875,40.6875,-42,1.125
287.8125,40.5625,-52,0.625
287.8125,40.6875,-45,0.375
287.9375,40.5625,-54,0.5
287.9375,40.6875,-48,0.75
288.0625,40.5625,-58,1
288.0625,40.6875,-50,0.5
288.1875,40.5625,-65,0.75
288.1875,40.6875,-54,0.375
288.3125,40.5625,-71,1
288.3125,40.6875,-68,0.375
288.4375,40.5625,-73,0.125
288.4375,40.6875,-65,0.5
288.5625,40.5625,-67,0.375
288.5625,40.6875,-61,0.5
288.6875,40.5625,-65,0.625
