taxon,species,genus,family,order,class,superclass,subphylum,phylum,kingdom,name,common,genusspecies,newname
Cryptacanthodes giganteus,giganteus,Cryptacanthodes,Cryptacanthodidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Cryptacanthodes giganteus,giant wrymouth,Cryptacanthodes giganteus,Cryptacanthodes giganteus
Cryptacanthodesgiganteus,giganteus,Cryptacanthodes,Cryptacanthodidae,Perciformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Cryptacanthodes giganteus,giant wrymouth,Cryptacanthodes giganteus,Cryptacanthodes giganteus
Metridium farcimen,farcimen,Metridium,Metridiidae,Actiniaria,Anthozoa,NA,Anthozoa,Cnidaria,Animalia,Metridium farcimen,gigantic anemone,Metridium farcimen,Metridium farcimen
PASIPHAEA  SP,NA,Pasiphaea,Pasiphaeidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Pasiphaea spp.,glass shrimps,Pasiphaea NA,Pasiphaea spp.
PASIPHAEA  SP.,NA,Pasiphaea,Pasiphaeidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Pasiphaea spp.,glass shrimps,Pasiphaea NA,Pasiphaea spp.
BATHYLAGUS EURYOPS,euryops,Bathylagus,Bathylagidae,Osmeriformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Bathylagus euryops,goiter blacksmelt,Bathylagus euryops,Bathylagus euryops
Lithodes aequispinus,aequispinus,Lithodes,Lithodidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Lithodes aequispinus,golden king crab,Lithodes aequispinus,Lithodes aequispinus
Lithodesaequispinus,aequispinus,Lithodes,Lithodidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Lithodes aequispinus,golden king crab,Lithodes aequispinus,Lithodes aequispinus
SEBASTES MARINUS,norvegicus,Sebastes,Sebastidae,Scorpaeniformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Sebastes norvegicus,golden redfish,Sebastes norvegicus,Sebastes norvegicus
LOPHIUS AMERICANUS,americanus,Lophius,Lophiidae,Lophiiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Lophius americanus,goosefish,Lophius americanus,Lophius americanus
Lophius americanus,americanus,Lophius,Lophiidae,Lophiiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Lophius americanus,goosefish,Lophius americanus,Lophius americanus
Oregonia gracilis,gracilis,Oregonia,Oregoniidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Oregonia gracilis,graceful decorator crab,Oregonia gracilis,Oregonia gracilis
Oregoniagracilis,gracilis,Oregonia,Oregoniidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Oregonia gracilis,graceful decorator crab,Oregonia gracilis,Oregonia gracilis
Leptasterias polaris,polaris,Leptasterias,Asteriidae,Forcipulatida,Asteroidea,NA,Asterozoa,Echinodermata,Animalia,Leptasterias polaris,polar six-rayed star,Leptasterias polaris,Leptasterias polaris
Crangon communis,communis,Neocrangon,Crangonidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Crangon communis,gray shrimp,Neocrangon communis,Neocrangon communis
BALISTES CAPRISCUS,capriscus,Balistes,Balistidae,Tetraodontiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Balistes capriscus,gray triggerfish,Balistes capriscus,Balistes capriscus
Myoxocephalus polyacanthocephalus,polyacanthocephalus,Myoxocephalus,Cottidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Myoxocephalus polyacanthocephalus,great sculpin,Myoxocephalus polyacanthocephalus,Myoxocephalus polyacanthocephalus
Crepidula grandis,grandis,Crepidula,Calyptraeidae,Neotaenioglossa,Gastropoda,NA,NA,Mollusca,Animalia,Crepidula grandis,great slippersnail,Crepidula grandis,Crepidula grandis
SERIOLA DUMERILI,dumerili,Seriola,Carangidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Seriola dumerili,greater amberjack,Seriola dumerili,Seriola dumerili
Pododesmus macrochisma,macrochisma,Pododesmus,Anomiidae,Ostreoida,Bivalvia,NA,NA,Mollusca,Animalia,Pododesmus macrochisma,green falsejingle,Pododesmus macrochisma,Pododesmus macrochisma
Strongylocentrotus droebachiensis,droebachiensis,Strongylocentrotus,Strongylocentrotidae,Camarodonta,Echinoidea,NA,Echinozoa,Echinodermata,Animalia,Strongylocentrotus droebachiensis,green sea urchin,Strongylocentrotus droebachiensis,Strongylocentrotus droebachiensis
Strongylocentrotusdroebachiensis,droebachiensis,Strongylocentrotus,Strongylocentrotidae,Camarodonta,Echinoidea,NA,Echinozoa,Echinodermata,Animalia,Strongylocentrotus droebachiensis,green sea urchin,Strongylocentrotus droebachiensis,Strongylocentrotus droebachiensis
Sebastes chlorostictus,chlorostictus,Sebastes,Sebastidae,Scorpaeniformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Sebastes chlorostictus,greenspotted rockfish,Sebastes chlorostictus,Sebastes chlorostictus
Sebastes elongatus,elongatus,Sebastes,Sebastidae,Scorpaeniformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Sebastes elongatus,greenstriped rockfish,Sebastes elongatus,Sebastes elongatus
Sebasteselongatus,elongatus,Sebastes,Sebastidae,Scorpaeniformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Sebastes elongatus,greenstriped rockfish,Sebastes elongatus,Sebastes elongatus
Chionoecetes tanneri,tanneri,Chionoecetes,Oregoniidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Chionoecetes tanneri,grooved Tanner crab,Chionoecetes tanneri,Chionoecetes tanneri
Rhamphocottus richardsoni,richardsonii,Rhamphocottus,Rhamphocottidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Rhamphocottus richardsoni,grunt sculpin,Rhamphocottus richardsonii,Rhamphocottus richardsonii
Rhamphocottusrichardsoni,richardsonii,Rhamphocottus,Rhamphocottidae,Scorpaeniformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Rhamphocottus richardsonii,grunt sculpin,Rhamphocottus richardsonii,Rhamphocottus richardsonii
SPHYRAENA GUACHANCHO,guachancho,Sphyraena,Sphyraenidae,Perciformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Sphyraena guachancho,guaguanche,Sphyraena guachancho,Sphyraena guachancho
MELANOGRAMMUS AEGLEFINUS,aeglefinus,Melanogrammus,Gadidae,Gadiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Melanogrammus aeglefinus,haddock,Melanogrammus aeglefinus,Melanogrammus aeglefinus
Melanogrammus aeglefinus,aeglefinus,Melanogrammus,Gadidae,Gadiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Melanogrammus aeglefinus,haddock,Melanogrammus aeglefinus,Melanogrammus aeglefinus
Myxinidae,NA,NA,Myxinidae,Myxiniformes,Myxini,NA,Vertebrata,Chordata,Animalia,Myxinidae spp.,hagfishes,NA NA,Myxinidae spp.
Erimacrus isenbeckii,isenbeckii,Erimacrus,Cheiragonidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Erimacrus isenbeckii,hair crab,Erimacrus isenbeckii,Erimacrus isenbeckii
Erimacrusisenbeckii,isenbeckii,Erimacrus,Cheiragonidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Erimacrus isenbeckii,hair crab,Erimacrus isenbeckii,Erimacrus isenbeckii
Clinocardium ciliatum,ciliatum,Clinocardium,Cardiidae,Veneroida,Bivalvia,NA,NA,Mollusca,Animalia,Clinocardium ciliatum,hairy cockle,Clinocardium ciliatum,Clinocardium ciliatum
Sebastes semicinctus,semicinctus,Sebastes,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Sebastes semicinctus,halfbanded rockfish,Sebastes semicinctus,Sebastes semicinctus
ARIUS FELIS,felis,Ariopsis,Ariidae,Siluriformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Ariopsis felis,hardhead catfish,Ariopsis felis,Ariopsis felis
Sebastes variegatus,variegatus,Sebastes,Sebastidae,Scorpaeniformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Sebastes variegatus,harlequin rockfish,Sebastes variegatus,Sebastes variegatus
Sebastesvariegatus,variegatus,Sebastes,Sebastidae,Scorpaeniformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Sebastes variegatus,harlequin rockfish,Sebastes variegatus,Sebastes variegatus
PEPRILUS ALEPIDOTUS,alepidotus,Peprilus,Stromateidae,Perciformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Peprilus alepidotus,harvestfish,Peprilus alepidotus,Peprilus alepidotus
ECHINOIDEA,NA,NA,NA,NA,Echinoidea ,NA,Echinozoa,Echinodermata,Animalia,Echinoidea spp.,heart urchins,NA NA,Echinoidea spp.
Telmessus cheiragonus,cheiragonus,Telmessus,Cheiragonidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Telmessus cheiragonus,helmet crab,Telmessus cheiragonus,Telmessus cheiragonus
Telmessuscheiragonus,cheiragonus,Telmessus,Cheiragonidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Telmessus cheiragonus,helmet crab,Telmessus cheiragonus,Telmessus cheiragonus
Clinopegma magnum,magnum,Clinopegma,Buccinidae,Neogastropoda,Gastropoda,NA,NA,Mollusca,Animalia,Clinopegma magnum,helmet whelk,Clinopegma magnum,Clinopegma magnum
Clinopegmamagnum,magnum,Clinopegma,Buccinidae,Neogastropoda,Gastropoda,NA,NA,Mollusca,Animalia,Clinopegma magnum,helmet whelk,Clinopegma magnum,Clinopegma magnum
Pagurus sp.,NA,Pagurus,Paguridae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Pagurus spp.,hermit crabs,Pagurus NA,Pagurus spp.
Pagurus spp.,NA,Pagurus,Paguridae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Pagurus spp.,hermit crabs,Pagurus NA,Pagurus spp.
Paractinostola faeculenta,faeculenta,Paractinostola,Actinostolidae,Actiniaria,Anthozoa,NA,Anthozoa,Cnidaria,Animalia,Paractinostola faeculenta,hobnail vase anemone,Paractinostola faeculenta,Paractinostola faeculenta
TRIECTES MACULATUS,maculatus,Trinectes,Achiridae,Pleuronectiformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Triectes maculatus,hogchoker,Trinectes maculatus,Trinectes maculatus
ARTEDIELLUS  SP,NA,Artediellus,Cottidae,Scorpaeniformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Artediellus spp.,hookear sculpins,Artediellus NA,Artediellus spp.
ARTEDIELLUS  SP.,NA,Artediellus,Cottidae,Scorpaeniformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Artediellus spp.,hookear sculpins,Artediellus NA,Artediellus spp.
BELLATOR MILITARIS,militaris,Bellator,Triglidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Bellator militaris,horned searobin,Bellator militaris,Bellator militaris
Pleuronichthys verticalis,verticalis,Pleuronichthys,Pleuronectidae,Pleuronectiformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Pleuronichthys verticalis,hornyhead turbot,Pleuronichthys verticalis,Pleuronichthys verticalis
SOLEOCERA VIOSCAI,vioscai,Solenocera,Solenoceridae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Soleocera vioscai,humpback shrimp,Solenocera vioscai,Solenocera vioscai
Pandalus goniurus,goniurus,Pandalus,Pandalidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Pandalus goniurus,humpy shrimp,Pandalus goniurus,Pandalus goniurus
Pandalusgoniurus,goniurus,Pandalus,Pandalidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Pandalus goniurus,humpy shrimp,Pandalus goniurus,Pandalus goniurus
SYNODUS FOETENS,foetens,Synodus,Synodontidae,Aulopiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Synodus foetens,inshore lizardfish,Synodus foetens,Synodus foetens
SYODUS FOETES,foetens,Synodus,Synodontidae,Aulopiformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Syodus foetes,inshore lizardfish,Synodus foetens,Synodus foetens
PORTUNUS GIBBESII,gibbesii,Portunus,Portunidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Portunus gibbesii,iridescent swimming crab,Portunus gibbesii,Portunus gibbesii
PORTUUS GIBBESII,gibbesii,Portunus,Portunidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Portuus gibbesii,iridescent swimming crab,Portunus gibbesii,Portunus gibbesii
Trachurus symmetricus,symmetricus,Trachurus,Carangidae,Perciformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Trachurus symmetricus,jack mackerel,Trachurus symmetricus,Trachurus symmetricus
SCYPHOZOA,NA,NA,NA,NA,Scyphozoa,NA,Medusozoa,Cnidaria,Animalia,Scyphozoa spp.,jellyfishes,NA NA,Scyphozoa spp.
Scyphozoa,NA,NA,NA,NA,Scyphozoa,NA,Medusozoa,Cnidaria,Animalia,Scyphozoa spp.,jellyfishes,NA NA,Scyphozoa spp.
EUCIOSTOMUS GULA,gula,Eucinostomus,Gerreidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Euciostomus gula,jenny mojarra,Eucinostomus gula,Eucinostomus gula
Aforia circinata,circinata,Aforia,Cochlespiridae,Neogastropoda,Gastropoda,NA,NA,Mollusca,Animalia,Aforia circinata,keeled aforia,Aforia circinata,Aforia circinata
Aforiacircinata,circinata,Aforia,Cochlespiridae,Neogastropoda,Gastropoda,NA,NA,Mollusca,Animalia,Aforia circinata,keeled aforia,Aforia circinata,Aforia circinata
Hexagrammos decagrammus,decagrammus,Hexagrammos,Hexagrammidae,Scorpaeniformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Hexagrammos decagrammus,kelp greenling,Hexagrammos decagrammus,Hexagrammos decagrammus
Hexagrammosdecagrammus,decagrammus,Hexagrammos,Hexagrammidae,Scorpaeniformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Hexagrammos decagrammus,kelp greenling,Hexagrammos decagrammus,Hexagrammos decagrammus
SCOMBEROMORUS CAVALLA,cavalla,Scomberomorus,Scombridae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Scomberomorus cavalla,king mackerel,Scomberomorus cavalla,Scomberomorus cavalla
Pagurus confragosus,confragosus,Pagurus,Paguridae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Pagurus confragosus,knobbyhand hermit,Pagurus confragosus,Pagurus confragosus
Argis lar,lar,Argis,Crangonidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Argis lar,kuro shrimp,Argis lar,Argis lar
Buccinum scalariforme,scalariforme,Buccinum,Buccinidae,Neogastropoda,Gastropoda,NA,NA,Mollusca,Animalia,Buccinum scalariforme,ladder whelk,Buccinum scalariforme,Buccinum scalariforme
KATHETOSTOMA ALBIGUTTA,albigutta,Kathetostoma,Uranoscopidae,Perciformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Kathetostoma albigutta,lancer stargazer,Kathetostoma albigutta,Kathetostoma albigutta
LUTJANUS SYNAGRIS,synagris,Lutjanus,Lutjanidae,Perciformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Lutjanus synagris,lane snapper,Lutjanus synagris,Lutjanus synagris
MYCTOPHIDAE,NA,NA,Myctophidae,Myctophiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Myctophidae spp.,lanternfishes,NA NA,Myctophidae spp.
Myctophidae,NA,NA,Myctophidae,Myctophiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Myctophidae spp.,lanternfishes,NA NA,Myctophidae spp.
SAURIDA BRASILIENSIS,brasiliensis,Saurida,Synodontidae,Aulopiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Saurida brasiliensis,largescale lizardfish,Saurida brasiliensis,Saurida brasiliensis
SPHOEROIDES PARVUS,parvus,Sphoeroides,Tetraodontidae,Tetraodontiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Sphoeroides parvus,least puffer,Sphoeroides parvus,Sphoeroides parvus
Pseudarchaster parelii,parelii,Pseudarchaster,Goniasteridae,Valvatida,Asteroidea,NA,Asterozoa,Echinodermata,Animalia,Pseudarchaster parelii,northern scarlet star,Pseudarchaster parelii,Pseudarchaster parelii
Pyrulofusus harpa,harpa,Pyrulofusus,Buccinidae,Neogastropoda,Gastropoda,NA,NA,Mollusca,Animalia,Pyrulofusus harpa,left-hand whelk,Pyrulofusus harpa,Pyrulofusus harpa
PRIOOTUS SCITULUS,scitulus,Prionotus,Triglidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Priootus scitulus,leopard searobin,Prionotus scitulus,Prionotus scitulus
CALLIECTES SIMILIS,similis,Callinectes,Portunidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Callinectes similis,lesser blue crab,Callinectes similis,Callinectes similis
CALLINECTES SIMILIS,similis,Callinectes,Portunidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Callinectes similis,lesser blue crab,Callinectes similis,Callinectes similis
SICYOIA DORSALIS,dorsalis,Sicyonia,Sicyoniidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Sicyoia dorsalis,lesser rock shrimp,Sicyonia dorsalis,Sicyonia dorsalis
SICYONIA DORSALIS,dorsalis,Sicyonia,Sicyoniidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Sicyonia dorsalis,lesser rock shrimp,Sicyonia dorsalis,Sicyonia dorsalis
MALACOSTEUS NIGER,niger,Malacosteus,Stomiidae,Stomiiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Malacosteus niger,lightless loosejaw,Malacosteus niger,Malacosteus niger
LUIDIA CLATHRATA,clathrata,Luidia,Luidiidae,Paxillosida,Asteroidea,NA,Asterozoa,Echinodermata,Animalia,Luidia clathrata,lined sea star,Luidia clathrata,Luidia clathrata
HIPPOCAMPUS ERECTUS,erectus,Hippocampus,Syngnathidae,Gasterosteiformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Hippocampus erectus,lined seahorse,Hippocampus erectus,Hippocampus erectus
Ophiodon elongatus,elongatus,Ophiodon,Hexagrammidae,Scorpaeniformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Ophiodon elongatus,lingcod,Ophiodon elongatus,Ophiodon elongatus
Ophiodonelongatus,elongatus,Ophiodon,Hexagrammidae,Scorpaeniformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Ophiodon elongatus,lingcod,Ophiodon elongatus,Ophiodon elongatus
Cyanea capillata,capillata,Cyanea,Cyaneidae,Semaeostomeae,Scyphozoa,NA,Medusozoa,Cnidaria,Animalia,Cyanea capillata,lion's mane,Cyanea capillata,Cyanea capillata
LEUCORAJA ERINACEA,erinacea,Leucoraja,Rajidae,Rajiformes,Chondrichthyes,Chondrichthyes,Vertebrata,Chordata,Animalia,Leucoraja erinacea,little skate,Leucoraja erinacea,Leucoraja erinacea
Hemilepidotus zapus,zapus,Hemilepidotus,Cottidae,Scorpaeniformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Hemilepidotus zapus,longfin Irish lord,Hemilepidotus zapus,Hemilepidotus zapus
Hemilepidotuszapus,zapus,Hemilepidotus,Cottidae,Scorpaeniformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Hemilepidotus zapus,longfin Irish lord,Hemilepidotus zapus,Hemilepidotus zapus
Tactostoma macropus,macropus,Tactostoma,Stomiidae,Stomiiformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Tactostoma macropus,longfin dragonfish,Tactostoma macropus,Tactostoma macropus
UROPHYCIS CHESTERI,chesteri,Phycis,Phycidae,Gadiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Phycis chesteri,longfin hake,Phycis chesteri,Phycis chesteri
Doryteuthis (Amerigo) pealeii,pealeii,Doryteuthis,Loliginidae,Myopsida,Cephalopoda,NA,NA,Mollusca,Animalia,Doryteuthis pealeii,longfin inshore squid,Doryteuthis pealeii,Doryteuthis pealeii
LOLIGO PEALEII,pealeii,Loligo,Loliginidae,Myopsida,Cephalopoda,NA,NA,Mollusca,Animalia,Loligo pealeii,longfin inshore squid,Loligo pealeii,Loligo pealeii
Spirinchus thaleichthys,thaleichthys,Spirinchus,Osmeridae,Osmeriformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Spirinchus thaleichthys,longfin smelt,Spirinchus thaleichthys,Spirinchus thaleichthys
Limanda proboscidea,proboscidea,Limanda,Pleuronectidae,Pleuronectiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Limanda proboscidea,longhead dab,Limanda proboscidea,Limanda proboscidea
Limandaproboscidea,proboscidea,Limanda,Pleuronectidae,Pleuronectiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Limanda proboscidea,longhead dab,Limanda proboscidea,Limanda proboscidea
Chorilia longipes,longipes,Chorilia,Pisidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Chorilia longipes,longhorn decorator crab,Chorilia longipes,Chorilia longipes
MYOXOCEPHALUS OCTODECEMSPINOSUS,octodecemspinosus,Myoxocephalus,Cottidae,Scorpaeniformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Myoxocephalus octodecemspinosus,longhorn sculpin,Myoxocephalus octodecemspinosus,Myoxocephalus octodecemspinosus
Myoxocephalus octodecemspinosus,octodecemspinosus,Myoxocephalus,Cottidae,Scorpaeniformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Myoxocephalus octodecemspinosus,longhorn sculpin,Myoxocephalus octodecemspinosus,Myoxocephalus octodecemspinosus
Raja rhina,rhina,Raja,Rajidae,Rajiformes,Elasmobranchii,Pisces,Vertebrata,Chordata,Animalia,Raja rhina,longnose skate,Raja rhina,Raja rhina
Rajarhina,rhina,Raja,Rajidae,Rajiformes,Elasmobranchii,Pisces,Vertebrata,Chordata,Animalia,Raja rhina,longnose skate,Raja rhina,Raja rhina
Lumpenella longirostris,longirostris,Lumpenella,Stichaeidae,Perciformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Lumpenella longirostris,longsnout prickleback,Lumpenella longirostris,Lumpenella longirostris
Lumpenellalongirostris,longirostris,Lumpenella,Stichaeidae,Perciformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Lumpenella longirostris,longsnout prickleback,Lumpenella longirostris,Lumpenella longirostris
Zaniolepis latipinnis,latipinnis,Zaniolepis,Hexagrammidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Zaniolepis latipinnis,longspine combfish,Zaniolepis latipinnis,Zaniolepis latipinnis
STENOTOMUS CAPRINUS,caprinus,Stenotomus,Sparidae,Perciformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Stenotomus caprinus,longspine porgy,Stenotomus caprinus,Stenotomus caprinus
STEOTOMUS CAPRIUS,caprinus,Stenotomus,Sparidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Steotomus caprius,longspine porgy,Stenotomus caprinus,Stenotomus caprinus
PORTUNUS SPINICARPUS,spinicarpus,Achelous,Portunidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Achelous spinicarpus,longspine swimming crab,Achelous spinicarpus,Achelous spinicarpus
Sebastolobus altivelis,altivelis,Sebastolobus,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Sebastolobus altivelis,longspine thornyhead,Sebastolobus altivelis,Sebastolobus altivelis
SELEE VOMER,vomer,Selene,Carangidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Selee vomer,lookdown,Selene vomer,Selene vomer
CYCLOPTERUS LUMPUS,lumpus,Cyclopterus,Cyclopteridae,Scorpaeniformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Cyclopterus lumpus,lumpfish,Cyclopterus lumpus,Cyclopterus lumpus
HYAS  SP,NA,Hyas,Oregoniidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Hyas spp.,lyre crabs,Hyas NA,Hyas spp.
HYAS  SP.,NA,Hyas,Oregoniidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Hyas spp.,lyre crabs,Hyas NA,Hyas spp.
Neptunea lyrata,lyrata,Neptunea,Buccinidae,Neogastropoda,Gastropoda,NA,NA,Mollusca,Animalia,Neptunea lyrata,lyre whelk,Neptunea lyrata,Neptunea lyrata
Neptunealyrata,lyrata,Neptunea,Buccinidae,Neogastropoda,Gastropoda,NA,NA,Mollusca,Animalia,Neptunea lyrata,lyre whelk,Neptunea lyrata,Neptunea lyrata
DECAPTERUS PUCTATUS,NA,Decapterus,Carangidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Decapterus puctatus,mackerel scads,Decapterus NA,Decapterus puctatus
Berryteuthis magister,magister,Berryteuthis,Gonatidae,Oegopsida,Cephalopoda,NA,NA,Mollusca,Animalia,Berryteuthis magister,magister armhook squid,Berryteuthis magister,Berryteuthis magister
Berryteuthismagister,magister,Berryteuthis,Gonatidae,Oegopsida,Cephalopoda,NA,NA,Mollusca,Animalia,Berryteuthis magister,magister armhook squid,Berryteuthis magister,Berryteuthis magister
SQUILLA EMPUSA,empusa,Squilla,Squillidae,Stomatopoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Squilla empusa,mantis shrimp,Squilla empusa,Squilla empusa
NEZUMIA BAIRDI,bairdii,Nezumia,Macrouridae,Gadiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Nezumia bairdii,marlin-spike,Nezumia bairdii,Nezumia bairdii
NEZUMIA BAIRDII,bairdii,Nezumia,Macrouridae,Gadiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Nezumia bairdii,marlin-spike,Nezumia bairdii,Nezumia bairdii
AURELIA,NA,Aurelia,Ulmaridae,Semaeostomeae,Scyphozoa,NA,Medusozoa,Cnidaria,Animalia,Aurelia spp.,moon jellies,Aurelia NA,Aurelia spp.
Aurelia spp.,NA,Aurelia,Ulmaridae,Semaeostomeae,Scyphozoa,NA,Medusozoa,Cnidaria,Animalia,Aurelia spp.,moon jellies,Aurelia NA,Aurelia spp.
Solaster spp.,NA,Solaster,Solasteridae,Spinulosida,Asteroidea,NA,Asterozoa,Echinodermata,Animalia,Solaster spp.,morning sunstar,Solaster NA,Solaster spp.
Urticina crassicornis,NA,NA,NA,NA,NA,NA,NA,NA,NA,Urticina crassicornis,mottled anemone,NA NA,Urticina crassicornis
LEPOPHIDIUM JEANNAE,jeannae,Lepophidium,Ophidiidae,Ophidiiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Lepophidium jeannae,mottled cusk-eel,Lepophidium jeannae,Lepophidium jeannae
PERSEPHOA MEDITERRAEA,mediterranea,Persephona,Leucosiidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Persephoa mediterraea,mottled purse crab,Persephona mediterranea,Persephona mediterranea
