"","id","name","spp"
"1",1,"actinaugeverrilli","actinauge verrilli"
"2",2,"aforiacircinata","aforia circinata"
"3",3,"albatrossiapectoralis","albatrossia pectoralis"
"4",4,"alepocephalustenebrosus","alepocephalus tenebrosus"
"5",5,"alosasapidissima","alosa sapidissima"
"6",6,"ammodyteshexapterus","ammodytes hexapterus"
"7",7,"anoplopomafimbria","anoplopoma fimbria"
"8",8,"antimoramicrolepis","antimora microlepis"
"9",9,"apostichopusleukothele","apostichopus leukothele"
"10",10,"apristurusbrunneus","apristurus brunneus"
"11",11,"argislar","argis lar"
"12",12,"asteriasamurensis","asterias amurensis"
"13",13,"atheresthesstomias","atheresthes stomias"
"14",14,"bathymastersignatus","bathymaster signatus"
"15",15,"beringiusbehringi","beringius behringi"
"16",16,"berryteuthismagister","berryteuthis magister"
"17",17,"bolteniaovifera","boltenia ovifera"
"18",18,"boreogadussaida","boreogadus saida"
"19",19,"bothrocarabrunneum","bothrocara brunneum"
"20",20,"buccinumangulosum","buccinum angulosum"
"21",21,"buccinumplectrum","buccinum plectrum"
"22",22,"buccinumpolare","buccinum polare"
"23",23,"buccinumscalariforme","buccinum scalariforme"
"24",24,"careproctusmelanurus","careproctus melanurus"
"25",25,"careproctusrastrinus","careproctus rastrinus"
"26",26,"cheirasterdawsoni","cheiraster dawsoni"
"27",27,"chionoecetesbairdi","chionoecetes bairdi"
"28",28,"chionoecetesopilio","chionoecetes opilio"
"29",29,"chionoecetestanneri","chionoecetes tanneri"
"30",30,"chrysaoramelanaster","chrysaora melanaster"
"31",31,"citharichthyssordidus","citharichthys sordidus"
"32",32,"clinopegmamagnum","clinopegma magnum"
"33",33,"clupeapallasii","clupea pallasii"
"34",34,"coryphaenoidesacrolepis","coryphaenoides acrolepis"
"35",35,"coryphaenoidescinereus","coryphaenoides cinereus"
"36",36,"crossasterborealis","crossaster borealis"
"37",37,"ctenodiscuscrispatus","ctenodiscus crispatus"
"38",38,"cyaneacapillata","cyanea capillata"
"39",39,"dasycottussetiger","dasycottus setiger"
"40",40,"elassochiruscavimanus","elassochirus cavimanus"
"41",41,"eleginusgracilis","eleginus gracilis"
"42",42,"embassichthysbathybius","embassichthys bathybius"
"43",43,"eopsettajordani","eopsetta jordani"
"44",44,"erimacrusisenbeckii","erimacrus isenbeckii"
"45",45,"eumicrotremusorbis","eumicrotremus orbis"
"46",46,"eunoenodosa","eunoe nodosa"
"47",47,"euspirapallida","euspira pallida"
"48",48,"evasteriasechinosoma","evasterias echinosoma"
"49",49,"fusitritonoregonensis","fusitriton oregonensis"
"50",50,"gaduschalcogrammus","gadus chalcogrammus"
"51",51,"gadusmacrocephalus","gadus macrocephalus"
"52",52,"glyptocephaluszachirus","glyptocephalus zachirus"
"53",53,"gorgonocephaluseucnemis","gorgonocephalus eucnemis"
"54",54,"gymnocanthusgaleatus","gymnocanthus galeatus"
"55",55,"gymnocanthuspistilliger","gymnocanthus pistilliger"
"56",56,"hemilepidotusjordani","hemilepidotus jordani"
"57",57,"hemilepidotuspapilio","hemilepidotus papilio"
"58",58,"hemitripterusbolini","hemitripterus bolini"
"59",59,"heterozoniasalternatus","heterozonias alternatus"
"60",60,"hexagrammosdecagrammus","hexagrammos decagrammus"
"61",61,"hexagrammosstelleri","hexagrammos stelleri"
"62",62,"hippasteriacalifornica","hippasteria californica"
"63",63,"hippoglossoideselassodon","hippoglossoides elassodon"
"64",64,"hippoglossusstenolepis","hippoglossus stenolepis"
"65",65,"homaxinellaamphispicula","homaxinella amphispicula"
