"","id","name","spp"
"66",66,"hyascoarctatus","hyas coarctatus"
"67",67,"hyaslyratus","hyas lyratus"
"68",68,"hydrolaguscolliei","hydrolagus colliei"
"69",69,"icelinusfilamentosus","icelinus filamentosus"
"70",70,"icelusspiniger","icelus spiniger"
"71",71,"isopsettaisolepis","isopsetta isolepis"
"72",72,"labidochirussplendescens","labidochirus splendescens"
"73",73,"leptasteriasarctica","leptasterias arctica"
"74",74,"leptasteriaspolaris","leptasterias polaris"
"75",75,"leptoclinusmaculatus","leptoclinus maculatus"
"76",76,"lethasteriasnanimensis","lethasterias nanimensis"
"77",77,"limandaaspera","limanda aspera"
"78",78,"limandaproboscidea","limanda proboscidea"
"79",79,"limandasakhalinensis","limanda sakhalinensis"
"80",80,"liparisgibbus","liparis gibbus"
"81",81,"liponemabrevicorne","liponema brevicorne"
"82",82,"lithodesaequispinus","lithodes aequispinus"
"83",83,"luidiafoliolata","luidia foliolata"
"84",84,"lumpenussagitta","lumpenus sagitta"
"85",85,"lycenchelyscrotalinus","lycenchelys crotalinus"
"86",86,"lycodesbrevipes","lycodes brevipes"
"87",87,"lycodescortezianus","lycodes cortezianus"
"88",88,"lycodesdiapterus","lycodes diapterus"
"89",89,"lycodespacificus","lycodes pacificus"
"90",90,"lycodespalearis","lycodes palearis"
"91",91,"lycodesraridens","lycodes raridens"
"92",92,"lyopsettaexilis","lyopsetta exilis"
"93",93,"mactromerispolynyma","mactromeris polynyma"
"94",94,"malacocottuszonurus","malacocottus zonurus"
"95",95,"mallotusvillosus","mallotus villosus"
"96",96,"mediasteraequalis","mediaster aequalis"
"97",97,"merlucciusproductus","merluccius productus"
"98",98,"metacarcinusmagister","metacarcinus magister"
"99",99,"metridiumfarcimen","metridium farcimen"
"100",100,"microgadusproximus","microgadus proximus"
"101",101,"microstomuspacificus","microstomus pacificus"
"102",102,"mycaleloveni","mycale loveni"
"103",103,"neptuneaamianta","neptunea amianta"
"104",104,"neptuneaborealis","neptunea borealis"
"105",105,"neptuneaheros","neptunea heros"
"106",106,"neptunealyrata","neptunea lyrata"
"107",107,"neptuneapribiloffensis","neptunea pribiloffensis"
"108",108,"neptuneaventricosa","neptunea ventricosa"
"109",109,"occelladodecaedron","occella dodecaedron"
"110",110,"octopoteuthisdeletron","octopoteuthis deletron"
"111",111,"oncorhynchusketa","oncorhynchus keta"
"112",112,"oncorhynchustshawytscha","oncorhynchus tshawytscha"
"113",113,"ophiodonelongatus","ophiodon elongatus"
"114",114,"ophiopholisaculeata","ophiopholis aculeata"
"115",115,"oregoniagracilis","oregonia gracilis"
"116",116,"pagurusaleuticus","pagurus aleuticus"
"117",117,"paguruscapillatus","pagurus capillatus"
"118",118,"pagurusconfragosus","pagurus confragosus"
"119",119,"pagurusochotensis","pagurus ochotensis"
"120",120,"pagurusrathbuni","pagurus rathbuni"
"121",121,"pagurustrigonocheirus","pagurus trigonocheirus"
"122",122,"pandalopsisdispar","pandalopsis dispar"
"123",123,"pandaluseous","pandalus eous"
"124",124,"pandalusgoniurus","pandalus goniurus"
"125",125,"pandalusjordani","pandalus jordani"
"126",126,"paractinostolafaeculenta","paractinostola faeculenta"
"127",127,"paralithodescamtschaticus","paralithodes camtschaticus"
"128",128,"paralithodesplatypus","paralithodes platypus"
"129",129,"parophrysvetulus","parophrys vetulus"
"130",130,"patinopectencaurinus","patinopecten caurinus"
"131",131,"pisasterbrevispinus","pisaster brevispinus"
"132",132,"platichthysstellatus","platichthys stellatus"
"133",133,"pleurogrammusmonopterygius","pleurogrammus monopterygius"
"134",134,"pleuronectesquadrituberculatus","pleuronectes quadrituberculatus"
"135",135,"plicifususkroeyeri","plicifusus kroeyeri"
"136",136,"pododesmusmacrochisma","pododesmus macrochisma"
"137",137,"podothecusaccipenserinus","podothecus accipenserinus"
"138",138,"pterasterobscurus","pteraster obscurus"
"139",139,"pycnopodiahelianthoides","pycnopodia helianthoides"
"140",140,"rajabinoculata","raja binoculata"
"141",141,"rajainornata","raja inornata"
"142",142,"rajarhina","raja rhina"
"143",143,"reinhardtiushippoglossoides","reinhardtius hippoglossoides"
"144",144,"sarritorfrenatus","sarritor frenatus"
"145",145,"sebastesaleutianus","sebastes aleutianus"
"146",146,"sebastesalutus","sebastes alutus"
"147",147,"sebastesbabcocki","sebastes babcocki"
"148",148,"sebastesborealis","sebastes borealis"
"149",149,"sebastesbrevispinis","sebastes brevispinis"
"150",150,"sebastescrameri","sebastes crameri"
"151",151,"sebastesdiploproa","sebastes diploproa"
"152",152,"sebasteselongatus","sebastes elongatus"
"153",153,"sebastesflavidus","sebastes flavidus"
"154",154,"sebastesmelanostictus","sebastes melanostictus"
"155",155,"sebastespinniger","sebastes pinniger"
"156",156,"sebastespolyspinis","sebastes polyspinis"
"157",157,"sebastessaxicola","sebastes saxicola"
"158",158,"sebastesvariegatus","sebastes variegatus"
"159",159,"sebasteszacentrus","sebastes zacentrus"
"160",160,"sebastolobusalascanus","sebastolobus alascanus"
"161",161,"sebastolobusaltivelis","sebastolobus altivelis"
"162",162,"serripesgroenlandicus","serripes groenlandicus"
"163",163,"siliquaalta","siliqua alta"
"164",164,"squalusacanthias","squalus acanthias"
"165",165,"squalussuckleyi","squalus suckleyi"
"166",166,"stegophiuraponderosa","stegophiura ponderosa"
"167",167,"strongylocentrotusfragilis","strongylocentrotus fragilis"
"168",168,"styelarustica","styela rustica"
"169",169,"telmessuscheiragonus","telmessus cheiragonus"
"170",170,"thaleichthyspacificus","thaleichthys pacificus"
"171",171,"thrissacanthiaspenicillatus","thrissacanthias penicillatus"
"172",172,"trichodontrichodon","trichodon trichodon"
"173",173,"triglopsforficatus","triglops forficatus"
"174",174,"triglopspingelii","triglops pingelii"
"175",175,"triglopsscepticus","triglops scepticus"
"176",176,"tritoniadiomedea","tritonia diomedea"
"177",177,"volutopsiusfragilis","volutopsius fragilis"
"178",178,"volutopsiusmiddendorffii","volutopsius middendorffii"
"179",179,"zaprorasilenus","zaprora silenus"
"180",180,"anoplopomafimbria_fishery","anoplopoma fimbria"
"181",181,"glyptocephaluszachirus_fishery","glyptocephalus zachirus"
"182",182,"atheresthesstomias_fishery","atheresthes stomias"
"183",183,"oncorhynchusketa_fishery","oncorhynchus keta"
"184",184,"hippoglossoideselassodon_fishery","hippoglossoides elassodon"
"185",185,"sebastesalutus_fishery","sebastes alutus"
"186",186,"pleurogrammusmonopterygius_fishery","pleurogrammus monopterygius"
"187",187,"limandaaspera_fishery","limanda aspera"
"188",188,"gadusmacrocephalus_fishery","gadus macrocephalus"
"189",189,"gaduschalcogrammus_fishery","gadus chalcogrammus"
"190",190,"energy",NA
