"","latgrid","longrid","id","dummycost","solution_1_conservation","solution_1_fishery","solution_1_energy"
"1",32.125,-118.125,1,0.01,0,0,0
"2",32.125,-117.125,2,0.01,0,0,0
"3",32.375,-119.375,3,0.01,0,0,0
"4",32.375,-119.125,4,0.01,0,0,0
"5",32.375,-118.875,5,0.01,0,0,0
"6",32.375,-117.375,6,0.01,0,0,0
"7",32.375,-117.125,7,0.01,0,0,0
"8",32.625,-119.625,8,0.01,0,0,0
"9",32.625,-119.375,9,0.01,0,0,0
"10",32.625,-119.125,10,0.01,0,0,0
"11",32.625,-118.375,11,0.01,0,0,0
"12",32.625,-118.125,12,0.01,0,0,0
"13",32.625,-117.875,13,0.01,0,0,0
"14",32.625,-117.375,14,0.01,0,0,0
"15",32.875,-119.625,15,0.01,0,0,0
"16",32.875,-119.375,16,0.01,0,0,0
"17",32.875,-119.125,17,0.01,0,0,0
"18",32.875,-118.625,18,0.01,0,0,0
"19",32.875,-118.375,19,0.01,0,0,0
"20",32.875,-117.875,20,0.01,0,0,0
"21",32.875,-117.375,21,0.01,0,0,0
"22",33.125,-119.875,22,0.01,0,0,0
"23",33.125,-119.625,23,0.01,0,0,0
"24",33.125,-119.375,24,0.01,0,0,0
"25",33.125,-118.625,25,0.01,0,0,0
"26",33.125,-117.625,26,0.01,0,0,0
"27",33.125,-117.375,27,0.01,0,0,0
"28",33.375,-119.875,28,0.01,0,0,0
"29",33.375,-119.625,29,0.01,0,0,0
"30",33.375,-119.375,30,0.01,0,0,0
"31",33.375,-119.125,31,0.01,0,0,0
"32",33.375,-118.875,32,0.01,0,0,0
"33",33.375,-118.625,33,0.01,0,0,0
"34",33.375,-118.375,34,0.01,0,0,0
"35",33.375,-118.125,35,0.01,0,0,0
"36",33.375,-117.875,36,0.01,0,0,0
"37",33.375,-117.625,37,0.01,0,0,0
"38",33.375,-117.375,38,0.01,0,0,0
"39",33.625,-120.125,39,0.01,0,0,0
"40",33.625,-119.875,40,0.01,0,0,0
"41",33.625,-119.625,41,0.01,0,0,0
"42",33.625,-119.125,42,0.01,0,0,0
"43",33.625,-118.875,43,0.01,0,0,0
"44",33.625,-118.625,44,0.01,0,0,0
"45",33.625,-118.375,45,0.01,0,0,0
"46",33.625,-118.125,46,0.01,1,0,0
"47",33.625,-117.875,47,0.01,0,0,0
"48",33.875,-120.375,48,0.01,0,0,0
"49",33.875,-120.125,49,0.01,0,0,0
"50",33.875,-119.875,50,0.01,1,0,0
"51",33.875,-119.625,51,0.01,0,0,0
"52",33.875,-119.375,52,0.01,0,0,0
"53",33.875,-118.875,53,0.01,0,0,0
"54",33.875,-118.625,54,0.01,0,0,0
"55",33.875,-118.375,55,0.01,0,0,0
"56",34.125,-120.625,56,0.01,0,0,0
"57",34.125,-120.375,57,0.01,0,0,0
"58",34.125,-120.125,58,0.01,0,0,0
"59",34.125,-119.875,59,0.01,0,0,0
"60",34.125,-119.625,60,0.01,1,0,0
"61",34.125,-119.375,61,0.01,0,0,0
"62",34.125,-119.125,62,0.01,0,0,0
"63",34.125,-118.875,63,0.01,0,0,0
"64",34.125,-118.625,64,0.01,0,0,0
"65",34.375,-120.625,65,0.01,0,0,0
"66",34.375,-120.375,66,0.01,0,0,0
"67",34.375,-120.125,67,0.01,0,0,0
"68",34.375,-119.875,68,0.01,0,0,0
"69",34.375,-119.625,69,0.01,0,1,0
"70",34.625,-120.875,70,0.01,0,0,0
"71",34.625,-120.625,71,0.01,0,1,0
"72",34.875,-120.875,72,0.01,0,0,0
"73",34.875,-120.625,73,0.01,0,1,0
"74",35.125,-121.125,74,0.01,0,0,0
"75",35.125,-120.875,75,0.01,1,0,0
"76",35.125,-120.625,76,0.01,0,0,0
"77",35.375,-121.125,77,0.01,0,0,0
"78",35.375,-120.875,78,0.01,0,0,0
"79",35.625,-121.375,79,0.01,0,0,0
"80",35.625,-121.125,80,0.01,0,0,0
"81",35.875,-121.625,81,0.01,0,0,0
"82",35.875,-121.375,82,0.01,0,0,0
"83",36.125,-121.875,83,0.01,0,0,0
"84",36.125,-121.625,84,0.01,0,0,0
"85",36.375,-122.125,85,0.01,0,0,0
"86",36.375,-121.875,86,0.01,0,0,0
"87",36.625,-121.875,87,0.01,0,1,0
"88",36.875,-122.625,88,0.01,0,0,0
"89",36.875,-122.375,89,0.01,0,0,0
"90",36.875,-122.125,90,0.01,0,1,0
"91",36.875,-121.875,91,0.01,0,1,0
"92",37.125,-122.875,92,0.01,0,0,0
"93",37.125,-122.625,93,0.01,0,1,0
"94",37.125,-122.375,94,0.01,0,0,0
"95",37.125,-122.125,95,0.01,0,0,0
"96",37.375,-122.875,96,0.01,0,0,0
"97",37.375,-122.625,97,0.01,0,1,0
"98",37.375,-122.375,98,0.01,0,1,0
"99",37.625,-123.125,99,0.01,0,0,0
"100",37.625,-122.875,100,0.01,0,1,0
"101",37.625,-122.625,101,0.01,0,1,0
"102",37.875,-123.375,102,0.01,0,0,0
"103",37.875,-123.125,103,0.01,0,1,0
"104",37.875,-122.875,104,0.01,1,0,0
"105",38.125,-123.625,105,0.01,0,0,0
"106",38.125,-123.375,106,0.01,0,0,0
"107",38.125,-123.125,107,0.01,0,1,0
"108",38.125,-122.875,108,0.01,0,0,0
"109",38.375,-123.625,109,0.01,0,0,0
"110",38.375,-123.375,110,0.01,1,0,0
"111",38.375,-123.125,111,0.01,0,0,0
"112",38.625,-123.875,112,0.01,0,0,0
"113",38.625,-123.625,113,0.01,0,1,0
"114",38.625,-123.375,114,0.01,0,1,0
"115",38.875,-123.875,115,0.01,0,0,1
"116",38.875,-123.625,116,0.01,0,0,0
"117",39.125,-123.875,117,0.01,0,1,0
"118",39.375,-123.875,118,0.01,0,0,0
"119",39.625,-124.125,119,0.01,0,0,0
"120",39.625,-123.875,120,0.01,1,0,0
"121",39.875,-124.125,121,0.01,0,1,0
"122",39.875,-123.875,122,0.01,0,0,0
"123",40.125,-124.625,123,0.01,0,0,0
"124",40.125,-124.375,124,0.01,0,1,0
"125",40.125,-124.125,125,0.01,0,0,0
"126",40.375,-124.625,126,0.01,0,0,1
"127",40.375,-124.375,127,0.01,0,0,1
"128",40.625,-124.625,128,0.01,0,1,0
"129",40.625,-124.375,129,0.01,0,0,1
"130",40.875,-124.375,130,0.01,0,1,0
"131",41.125,-124.375,131,0.01,0,1,0
"132",41.125,-124.125,132,0.01,0,0,1
"133",41.375,-124.375,133,0.01,0,1,0
"134",41.375,-124.125,134,0.01,0,1,0
"135",41.625,-124.625,135,0.01,0,0,0
"136",41.625,-124.375,136,0.01,0,1,0
"137",41.625,-124.125,137,0.01,0,0,0
"138",41.875,-124.625,138,0.01,0,0,0
"139",41.875,-124.375,139,0.01,0,1,0
"140",42.125,-124.625,140,0.01,0,1,0
"141",42.125,-124.375,141,0.01,0,0,0
"142",42.375,-124.875,142,0.01,0,0,0
"143",42.375,-124.625,143,0.01,0,1,0
"144",42.375,-124.375,144,0.01,0,0,0
"145",42.625,-124.625,145,0.01,0,1,0
"146",42.625,-124.375,146,0.01,0,0,0
"147",42.875,-124.875,147,0.01,0,1,0
"148",42.875,-124.625,148,0.01,0,0,1
"149",43.125,-124.875,149,0.01,0,1,0
"150",43.125,-124.625,150,0.01,1,0,0
"151",43.125,-124.375,151,0.01,0,0,1
"152",43.375,-124.625,152,0.01,0,1,0
"153",43.375,-124.375,153,0.01,0,0,1
"154",43.625,-124.625,154,0.01,0,1,0
"155",43.625,-124.375,155,0.01,0,1,0
"156",43.875,-124.875,156,0.01,0,0,0
"157",43.875,-124.625,157,0.01,0,1,0
"158",43.875,-124.375,158,0.01,0,1,0
"159",43.875,-124.125,159,0.01,0,0,1
"160",44.125,-124.875,160,0.01,0,1,0
"161",44.125,-124.625,161,0.01,0,0,1
"162",44.125,-124.375,162,0.01,0,1,0
"163",44.125,-124.125,163,0.01,0,0,1
"164",44.375,-124.875,164,0.01,0,0,0
"165",44.375,-124.625,165,0.01,0,0,1
"166",44.375,-124.375,166,0.01,1,0,0
"167",44.375,-124.125,167,0.01,0,0,1
"168",44.625,-124.875,168,0.01,0,0,0
"169",44.625,-124.625,169,0.01,1,0,0
"170",44.625,-124.375,170,0.01,0,0,1
"171",44.625,-124.125,171,0.01,0,0,1
"172",44.875,-124.875,172,0.01,0,0,0
"173",44.875,-124.625,173,0.01,0,1,0
"174",44.875,-124.375,174,0.01,0,1,0
"175",44.875,-124.125,175,0.01,0,1,0
"176",45.125,-124.625,176,0.01,0,0,1
"177",45.125,-124.375,177,0.01,0,1,0
"178",45.125,-124.125,178,0.01,0,1,0
"179",45.375,-124.625,179,0.01,0,0,1
"180",45.375,-124.375,180,0.01,0,1,0
"181",45.375,-124.125,181,0.01,0,1,0
"182",45.625,-124.625,182,0.01,0,1,0
"183",45.625,-124.375,183,0.01,1,0,0
"184",45.625,-124.125,184,0.01,0,1,0
"185",45.875,-124.625,185,0.01,0,1,0
"186",45.875,-124.375,186,0.01,0,0,1
"187",45.875,-124.125,187,0.01,0,1,0
"188",45.875,-123.875,188,0.01,0,0,0
"189",46.125,-124.875,189,0.01,0,0,0
"190",46.125,-124.625,190,0.01,0,0,1
"191",46.125,-124.375,191,0.01,0,1,0
"192",46.125,-124.125,192,0.01,0,1,0
"193",46.125,-123.875,193,0.01,0,0,0
"194",46.375,-124.625,194,0.01,0,0,1
"195",46.375,-124.375,195,0.01,0,1,0
"196",46.375,-124.125,196,0.01,0,0,1
"197",46.375,-123.875,197,0.01,0,0,0
"198",46.625,-124.875,198,0.01,0,0,0
"199",46.625,-124.625,199,0.01,0,1,0
"200",46.625,-124.375,200,0.01,0,1,0
"201",46.625,-124.125,201,0.01,0,1,0
"202",46.625,-123.875,202,0.01,0,0,0
"203",46.875,-124.875,203,0.01,1,0,0
"204",46.875,-124.625,204,0.01,0,0,1
"205",46.875,-124.375,205,0.01,0,0,1
"206",46.875,-124.125,206,0.01,0,0,1
"207",47.125,-124.875,207,0.01,1,0,0
"208",47.125,-124.625,208,0.01,0,0,1
"209",47.125,-124.375,209,0.01,0,0,1
"210",47.125,-124.125,210,0.01,0,0,1
"211",47.375,-124.875,211,0.01,0,0,0
"212",47.375,-124.625,212,0.01,1,0,0
"213",47.375,-124.375,213,0.01,1,0,0
"214",47.625,-125.125,214,0.01,0,0,0
"215",47.625,-124.875,215,0.01,0,1,0
"216",47.625,-124.625,216,0.01,0,0,0
"217",47.625,-124.375,217,0.01,0,0,0
"218",47.875,-125.625,218,0.01,0,0,0
"219",47.875,-125.375,219,0.01,0,0,0
"220",47.875,-125.125,220,0.01,0,1,0
"221",47.875,-124.875,221,0.01,0,1,0
"222",47.875,-124.625,222,0.01,0,0,0
"223",48.125,-125.625,223,0.01,0,1,0
"224",48.125,-125.375,224,0.01,0,1,0
"225",48.125,-125.125,225,0.01,1,0,0
"226",48.125,-124.875,226,0.01,0,1,0
"227",48.375,-125.125,227,0.01,0,1,0
"228",48.375,-124.875,228,0.01,0,1,0
