"","latgrid","longrid","id","dummycost","solution_1_conservation","solution_1_fishery","solution_1_energy"
"1",41.375,-66.375,1,0.01,0,1,0
"2",41.375,-66.125,2,0.01,0,0,0
"3",41.375,-65.875,3,0.01,0,0,0
"4",41.625,-66.625,4,0.01,0,1,0
"5",41.625,-66.375,5,0.01,0,1,0
"6",41.625,-66.125,6,0.01,0,1,0
"7",41.625,-65.875,7,0.01,0,1,0
"8",41.875,-66.875,8,0.01,0,0,0
"9",41.875,-66.625,9,0.01,0,0,0
"10",41.875,-66.375,10,0.01,0,1,0
"11",41.875,-66.125,11,0.01,0,1,0
"12",41.875,-65.875,12,0.01,1,0,0
"13",41.875,-65.625,13,0.01,0,0,0
"14",42.125,-67.125,14,0.01,0,1,0
"15",42.125,-66.875,15,0.01,0,0,0
"16",42.125,-66.625,16,0.01,1,0,0
"17",42.125,-66.375,17,0.01,0,1,0
"18",42.125,-66.125,18,0.01,0,1,0
"19",42.125,-65.875,19,0.01,1,0,0
"20",42.125,-65.625,20,0.01,0,0,0
"21",42.125,-65.375,21,0.01,0,0,0
"22",42.375,-67.375,22,0.01,0,0,0
"23",42.375,-67.125,23,0.01,0,0,0
"24",42.375,-66.875,24,0.01,1,0,0
"25",42.375,-66.625,25,0.01,1,0,0
"26",42.375,-66.375,26,0.01,0,1,0
"27",42.375,-66.125,27,0.01,0,1,0
"28",42.375,-65.875,28,0.01,1,0,0
"29",42.375,-65.625,29,0.01,0,1,0
"30",42.375,-65.375,30,0.01,0,1,0
"31",42.375,-65.125,31,0.01,0,0,0
"32",42.375,-64.875,32,0.01,0,0,0
"33",42.375,-64.625,33,0.01,0,0,0
"34",42.625,-67.375,34,0.01,0,0,0
"35",42.625,-67.125,35,0.01,1,0,0
"36",42.625,-66.875,36,0.01,1,0,0
"37",42.625,-66.625,37,0.01,0,1,0
"38",42.625,-66.375,38,0.01,0,1,0
"39",42.625,-66.125,39,0.01,0,1,0
"40",42.625,-65.875,40,0.01,0,1,0
"41",42.625,-65.625,41,0.01,0,1,0
"42",42.625,-65.375,42,0.01,0,1,0
"43",42.625,-65.125,43,0.01,0,1,0
"44",42.625,-64.875,44,0.01,0,1,0
"45",42.625,-64.625,45,0.01,0,0,0
"46",42.625,-64.375,46,0.01,0,0,0
"47",42.625,-64.125,47,0.01,0,0,0
"48",42.875,-67.625,48,0.01,0,0,0
"49",42.875,-67.375,49,0.01,0,0,0
"50",42.875,-67.125,50,0.01,0,0,0
"51",42.875,-66.875,51,0.01,0,0,0
"52",42.875,-66.625,52,0.01,1,0,0
"53",42.875,-66.375,53,0.01,0,1,0
"54",42.875,-66.125,54,0.01,0,1,0
"55",42.875,-65.875,55,0.01,0,1,0
"56",42.875,-65.625,56,0.01,0,1,0
"57",42.875,-65.375,57,0.01,0,1,0
"58",42.875,-65.125,58,0.01,0,1,0
"59",42.875,-64.875,59,0.01,0,1,0
"60",42.875,-64.625,60,0.01,0,1,0
"61",42.875,-64.375,61,0.01,0,1,0
"62",42.875,-64.125,62,0.01,0,1,0
"63",42.875,-63.875,63,0.01,1,0,0
"64",42.875,-63.625,64,0.01,0,0,0
"65",42.875,-63.375,65,0.01,0,0,0
"66",42.875,-63.125,66,0.01,0,0,0
"67",42.875,-62.875,67,0.01,0,0,0
"68",42.875,-62.625,68,0.01,0,0,0
"69",42.875,-62.375,69,0.01,0,0,0
"70",42.875,-62.125,70,0.01,0,0,0
"71",42.875,-61.875,71,0.01,0,0,0
"72",42.875,-61.625,72,0.01,0,0,0
"73",43.125,-67.625,73,0.01,0,0,0
"74",43.125,-67.375,74,0.01,0,0,0
"75",43.125,-67.125,75,0.01,0,0,0
"76",43.125,-66.875,76,0.01,1,0,0
"77",43.125,-66.625,77,0.01,0,1,0
"78",43.125,-66.375,78,0.01,0,1,0
"79",43.125,-66.125,79,0.01,0,1,0
"80",43.125,-65.875,80,0.01,0,1,0
"81",43.125,-65.625,81,0.01,0,1,0
"82",43.125,-65.375,82,0.01,0,1,0
"83",43.125,-65.125,83,0.01,1,0,0
"84",43.125,-64.875,84,0.01,0,1,0
"85",43.125,-64.625,85,0.01,0,1,0
"86",43.125,-64.375,86,0.01,0,1,0
"87",43.125,-64.125,87,0.01,0,1,0
"88",43.125,-63.875,88,0.01,0,1,0
"89",43.125,-63.625,89,0.01,0,1,0
"90",43.125,-63.375,90,0.01,1,0,0
"91",43.125,-63.125,91,0.01,1,0,0
"92",43.125,-62.875,92,0.01,0,1,0
"93",43.125,-62.625,93,0.01,0,1,0
"94",43.125,-62.375,94,0.01,0,1,0
"95",43.125,-62.125,95,0.01,1,0,0
"96",43.125,-61.875,96,0.01,1,0,0
"97",43.125,-61.625,97,0.01,1,0,0
"98",43.125,-61.375,98,0.01,0,0,0
"99",43.125,-61.125,99,0.01,0,0,0
"100",43.375,-67.375,100,0.01,0,0,0
"101",43.375,-67.125,101,0.01,0,0,0
"102",43.375,-66.875,102,0.01,1,0,0
"103",43.375,-66.625,103,0.01,0,1,0
"104",43.375,-66.375,104,0.01,0,1,0
"105",43.375,-66.125,105,0.01,0,1,0
"106",43.375,-65.875,106,0.01,0,1,0
"107",43.375,-65.625,107,0.01,0,1,0
"108",43.375,-65.375,108,0.01,0,1,0
"109",43.375,-65.125,109,0.01,0,1,0
"110",43.375,-64.875,110,0.01,0,1,0
"111",43.375,-64.625,111,0.01,0,1,0
"112",43.375,-64.375,112,0.01,0,1,0
"113",43.375,-64.125,113,0.01,0,1,0
"114",43.375,-63.875,114,0.01,0,1,0
"115",43.375,-63.625,115,0.01,0,0,0
"116",43.375,-63.375,116,0.01,1,0,0
"117",43.375,-63.125,117,0.01,0,1,0
"118",43.375,-62.875,118,0.01,0,1,0
"119",43.375,-62.625,119,0.01,0,1,0
"120",43.375,-62.375,120,0.01,0,1,0
"121",43.375,-62.125,121,0.01,0,1,0
"122",43.375,-61.875,122,0.01,0,1,0
"123",43.375,-61.625,123,0.01,0,1,0
"124",43.375,-61.375,124,0.01,0,1,0
"125",43.375,-61.125,125,0.01,0,0,0
"126",43.375,-60.875,126,0.01,0,0,0
"127",43.375,-60.625,127,0.01,0,0,0
"128",43.375,-60.375,128,0.01,0,0,0
"129",43.375,-60.125,129,0.01,0,0,0
"130",43.625,-67.375,130,0.01,0,0,0
"131",43.625,-67.125,131,0.01,0,0,0
"132",43.625,-66.875,132,0.01,0,0,0
"133",43.625,-66.625,133,0.01,0,1,0
"134",43.625,-66.375,134,0.01,0,1,0
"135",43.625,-66.125,135,0.01,0,0,0
"136",43.625,-65.875,136,0.01,0,0,0
"137",43.625,-65.625,137,0.01,0,0,0
"138",43.625,-65.375,138,0.01,0,0,0
"139",43.625,-65.125,139,0.01,0,0,0
"140",43.625,-64.875,140,0.01,0,1,0
"141",43.625,-64.625,141,0.01,0,1,0
"142",43.625,-64.375,142,0.01,0,0,0
"143",43.625,-64.125,143,0.01,0,0,0
"144",43.625,-63.875,144,0.01,0,0,0
"145",43.625,-63.625,145,0.01,0,0,0
"146",43.625,-63.375,146,0.01,0,0,0
"147",43.625,-63.125,147,0.01,0,0,0
"148",43.625,-62.875,148,0.01,0,0,0
"149",43.625,-62.625,149,0.01,0,1,0
"150",43.625,-62.375,150,0.01,0,1,0
"151",43.625,-62.125,151,0.01,0,1,0
"152",43.625,-61.875,152,0.01,0,1,0
"153",43.625,-61.625,153,0.01,0,1,0
"154",43.625,-61.375,154,0.01,0,1,0
"155",43.625,-61.125,155,0.01,0,0,0
"156",43.625,-60.875,156,0.01,0,0,0
"157",43.625,-60.625,157,0.01,0,1,0
"158",43.625,-60.375,158,0.01,0,1,0
"159",43.625,-60.125,159,0.01,0,0,0
"160",43.625,-59.875,160,0.01,0,0,0
"161",43.625,-59.625,161,0.01,0,0,0
"162",43.625,-59.375,162,0.01,0,0,0
"163",43.625,-59.125,163,0.01,0,0,0
"164",43.875,-67.375,164,0.01,0,0,0
"165",43.875,-67.125,165,0.01,0,0,0
"166",43.875,-66.875,166,0.01,0,0,0
"167",43.875,-66.625,167,0.01,0,1,0
"168",43.875,-66.375,168,0.01,0,1,0
"169",43.875,-66.125,169,0.01,0,0,0
"170",43.875,-64.875,170,0.01,0,0,0
"171",43.875,-64.625,171,0.01,0,0,0
"172",43.875,-64.375,172,0.01,0,1,0
"173",43.875,-64.125,173,0.01,0,0,0
"174",43.875,-63.875,174,0.01,0,0,0
"175",43.875,-63.625,175,0.01,0,0,0
"176",43.875,-63.375,176,0.01,0,0,0
"177",43.875,-63.125,177,0.01,0,0,0
"178",43.875,-62.875,178,0.01,0,0,0
"179",43.875,-62.625,179,0.01,0,0,0
"180",43.875,-62.375,180,0.01,0,1,0
"181",43.875,-62.125,181,0.01,0,1,0
"182",43.875,-61.875,182,0.01,0,1,0
"183",43.875,-61.625,183,0.01,0,1,0
"184",43.875,-61.375,184,0.01,0,1,0
"185",43.875,-61.125,185,0.01,0,1,0
"186",43.875,-60.875,186,0.01,0,0,0
"187",43.875,-60.625,187,0.01,1,0,0
"188",43.875,-60.375,188,0.01,0,0,0
"189",43.875,-60.125,189,0.01,1,0,0
"190",43.875,-59.875,190,0.01,0,1,0
"191",43.875,-59.625,191,0.01,0,1,0
"192",43.875,-59.375,192,0.01,0,0,0
"193",43.875,-59.125,193,0.01,0,0,0
"194",43.875,-58.875,194,0.01,0,0,0
"195",43.875,-58.625,195,0.01,0,0,0
"196",44.125,-67.125,196,0.01,0,0,0
"197",44.125,-66.875,197,0.01,0,0,0
"198",44.125,-66.625,198,0.01,0,1,0
"199",44.125,-66.375,199,0.01,1,0,0
"200",44.125,-64.625,200,0.01,0,0,0
"201",44.125,-64.375,201,0.01,0,0,0
"202",44.125,-64.125,202,0.01,0,0,0
"203",44.125,-63.875,203,0.01,0,0,0
"204",44.125,-63.625,204,0.01,1,0,0
"205",44.125,-63.375,205,0.01,0,0,0
"206",44.125,-63.125,206,0.01,0,0,0
"207",44.125,-62.875,207,0.01,0,0,0
"208",44.125,-62.625,208,0.01,0,0,0
"209",44.125,-62.375,209,0.01,0,1,0
"210",44.125,-62.125,210,0.01,0,1,0
"211",44.125,-61.875,211,0.01,0,1,0
"212",44.125,-61.625,212,0.01,0,1,0
"213",44.125,-61.375,213,0.01,0,1,0
"214",44.125,-61.125,214,0.01,0,1,0
"215",44.125,-60.875,215,0.01,0,0,0
"216",44.125,-60.625,216,0.01,0,0,0
"217",44.125,-60.375,217,0.01,0,0,0
"218",44.125,-60.125,218,0.01,0,0,0
"219",44.125,-59.875,219,0.01,0,0,0
"220",44.125,-59.625,220,0.01,0,0,0
"221",44.125,-59.375,221,0.01,0,0,0
