"","id","name","spp"
"1",1,"achelousspinicarpus","achelous spinicarpus"
"2",2,"achelousspinimanus","achelous spinimanus"
"3",3,"alectisciliaris","alectis ciliaris"
"4",4,"ancylopsettaommata","ancylopsetta ommata"
"5",5,"calamusleucosteus","calamus leucosteus"
"6",6,"calappaflammea","calappa flammea"
"7",7,"callinectessapidus","callinectes sapidus"
"8",8,"carcharhinusacronotus","carcharhinus acronotus"
"9",9,"centropristisphiladelphica","centropristis philadelphica"
"10",10,"centropristisstriata","centropristis striata"
"11",11,"chilomycterusschoepfii","chilomycterus schoepfii"
"12",12,"citharichthysmacrops","citharichthys macrops"
"13",13,"congeroceanicus","conger oceanicus"
"14",14,"dasyatissay","dasyatis say"
"15",15,"decapteruspunctatus","decapterus punctatus"
"16",16,"echeneisnaucrates","echeneis naucrates"
"17",17,"etrumeusteres","etrumeus teres"
"18",18,"farfantepenaeusaztecus","farfantepenaeus aztecus"
"19",19,"farfantepenaeusduorarum","farfantepenaeus duorarum"
"20",20,"halieutichthysaculeatus","halieutichthys aculeatus"
"21",21,"lagocephaluslaevigatus","lagocephalus laevigatus"
"22",22,"lagodonrhomboides","lagodon rhomboides"
"23",23,"larimusfasciatus","larimus fasciatus"
"24",24,"leiostomusxanthurus","leiostomus xanthurus"
"25",25,"lepophidiumjeannae","lepophidium jeannae"
"26",26,"loligopealeii","loligo pealeii"
"27",27,"lolligunculabrevis","lolliguncula brevis"
"28",28,"menticirrhusamericanus","menticirrhus americanus"
"29",29,"menticirrhuslittoralis","menticirrhus littoralis"
"30",30,"menticirrhussaxatilis","menticirrhus saxatilis"
"31",31,"micropogoniasundulatus","micropogonias undulatus"
"32",32,"mullusauratus","mullus auratus"
"33",33,"musteluscanis","mustelus canis"
"34",34,"neomerinthehemingwayi","neomerinthe hemingwayi"
"35",35,"opisthonemaoglinum","opisthonema oglinum"
"36",36,"orthopristischrysoptera","orthopristis chrysoptera"
"37",37,"paralichthysalbigutta","paralichthys albigutta"
"38",38,"paralichthyssquamilentus","paralichthys squamilentus"
"39",39,"parequesumbrosus","pareques umbrosus"
"40",40,"peprilusparu","peprilus paru"
"41",41,"peprilustriacanthus","peprilus triacanthus"
"42",42,"pontinuslongispinis","pontinus longispinis"
"43",43,"priacanthusarenatus","priacanthus arenatus"
"44",44,"prionotuscarolinus","prionotus carolinus"
"45",45,"prionotusparalatus","prionotus paralatus"
"46",46,"prionotusrubio","prionotus rubio"
"47",47,"prionotusscitulus","prionotus scitulus"
"48",48,"prionotusstearnsi","prionotus stearnsi"
"49",49,"pristipomoidesaquilonaris","pristipomoides aquilonaris"
"50",50,"rhizoprionodonterraenovae","rhizoprionodon terraenovae"
"51",51,"scomberomoruscavalla","scomberomorus cavalla"
"52",52,"scomberomorusmaculatus","scomberomorus maculatus"
"53",53,"selenesetapinnis","selene setapinnis"
"54",54,"selenevomer","selene vomer"
"55",55,"serranusatrobranchus","serranus atrobranchus"
"56",56,"sicyoniabrevirostris","sicyonia brevirostris"
"57",57,"sphyraenaborealis","sphyraena borealis"
"58",58,"sphyrnatiburo","sphyrna tiburo"
"59",59,"squatinadumeril","squatina dumeril"
"60",60,"stelliferlanceolatus","stellifer lanceolatus"
"61",61,"stenotomuscaprinus","stenotomus caprinus"
"62",62,"stephanolepishispidus","stephanolepis hispidus"
"63",63,"syaciumpapillosum","syacium papillosum"
"64",64,"symphurusdiomedeanus","symphurus diomedeanus"
"65",65,"synodusfoetens","synodus foetens"
"66",66,"tethyastergrandis","tethyaster grandis"
"67",67,"trachinocephalusmyops","trachinocephalus myops"
"68",68,"trachuruslathami","trachurus lathami"
"69",69,"trinectesmaculatus","trinectes maculatus"
"70",70,"upeneusparvus","upeneus parvus"
"71",71,"urophycisfloridana","urophycis floridana"
"72",72,"carcharhinusplumbeus_fishery","carcharhinus plumbeus"
"73",73,"leiostomusxanthurus_fishery","leiostomus xanthurus"
"74",74,"callinectessapidus_fishery","callinectes sapidus"
"75",75,"placopectenmagellanicus_fishery","placopecten magellanicus"
"76",76,"argopectengibbus_fishery","argopecten gibbus"
"77",77,"paralichthysdentatus_fishery","paralichthys dentatus"
"78",78,"sicyoniabrevirostris_fishery","sicyonia brevirostris"
"79",79,"micropogoniasundulatus_fishery","micropogonias undulatus"
"80",80,"penaeussetiferus_fishery","penaeus setiferus"
"81",81,"brevoortiatyrannus_fishery","brevoortia tyrannus"
"82",82,"energy",NA
