"","latgrid","longrid","id","dummycost","solution_1_conservation","solution_1_fishery","solution_1_energy"
"57",29.375,-80.125,57,0.01,0,0,0
"58",29.625,-81.125,58,0.01,0,0,0
"59",29.625,-80.875,59,0.01,0,0,0
"60",29.625,-80.625,60,0.01,1,0,0
"61",29.625,-80.375,61,0.01,0,0,0
"62",29.625,-80.125,62,0.01,0,0,0
"63",29.875,-81.125,63,0.01,1,0,0
"64",29.875,-80.875,64,0.01,0,0,0
"65",29.875,-80.625,65,0.01,0,0,0
"66",29.875,-80.375,66,0.01,0,0,0
"67",29.875,-80.125,67,0.01,0,0,0
"68",30.125,-81.375,68,0.01,0,0,0
"69",30.125,-81.125,69,0.01,0,0,0
"70",30.125,-80.875,70,0.01,0,0,0
"71",30.125,-80.625,71,0.01,0,0,0
"72",30.125,-80.375,72,0.01,0,0,0
"73",30.125,-80.125,73,0.01,0,0,0
"74",30.375,-81.375,74,0.01,0,0,0
"75",30.375,-81.125,75,0.01,0,1,0
"76",30.375,-80.875,76,0.01,1,0,0
"77",30.375,-80.625,77,0.01,0,0,0
"78",30.375,-80.375,78,0.01,0,0,0
"79",30.375,-80.125,79,0.01,0,0,0
"80",30.375,-79.875,80,0.01,0,0,0
"81",30.625,-81.375,81,0.01,0,0,0
"82",30.625,-81.125,82,0.01,0,1,0
"83",30.625,-80.875,83,0.01,0,0,0
"84",30.625,-80.625,84,0.01,0,0,0
"85",30.625,-80.375,85,0.01,0,0,0
"86",30.625,-80.125,86,0.01,0,0,0
"87",30.625,-79.875,87,0.01,0,0,0
"88",30.875,-81.375,88,0.01,0,0,0
"89",30.875,-81.125,89,0.01,0,1,0
"90",30.875,-80.875,90,0.01,1,0,0
"91",30.875,-80.625,91,0.01,0,1,0
"92",30.875,-80.375,92,0.01,0,0,0
"93",30.875,-80.125,93,0.01,0,0,0
"94",30.875,-79.875,94,0.01,0,0,0
"95",30.875,-79.625,95,0.01,0,0,0
"96",31.125,-81.375,96,0.01,0,0,0
"97",31.125,-81.125,97,0.01,0,1,0
"98",31.125,-80.875,98,0.01,0,1,0
"99",31.125,-80.625,99,0.01,0,1,0
"100",31.125,-80.375,100,0.01,0,1,0
"101",31.125,-80.125,101,0.01,1,0,0
"102",31.125,-79.875,102,0.01,0,1,0
"103",31.125,-79.625,103,0.01,0,0,0
"104",31.375,-81.375,104,0.01,0,0,0
"105",31.375,-81.125,105,0.01,0,1,0
"106",31.375,-80.875,106,0.01,0,1,0
"107",31.375,-80.625,107,0.01,0,1,0
"108",31.375,-80.375,108,0.01,0,1,0
"109",31.375,-80.125,109,0.01,0,1,0
"110",31.375,-79.875,110,0.01,0,1,0
"111",31.375,-79.625,111,0.01,0,1,0
"112",31.375,-79.375,112,0.01,0,0,0
"113",31.625,-81.125,113,0.01,0,0,0
"114",31.625,-80.875,114,0.01,0,1,0
"115",31.625,-80.625,115,0.01,0,1,0
"116",31.625,-80.375,116,0.01,0,1,0
"117",31.625,-80.125,117,0.01,0,1,0
"118",31.625,-79.875,118,0.01,0,1,0
"119",31.625,-79.625,119,0.01,0,1,0
"120",31.625,-79.375,120,0.01,0,0,0
"121",31.625,-79.125,121,0.01,0,0,0
"122",31.875,-81.125,122,0.01,0,0,0
"123",31.875,-80.875,123,0.01,0,1,0
"124",31.875,-80.625,124,0.01,0,1,0
"125",31.875,-80.375,125,0.01,0,1,0
"126",31.875,-80.125,126,0.01,0,1,0
"127",31.875,-79.875,127,0.01,0,1,0
"128",31.875,-79.625,128,0.01,0,1,0
"129",31.875,-79.375,129,0.01,0,1,0
"130",31.875,-79.125,130,0.01,0,0,0
"131",31.875,-78.875,131,0.01,0,0,0
"132",31.875,-78.625,132,0.01,0,0,0
"133",32.125,-80.875,133,0.01,0,0,0
"134",32.125,-80.625,134,0.01,0,1,0
"135",32.125,-80.375,135,0.01,0,1,0
"136",32.125,-80.125,136,0.01,0,1,0
"137",32.125,-79.875,137,0.01,0,1,0
"138",32.125,-79.625,138,0.01,1,0,0
"139",32.125,-79.375,139,0.01,0,1,0
"140",32.125,-79.125,140,0.01,0,1,0
"141",32.125,-78.875,141,0.01,1,0,0
"142",32.125,-78.625,142,0.01,0,0,0
"143",32.125,-78.375,143,0.01,0,0,0
"144",32.375,-80.625,144,0.01,0,0,0
"145",32.375,-80.375,145,0.01,0,1,0
"146",32.375,-80.125,146,0.01,0,1,0
"147",32.375,-79.875,147,0.01,0,1,0
"148",32.375,-79.625,148,0.01,0,1,0
"149",32.375,-79.375,149,0.01,0,1,0
"150",32.375,-79.125,150,0.01,0,1,0
"151",32.375,-78.875,151,0.01,0,0,0
"152",32.375,-78.625,152,0.01,0,0,0
"153",32.375,-78.375,153,0.01,0,1,0
"154",32.375,-78.125,154,0.01,0,0,0
"155",32.375,-77.875,155,0.01,0,0,0
"156",32.625,-80.625,156,0.01,0,0,0
"157",32.625,-80.125,157,0.01,0,0,0
"158",32.625,-79.875,158,0.01,0,1,0
"159",32.625,-79.625,159,0.01,0,1,0
"160",32.625,-79.375,160,0.01,0,1,0
"161",32.625,-79.125,161,0.01,0,1,0
"162",32.625,-78.875,162,0.01,1,0,0
"163",32.625,-78.625,163,0.01,0,0,0
"164",32.625,-78.375,164,0.01,0,1,0
"165",32.625,-78.125,165,0.01,0,1,0
"166",32.625,-77.875,166,0.01,0,0,0
"167",32.625,-77.625,167,0.01,0,0,0
"168",32.625,-77.375,168,0.01,0,0,0
"169",32.875,-79.875,169,0.01,0,0,0
"170",32.875,-79.625,170,0.01,0,0,0
"171",32.875,-79.375,171,0.01,0,1,0
"172",32.875,-79.125,172,0.01,0,1,0
"173",32.875,-78.875,173,0.01,0,1,0
"174",32.875,-78.625,174,0.01,0,0,0
"175",32.875,-78.375,175,0.01,1,0,0
"176",32.875,-78.125,176,0.01,0,1,0
"177",32.875,-77.875,177,0.01,0,1,0
"178",32.875,-77.625,178,0.01,0,1,0
"179",32.875,-77.375,179,0.01,0,0,0
"180",32.875,-77.125,180,0.01,0,0,0
"181",33.125,-79.375,181,0.01,0,0,0
"182",33.125,-79.125,182,0.01,0,0,0
"183",33.125,-78.875,183,0.01,1,0,0
"184",33.125,-78.625,184,0.01,0,0,0
"185",33.125,-78.375,185,0.01,0,1,0
"186",33.125,-78.125,186,0.01,0,1,0
"187",33.125,-77.875,187,0.01,0,1,0
"188",33.125,-77.625,188,0.01,0,1,0
"189",33.125,-77.375,189,0.01,1,0,0
"190",33.125,-77.125,190,0.01,1,0,0
"191",33.125,-76.875,191,0.01,0,0,0
"192",33.375,-79.125,192,0.01,0,0,0
"193",33.375,-78.875,193,0.01,0,1,0
"194",33.375,-78.625,194,0.01,1,0,0
"195",33.375,-78.375,195,0.01,0,0,0
"196",33.375,-78.125,196,0.01,0,0,0
"197",33.375,-77.875,197,0.01,1,0,0
"198",33.375,-77.625,198,0.01,0,1,0
"199",33.375,-77.375,199,0.01,0,1,0
"200",33.375,-77.125,200,0.01,0,0,1
"201",33.375,-76.875,201,0.01,0,0,1
"202",33.375,-76.625,202,0.01,0,0,0
"203",33.625,-79.125,203,0.01,0,0,0
"204",33.625,-78.875,204,0.01,0,0,0
"205",33.625,-78.625,205,0.01,0,1,0
"206",33.625,-78.375,206,0.01,0,0,0
"207",33.625,-78.125,207,0.01,1,0,0
"208",33.625,-77.875,208,0.01,0,1,0
"209",33.625,-77.625,209,0.01,0,1,0
"210",33.625,-77.375,210,0.01,0,0,0
"211",33.625,-77.125,211,0.01,0,0,0
"212",33.625,-76.875,212,0.01,0,0,1
"213",33.625,-76.625,213,0.01,0,0,1
"214",33.625,-76.375,214,0.01,0,0,0
"215",33.875,-78.625,215,0.01,0,0,0
"216",33.875,-78.375,216,0.01,0,0,0
"217",33.875,-78.125,217,0.01,0,0,0
"218",33.875,-77.875,218,0.01,0,0,0
"219",33.875,-77.625,219,0.01,0,1,0
"220",33.875,-77.375,220,0.01,0,0,0
"221",33.875,-77.125,221,0.01,0,0,0
"222",33.875,-76.875,222,0.01,0,0,1
"223",33.875,-76.625,223,0.01,0,0,1
"224",33.875,-76.375,224,0.01,0,0,1
"225",33.875,-76.125,225,0.01,0,0,0
"226",34.125,-77.875,226,0.01,0,0,0
"227",34.125,-77.625,227,0.01,0,1,0
"228",34.125,-77.375,228,0.01,0,1,0
"229",34.125,-77.125,229,0.01,0,0,0
"230",34.125,-76.875,230,0.01,0,0,0
"231",34.125,-76.625,231,0.01,0,0,0
"232",34.125,-76.375,232,0.01,0,0,1
"233",34.125,-76.125,233,0.01,0,0,0
"234",34.125,-75.875,234,0.01,0,0,0
"235",34.375,-77.625,235,0.01,0,0,0
"236",34.375,-77.375,236,0.01,0,1,0
"237",34.375,-77.125,237,0.01,0,1,0
"238",34.375,-76.875,238,0.01,0,1,0
"239",34.375,-76.625,239,0.01,0,1,0
"240",34.375,-76.375,240,0.01,0,1,0
"241",34.375,-76.125,241,0.01,0,1,0
"242",34.375,-75.875,242,0.01,0,0,1
"243",34.375,-75.625,243,0.01,0,0,0
"244",34.625,-77.375,244,0.01,0,0,0
"245",34.625,-77.125,245,0.01,0,0,0
"246",34.625,-76.875,246,0.01,0,0,0
"247",34.625,-76.625,247,0.01,0,0,0
"248",34.625,-76.375,248,0.01,0,1,0
"249",34.625,-76.125,249,0.01,0,1,0
"250",34.625,-75.875,250,0.01,0,1,0
"251",34.625,-75.625,251,0.01,0,0,0
"252",34.875,-76.375,252,0.01,0,0,0
"253",34.875,-76.125,253,0.01,0,0,0
"254",34.875,-75.875,254,0.01,0,1,0
"255",34.875,-75.625,255,0.01,0,1,0
"256",34.875,-75.375,256,0.01,0,0,1
"257",35.125,-76.375,257,0.01,0,0,0
"258",35.125,-76.125,258,0.01,0,0,0
"259",35.125,-75.875,259,0.01,0,0,0
"260",35.125,-75.625,260,0.01,1,0,0
"261",35.125,-75.375,261,0.01,0,1,0
"262",35.125,-75.125,262,0.01,0,0,1
"263",35.375,-76.125,263,0.01,0,0,0
"264",35.375,-75.875,264,0.01,0,0,0
"265",35.375,-75.625,265,0.01,0,0,0
"266",35.375,-75.375,266,0.01,0,0,0
"267",35.375,-75.125,267,0.01,0,0,1
"268",35.375,-74.875,268,0.01,0,1,0
"269",35.625,-75.875,269,0.01,0,0,0
