"","latgrid","longrid","id","dummycost","solution_1_conservation","solution_1_fishery","solution_1_energy"
"1",35.625,-75.625,1,0.01,1,0,0
"2",35.625,-75.375,2,0.01,0,0,0
"3",35.625,-75.125,3,0.01,0,0,0
"4",35.625,-74.875,4,0.01,0,1,0
"5",35.875,-76.375,5,0.01,0,0,0
"6",35.875,-76.125,6,0.01,0,0,0
"7",35.875,-75.875,7,0.01,0,0,0
"8",35.875,-75.625,8,0.01,0,1,0
"9",35.875,-75.375,9,0.01,0,1,0
"10",35.875,-75.125,10,0.01,1,0,0
"11",35.875,-74.875,11,0.01,0,1,0
"12",36.125,-76.375,12,0.01,0,0,0
"13",36.125,-76.125,13,0.01,0,0,0
"14",36.125,-75.875,14,0.01,0,0,0
"15",36.125,-75.625,15,0.01,0,1,0
"16",36.125,-75.375,16,0.01,0,0,0
"17",36.125,-75.125,17,0.01,0,1,0
"18",36.125,-74.875,18,0.01,0,1,0
"19",36.375,-75.875,19,0.01,0,0,0
"20",36.375,-75.625,20,0.01,0,0,0
"21",36.375,-75.375,21,0.01,0,0,0
"22",36.375,-75.125,22,0.01,0,0,0
"23",36.375,-74.875,23,0.01,0,1,0
"24",36.625,-75.875,24,0.01,1,0,0
"25",36.625,-75.625,25,0.01,0,0,1
"26",36.625,-75.375,26,0.01,0,1,0
"27",36.625,-75.125,27,0.01,0,0,0
"28",36.625,-74.875,28,0.01,0,0,0
"29",36.625,-74.625,29,0.01,0,0,0
"30",36.875,-76.375,30,0.01,0,0,0
"31",36.875,-76.125,31,0.01,0,0,0
"32",36.875,-75.875,32,0.01,0,1,0
"33",36.875,-75.625,33,0.01,0,0,0
"34",36.875,-75.375,34,0.01,0,0,0
"35",36.875,-75.125,35,0.01,0,0,0
"36",36.875,-74.875,36,0.01,1,0,0
"37",36.875,-74.625,37,0.01,0,0,0
"38",37.125,-76.625,38,0.01,0,0,0
"39",37.125,-76.375,39,0.01,0,0,0
"40",37.125,-76.125,40,0.01,0,1,0
"41",37.125,-75.875,41,0.01,0,1,0
"42",37.125,-75.625,42,0.01,0,0,0
"43",37.125,-75.375,43,0.01,0,0,0
"44",37.125,-75.125,44,0.01,1,0,0
"45",37.125,-74.875,45,0.01,1,0,0
"46",37.125,-74.625,46,0.01,1,0,0
"47",37.375,-76.375,47,0.01,0,0,0
"48",37.375,-76.125,48,0.01,1,0,0
"49",37.375,-75.875,49,0.01,0,0,0
"50",37.375,-75.625,50,0.01,1,0,0
"51",37.375,-75.375,51,0.01,0,1,0
"52",37.375,-75.125,52,0.01,0,0,0
"53",37.375,-74.875,53,0.01,0,0,0
"54",37.375,-74.625,54,0.01,0,0,0
"55",37.375,-74.375,55,0.01,0,0,0
"56",37.625,-76.375,56,0.01,0,0,0
"57",37.625,-76.125,57,0.01,0,0,0
"58",37.625,-75.875,58,0.01,0,0,0
"59",37.625,-75.625,59,0.01,0,0,0
"60",37.625,-75.375,60,0.01,0,1,0
"61",37.625,-75.125,61,0.01,0,0,0
"62",37.625,-74.875,62,0.01,0,0,0
