"","latgrid","longrid","id","dummycost","solution_1_conservation","solution_1_fishery","solution_1_energy"
"1",48.375,-126.125,1,0.01,0,0,1
"2",48.375,-125.875,2,0.01,0,0,1
"3",48.375,-125.625,3,0.01,0,0,1
"4",48.375,-125.375,4,0.01,0,0,1
"5",48.625,-126.375,5,0.01,0,0,1
"6",48.625,-126.125,6,0.01,0,0,1
"7",48.625,-125.875,7,0.01,1,0,0
"8",48.625,-125.625,8,0.01,0,0,1
"9",48.625,-125.375,9,0.01,0,0,1
"10",48.625,-125.125,10,0.01,0,0,0
"11",48.625,-124.875,11,0.01,0,0,0
"12",48.875,-126.625,12,0.01,0,0,1
"13",48.875,-126.375,13,0.01,0,1,0
"14",48.875,-126.125,14,0.01,1,0,0
"15",48.875,-125.875,15,0.01,1,0,0
"16",48.875,-125.625,16,0.01,0,0,0
"17",48.875,-125.375,17,0.01,0,0,1
"18",49.125,-127.125,18,0.01,0,0,0
"19",49.125,-126.875,19,0.01,0,0,0
"20",49.125,-126.625,20,0.01,0,1,0
"21",49.125,-126.375,21,0.01,0,0,1
"22",49.125,-126.125,22,0.01,0,0,0
"23",49.125,-125.875,23,0.01,0,0,0
"24",49.375,-127.125,24,0.01,0,1,0
"25",49.375,-126.875,25,0.01,1,0,0
"26",49.375,-126.625,26,0.01,0,0,0
"27",49.375,-126.375,27,0.01,0,0,1
"28",49.625,-127.625,28,0.01,0,0,0
"29",49.625,-127.375,29,0.01,0,0,0
"30",49.625,-127.125,30,0.01,0,1,0
"31",49.625,-126.875,31,0.01,0,0,0
"32",49.625,-126.625,32,0.01,0,0,0
"33",49.875,-127.875,33,0.01,0,0,0
"34",49.875,-127.625,34,0.01,0,1,0
"35",49.875,-127.375,35,0.01,0,0,0
"36",49.875,-127.125,36,0.01,0,0,0
"37",50.125,-128.125,37,0.01,0,0,0
"38",50.125,-127.875,38,0.01,0,0,0
"39",50.125,-127.625,39,0.01,0,0,0
"40",50.125,-127.375,40,0.01,0,0,0
"41",50.375,-128.625,41,0.01,0,0,0
"42",50.375,-128.375,42,0.01,0,0,0
"43",50.375,-128.125,43,0.01,0,0,0
"44",50.375,-127.875,44,0.01,0,0,0
"45",50.625,-129.125,45,0.01,0,0,0
"46",50.625,-128.875,46,0.01,0,0,0
"47",50.625,-128.625,47,0.01,0,1,0
"48",50.625,-128.375,48,0.01,0,0,0
"49",50.625,-128.125,49,0.01,0,0,0
"50",50.875,-129.625,50,0.01,0,0,0
"51",50.875,-129.375,51,0.01,0,1,0
"52",50.875,-129.125,52,0.01,0,1,0
"53",50.875,-128.875,53,0.01,0,0,0
"54",50.875,-128.625,54,0.01,0,0,0
"55",50.875,-128.375,55,0.01,0,0,0
"56",50.875,-128.125,56,0.01,0,0,0
"57",50.875,-127.875,57,0.01,0,0,0
"58",51.125,-129.875,58,0.01,0,0,0
"59",51.125,-129.625,59,0.01,0,0,0
"60",51.125,-129.375,60,0.01,0,1,0
"61",51.125,-129.125,61,0.01,0,1,0
"62",51.125,-128.875,62,0.01,0,0,0
"63",51.125,-128.625,63,0.01,0,1,0
"64",51.125,-128.375,64,0.01,0,1,0
"65",51.125,-128.125,65,0.01,0,1,0
"66",51.125,-127.875,66,0.01,0,0,0
"67",51.375,-130.125,67,0.01,0,0,0
"68",51.375,-129.875,68,0.01,1,0,0
"69",51.375,-129.625,69,0.01,0,1,0
"70",51.375,-129.375,70,0.01,0,1,0
"71",51.375,-129.125,71,0.01,0,1,0
"72",51.375,-128.875,72,0.01,0,1,0
"73",51.375,-128.625,73,0.01,1,0,0
"74",51.375,-128.375,74,0.01,1,0,0
"75",51.375,-128.125,75,0.01,0,0,0
"76",51.375,-127.875,76,0.01,0,0,0
"77",51.625,-130.875,77,0.01,0,0,0
"78",51.625,-130.625,78,0.01,0,0,0
"79",51.625,-130.375,79,0.01,0,0,0
"80",51.625,-130.125,80,0.01,0,0,0
"81",51.625,-129.875,81,0.01,0,1,0
"82",51.625,-129.625,82,0.01,0,1,0
"83",51.625,-129.375,83,0.01,0,1,0
"84",51.625,-129.125,84,0.01,0,0,0
"85",51.625,-128.875,85,0.01,0,0,0
"86",51.625,-128.625,86,0.01,0,1,0
"87",51.625,-128.375,87,0.01,1,0,0
"88",51.625,-128.125,88,0.01,0,0,0
"89",51.625,-127.875,89,0.01,0,0,0
